rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.88142327438766,86.20054507817643,603222,济民健康,bottom_area,2022-01-28,14.63,2022-01-28,14.15,3.3922261484098972,4.593639575971734,27.361396303901437,False,1.8802,3.9651,4,4,4,100.0,29.649573637370885,68.46504559270518,6.607773851590104,3.3922261484098972,历史4/4次成功; 当前距低点3.39%; 最新日涨幅1.88%; 状态bottom_area; 底部未确认
2,86.56793650606485,80.93084580140082,600391,航发科技,bottom_area,2022-01-28,20.76,2022-01-28,20.46,1.4662756598240503,4.203323558162265,30.691056910569102,False,0.5327,3.3507,1,1,1,100.0,27.709431751611014,27.709431751611014,8.53372434017595,1.4662756598240503,历史1/1次成功; 当前距低点1.47%; 最新日涨幅0.53%; 状态bottom_area; 底部未确认
3,85.33150192328159,81.91315068493151,002584,西陇科学,bottom_area,2022-01-28,9.01,2022-01-28,8.76,2.853881278538813,4.680365296803655,29.863891112890318,False,0.6704,10.805,1,1,1,100.0,68.08510638297875,68.08510638297875,7.146118721461188,2.853881278538813,历史1/1次成功; 当前距低点2.85%; 最新日涨幅0.67%; 状态bottom_area; 底部未确认
4,84.98822352178124,80.75358434282805,600217,中再资环,bottom_area,2022-01-28,5.74,2022-01-28,5.61,2.317290552584668,3.9215686274509753,29.52261306532663,False,0.1745,0.9968,1,1,1,100.0,37.18820861678004,37.18820861678004,7.682709447415332,2.317290552584668,历史1/1次成功; 当前距低点2.32%; 最新日涨幅0.17%; 状态bottom_area; 底部未确认
5,84.19177867313407,81.02813054814668,300447,全信股份,bottom_area,2022-01-28,17.57,2022-01-27,17.06,2.989449003517008,7.151230949589698,27.650551314673454,False,2.7485,2.2448,2,2,2,100.0,30.236958474007892,30.328638497652584,7.010550996482992,2.989449003517008,历史2/2次成功; 当前距低点2.99%; 最新日涨幅2.75%; 状态bottom_area; 底部未确认
6,83.64421231387094,80.85956727375181,002603,以岭药业,bottom_area,2022-01-28,20.82,2022-01-26,20.17,3.222607833415957,7.585523054040642,27.757879656160455,True,0.4342,3.5352,1,1,1,100.0,39.661898569570866,39.661898569570866,6.777392166584042,3.222607833415957,历史1/1次成功; 当前距低点3.22%; 最新日涨幅0.43%; 状态bottom_area; 底部已确认
7,82.7075415966071,79.84834327834326,300511,雪榕生物,bottom_area,2022-01-28,6.87,2022-01-27,6.66,3.153153153153153,4.054054054054047,31.198347107438014,False,2.8443,2.7493,2,2,2,100.0,25.900712191034756,29.220779220779214,6.846846846846848,3.153153153153153,历史2/2次成功; 当前距低点3.15%; 最新日涨幅2.84%; 状态bottom_area; 底部未确认
8,82.16107313404818,79.27362327949696,605162,新中港,bottom_area,2022-01-28,10.57,2022-01-27,10.25,3.121951219512198,4.390243902439018,30.508474576271187,False,2.7211,3.1233,2,2,2,100.0,22.428344408520275,26.46502835538753,6.878048780487803,3.121951219512198,历史2/2次成功; 当前距低点3.12%; 最新日涨幅2.72%; 状态bottom_area; 底部未确认
9,81.99202698344746,74.76431625192474,688089,嘉必优,bottom_area,2022-01-28,50.5,2022-01-28,50.42,0.15866719555731515,5.414518048393488,27.243867243867236,False,-2.2265,0.7613,1,1,1,100.0,40.83912611717973,40.83912611717973,9.841332804442686,0.15866719555731515,历史1/1次成功; 当前距低点0.16%; 最新日涨幅-2.23%; 状态bottom_area; 底部未确认
10,81.82018669702383,79.03130851387996,300658,延江股份,bottom_area,2022-01-28,10.06,2022-01-27,9.75,3.1794871794871846,4.410256410256407,32.57261410788382,False,2.444,1.4755,2,2,2,100.0,21.830856360810415,26.72018348623853,6.820512820512817,3.1794871794871846,历史2/2次成功; 当前距低点3.18%; 最新日涨幅2.44%; 状态bottom_area; 底部未确认
11,81.33265708084645,73.93877916440586,000620,盈新发展,bottom_area,2022-01-28,3.2,2022-01-28,3.2,0.0,0.0,30.585683297180044,False,-9.8592,0.6893,2,2,2,100.0,40.26225357207451,58.4192439862543,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-9.86%; 状态bottom_area; 底部未确认
12,81.199423245906,77.72236985754228,300339,润和软件,bottom_area,2022-01-28,19.0,2022-01-27,18.5,2.7027027027027026,7.945945945945939,27.450980392156865,False,2.3707,3.4028,1,1,1,100.0,25.615763546798025,25.615763546798025,7.297297297297297,2.7027027027027026,历史1/1次成功; 当前距低点2.70%; 最新日涨幅2.37%; 状态bottom_area; 底部未确认
13,81.0416994362109,77.059433414138,605086,龙高股份,bottom_area,2022-01-28,20.86,2022-01-28,20.38,2.3552502453385693,2.944062806673216,27.31811697574893,False,1.1639,3.4076,1,1,1,100.0,17.79249448123621,17.79249448123621,7.644749754661431,2.3552502453385693,历史1/1次成功; 当前距低点2.36%; 最新日涨幅1.16%; 状态bottom_area; 底部未确认
14,79.84581884573244,77.42186331212844,002342,巨力索具,bottom_area,2022-01-28,4.28,2022-01-28,4.14,3.381642512077309,4.589371980676338,28.620689655172416,False,2.148,2.45,2,2,2,100.0,15.655958277767192,19.889502762430933,6.618357487922691,3.381642512077309,历史2/2次成功; 当前距低点3.38%; 最新日涨幅2.15%; 状态bottom_area; 底部未确认
15,79.82701285511054,73.68302366345314,603368,柳药集团,bottom_area,2022-01-28,16.43,2022-01-28,16.3,0.7975460122699325,2.6993865030674704,30.282292557741652,False,-0.4846,2.0051,1,1,1,100.0,42.85714285714285,42.85714285714285,9.202453987730069,0.7975460122699325,历史1/1次成功; 当前距低点0.80%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
16,79.12600178539996,71.93272889581814,000995,皇台酒业,bottom_area,2022-01-28,16.73,2022-01-28,16.73,0.0,0.0,30.810587262200162,False,-10.0054,0.7279,3,3,3,100.0,12.810370407624413,15.789473684210536,10.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态bottom_area; 底部未确认
17,79.123643924571,75.61253222541815,603045,福达合金,bottom_area,2022-01-28,15.29,2022-01-28,14.9,2.6174496644295218,4.02684563758389,27.49391727493917,False,1.7299,1.4067,1,1,1,100.0,13.227513227513226,13.227513227513226,7.382550335570478,2.6174496644295218,历史1/1次成功; 当前距低点2.62%; 最新日涨幅1.73%; 状态bottom_area; 底部未确认
18,78.6290679430098,75.13119351441932,000795,英洛华,bottom_area,2022-01-28,6.68,2022-01-28,6.51,2.6113671274961585,4.3010752688172085,29.239130434782606,False,0.7541,2.4723,1,1,1,100.0,10.565110565110556,10.565110565110556,7.388632872503842,2.6113671274961585,历史1/1次成功; 当前距低点2.61%; 最新日涨幅0.75%; 状态bottom_area; 底部未确认
19,77.98752396131039,77.73472809757843,603196,璞源材料,bottom_area,2022-01-28,7.38,2022-01-27,7.04,4.829545454545452,6.534090909090909,28.960645812310798,False,4.0903,2.3137,3,3,3,100.0,18.419848031946557,22.85714285714286,5.1704545454545485,4.829545454545452,历史3/3次成功; 当前距低点4.83%; 最新日涨幅4.09%; 状态bottom_area; 底部未确认
20,77.89608606168234,75.06817534657176,300533,冰川网络,bottom_area,2022-01-28,17.52,2022-01-27,17.0,3.0588235294117623,5.88235294117647,30.612244897959183,False,2.8773,2.6232,1,1,1,100.0,15.711252653927819,15.711252653927819,6.941176470588238,3.0588235294117623,历史1/1次成功; 当前距低点3.06%; 最新日涨幅2.88%; 状态bottom_area; 底部未确认
21,77.57456651430783,73.14467758985201,000625,长安汽车,bottom_area,2022-01-28,12.78,2022-01-28,12.54,1.913875598086126,3.189792663476877,31.25,False,-0.312,1.0131,1,1,1,100.0,13.808139534883724,13.808139534883724,8.086124401913874,1.913875598086126,历史1/1次成功; 当前距低点1.91%; 最新日涨幅-0.31%; 状态bottom_area; 底部未确认
22,77.4154966208966,75.1154271356784,002806,华锋股份,bottom_area,2022-01-28,12.41,2022-01-27,12.0,3.416666666666668,5.583333333333332,31.856899488926743,False,3.2446,2.2386,1,1,1,100.0,20.35175879396985,20.35175879396985,6.583333333333333,3.416666666666668,历史1/1次成功; 当前距低点3.42%; 最新日涨幅3.24%; 状态bottom_area; 底部未确认
23,77.19392840007572,70.22702490754511,300677,英科医疗,bottom_area,2022-01-28,52.86,2022-01-28,52.84,0.03785011355033312,3.4822104466313326,29.0738255033557,False,-1.3806,2.597,1,1,1,100.0,14.964103045375621,14.964103045375621,9.962149886449668,0.03785011355033312,历史1/1次成功; 当前距低点0.04%; 最新日涨幅-1.38%; 状态bottom_area; 底部未确认
24,76.31648528145703,72.1484919615572,300639,凯普生物,bottom_area,2022-01-28,27.35,2022-01-28,26.8,2.0522388059701515,3.768656716417903,29.934640522875817,False,-0.4731,1.9279,1,1,1,100.0,10.14836795252224,10.14836795252224,7.94776119402985,2.0522388059701515,历史1/1次成功; 当前距低点2.05%; 最新日涨幅-0.47%; 状态bottom_area; 底部未确认
25,76.1108947499428,69.84041717498786,300567,精测电子,bottom_area,2022-01-28,53.44,2022-01-28,53.18,0.48890560361037605,2.2564874012786817,31.82051282051282,False,-0.2054,1.2694,1,1,1,100.0,18.414634146341452,18.414634146341452,9.511094396389625,0.48890560361037605,历史1/1次成功; 当前距低点0.49%; 最新日涨幅-0.21%; 状态bottom_area; 底部未确认
26,75.93783684843777,73.95984109813871,601369,陕鼓动力,bottom_area,2022-01-28,10.32,2022-01-28,9.96,3.6144578313252955,5.421686746987943,27.721335268505072,False,1.5748,0.599,1,1,1,100.0,16.563467492260067,16.563467492260067,6.3855421686747045,3.6144578313252955,历史1/1次成功; 当前距低点3.61%; 最新日涨幅1.57%; 状态bottom_area; 底部未确认
27,75.79806698562705,73.64918181364983,002006,精工科技,bottom_area,2022-01-28,19.57,2022-01-28,18.91,3.490216816499207,5.235325224748802,32.36766809728183,False,0.2561,1.8188,1,1,1,100.0,13.370301910043118,13.370301910043118,6.509783183500793,3.490216816499207,历史1/1次成功; 当前距低点3.49%; 最新日涨幅0.26%; 状态bottom_area; 底部未确认
28,75.79688874435976,74.03185788150324,001216,华瓷股份,bottom_area,2022-01-28,14.89,2022-01-27,14.35,3.7630662020905987,5.365853658536582,29.31034482758621,False,3.7631,7.3123,1,1,1,100.0,18.77230549607424,18.77230549607424,6.236933797909402,3.7630662020905987,历史1/1次成功; 当前距低点3.76%; 最新日涨幅3.76%; 状态bottom_area; 底部未确认
29,75.77455184385505,69.27206726199833,688131,皓元医药,bottom_area,2022-01-28,181.53,2022-01-28,181.0,0.2928176795580117,4.41988950276243,29.53908439738399,False,-1.1651,2.4551,1,1,1,100.0,12.955331028981659,12.955331028981659,9.707182320441989,0.2928176795580117,历史1/1次成功; 当前距低点0.29%; 最新日涨幅-1.17%; 状态bottom_area; 底部未确认
