rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.08600834993231,80.11388255915865,603368,柳药集团,bottom_area,2022-02-24,16.5,2022-01-28,16.3,1.2269938650306704,6.871165644171786,30.282292557741652,False,-1.4337,3.1087,1,1,1,100.0,42.85714285714285,42.85714285714285,8.77300613496933,1.2269938650306704,历史1/1次成功; 当前距低点1.23%; 最新日涨幅-1.43%; 状态bottom_area; 底部未确认
2,80.96723478267857,75.87353010890399,688208,道通科技,bottom_area,2022-02-24,49.2,2022-02-24,48.43,1.589923601073721,6.937848441048936,32.24678231673196,False,-4.2429,1.5053,1,1,1,100.0,34.72341892124764,34.72341892124764,8.410076398926279,1.589923601073721,历史1/1次成功; 当前距低点1.59%; 最新日涨幅-4.24%; 状态bottom_area; 底部未确认
3,77.97369731366179,72.44671412328833,002705,新宝股份,bottom_area,2022-02-24,18.6,2022-02-24,18.39,1.1419249592169702,7.123436650353446,27.88235294117647,False,-3.9752,1.1181,1,1,1,100.0,10.808080808080812,10.808080808080812,8.858075040783032,1.1419249592169702,历史1/1次成功; 当前距低点1.14%; 最新日涨幅-3.98%; 状态bottom_area; 底部未确认
4,77.71526693607431,75.2583325841738,300624,万兴科技,bottom_area,2022-02-24,38.35,2022-02-24,37.12,3.3135775862069075,8.755387931034484,32.790150280644575,False,-5.332,4.7682,2,2,2,100.0,35.87790043400834,51.195680123425035,6.686422413793093,3.3135775862069075,历史2/2次成功; 当前距低点3.31%; 最新日涨幅-5.33%; 状态bottom_area; 底部未确认
5,77.14957588114537,72.30553143712575,002355,兴民智通,bottom_area,2022-02-24,5.09,2022-02-24,5.01,1.5968063872255505,6.586826347305391,27.18023255813954,False,-4.1431,1.5512,1,1,1,100.0,15.624999999999991,15.624999999999991,8.40319361277445,1.5968063872255505,历史1/1次成功; 当前距低点1.60%; 最新日涨幅-4.14%; 状态bottom_area; 底部未确认
6,76.12720428389015,74.98194688194687,300511,雪榕生物,bottom_area,2022-02-24,6.94,2022-01-27,6.66,4.204204204204208,8.70870870870871,31.198347107438014,True,-2.2535,4.2942,2,2,2,100.0,25.900712191034756,29.220779220779214,5.795795795795793,4.204204204204208,历史2/2次成功; 当前距低点4.20%; 最新日涨幅-2.25%; 状态bottom_area; 底部已确认
7,75.4910046323104,72.84219745222933,000518,四环生物,bottom_area,2022-02-24,3.3,2022-01-27,3.2,3.124999999999989,8.4375,27.272727272727277,True,-0.9009,2.0183,1,1,1,100.0,17.834394904458602,17.834394904458602,6.8750000000000115,3.124999999999989,历史1/1次成功; 当前距低点3.12%; 最新日涨幅-0.90%; 状态bottom_area; 底部已确认
8,75.3859474047297,73.7317735521239,603196,璞源材料,confirmed_rebound,2022-02-24,7.31,2022-01-27,7.04,3.8352272727272667,10.227272727272723,28.960645812310798,True,-3.9422,1.7848,3,3,3,100.0,18.419848031946557,22.85714285714286,6.164772727272734,3.8352272727272667,历史3/3次成功; 当前距低点3.84%; 最新日涨幅-3.94%; 状态confirmed_rebound; 底部已确认
9,66.63664831622282,66.20128205128208,601218,吉鑫科技,confirmed_rebound,2022-02-24,5.17,2022-01-24,4.94,4.65587044534412,10.728744939271241,30.324400564174887,True,-2.8195,4.3113,1,1,1,100.0,11.111111111111114,11.111111111111114,5.344129554655881,4.65587044534412,历史1/1次成功; 当前距低点4.66%; 最新日涨幅-2.82%; 状态confirmed_rebound; 底部已确认
10,57.030717579552444,53.78658200358799,002707,众信旅游,bottom_area,2022-02-24,6.35,2022-02-24,6.23,1.9261637239165204,7.704654895666124,28.636884306987398,False,-3.2012,6.8309,1,2,1,50.0,11.76470588235293,11.76470588235293,8.073836276083481,1.9261637239165204,历史1/2次成功; 当前距低点1.93%; 最新日涨幅-3.20%; 状态bottom_area; 底部未确认
11,55.746163491020766,53.76468747202219,688276,百克生物,bottom_area,2022-02-24,50.55,2022-02-14,49.03,3.1001427697328086,8.341831531715268,30.55240793201132,True,-3.1052,2.9535,1,2,1,50.0,16.844155844155843,16.844155844155843,6.899857230267193,3.1001427697328086,历史1/2次成功; 当前距低点3.10%; 最新日涨幅-3.11%; 状态bottom_area; 底部已确认
12,53.41915067131031,52.053864179074914,600211,西藏药业,bottom_area,2022-02-24,42.13,2022-01-28,40.65,3.6408364083640934,6.519065190651903,28.18021201413428,False,-0.1185,1.4581,1,2,1,50.0,13.252533280349695,13.252533280349695,6.359163591635908,3.6408364083640934,历史1/2次成功; 当前距低点3.64%; 最新日涨幅-0.12%; 状态bottom_area; 底部未确认
13,50.91275730092734,49.27413274591109,300546,雄帝科技,confirmed_rebound,2022-02-24,29.89,2022-02-24,28.94,3.282653766413266,14.44367657221837,27.249874308697837,False,-12.8571,29.5286,1,3,1,33.33333333333333,33.791666666666664,33.791666666666664,6.717346233586735,3.282653766413266,历史1/3次成功; 当前距低点3.28%; 最新日涨幅-12.86%; 状态confirmed_rebound; 底部未确认
