rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.69088830363012,82.735478504365,000935,四川双马,bottom_area,2023-04-26,19.05,2023-04-25,18.68,1.9807280513918681,4.014989293361884,30.609212481426457,False,0.5277,0.306,1,1,1,100.0,43.71794871794874,43.71794871794874,13.01927194860813,1.9807280513918681,历史1/1次成功; 当前距低点1.98%; 最新日涨幅0.53%; 状态bottom_area; 底部未确认
12,83.90833288771952,77.5667051777612,300661,圣邦股份,bottom_area,2023-04-26,123.5,2023-04-25,119.58,3.278140157216927,6.790433182806494,30.20079383609619,False,0.7505,1.4901,1,1,1,100.0,31.832606108687024,31.832606108687024,11.721859842783072,3.278140157216927,历史1/1次成功; 当前距低点3.28%; 最新日涨幅0.75%; 状态bottom_area; 底部未确认
13,83.3503483313236,74.7752761331723,688228,开普云,bottom_area,2023-04-26,46.26,2023-04-26,45.5,1.670329670329666,7.912087912087916,28.063241106719367,False,-5.2826,3.549,1,1,1,100.0,29.80445043830074,29.80445043830074,13.329670329670334,1.670329670329666,历史1/1次成功; 当前距低点1.67%; 最新日涨幅-5.28%; 状态bottom_area; 底部未确认
14,83.18051969973035,76.62100085380894,002077,大港股份,bottom_area,2023-04-26,13.69,2023-04-25,13.28,3.0873493975903625,5.7228915662650595,27.786840674279507,False,0.514,2.6336,1,1,1,100.0,24.40944881889765,24.40944881889765,11.912650602409638,3.0873493975903625,历史1/1次成功; 当前距低点3.09%; 最新日涨幅0.51%; 状态bottom_area; 底部未确认
15,82.31853952388792,74.19868358445679,002146,荣盛发展,bottom_area,2023-04-26,1.59,2023-04-26,1.56,1.9230769230769247,3.2051282051282075,30.973451327433622,False,-0.625,1.2668,1,1,1,100.0,19.587628865979376,19.587628865979376,13.076923076923075,1.9230769230769247,历史1/1次成功; 当前距低点1.92%; 最新日涨幅-0.62%; 状态bottom_area; 底部未确认
16,82.12201023059332,74.37286966302885,300530,领湃科技,bottom_area,2023-04-26,22.06,2023-04-25,21.59,2.176933765632232,6.947660954145437,32.6365054602184,False,-0.2712,0.2658,3,4,3,75.0,27.802573379948058,34.07510431154381,12.823066234367767,2.176933765632232,历史3/4次成功; 当前距低点2.18%; 最新日涨幅-0.27%; 状态bottom_area; 底部未确认
17,81.55810768909704,76.66062955278117,300665,飞鹿股份,bottom_area,2023-04-26,7.49,2023-04-24,7.19,4.172461752433933,5.006954102920715,30.329457364341085,False,0.2677,2.9752,2,2,2,100.0,21.25721692650826,22.6044226044226,10.827538247566066,4.172461752433933,历史2/2次成功; 当前距低点4.17%; 最新日涨幅0.27%; 状态bottom_area; 底部未确认
18,81.30370971378153,75.47539140696709,002385,大北农,bottom_area,2023-04-26,7.09,2023-04-25,6.85,3.5036496350364996,4.817518248175183,30.73811931243681,False,2.1614,1.789,1,1,1,100.0,23.353293413173663,23.353293413173663,11.4963503649635,3.5036496350364996,历史1/1次成功; 当前距低点3.50%; 最新日涨幅2.16%; 状态bottom_area; 底部未确认
19,81.06939294567206,71.93976536474354,601369,陕鼓动力,bottom_area,2023-04-26,9.31,2023-04-26,9.21,1.0857763300760004,2.497285559174795,31.114435302916966,False,-0.2144,1.2446,2,3,2,66.66666666666666,36.068111455108365,55.572755417956664,13.914223669924,1.0857763300760004,历史2/3次成功; 当前距低点1.09%; 最新日涨幅-0.21%; 状态bottom_area; 底部未确认
20,80.65712575133624,76.53272163036226,300607,拓斯达,confirmed_rebound,2023-04-26,12.08,2023-04-25,11.54,4.679376083188917,19.324090121317163,30.565583634175702,False,2.8085,5.1362,2,2,2,100.0,36.99838225824183,45.9265890778872,10.320623916811083,4.679376083188917,历史2/2次成功; 当前距低点4.68%; 最新日涨幅2.81%; 状态confirmed_rebound; 底部未确认
21,80.56546981551253,71.02099777173368,688117,圣诺生物,bottom_area,2023-04-26,30.3,2023-04-26,30.08,0.7313829787234123,12.86569148936172,32.40449438202248,False,-12.1739,13.8124,2,2,2,100.0,21.282532060339015,24.6076585059636,14.268617021276587,0.7313829787234123,历史2/2次成功; 当前距低点0.73%; 最新日涨幅-12.17%; 状态bottom_area; 底部未确认
22,80.5120262515843,76.35834362644984,002553,南方精工,bottom_area,2023-04-26,10.12,2023-04-26,9.67,4.653567735263695,5.687693898655644,28.844738778513612,False,3.7949,3.1779,2,2,2,100.0,25.52945195081221,32.14285714285715,10.346432264736304,4.653567735263695,历史2/2次成功; 当前距低点4.65%; 最新日涨幅3.79%; 状态bottom_area; 底部未确认
23,80.45499617602151,70.35650924616121,300671,富满微,bottom_area,2023-04-26,43.22,2023-04-26,43.09,0.3016941285681027,5.337665351589689,31.07805502239283,False,-2.3939,2.4954,1,1,1,100.0,18.894472361809044,18.894472361809044,14.698305871431897,0.3016941285681027,历史1/1次成功; 当前距低点0.30%; 最新日涨幅-2.39%; 状态bottom_area; 底部未确认
24,80.35818251207904,70.47176427225817,300353,东土科技,bottom_area,2023-04-26,11.07,2023-04-26,11.02,0.45372050816697557,5.444646098003627,28.903225806451616,False,-1.6,5.6599,1,1,1,100.0,21.377672209026137,21.377672209026137,14.546279491833026,0.45372050816697557,历史1/1次成功; 当前距低点0.45%; 最新日涨幅-1.60%; 状态bottom_area; 底部未确认
25,80.03908449777494,75.16455169014662,600319,亚星化学,bottom_area,2023-04-26,5.05,2023-04-25,4.85,4.12371134020619,5.567010309278361,28.4660766961652,False,2.0202,1.1382,1,1,1,100.0,29.282868525896426,29.282868525896426,10.87628865979381,4.12371134020619,历史1/1次成功; 当前距低点4.12%; 最新日涨幅2.02%; 状态bottom_area; 底部未确认
26,79.25137631654984,75.33441594342311,002350,北京科锐,bottom_area,2023-04-26,7.02,2023-04-25,6.7,4.776119402985065,5.3731343283582005,32.04868154158215,False,2.9326,2.0544,2,2,2,100.0,21.526710657145447,23.07692307692308,10.223880597014933,4.776119402985065,历史2/2次成功; 当前距低点4.78%; 最新日涨幅2.93%; 状态bottom_area; 底部未确认
27,79.24008284023667,72.37384615384615,600396,华电辽能,bottom_area,2023-04-26,1.95,2023-04-26,1.9,2.631578947368424,5.263157894736848,29.62962962962964,False,-2.5,5.4075,1,1,1,100.0,18.461538461538467,18.461538461538467,12.368421052631575,2.631578947368424,历史1/1次成功; 当前距低点2.63%; 最新日涨幅-2.50%; 状态bottom_area; 底部未确认
28,78.79597049198941,69.62698226742047,688213,思特威,bottom_area,2023-04-26,49.31,2023-04-26,48.89,0.8590713847412593,7.3634690120679105,32.518978605935125,False,-6.0762,5.1694,1,1,1,100.0,32.01970443349754,32.01970443349754,14.14092861525874,0.8590713847412593,历史1/1次成功; 当前距低点0.86%; 最新日涨幅-6.08%; 状态bottom_area; 底部未确认
29,78.21426790969616,74.33505241777823,002245,蔚蓝锂芯,bottom_area,2023-04-26,11.21,2023-04-26,10.7,4.76635514018693,8.317757009345799,29.512516469038214,False,-0.7965,3.1017,3,3,3,100.0,21.840549125830286,25.653923541247494,10.233644859813069,4.76635514018693,历史3/3次成功; 当前距低点4.77%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
30,77.30772343601245,72.74442031652559,603366,日出东方,bottom_area,2023-04-26,5.42,2023-04-25,5.2,4.230769230769226,4.615384615384619,28.57142857142857,False,2.4575,1.0685,1,1,1,100.0,17.583732057416277,17.583732057416277,10.769230769230772,4.230769230769226,历史1/1次成功; 当前距低点4.23%; 最新日涨幅2.46%; 状态bottom_area; 底部未确认
31,77.19755270077316,73.50067001171769,002026,山东威达,bottom_area,2023-04-26,8.41,2023-04-26,8.02,4.862842892768087,6.1097256857855395,31.918505942275043,False,0.4779,1.7452,1,1,1,100.0,29.397590361445776,29.397590361445776,10.137157107231912,4.862842892768087,历史1/1次成功; 当前距低点4.86%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
32,76.98448185805519,70.60444087532625,688004,博汇科技,bottom_area,2023-04-26,34.97,2023-04-26,34.0,2.8529411764705848,14.970588235294127,31.313131313131315,False,-9.7781,10.7991,1,1,1,100.0,21.87713310580205,21.87713310580205,12.147058823529415,2.8529411764705848,历史1/1次成功; 当前距低点2.85%; 最新日涨幅-9.78%; 状态bottom_area; 底部未确认
33,76.70145639534884,66.69691860465117,603186,华正新材,bottom_area,2023-04-26,28.59,2023-04-26,28.59,0.0,7.729975515914658,29.07467129744481,False,-10.0094,6.7235,1,1,1,100.0,17.994186046511643,17.994186046511643,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态bottom_area; 底部未确认
34,74.1622568764373,66.1839211733487,002156,通富微电,bottom_area,2023-04-26,18.25,2023-04-26,18.0,1.3888888888888888,5.7222222222222285,27.41935483870968,False,-4.2999,3.8456,2,3,2,66.66666666666666,19.053339641659626,21.92170818505337,13.61111111111111,1.3888888888888888,历史2/3次成功; 当前距低点1.39%; 最新日涨幅-4.30%; 状态bottom_area; 底部未确认
35,73.59745661373576,66.56589977220956,688272,富吉瑞,bottom_area,2023-04-26,17.93,2023-04-25,17.56,2.1070615034168623,4.2141230068337245,28.79156528791566,False,0.0,0.0,1,2,1,50.0,58.95303326810176,58.95303326810176,12.892938496583136,2.1070615034168623,历史1/2次成功; 当前距低点2.11%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
36,72.61652109951267,67.60574253514324,300658,延江股份,bottom_area,2023-04-26,7.65,2023-04-25,7.38,3.6585365853658596,4.336043360433608,28.83317261330761,False,2.4096,1.2663,2,3,2,66.66666666666666,21.830856360810415,26.72018348623853,11.34146341463414,3.6585365853658596,历史2/3次成功; 当前距低点3.66%; 最新日涨幅2.41%; 状态bottom_area; 底部未确认
37,72.46054065878461,67.40515410119497,002724,海洋王,bottom_area,2023-04-26,8.6,2023-04-25,8.3,3.614457831325288,5.180722891566261,28.999144568006834,False,0.5848,0.7571,2,3,2,66.66666666666666,20.212103709408286,25.204081632653047,11.38554216867471,3.614457831325288,历史2/3次成功; 当前距低点3.61%; 最新日涨幅0.58%; 状态bottom_area; 底部未确认
38,72.27470877424834,67.64045050359395,002172,澳洋健康,bottom_area,2023-04-26,3.43,2023-04-25,3.3,3.9393939393939497,5.151515151515163,27.947598253275114,False,2.0833,1.2375,2,3,2,66.66666666666666,25.46022590723384,29.824561403508774,11.06060606060605,3.9393939393939497,历史2/3次成功; 当前距低点3.94%; 最新日涨幅2.08%; 状态bottom_area; 底部未确认
39,72.23691714360379,66.96831949604744,002370,亚太药业,bottom_area,2023-04-26,4.22,2023-04-25,4.08,3.4313725490195996,4.411764705882345,32.56198347107438,False,2.9268,1.3901,2,3,2,66.66666666666666,15.619259360997129,15.633423180592995,11.568627450980399,3.4313725490195996,历史2/3次成功; 当前距低点3.43%; 最新日涨幅2.93%; 状态bottom_area; 底部未确认
40,72.15045701349088,63.10341469415018,688259,创耀科技,bottom_area,2023-04-26,61.6,2023-04-26,61.41,0.3093958638658278,4.022146230255669,30.61016949152543,False,-2.5316,3.341,2,3,2,66.66666666666666,18.882637618804317,19.50136612021858,14.690604136134173,0.3093958638658278,历史2/3次成功; 当前距低点0.31%; 最新日涨幅-2.53%; 状态bottom_area; 底部未确认
41,71.82277442344433,67.90109407271025,000980,众泰汽车,bottom_area,2023-04-26,3.03,2023-04-26,2.9,4.482758620689651,5.51724137931035,32.24299065420561,False,1.3378,1.6274,2,3,2,66.66666666666666,33.52213473772031,43.49775784753364,10.517241379310349,4.482758620689651,历史2/3次成功; 当前距低点4.48%; 最新日涨幅1.34%; 状态bottom_area; 底部未确认
42,70.40560048126345,62.12258865993834,300560,中富通,bottom_area,2023-04-26,14.19,2023-04-26,14.08,0.7812499999999959,4.616477272727275,31.35056070209654,False,-2.1379,3.8252,2,3,2,66.66666666666666,19.39339781328848,20.94196804037006,14.218750000000002,0.7812499999999959,历史2/3次成功; 当前距低点0.78%; 最新日涨幅-2.14%; 状态bottom_area; 底部未确认
43,70.18950453314213,61.41709598933247,603232,格尔软件,bottom_area,2023-04-26,15.0,2023-04-26,14.95,0.33444816053512183,7.424749163879595,28.4688995215311,False,-4.8223,3.8043,2,3,2,66.66666666666666,20.338554455300404,22.78481012658228,14.665551839464877,0.33444816053512183,历史2/3次成功; 当前距低点0.33%; 最新日涨幅-4.82%; 状态bottom_area; 底部未确认
44,69.49575569218715,60.74922816383648,300603,立昂技术,bottom_area,2023-04-26,10.71,2023-04-26,10.68,0.28089887640450506,4.400749063670418,27.148703956343795,False,-2.8131,4.5325,2,4,2,50.0,25.320847322788993,35.36723163841809,14.719101123595493,0.28089887640450506,历史2/4次成功; 当前距低点0.28%; 最新日涨幅-2.81%; 状态bottom_area; 底部未确认
45,68.14132210120268,63.29920353982303,002753,永东股份,bottom_area,2023-04-26,7.02,2023-04-25,6.78,3.539823008849548,5.604719764011798,29.521829521829513,False,1.7391,1.1549,1,2,1,50.0,69.36936936936937,69.36936936936937,11.460176991150451,3.539823008849548,历史1/2次成功; 当前距低点3.54%; 最新日涨幅1.74%; 状态bottom_area; 底部未确认
46,68.11670642214884,64.5672891458965,002786,银宝山新,bottom_area,2023-04-26,5.43,2023-04-25,5.19,4.624277456647386,5.5876685934489405,30.522088353413647,False,2.8409,1.8294,2,3,2,66.66666666666666,17.33319935691319,18.75000000000001,10.375722543352614,4.624277456647386,历史2/3次成功; 当前距低点4.62%; 最新日涨幅2.84%; 状态bottom_area; 底部未确认
47,67.28705285804487,63.92866689071911,002355,兴民智通,bottom_area,2023-04-26,3.75,2023-04-25,3.58,4.748603351955305,5.865921787709496,30.888030888030883,False,3.022,1.2445,2,3,2,66.66666666666666,15.423741217798595,15.624999999999991,10.251396648044695,4.748603351955305,历史2/3次成功; 当前距低点4.75%; 最新日涨幅3.02%; 状态bottom_area; 底部未确认
48,66.58496798159774,59.74465408805032,688107,安路科技,bottom_area,2023-04-26,53.89,2023-04-26,53.0,1.679245283018869,5.735849056603772,28.67716323509622,False,-1.083,1.7923,1,3,1,33.33333333333333,67.95615731785945,67.95615731785945,13.320754716981131,1.679245283018869,历史1/3次成功; 当前距低点1.68%; 最新日涨幅-1.08%; 状态bottom_area; 底部未确认
49,66.48699976545741,60.28271984028899,000518,四环生物,bottom_area,2023-04-26,2.74,2023-04-25,2.68,2.2388059701492558,4.104477611940293,27.956989247311824,False,1.107,0.4311,1,2,1,50.0,17.834394904458602,17.834394904458602,12.761194029850746,2.2388059701492558,历史1/2次成功; 当前距低点2.24%; 最新日涨幅1.11%; 状态bottom_area; 底部未确认
50,66.06075068743104,60.15852403738343,002036,联创电子,bottom_area,2023-04-26,9.53,2023-04-26,9.3,2.473118279569878,6.021505376344072,31.56732891832229,False,-7.2055,6.3072,2,4,2,50.0,19.393729649477176,22.210743801652896,12.526881720430122,2.473118279569878,历史2/4次成功; 当前距低点2.47%; 最新日涨幅-7.21%; 状态bottom_area; 底部未确认
51,65.83347571523969,59.85768363258646,002622,皓宸医疗,bottom_area,2023-04-26,3.0,2023-04-25,2.93,2.3890784982935096,4.4368600682593815,29.736211031175053,False,0.6711,0.9336,1,2,1,50.0,17.391304347826082,17.391304347826082,12.61092150170649,2.3890784982935096,历史1/2次成功; 当前距低点2.39%; 最新日涨幅0.67%; 状态bottom_area; 底部未确认
52,65.33717610121295,59.354216726390305,001896,豫能控股,bottom_area,2023-04-26,4.37,2023-04-24,4.27,2.3419203747072728,5.85480093676815,27.993254637436767,False,1.1574,0.5174,1,4,1,25.0,34.93975903614456,34.93975903614456,12.658079625292725,2.3419203747072728,历史1/4次成功; 当前距低点2.34%; 最新日涨幅1.16%; 状态bottom_area; 底部未确认
53,63.57896129740532,59.02505907482814,000722,湖南发展,bottom_area,2023-04-26,10.92,2023-04-25,10.55,3.507109004739329,4.64454976303316,27.98634812286689,False,1.9608,1.0832,1,2,1,50.0,26.619718309859163,26.619718309859163,11.492890995260671,3.507109004739329,历史1/2次成功; 当前距低点3.51%; 最新日涨幅1.96%; 状态bottom_area; 底部未确认
54,62.93781264875088,59.14500778557807,603158,腾龙股份,bottom_area,2023-04-26,6.76,2023-04-25,6.49,4.160246533127882,5.392912172573184,27.647714604236345,False,2.4242,1.3977,1,2,1,50.0,35.270805812417436,35.270805812417436,10.839753466872118,4.160246533127882,历史1/2次成功; 当前距低点4.16%; 最新日涨幅2.42%; 状态bottom_area; 底部未确认
55,62.54948011922138,59.09956497826985,300758,七彩化学,bottom_area,2023-04-26,10.09,2023-04-26,9.66,4.451345755693579,4.865424430641829,30.252707581227433,False,1.7137,1.2992,1,2,1,50.0,38.59480269489894,38.59480269489894,10.548654244306421,4.451345755693579,历史1/2次成功; 当前距低点4.45%; 最新日涨幅1.71%; 状态bottom_area; 底部未确认
56,62.329516851623886,57.863216814354125,002806,华锋股份,bottom_area,2023-04-26,10.63,2023-04-25,10.27,3.505355404089593,4.868549172346641,31.896551724137932,False,2.7053,2.3532,1,2,1,50.0,20.35175879396985,20.35175879396985,11.494644595910405,3.505355404089593,历史1/2次成功; 当前距低点3.51%; 最新日涨幅2.71%; 状态bottom_area; 底部未确认
57,62.0172180301459,54.18980216226341,688173,希荻微,bottom_area,2023-04-26,19.35,2023-04-25,19.3,0.259067357512957,6.735751295336791,29.818181818181817,False,-0.8201,1.1655,1,2,1,50.0,23.120837297811605,23.120837297811605,14.740932642487042,0.259067357512957,历史1/2次成功; 当前距低点0.26%; 最新日涨幅-0.82%; 状态bottom_area; 底部未确认
58,60.39005773451378,56.92872603698602,000059,华锦股份,bottom_area,2023-04-26,6.99,2023-04-25,6.7,4.328358208955224,4.626865671641785,29.916317991631804,False,2.7941,0.7123,1,2,1,50.0,25.41603630862328,25.41603630862328,10.671641791044776,4.328358208955224,历史1/2次成功; 当前距低点4.33%; 最新日涨幅2.79%; 状态bottom_area; 底部未确认
59,60.02580393383739,56.21563323668435,603029,天鹅股份,bottom_area,2023-04-26,19.35,2023-04-25,18.61,3.9763567974207525,5.749596990865128,29.640831758034025,False,1.9494,2.6225,1,2,1,50.0,17.26734803657881,17.26734803657881,11.023643202579247,3.9763567974207525,历史1/2次成功; 当前距低点3.98%; 最新日涨幅1.95%; 状态bottom_area; 底部未确认
60,57.22185054185361,54.047816060917654,002316,亚联发展,bottom_area,2023-04-26,4.24,2023-04-26,4.06,4.433497536945828,6.157635467980296,31.76470588235295,False,-0.4695,11.1776,2,5,2,40.0,22.022529275022272,24.890829694323134,10.56650246305417,4.433497536945828,历史2/5次成功; 当前距低点4.43%; 最新日涨幅-0.47%; 状态bottom_area; 底部未确认
61,57.21175626975488,54.48943324448806,002758,浙农股份,bottom_area,2023-04-26,12.68,2023-04-25,12.09,4.88006617038875,5.210918114143928,28.249258160237396,False,2.589,1.9963,1,2,1,50.0,19.064430714916153,19.064430714916153,10.119933829611249,4.88006617038875,历史1/2次成功; 当前距低点4.88%; 最新日涨幅2.59%; 状态bottom_area; 底部未确认
