rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,97.36874750580297,83.60873385012918,603787,新日股份,bottom_area,2026-05-12,11.8,17.11,2026-04-27,11.61,1.636520241171415,5.426356589147294,32.14494447691409,31.034482758620683,False,-1.8303,1.9207,2,2,2,100.0,56.730295566502456,92.85714285714283,18.363479758828586,1.636520241171415,历史2/2次成功; 当前距低点1.64%; 最新日涨幅-1.83%; 状态bottom_area; 底部未确认
2,83.83155063729133,74.95420850745094,688552,航天南湖,bottom_area,2026-05-12,39.92,53.79,2026-04-30,38.44,3.8501560874089598,10.535900104058285,28.53690277003161,25.785461981780994,True,-2.4199,7.5232,2,2,2,100.0,21.411636487867607,21.800367421922857,16.14984391259104,3.8501560874089598,历史2/2次成功; 当前距低点3.85%; 最新日涨幅-2.42%; 状态bottom_area; 底部已确认
3,83.62126902563801,73.24207424934879,603277,银都股份,bottom_area,2026-05-12,13.21,17.69,2026-04-24,12.86,2.7216174183514887,6.609642301710743,27.30356133408706,25.32504239683437,False,-2.6529,0.4863,1,1,1,100.0,24.23312883435582,24.23312883435582,17.278382581648515,2.7216174183514887,历史1/1次成功; 当前距低点2.72%; 最新日涨幅-2.65%; 状态bottom_area; 底部未确认
4,81.92760148041143,70.13459860403005,688326,经纬恒润,bottom_area,2026-05-12,89.1,125.0,2026-05-06,87.81,1.469080970276725,6.457123334472158,29.752000000000002,28.720000000000006,False,-1.7099,2.0304,2,3,2,66.66666666666666,31.061486825775873,34.48938586529221,18.530919029723275,1.469080970276725,历史2/3次成功; 当前距低点1.47%; 最新日涨幅-1.71%; 状态bottom_area; 底部未确认
5,72.79116386762924,60.94984242682706,601567,三星电气,bottom_area,2026-05-12,19.23,26.41,2026-05-12,19.18,0.2606882168926002,3.753910323253383,27.375993941688755,27.18667171525937,False,-2.6822,1.8303,2,4,2,50.0,26.151675060979485,31.09512390087929,19.739311783107404,0.2606882168926002,历史2/4次成功; 当前距低点0.26%; 最新日涨幅-2.68%; 状态bottom_area; 底部未确认
6,70.71869428782752,59.19694703554364,000723,美锦能源,bottom_area,2026-05-12,4.1,5.67,2026-05-12,4.09,0.24449877750610727,3.6674816625916957,27.865961199294535,27.689594356261026,False,-3.3019,2.0245,2,4,2,50.0,26.74410886159975,30.434782608695667,19.755501222493894,0.24449877750610727,历史2/4次成功; 当前距低点0.24%; 最新日涨幅-3.30%; 状态bottom_area; 底部未确认
7,70.19979310344827,58.4998275862069,600636,退市国化,bottom_area,2026-05-12,4.51,6.3,2026-04-29,4.51,0.0,2.660753880266078,28.41269841269841,28.41269841269841,False,0.0,0.0,1,2,1,50.0,32.90229885057471,32.90229885057471,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
8,68.3780071061194,60.437703858207456,605337,李子园,bottom_area,2026-05-12,10.58,14.95,2026-03-23,10.25,3.219512195121952,8.97560975609756,31.438127090301,29.230769230769226,True,-2.037,1.0347,2,5,2,40.0,32.30210571551354,37.98882681564246,16.78048780487805,3.219512195121952,历史2/5次成功; 当前距低点3.22%; 最新日涨幅-2.04%; 状态bottom_area; 底部已确认
9,67.62997527266789,56.57575974230548,601808,中海油服,bottom_area,2026-05-12,14.31,20.55,2026-05-12,14.28,0.21008403361345335,1.6806722689075646,30.510948905109498,30.364963503649633,False,-0.7628,0.511,1,2,1,50.0,35.34812547819435,35.34812547819435,19.78991596638655,0.21008403361345335,历史1/2次成功; 当前距低点0.21%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
10,65.82041688831015,55.354402395627034,603313,梦百合,bottom_area,2026-05-12,6.04,8.27,2026-05-12,6.01,0.4991680532445965,4.326123128119797,27.327690447400236,26.96493349455864,False,-3.9746,2.8178,2,5,2,40.0,30.87368579045548,36.22250970245794,19.500831946755405,0.4991680532445965,历史2/5次成功; 当前距低点0.50%; 最新日涨幅-3.97%; 状态bottom_area; 底部未确认
11,56.79999703926402,47.62744393706023,688196,卓越新能,bottom_area,2026-05-12,50.47,71.0,2026-05-12,50.3,0.33797216699801536,5.089463220675949,29.154929577464795,28.91549295774648,False,-3.5359,1.5384,1,5,1,20.0,30.688282138794104,30.688282138794104,19.662027833001986,0.33797216699801536,历史1/5次成功; 当前距低点0.34%; 最新日涨幅-3.54%; 状态bottom_area; 底部未确认
