rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.59755537189386,84.622825410201,600009,上海机场,bottom_area,2023-06-02,45.99,2023-06-01,45.05,2.0865704772475135,3.1076581576026765,29.477144646211656,False,1.9282,0.5329,3,3,3,100.0,21.829065044759854,27.704918032786885,12.913429522752487,2.0865704772475135,历史3/3次成功; 当前距低点2.09%; 最新日涨幅1.93%; 状态bottom_area; 底部未确认
2,92.0536274585036,83.04848643046252,001332,锡装股份,bottom_area,2023-06-02,42.93,2023-06-02,42.1,1.9714964370546275,2.5653206650831315,32.769083359948894,False,0.822,1.7878,2,2,2,100.0,28.620958639500337,31.086142322097377,13.028503562945371,1.9714964370546275,历史2/2次成功; 当前距低点1.97%; 最新日涨幅0.82%; 状态bottom_area; 底部未确认
3,90.46308753022976,81.95466740576492,000890,法尔胜,bottom_area,2023-06-02,4.19,2023-05-19,4.1,2.1951219512195306,7.56097560975611,27.689594356261026,True,0.2392,1.4502,1,1,1,100.0,32.954545454545446,32.954545454545446,12.804878048780468,2.1951219512195306,历史1/1次成功; 当前距低点2.20%; 最新日涨幅0.24%; 状态bottom_area; 底部已确认
4,90.33120823790713,81.0660146885003,603327,福蓉科技,bottom_area,2023-06-02,11.44,2023-06-01,11.25,1.6888888888888847,2.3999999999999964,27.419354838709676,False,0.2629,0.2488,3,4,3,75.0,35.33162018906968,52.609776304888165,13.311111111111115,1.6888888888888847,历史3/4次成功; 当前距低点1.69%; 最新日涨幅0.26%; 状态bottom_area; 底部未确认
5,88.14618873196727,77.621723732091,002795,永和智控,bottom_area,2023-06-02,8.95,2023-06-02,8.89,0.6749156355455423,4.161979752530924,32.65151515151514,False,-2.7174,2.4411,3,3,3,100.0,29.196405274918448,31.302270011947446,14.325084364454458,0.6749156355455423,历史3/3次成功; 当前距低点0.67%; 最新日涨幅-2.72%; 状态bottom_area; 底部未确认
6,86.31137782138553,78.85189207984442,601111,中国国航,bottom_area,2023-06-02,8.15,2023-06-02,7.94,2.644836272040302,3.1486146095717773,29.920564872021178,False,0.246,0.8172,1,1,1,100.0,30.97913322632423,30.97913322632423,12.355163727959697,2.644836272040302,历史1/1次成功; 当前距低点2.64%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
7,85.54167101649222,75.08662760006304,002179,中航光电,bottom_area,2023-06-02,41.96,2023-06-02,41.75,0.50299401197605,1.1017964071856308,27.315459610027855,False,-0.3089,0.3087,1,1,1,100.0,46.79276315789475,46.79276315789475,14.49700598802395,0.50299401197605,历史1/1次成功; 当前距低点0.50%; 最新日涨幅-0.31%; 状态bottom_area; 底部未确认
8,84.43857629157942,77.62588361146771,600935,华塑股份,bottom_area,2023-06-02,3.8,2023-05-31,3.69,2.9810298102980997,3.2520325203252063,27.788649706457928,False,1.0638,0.2506,1,1,1,100.0,28.50877192982458,28.50877192982458,12.0189701897019,2.9810298102980997,历史1/1次成功; 当前距低点2.98%; 最新日涨幅1.06%; 状态bottom_area; 底部未确认
9,84.24135819815773,75.1855090803984,001201,东瑞股份,bottom_area,2023-06-02,23.28,2023-06-01,22.96,1.3937282229965169,2.700348432055738,32.4308416715715,False,-0.1287,1.1344,1,1,1,100.0,18.4043517679057,18.4043517679057,13.606271777003482,1.3937282229965169,历史1/1次成功; 当前距低点1.39%; 最新日涨幅-0.13%; 状态bottom_area; 底部未确认
10,80.92239757144256,76.369521971016,600955,维远股份,bottom_area,2023-06-02,19.03,2023-06-01,18.23,4.388370817334068,4.552934722984083,28.453689167974883,False,3.3677,0.5587,2,2,2,100.0,22.33874964805201,25.969084423305596,10.611629182665931,4.388370817334068,历史2/2次成功; 当前距低点4.39%; 最新日涨幅3.37%; 状态bottom_area; 底部未确认
11,80.57331789620456,73.60372589818284,688289,圣湘生物,bottom_area,2023-06-02,18.27,2023-05-29,17.8,2.6404494382022405,3.8202247191011214,27.789046653144013,False,-0.3817,0.696,1,1,1,100.0,25.182530200451346,25.182530200451346,12.359550561797759,2.6404494382022405,历史1/1次成功; 当前距低点2.64%; 最新日涨幅-0.38%; 状态bottom_area; 底部未确认
