rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,80.44547356016267,75.68601729819858,300604,长川科技,bottom_area,2021-09-02,39.04,2021-09-02,38.35,1.799217731421115,8.47457627118644,30.650994575045203,False,-5.6093,4.6146,1,1,1,100.0,36.28082648300379,36.28082648300379,8.200782268578886,1.799217731421115,历史1/1次成功; 当前距低点1.80%; 最新日涨幅-5.61%; 状态bottom_area; 底部未确认
2,80.08469651025551,75.41430201692656,688289,圣湘生物,bottom_area,2021-09-02,68.4,2021-09-02,67.16,1.8463371054199065,3.275759380583685,28.324439701173965,False,-1.7665,0.5697,1,1,1,100.0,25.182530200451346,25.182530200451346,8.153662894580094,1.8463371054199065,历史1/1次成功; 当前距低点1.85%; 最新日涨幅-1.77%; 状态bottom_area; 底部未确认
3,79.36371056002179,74.19868251097908,688111,金山办公,bottom_area,2021-09-02,240.48,2021-09-01,237.0,1.4683544303797424,5.485232067510549,31.1046511627907,False,-0.344,1.548,1,1,1,100.0,14.013605442176866,14.013605442176866,8.531645569620258,1.4683544303797424,历史1/1次成功; 当前距低点1.47%; 最新日涨幅-0.34%; 状态bottom_area; 底部未确认
4,77.64064998967795,74.84121246892335,000547,航天发展,bottom_area,2021-09-02,17.11,2021-09-02,16.6,3.0722891566264936,3.8554216867469697,29.66101694915254,False,0.117,4.529,1,1,1,100.0,14.656084656084673,14.656084656084673,6.927710843373506,3.0722891566264936,历史1/1次成功; 当前距低点3.07%; 最新日涨幅0.12%; 状态bottom_area; 底部未确认
5,76.03082803875287,69.50256076620609,300463,迈克生物,bottom_area,2021-09-02,27.67,2021-09-01,27.59,0.2899601304820654,2.8633562885103268,31.025000000000002,False,-1.1786,1.1999,1,1,1,100.0,14.159515396264513,14.159515396264513,9.710039869517935,0.2899601304820654,历史1/1次成功; 当前距低点0.29%; 最新日涨幅-1.18%; 状态bottom_area; 底部未确认
6,74.02853771060697,71.0015669348259,600211,西藏药业,bottom_area,2021-09-02,48.32,2021-08-31,47.0,2.8085106382978733,6.12765957446809,28.7338893100834,False,-0.6783,1.0567,1,1,1,100.0,13.252533280349695,13.252533280349695,7.191489361702128,2.8085106382978733,历史1/1次成功; 当前距低点2.81%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
7,71.32599979550831,65.91140972118419,688179,阿拉丁,bottom_area,2021-09-02,85.88,2021-09-02,85.15,0.8573106283029825,6.10687022900762,31.529430685107744,False,-3.0371,2.9362,1,1,1,100.0,12.021924482338617,12.021924482338617,9.142689371697019,0.8573106283029825,历史1/1次成功; 当前距低点0.86%; 最新日涨幅-3.04%; 状态bottom_area; 底部未确认
8,69.27351080990718,68.77799213458596,603317,天味食品,bottom_area,2021-09-02,20.82,2021-08-31,19.9,4.623115577889457,8.793969849246231,30.175438596491233,True,-2.4824,2.9845,1,1,1,100.0,14.347826086956525,14.347826086956525,5.376884422110544,4.623115577889457,历史1/1次成功; 当前距低点4.62%; 最新日涨幅-2.48%; 状态bottom_area; 底部已确认
