rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.78763484423231,79.28550621581452,301170,锡南科技,bottom_area,2026-06-24,22.83,30.78,2026-06-22,22.26,2.560646900269527,7.0979335130278445,27.680311890838205,25.82846003898636,True,-2.851063829787237,3.2309368983814126,1,1,1,100.0,45.557963163596966,45.557963163596966,17.43935309973047,2.560646900269527,历史1/1次成功; 当前距低点2.56%; 最新日涨幅-2.85%; 状态bottom_area; 底部已确认
17,75.39608569341702,63.398716125285674,002941,新疆交建,bottom_area,2026-06-24,10.22,14.2,2026-06-24,10.17,0.4916420845624455,3.4414945919370665,28.38028169014084,28.028169014084497,False,-2.294455066921608,1.219950079302502,3,6,3,50.0,42.14871009724758,48.59529233105543,19.508357915437553,0.4916420845624455,历史3/6次成功; 当前距低点0.49%; 最新日涨幅-2.29%; 状态bottom_area; 底部未确认
18,74.41947114622951,63.205578233783974,600326,西藏天路,bottom_area,2026-06-24,6.82,9.79,2026-06-22,6.75,1.0370370370370412,7.259259259259262,31.05209397344228,30.337078651685385,True,-2.571428571428569,1.4557151264964268,6,17,6,35.294117647058826,30.62630788421362,51.7747858017136,18.96296296296296,1.0370370370370412,历史6/17次成功; 当前距低点1.04%; 最新日涨幅-2.57%; 状态bottom_area; 底部已确认
19,74.22487419956911,64.52437062482166,601928,凤凰传媒,bottom_area,2026-06-24,8.86,12.0,2026-05-28,8.66,2.3094688221708926,7.852193995381058,27.833333333333332,26.16666666666667,True,-0.7838745800671898,0.16663523124680735,2,4,2,50.0,21.451395372963994,22.09150326797385,17.690531177829108,2.3094688221708926,历史2/4次成功; 当前距低点2.31%; 最新日涨幅-0.78%; 状态bottom_area; 底部已确认
20,74.17807730006666,64.56796202232525,603233,大参林,bottom_area,2026-06-24,15.91,21.99,2026-06-22,15.54,2.3809523809523876,4.826254826254826,29.331514324693043,27.64893133242382,False,-0.500312695434646,0.3763781837259999,3,6,3,50.0,31.75555618761657,47.400768245838684,17.619047619047613,2.3809523809523876,历史3/6次成功; 当前距低点2.38%; 最新日涨幅-0.50%; 状态bottom_area; 底部未确认
21,73.59430038928488,62.580187405854495,600868,梅雁吉祥,bottom_area,2026-06-24,2.75,3.78,2026-06-24,2.72,1.102941176470581,4.779411764705878,28.042328042328034,27.248677248677243,False,-3.8461538461538436,3.009869484675529,5,14,5,35.714285714285715,46.570086802958485,138.46153846153845,18.89705882352942,1.102941176470581,历史5/14次成功; 当前距低点1.10%; 最新日涨幅-3.85%; 状态bottom_area; 底部未确认
22,73.39583936518235,63.00936425313578,300079,数码视讯,bottom_area,2026-06-24,4.38,6.04,2026-06-24,4.31,1.6241299303944383,4.872389791183294,28.64238410596027,27.483443708609272,False,-3.0973451327433565,2.2908673688985024,7,15,7,46.666666666666664,31.53609584821734,60.89552238805969,18.37587006960556,1.6241299303944383,历史7/15次成功; 当前距低点1.62%; 最新日涨幅-3.10%; 状态bottom_area; 底部未确认
23,73.38829043676502,62.34250905430449,002920,德赛西威,bottom_area,2026-06-24,83.87,114.96,2026-06-24,83.0,1.0481927710843428,3.698795180722883,27.800974251913708,27.044189283228942,False,-0.2022846263683986,1.3518446765178789,2,5,2,40.0,25.12036866869243,26.52475247524753,18.95180722891566,1.0481927710843428,历史2/5次成功; 当前距低点1.05%; 最新日涨幅-0.20%; 状态bottom_area; 底部未确认
24,73.25721170092929,61.97647923983644,002568,百润股份,bottom_area,2026-06-24,14.68,20.41,2026-06-24,14.56,0.8241758241758188,6.456043956043953,28.662420382165603,28.074473297403234,False,-4.613385315139706,2.6906175322686874,4,7,4,57.14285714285714,33.317358550461755,52.54754398454185,19.175824175824182,0.8241758241758188,历史4/7次成功; 当前距低点0.82%; 最新日涨幅-4.61%; 状态bottom_area; 底部未确认
25,73.16493406530748,63.36239832451487,601019,山东出版,bottom_area,2026-06-24,6.8,9.43,2026-06-22,6.66,2.1021021021020974,4.654654654654649,29.374337221633084,27.889713679745494,False,-1.7341040462427793,0.2017681728880157,2,4,2,50.0,21.855866222084103,22.896281800391385,17.897897897897906,2.1021021021020974,历史2/4次成功; 当前距低点2.10%; 最新日涨幅-1.73%; 状态bottom_area; 底部未确认
26,72.74773444896424,61.132549957112815,600635,大众公用,bottom_area,2026-06-24,4.4,6.24,2026-06-24,4.38,0.4566210045662206,4.337899543379004,29.807692307692314,29.487179487179482,False,-3.296703296703285,1.4524690045720787,13,24,13,54.166666666666664,30.72300634869426,54.779233381853466,19.54337899543378,0.4566210045662206,历史13/24次成功; 当前距低点0.46%; 最新日涨幅-3.30%; 状态bottom_area; 底部未确认
27,72.49601511279958,62.133996786563195,301488,豪恩汽电,bottom_area,2026-06-24,130.42,180.0,2026-06-24,128.45,1.5336706889840397,4.0482678084858055,28.638888888888896,27.544444444444448,False,-1.5623820665710775,6.418108050395046,1,2,1,50.0,41.61702127659575,41.61702127659575,18.46632931101596,1.5336706889840397,历史1/2次成功; 当前距低点1.53%; 最新日涨幅-1.56%; 状态bottom_area; 底部未确认
28,72.46918237819374,62.116442038451765,000926,福星股份,bottom_area,2026-06-24,1.98,2.74,2026-06-18,1.95,1.5384615384615399,7.179487179487174,28.832116788321176,27.73722627737227,True,-3.8834951456310662,2.0362135956368643,6,14,6,42.857142857142854,24.745729971588734,30.090497737556564,18.461538461538463,1.5384615384615399,历史6/14次成功; 当前距低点1.54%; 最新日涨幅-3.88%; 状态bottom_area; 底部已确认
29,72.01981072927173,61.73126633937578,002337,赛象科技,bottom_area,2026-06-24,4.62,6.45,2026-06-24,4.55,1.5384615384615448,6.5934065934065895,29.457364341085274,28.37209302325581,False,-4.545454545454541,2.0895873234786295,5,12,5,41.66666666666667,34.44780634624419,60.465116279069754,18.461538461538456,1.5384615384615448,历史5/12次成功; 当前距低点1.54%; 最新日涨幅-4.55%; 状态bottom_area; 底部未确认
30,71.777178688479,59.8143155737325,600871,石化油服,bottom_area,2026-06-24,2.1,3.07,2026-06-22,2.1,0.0,5.238095238095232,31.596091205211717,31.596091205211717,False,-1.869158878504673,0.7447568236908322,7,16,7,43.75,42.650890181357546,106.80851063829789,20.0,0.0,历史7/16次成功; 当前距低点0.00%; 最新日涨幅-1.87%; 状态bottom_area; 底部未确认
31,71.60857080292509,61.94513045235735,002162,悦心健康,bottom_area,2026-06-24,3.5,4.95,2026-06-22,3.43,2.0408163265306074,7.5801749271136964,30.707070707070706,29.292929292929294,True,-3.314917127071826,1.1502850624034382,7,16,7,43.75,28.04807353143622,43.23432343234324,17.959183673469393,2.0408163265306074,历史7/16次成功; 当前距低点2.04%; 最新日涨幅-3.31%; 状态bottom_area; 底部已确认
32,71.22916049831665,61.47174125197189,000576,甘化科工,bottom_area,2026-06-24,6.93,9.95,2026-06-22,6.8,1.9117647058823513,6.764705882352941,31.65829145728643,30.351758793969847,False,-3.2122905027933024,1.7870968996743286,11,26,11,42.30769230769231,36.2395955988368,90.05145797598628,18.08823529411765,1.9117647058823513,历史11/26次成功; 当前距低点1.91%; 最新日涨幅-3.21%; 状态bottom_area; 底部未确认
33,70.93393960721815,61.427654735547335,600960,渤海汽车,bottom_area,2026-06-24,3.89,5.39,2026-06-24,3.81,2.0997375328084007,5.511811023622035,29.31354359925788,27.82931354359925,False,-2.2613065326633097,1.3751906654596462,5,14,5,35.714285714285715,42.3774148789965,69.9604743083004,17.9002624671916,2.0997375328084007,历史5/14次成功; 当前距低点2.10%; 最新日涨幅-2.26%; 状态bottom_area; 底部未确认
34,70.8712473005435,60.84815475365812,600100,同方股份,bottom_area,2026-06-24,6.86,9.36,2026-06-24,6.75,1.6296296296296344,3.7037037037037033,27.88461538461538,26.709401709401703,False,-1.7191977077363862,0.9781309553357802,6,16,6,37.5,29.63016295276174,36.65430954587581,18.370370370370367,1.6296296296296344,历史6/16次成功; 当前距低点1.63%; 最新日涨幅-1.72%; 状态bottom_area; 底部未确认
35,70.75656104770133,61.27669576214581,002322,理工能科,bottom_area,2026-06-24,10.2,14.57,2026-06-22,9.99,2.102102102102093,5.605605605605611,31.43445435827042,29.993136582017847,False,-2.205177372962608,0.8023057789429593,4,10,4,40.0,32.30907825235801,40.487804878048784,17.897897897897906,2.102102102102093,历史4/10次成功; 当前距低点2.10%; 最新日涨幅-2.21%; 状态bottom_area; 底部未确认
36,70.71192234155713,62.33046417954211,300253,卫宁健康,bottom_area,2026-06-24,7.05,10.13,2026-06-22,6.84,3.0701754385964906,8.333333333333337,32.47778874629813,30.40473840078974,True,-1.9471488178025131,2.4023909222598103,5,12,5,41.66666666666667,37.036545768147555,72.9818780889621,16.92982456140351,3.0701754385964906,历史5/12次成功; 当前距低点3.07%; 最新日涨幅-1.95%; 状态bottom_area; 底部已确认
37,70.31602462636776,59.50426753090259,002103,广博股份,bottom_area,2026-06-24,6.01,8.39,2026-06-22,5.96,0.8389261744966413,6.71140939597316,28.963051251489873,28.367103694874857,False,-3.685897435897445,1.8162209947776182,8,17,8,47.05882352941176,42.05544799140857,103.19634703196347,19.16107382550336,0.8389261744966413,历史8/17次成功; 当前距低点0.84%; 最新日涨幅-3.69%; 状态bottom_area; 底部未确认
38,70.11091419256269,59.7454402256951,000009,中国宝安,bottom_area,2026-06-24,6.64,9.32,2026-06-24,6.56,1.2195121951219523,3.506097560975616,29.613733905579405,28.755364806866957,False,-1.9202363367799125,0.944709108301801,7,20,7,35.0,24.091010917059993,27.235772357723587,18.78048780487805,1.2195121951219523,历史7/20次成功; 当前距低点1.22%; 最新日涨幅-1.92%; 状态bottom_area; 底部未确认
39,69.80097113182788,59.16879399542007,300099,尤洛卡,bottom_area,2026-06-24,6.5,9.14,2026-06-24,6.44,0.9316770186335344,5.7453416149068195,29.540481400437635,28.88402625820569,False,-4.692082111436957,4.599357091567078,4,9,4,44.44444444444444,47.053260681684996,84.03298350824588,19.068322981366467,0.9316770186335344,历史4/9次成功; 当前距低点0.93%; 最新日涨幅-4.69%; 状态bottom_area; 底部未确认
40,69.79962057733108,61.11487515987517,000570,苏常柴A,bottom_area,2026-06-24,4.94,6.86,2026-06-22,4.81,2.702702702702719,9.147609147609156,29.88338192419826,27.98833819241982,True,-3.326810176125239,2.0998483873725124,7,15,7,46.666666666666664,25.378336856831723,33.754305396096434,17.29729729729728,2.702702702702719,历史7/15次成功; 当前距低点2.70%; 最新日涨幅-3.33%; 状态bottom_area; 底部已确认
41,69.79483654497743,59.06729448290168,600158,中体产业,bottom_area,2026-06-24,7.18,9.96,2026-06-24,7.12,0.8426966292134775,4.775280898876402,28.514056224899605,27.91164658634539,False,-2.841677943166443,5.3533721453413134,10,21,10,47.61904761904761,28.323476381893663,47.27085478887744,19.157303370786526,0.8426966292134775,历史10/21次成功; 当前距低点0.84%; 最新日涨幅-2.84%; 状态bottom_area; 底部未确认
42,69.7618545108794,59.79958149779734,000888,峨眉山A,bottom_area,2026-06-24,9.22,13.3,2026-06-22,9.08,1.5418502202643234,5.947136563876643,31.72932330827068,30.67669172932331,False,-2.9473684210526208,1.239787011244368,2,8,2,25.0,68.86736133724087,115.66265060240966,18.458149779735677,1.5418502202643234,历史2/8次成功; 当前距低点1.54%; 最新日涨幅-2.95%; 状态bottom_area; 底部未确认
43,69.57984386325803,61.798482911060134,600273,嘉化能源,bottom_area,2026-06-24,6.83,9.51,2026-06-22,6.6,3.4848484848484915,6.515151515151525,30.599369085173507,28.180862250262877,False,0.589101620029453,1.309942902953132,5,12,5,41.66666666666667,25.979950483053894,40.27777777777777,16.515151515151512,3.4848484848484915,历史5/12次成功; 当前距低点3.48%; 最新日涨幅0.59%; 状态bottom_area; 底部未确认
44,69.0254987130613,59.21079161968208,002483,润邦股份,bottom_area,2026-06-24,5.14,7.1,2026-06-22,5.06,1.5810276679841913,7.509881422924917,28.732394366197184,27.605633802816904,True,-2.6515151515151603,1.4702387476712548,2,7,2,28.57142857142857,30.383059077421095,35.31157270029672,18.41897233201581,1.5810276679841913,历史2/7次成功; 当前距低点1.58%; 最新日涨幅-2.65%; 状态bottom_area; 底部已确认
45,68.88566182253986,58.5850021107582,002777,久远银海,bottom_area,2026-06-24,12.74,17.6,2026-06-22,12.6,1.1111111111111156,7.460317460317456,28.409090909090917,27.613636363636367,True,-3.4848484848484795,1.4721213686184358,3,11,3,27.27272727272727,34.28723845797017,51.99999999999999,18.888888888888886,1.1111111111111156,历史3/11次成功; 当前距低点1.11%; 最新日涨幅-3.48%; 状态bottom_area; 底部已确认
46,68.85693093136906,59.25612371109965,600250,南京商旅,bottom_area,2026-06-24,8.11,11.88,2026-06-22,7.97,1.7565872020075244,7.653701380175663,32.912457912457924,31.73400673400674,True,-4.13711583924351,2.5083169944027195,7,20,7,35.0,29.065282428369905,53.93258426966293,18.243412797992477,1.7565872020075244,历史7/20次成功; 当前距低点1.76%; 最新日涨幅-4.14%; 状态bottom_area; 底部已确认
47,68.76364696860614,60.19099071522553,300002,神州泰岳,bottom_area,2026-06-24,7.26,10.23,2026-06-11,7.07,2.6874115983026803,8.203677510608204,30.889540566959923,29.032258064516135,True,-1.0899182561307952,2.3073893136022807,4,11,4,36.36363636363637,32.33195540220536,50.374064837905244,17.312588401697322,2.6874115983026803,历史4/11次成功; 当前距低点2.69%; 最新日涨幅-1.09%; 状态bottom_area; 底部已确认
48,68.76154709986385,60.67195332340928,002172,澳洋健康,bottom_area,2026-06-24,2.97,4.2,2026-06-22,2.88,3.12500000000001,9.72222222222223,31.428571428571434,29.28571428571428,True,-4.193548387096769,2.245939855220665,10,21,10,47.61904761904761,26.110092112543636,35.395189003436414,16.87499999999999,3.12500000000001,历史10/21次成功; 当前距低点3.13%; 最新日涨幅-4.19%; 状态bottom_area; 底部已确认
49,68.72408587076173,59.702391200468675,600218,全柴动力,bottom_area,2026-06-24,7.65,10.3,2026-06-22,7.48,2.2727272727272716,7.085561497326194,27.378640776699033,25.728155339805824,True,-2.7954256670902122,1.273049010985838,6,18,6,33.33333333333333,31.18750563953509,39.14728682170542,17.72727272727273,2.2727272727272716,历史6/18次成功; 当前距低点2.27%; 最新日涨幅-2.80%; 状态bottom_area; 底部已确认
50,68.45564829025209,58.995162734611654,002310,东方新能,bottom_area,2026-06-24,2.22,3.04,2026-06-24,2.18,1.8348623853211024,4.587155963302736,28.28947368421052,26.97368421052631,False,-2.631578947368407,2.3261191617715067,2,6,2,33.33333333333333,31.211374407582937,39.2,18.1651376146789,1.8348623853211024,历史2/6次成功; 当前距低点1.83%; 最新日涨幅-2.63%; 状态bottom_area; 底部未确认
51,68.37369876324382,57.27554737405094,000401,金隅冀东,bottom_area,2026-06-24,3.53,5.12,2026-06-22,3.52,0.284090909090903,5.681818181818187,31.25,31.054687500000007,False,-3.0219780219780334,0.3143741905755531,10,23,10,43.47826086956522,31.02976084055601,53.51562499999998,19.715909090909097,0.284090909090903,历史10/23次成功; 当前距低点0.28%; 最新日涨幅-3.02%; 状态bottom_area; 底部未确认
52,68.35319002999927,58.88890217969167,002790,瑞尔特,bottom_area,2026-06-24,5.6,8.16,2026-06-22,5.5,1.818181818181812,8.363636363636363,32.59803921568628,31.37254901960785,True,-4.436860068259396,1.7493455058065384,1,4,1,25.0,49.512670565302145,49.512670565302145,18.181818181818187,1.818181818181812,历史1/4次成功; 当前距低点1.82%; 最新日涨幅-4.44%; 状态bottom_area; 底部已确认
53,68.214306502321,58.77671190972921,603882,金域医学,bottom_area,2026-06-24,23.99,33.46,2026-06-22,23.56,1.8251273344651942,6.621392190152811,29.587567244471014,28.302450687387932,False,-1.194398682042841,0.8783081988745481,2,7,2,28.57142857142857,40.23503504314051,47.679671457905535,18.174872665534807,1.8251273344651942,历史2/7次成功; 当前距低点1.83%; 最新日涨幅-1.19%; 状态bottom_area; 底部未确认
54,67.64188760038104,60.26412300393857,002074,国轩高科,bottom_area,2026-06-24,29.21,39.39,2026-06-11,28.18,3.6550745209368385,9.33286018452803,28.45899974612846,25.844122873825842,True,-1.1505922165820692,1.4730109593244696,4,9,4,44.44444444444444,27.078396777222913,34.1,16.344925479063164,3.6550745209368385,历史4/9次成功; 当前距低点3.66%; 最新日涨幅-1.15%; 状态bottom_area; 底部已确认
55,67.4763241053524,56.86991121598985,000735,罗牛山,bottom_area,2026-06-24,4.89,6.76,2026-06-22,4.86,0.6172839506172707,7.201646090534972,28.10650887573964,27.662721893491128,True,-3.359683794466406,1.6815398417322134,8,20,8,40.0,31.275906577404456,44.303797468354425,19.38271604938273,0.6172839506172707,历史8/20次成功; 当前距低点0.62%; 最新日涨幅-3.36%; 状态bottom_area; 底部已确认
56,67.38138382337081,57.786046476368846,600339,中油工程,bottom_area,2026-06-24,3.24,4.4,2026-06-12,3.19,1.5673981191222657,7.210031347962382,27.500000000000007,26.363636363636367,True,-2.9940119760478945,0.7772175103738528,4,16,4,25.0,30.294162300901174,36.60565723793679,18.432601880877737,1.5673981191222657,历史4/16次成功; 当前距低点1.57%; 最新日涨幅-2.99%; 状态bottom_area; 底部已确认
57,67.35770628071688,57.29861592877617,000718,苏宁环球,bottom_area,2026-06-24,1.8,2.45,2026-06-22,1.78,1.1235955056179785,6.17977528089887,27.34693877551021,26.53061224489796,False,-3.7433155080213942,1.3294505759529205,6,23,6,26.08695652173913,39.28693657701235,58.30174374526156,18.876404494382022,1.1235955056179785,历史6/23次成功; 当前距低点1.12%; 最新日涨幅-3.74%; 状态bottom_area; 底部未确认
58,67.17076299281797,57.001956437184,600845,宝信软件,bottom_area,2026-06-24,17.31,25.0,2026-06-24,17.14,0.9918319719953217,2.6837806301050224,31.439999999999994,30.760000000000005,False,-1.5358361774744034,0.780139504128988,5,15,5,33.33333333333333,50.25800350976688,156.4102564102564,19.00816802800468,0.9918319719953217,历史5/15次成功; 当前距低点0.99%; 最新日涨幅-1.54%; 状态bottom_area; 底部未确认
59,67.15710355083652,59.11198669010813,600796,钱江生化,bottom_area,2026-06-24,4.82,6.47,2026-06-22,4.68,2.991452991453004,8.974358974358973,27.666151468315302,25.502318392581135,True,-3.599999999999992,2.057866767730555,8,19,8,42.10526315789473,28.032679881663412,38.085539714867615,17.008547008546998,2.991452991453004,历史8/19次成功; 当前距低点2.99%; 最新日涨幅-3.60%; 状态bottom_area; 底部已确认
60,67.10468326477967,57.7893801894632,600661,昂立教育,bottom_area,2026-06-24,7.37,10.37,2026-06-22,7.24,1.7955801104972362,8.287292817679553,30.183220829315328,28.929604628736733,True,-4.161248374512361,2.0140722372299824,8,32,8,25.0,43.324208824714546,143.93241167434718,18.204419889502766,1.7955801104972362,历史8/32次成功; 当前距低点1.80%; 最新日涨幅-4.16%; 状态bottom_area; 底部已确认
61,67.03550997820209,58.2160131785535,002363,隆基机械,bottom_area,2026-06-24,6.35,8.66,2026-06-22,6.21,2.254428341384858,7.568438003220608,28.290993071593533,26.67436489607391,True,-3.6418816388467445,1.555206836906593,3,10,3,30.0,40.409192456510645,54.96828752642705,17.745571658615145,2.254428341384858,历史3/10次成功; 当前距低点2.25%; 最新日涨幅-3.64%; 状态bottom_area; 底部已确认
62,66.98884944264736,60.55235804993233,002382,蓝帆医疗,bottom_area,2026-06-24,5.4,7.14,2026-06-22,5.17,4.448742746615095,8.123791102514504,27.591036414565824,24.369747899159655,True,-1.4598540145985384,1.4423042246158921,3,6,3,50.0,26.31984683986422,34.037558685446015,15.551257253384906,4.448742746615095,历史3/6次成功; 当前距低点4.45%; 最新日涨幅-1.46%; 状态bottom_area; 底部已确认
63,66.76331594845054,57.182324675403585,600744,华银电力,bottom_area,2026-06-24,6.78,9.3,2026-06-24,6.68,1.4970059880239601,6.137724550898207,28.172043010752695,27.09677419354839,False,-4.23728813559322,4.234226504025826,6,18,6,33.33333333333333,27.538521477230542,39.33649289099527,18.50299401197604,1.4970059880239601,历史6/18次成功; 当前距低点1.50%; 最新日涨幅-4.24%; 状态bottom_area; 底部未确认
64,66.66489817986147,56.21386901152214,000537,绿发电力,bottom_area,2026-06-24,7.81,11.32,2026-06-24,7.76,0.6443298969072142,3.6082474226804044,31.448763250883395,31.00706713780919,False,-2.8606965174129306,1.3944908998110834,5,17,5,29.411764705882355,85.06216635756381,310.7981220657277,19.355670103092788,0.6443298969072142,历史5/17次成功; 当前距低点0.64%; 最新日涨幅-2.86%; 状态bottom_area; 底部未确认
