rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.78763484423231,79.28550621581452,301170,锡南科技,bottom_area,2026-06-24,22.83,30.78,2026-06-22,22.26,2.560646900269527,7.0979335130278445,27.680311890838205,25.82846003898636,True,-2.851063829787237,3.2309368983814126,1,1,1,100.0,45.557963163596966,45.557963163596966,17.43935309973047,2.560646900269527,历史1/1次成功; 当前距低点2.56%; 最新日涨幅-2.85%; 状态bottom_area; 底部已确认
130,60.06216629063653,51.056128222248496,002035,华帝股份,bottom_area,2026-06-24,4.66,6.53,2026-06-22,4.61,1.0845986984815579,6.29067245119306,29.402756508422662,28.637059724349157,False,-3.319502074688796,0.9303515265557737,2,20,2,10.0,40.102221799927165,49.17525773195878,18.915401301518443,1.0845986984815579,历史2/20次成功; 当前距低点1.08%; 最新日涨幅-3.32%; 状态bottom_area; 底部未确认
131,60.007812482271085,51.72962630248791,300829,金丹科技,bottom_area,2026-06-24,14.31,20.29,2026-06-24,14.05,1.85053380782918,5.338078291814946,30.754066042385404,29.47264662395268,False,-3.895231699126933,3.364862605108718,1,4,1,25.0,20.61206120612062,20.61206120612062,18.14946619217082,1.85053380782918,历史1/4次成功; 当前距低点1.85%; 最新日涨幅-3.90%; 状态bottom_area; 底部未确认
132,59.988174210531305,52.70362012274741,600128,苏豪弘业,bottom_area,2026-06-24,8.19,11.1,2026-06-22,7.96,2.8894472361808985,7.788944723618092,28.28828828828829,26.21621621621622,True,-3.4198113207547287,1.5992786732450586,3,12,3,25.0,29.390106565805702,42.69377382465058,17.110552763819104,2.8894472361808985,历史3/12次成功; 当前距低点2.89%; 最新日涨幅-3.42%; 状态bottom_area; 底部已确认
133,59.87153745279568,51.212685763470034,002724,海洋王,bottom_area,2026-06-24,4.98,7.32,2026-06-22,4.91,1.425661914460291,6.109979633401219,32.923497267759565,31.967213114754095,False,-3.300970873786402,1.2460038817910617,2,10,2,20.0,23.45803724967472,25.204081632653047,18.57433808553971,1.425661914460291,历史2/10次成功; 当前距低点1.43%; 最新日涨幅-3.30%; 状态bottom_area; 底部未确认
134,59.866097819198565,52.37465205241554,002229,鸿博股份,bottom_area,2026-06-24,11.2,15.19,2026-06-24,10.91,2.6581118240146577,5.224564619615035,28.1764318630678,26.267281105990786,False,-2.52393385552655,6.582255131349021,2,10,2,20.0,34.597564576177206,36.422764227642276,17.341888175985343,2.6581118240146577,历史2/10次成功; 当前距低点2.66%; 最新日涨幅-2.52%; 状态bottom_area; 底部未确认
135,59.73565798272036,54.226394862504264,300030,阳普医疗,bottom_area,2026-06-24,6.26,8.57,2026-06-22,5.98,4.682274247491628,10.20066889632106,30.22170361726954,26.95449241540257,True,-3.395061728395077,2.8746167057909737,4,11,4,36.36363636363637,34.93244458193392,48.36016696481813,15.317725752508373,4.682274247491628,历史4/11次成功; 当前距低点4.68%; 最新日涨幅-3.40%; 状态bottom_area; 底部已确认
136,59.725600609933174,49.917524675324664,600188,兖矿能源,bottom_area,2026-06-24,18.78,27.8,2026-06-24,18.75,0.16000000000000605,2.933333333333337,32.55395683453238,32.44604316546763,False,-2.492211838006231,0.8360335213394864,2,14,2,14.285714285714285,42.98484848484849,58.333333333333336,19.839999999999993,0.16000000000000605,历史2/14次成功; 当前距低点0.16%; 最新日涨幅-2.49%; 状态bottom_area; 底部未确认
137,59.7084230839631,51.95622450676347,002383,合众思壮,bottom_area,2026-06-24,6.93,9.89,2026-06-22,6.77,2.3633677991137394,6.942392909896612,31.547017189079885,29.92922143579374,False,-2.1186440677966156,1.457695640593917,2,11,2,18.181818181818183,32.67435678209713,34.530938123752506,17.63663220088626,2.3633677991137394,历史2/11次成功; 当前距低点2.36%; 最新日涨幅-2.12%; 状态bottom_area; 底部未确认
138,59.62449510032178,50.9730977720398,002490,山东墨龙,bottom_area,2026-06-24,6.54,9.23,2026-06-24,6.45,1.3953488372093001,6.821705426356581,30.11917659804984,29.144095341278444,False,-6.169296987087513,5.780511120390612,2,10,2,20.0,21.798350112241952,22.648083623693378,18.6046511627907,1.3953488372093001,历史2/10次成功; 当前距低点1.40%; 最新日涨幅-6.17%; 状态bottom_area; 底部未确认
139,59.53729785380566,50.76449776479457,000993,闽东电力,bottom_area,2026-06-24,10.52,15.45,2026-06-24,10.39,1.2512030798844946,4.234841193455241,32.75080906148867,31.909385113268605,False,-3.308823529411775,2.683275961662144,2,12,2,16.666666666666664,26.13211892615351,31.78519593613934,18.748796920115506,1.2512030798844946,历史2/12次成功; 当前距低点1.25%; 最新日涨幅-3.31%; 状态bottom_area; 底部未确认
140,59.51950585134587,50.375684184282775,000554,泰山石油,bottom_area,2026-06-24,5.95,8.57,2026-06-24,5.9,0.8474576271186409,4.57627118644067,31.155192532088677,30.57176196032672,False,-3.25203252032521,3.0923327088997707,4,15,4,26.666666666666668,37.26462853465916,50.73684210526316,19.15254237288136,0.8474576271186409,历史4/15次成功; 当前距低点0.85%; 最新日涨幅-3.25%; 状态bottom_area; 底部未确认
141,59.24207628510904,49.458350915512604,600104,上汽集团,bottom_area,2026-06-24,10.08,14.84,2026-06-24,10.07,0.09930486593842885,3.277060575968223,32.14285714285714,32.075471698113205,False,-2.2308438409311404,0.5266980288209658,2,10,2,20.0,27.391215106732346,30.357142857142854,19.90069513406157,0.09930486593842885,历史2/10次成功; 当前距低点0.10%; 最新日涨幅-2.23%; 状态bottom_area; 底部未确认
142,58.94766362358645,49.38085530172417,001317,三羊马,bottom_area,2026-06-24,42.14,61.8,2026-06-24,42.02,0.28557829604949414,5.092812946216071,32.00647249190938,31.812297734627826,False,-4.617473970122221,5.270737476573108,1,3,1,33.33333333333333,27.25075528700905,27.25075528700905,19.714421703950507,0.28557829604949414,历史1/3次成功; 当前距低点0.29%; 最新日涨幅-4.62%; 状态bottom_area; 底部未确认
143,58.51844435850459,51.490285765375035,300517,海波重科,bottom_area,2026-06-24,9.7,13.5,2026-06-18,9.42,2.972399150743093,8.598726114649686,30.22222222222222,28.148148148148156,True,-2.6104417670682833,3.6244069571319697,1,7,1,14.285714285714285,36.88286544046467,36.88286544046467,17.027600849256906,2.972399150743093,历史1/7次成功; 当前距低点2.97%; 最新日涨幅-2.61%; 状态bottom_area; 底部已确认
144,58.51726537880882,49.384122184510964,688030,山石网科,bottom_area,2026-06-24,16.07,22.24,2026-06-24,15.96,0.6892230576441066,5.889724310776927,28.23741007194244,27.74280575539568,False,-4.798578199052129,2.299819312320507,1,5,1,20.0,44.43844492440605,44.43844492440605,19.310776942355893,0.6892230576441066,历史1/5次成功; 当前距低点0.69%; 最新日涨幅-4.80%; 状态bottom_area; 底部未确认
145,58.28237726518541,48.75151786472595,000596,古井贡酒,bottom_area,2026-06-24,78.2,111.7,2026-06-24,78.04,0.20502306509481877,4.0748334187596,30.134288272157562,29.991047448522828,False,-1.857429718875503,0.8988252569750367,4,23,4,17.391304347826086,30.539111833162437,44.24778761061947,19.794976934905183,0.20502306509481877,历史4/23次成功; 当前距低点0.21%; 最新日涨幅-1.86%; 状态bottom_area; 底部未确认
146,58.06175229157538,50.94251976677797,688084,晶品特装,bottom_area,2026-06-24,49.66,68.5,2026-06-24,48.3,2.8157349896480324,4.658385093167702,29.489051094890517,27.503649635036503,False,-0.6402561024409725,1.2494200703918121,1,5,1,20.0,28.830083565459613,28.830083565459613,17.184265010351968,2.8157349896480324,历史1/5次成功; 当前距低点2.82%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
147,57.00658474530399,48.82842490842493,300197,节能铁汉,bottom_area,2026-06-24,2.03,2.76,2026-06-24,2.0,1.4999999999999902,8.499999999999996,27.536231884057965,26.44927536231884,False,-7.305936073059371,8.066677950247,1,7,1,14.285714285714285,23.931623931623935,23.931623931623935,18.50000000000001,1.4999999999999902,历史1/7次成功; 当前距低点1.50%; 最新日涨幅-7.31%; 状态bottom_area; 底部未确认
148,56.96131436060393,50.99863417192291,601198,东兴证券,bottom_area,2026-06-24,13.24,18.27,2026-06-22,12.74,3.924646781789639,7.142857142857144,30.26819923371647,27.53147235905856,True,-0.7496251874062887,0.7973065285514277,1,7,1,14.285714285714285,45.912290200324854,45.912290200324854,16.07535321821036,3.924646781789639,历史1/7次成功; 当前距低点3.92%; 最新日涨幅-0.75%; 状态bottom_area; 底部已确认
149,56.65910398796334,49.97176053810926,600444,国机通用,bottom_area,2026-06-24,13.63,18.38,2026-06-22,13.22,3.1013615733736772,9.00151285930408,28.0739934711643,25.84330794341675,True,-3.67491166077738,2.0224433046546584,3,16,3,18.75,30.842015727963663,39.108910891089124,16.898638426626324,3.1013615733736772,历史3/16次成功; 当前距低点3.10%; 最新日涨幅-3.67%; 状态bottom_area; 底部已确认
150,56.430749754621615,48.72163093568423,601007,金陵饭店,bottom_area,2026-06-24,6.32,9.08,2026-06-22,6.2,1.9354838709677438,6.129032258064514,31.71806167400881,30.396475770925107,False,-3.215926493108723,1.1905897435897437,1,7,1,14.285714285714285,28.69565217391305,28.69565217391305,18.064516129032256,1.9354838709677438,历史1/7次成功; 当前距低点1.94%; 最新日涨幅-3.22%; 状态bottom_area; 底部未确认
151,56.430096153846144,47.02508012820512,600004,白云机场,bottom_area,2026-06-24,7.48,10.41,2026-06-24,7.48,0.0,1.7379679144385012,28.146013448607103,28.146013448607103,False,-1.1889035667106973,0.4639081924951857,1,6,1,16.666666666666664,32.57211538461537,32.57211538461537,20.0,0.0,历史1/6次成功; 当前距低点0.00%; 最新日涨幅-1.19%; 状态bottom_area; 底部未确认
152,56.15081044724484,49.38536855036856,603877,太平鸟,bottom_area,2026-06-24,12.57,16.86,2026-06-22,12.21,2.9484029484029435,8.68140868140867,27.580071174377217,25.444839857651242,True,-4.11899313501144,0.5337255644842595,1,5,1,20.0,23.106060606060613,23.106060606060613,17.051597051597057,2.9484029484029435,历史1/5次成功; 当前距低点2.95%; 最新日涨幅-4.12%; 状态bottom_area; 底部已确认
153,56.136849889280974,49.6492047846169,603192,汇得科技,bottom_area,2026-06-24,17.77,23.79,2026-06-22,17.21,3.253922138291683,8.018593840790231,27.658680117696505,25.30474989491383,True,-3.0551009274413454,0.934604888216831,2,9,2,22.22222222222222,23.454794109496667,25.562817719680464,16.74607786170832,3.253922138291683,历史2/9次成功; 当前距低点3.25%; 最新日涨幅-3.06%; 状态bottom_area; 底部已确认
154,55.922244709729114,48.39216364093749,000590,古汉医药,bottom_area,2026-06-24,8.92,12.21,2026-06-22,8.74,2.0594965675057177,8.23798627002289,28.419328419328423,26.94512694512695,True,-3.982777179763175,1.6970778419367196,2,17,2,11.76470588235294,24.713114754098363,25.0,17.940503432494285,2.0594965675057177,历史2/17次成功; 当前距低点2.06%; 最新日涨幅-3.98%; 状态bottom_area; 底部已确认
155,55.872622665373,48.96223381285618,000068,华控赛格,bottom_area,2026-06-24,2.99,4.22,2026-06-24,2.91,2.7491408934707926,8.247422680412363,31.04265402843601,29.14691943127961,False,-5.678233438485791,3.860127221555878,2,10,2,20.0,27.582123924567654,30.4054054054054,17.25085910652921,2.7491408934707926,历史2/10次成功; 当前距低点2.75%; 最新日涨幅-5.68%; 状态bottom_area; 底部未确认
156,55.80540188248268,50.35073854058587,600831,广电网络,bottom_area,2026-06-24,3.12,4.15,2026-06-22,2.99,4.347826086956518,8.695652173913036,27.951807228915666,24.819277108433738,True,-2.1943573667711602,2.2922945428643704,5,25,5,20.0,35.235387198100696,54.36241610738255,15.652173913043482,4.347826086956518,历史5/25次成功; 当前距低点4.35%; 最新日涨幅-2.19%; 状态bottom_area; 底部已确认
157,55.45753208060203,46.58923107729277,002614,奥佳华,bottom_area,2026-06-24,4.56,6.39,2026-06-22,4.54,0.4405286343612241,6.167400881057274,28.951486697965567,28.638497652582164,False,-3.797468354430389,2.0309976437640747,1,11,1,9.090909090909092,53.68421052631578,53.68421052631578,19.559471365638778,0.4405286343612241,历史1/11次成功; 当前距低点0.44%; 最新日涨幅-3.80%; 状态bottom_area; 底部未确认
158,54.94643842376999,48.474317950199406,000850,华茂股份,bottom_area,2026-06-24,3.64,5.18,2026-06-22,3.53,3.116147308781879,9.915014164305951,31.85328185328185,29.729729729729726,True,-3.703703703703698,1.0036513665813542,2,16,2,12.5,36.5141602915166,52.66903914590747,16.88385269121812,3.116147308781879,历史2/16次成功; 当前距低点3.12%; 最新日涨幅-3.70%; 状态bottom_area; 底部已确认
159,54.10464224949994,45.821956275502416,002800,天顺股份,bottom_area,2026-06-24,13.72,19.2,2026-06-24,13.6,0.8823529411764779,5.808823529411772,29.166666666666668,28.54166666666666,False,-3.9888033589922878,2.0785577067824255,3,15,3,20.0,27.654413878412797,38.61386138613861,19.117647058823522,0.8823529411764779,历史3/15次成功; 当前距低点0.88%; 最新日涨幅-3.99%; 状态bottom_area; 底部未确认
160,53.96216042329325,48.946283165404346,002873,新天药业,bottom_area,2026-06-24,7.67,10.2,2026-06-22,7.33,4.638472032742154,11.732605729877209,28.13725490196078,24.803921568627445,True,-4.601990049751237,3.3921660370298485,2,7,2,28.57142857142857,22.890933794466406,24.901185770750995,15.36152796725785,4.638472032742154,历史2/7次成功; 当前距低点4.64%; 最新日涨幅-4.60%; 状态bottom_area; 底部已确认
161,53.619358241290264,45.21833000518487,000528,柳工,bottom_area,2026-06-24,7.74,10.54,2026-06-24,7.69,0.6501950585175529,3.511053315994793,27.039848197343442,26.565464895635664,False,-2.518891687657432,1.6295402407891266,2,13,2,15.384615384615385,21.34825128282199,21.80851063829786,19.34980494148245,0.6501950585175529,历史2/13次成功; 当前距低点0.65%; 最新日涨幅-2.52%; 状态bottom_area; 底部未确认
162,53.485333604235706,45.25253208002569,300415,伊之密,bottom_area,2026-06-24,19.48,27.49,2026-06-24,19.32,0.828157349896481,3.9337474120082714,29.719898144779915,29.137868315751174,False,-2.208835341365467,1.401944520455709,1,6,1,16.666666666666664,20.935828877005346,20.935828877005346,19.17184265010352,0.828157349896481,历史1/6次成功; 当前距低点0.83%; 最新日涨幅-2.21%; 状态bottom_area; 底部未确认
163,53.27464471350866,45.07664034336856,000096,广聚能源,bottom_area,2026-06-24,7.28,10.23,2026-06-22,7.22,0.8310249307479294,6.786703601108036,29.42326490713588,28.83675464320626,False,-3.830911492734479,1.253347356176835,2,10,2,20.0,23.01815691114969,24.88716956802064,19.168975069252074,0.8310249307479294,历史2/10次成功; 当前距低点0.83%; 最新日涨幅-3.83%; 状态bottom_area; 底部未确认
164,53.04636289321745,46.816085372201975,300639,凯普生物,bottom_area,2026-06-24,5.26,7.55,2026-06-11,5.1,3.137254901960787,10.000000000000014,32.450331125827816,30.33112582781457,True,-3.8391224862888484,1.7621421717273131,1,10,1,10.0,33.27433628318583,33.27433628318583,16.862745098039213,3.137254901960787,历史1/10次成功; 当前距低点3.14%; 最新日涨幅-3.84%; 状态bottom_area; 底部已确认
165,52.071285242091434,45.964292401846144,002007,华兰生物,bottom_area,2026-06-24,12.78,16.98,2026-06-22,12.39,3.147699757869239,5.891848264729609,27.03180212014134,24.734982332155482,False,-1.3127413127413168,0.7074289749764564,1,10,1,10.0,27.801332525741973,27.801332525741973,16.852300242130763,3.147699757869239,历史1/10次成功; 当前距低点3.15%; 最新日涨幅-1.31%; 状态bottom_area; 底部未确认
166,51.75325017850618,43.14829003494328,000568,泸州老窖,bottom_area,2026-06-24,76.87,108.5,2026-06-24,76.85,0.026024723487326262,3.513337670787252,29.170506912442402,29.152073732718893,False,-2.535818435400028,0.9221104889808954,1,16,1,6.25,22.359550561797754,22.359550561797754,19.973975276512675,0.026024723487326262,历史1/16次成功; 当前距低点0.03%; 最新日涨幅-2.54%; 状态bottom_area; 底部未确认
167,51.719014666094466,46.45011872282351,300922,天秦装备,bottom_area,2026-06-24,19.06,25.65,2026-06-24,18.31,4.096122337520481,5.188421627525958,28.61598440545809,25.692007797270954,False,-0.10482180293500676,4.9278590554662385,1,5,1,20.0,20.372460496613996,20.372460496613996,15.903877662479522,4.096122337520481,历史1/5次成功; 当前距低点4.10%; 最新日涨幅-0.10%; 状态bottom_area; 底部未确认
168,50.12235392939734,41.92130733346462,600809,山西汾酒,bottom_area,2026-06-24,105.71,146.95,2026-06-24,105.5,0.19905213270141586,4.417061611374405,28.206873086083696,28.06396733582851,False,-3.1782377724858146,1.0557358815979618,1,11,1,9.090909090909092,21.943601249395098,21.943601249395098,19.800947867298586,0.19905213270141586,历史1/11次成功; 当前距低点0.20%; 最新日涨幅-3.18%; 状态bottom_area; 底部未确认
169,49.615238789265184,44.23238272237301,603810,丰山集团,bottom_area,2026-06-24,11.8,16.1,2026-06-22,11.38,3.6906854130052715,8.6994727592267,29.316770186335404,26.70807453416149,True,-3.199343724364223,1.5017943963519789,1,8,1,12.5,20.75078206465068,20.75078206465068,16.30931458699473,3.6906854130052715,历史1/8次成功; 当前距低点3.69%; 最新日涨幅-3.20%; 状态bottom_area; 底部已确认
170,48.46687193893426,43.672866127583134,300015,爱尔眼科,bottom_area,2026-06-24,8.29,11.29,2026-06-22,7.95,4.276729559748415,11.320754716981126,29.583702391496892,26.572187776793626,True,-3.379953379953393,1.2214434406747716,1,7,1,14.285714285714285,21.05734767025089,21.05734767025089,15.723270440251586,4.276729559748415,历史1/7次成功; 当前距低点4.28%; 最新日涨幅-3.38%; 状态bottom_area; 底部已确认
171,46.356949620665524,41.98336495888677,000910,大亚圣象,bottom_area,2026-06-24,5.51,7.49,2026-06-22,5.27,4.554079696394691,8.918406072106274,29.639519359145535,26.435246995994667,True,-2.4778761061946986,0.6521059572807617,1,14,1,7.142857142857142,20.634920634920633,20.634920634920633,15.445920303605309,4.554079696394691,历史1/14次成功; 当前距低点4.55%; 最新日涨幅-2.48%; 状态bottom_area; 底部已确认
