rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_date,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,history_success_dates,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.96824296271491,81.65301059001516,301009,可靠股份,bottom_area,2025-09-22,13.37,2025-08-20,18.55,2025-09-22,13.22,1.1346444780635294,2.950075642965195,28.733153638814013,27.9245283018868,False,-1.3284132841328566,2.2814579402125332,1,1,1,100.0,53.96648044692738,53.96648044692738,2025-04-07,18.865355521936472,1.1346444780635294,历史1/1次成功; 当前距低点1.13%; 最新日涨幅-1.33%; 状态bottom_area; 底部未确认
2,84.04280343417786,70.9242420369167,300510,金冠股份,bottom_area,2025-09-22,4.39,2025-08-22,6.33,2025-09-22,4.36,0.6880733944953982,2.0642201834862353,31.121642969984197,30.64770932069511,False,-1.3483146067415852,2.164278065990839,3,4,3,75.0,30.849727829925854,40.000000000000014,2022-10-10; 2023-04-25; 2024-02-06,19.311926605504603,0.6880733944953982,历史3/4次成功; 当前距低点0.69%; 最新日涨幅-1.35%; 状态bottom_area; 底部未确认
3,83.31503957823445,70.81182973204874,300645,正元智慧,bottom_area,2025-09-22,17.84,2025-08-27,24.93,2025-09-22,17.65,1.0764872521246531,1.7563739376770668,29.201764941837148,28.43963096670678,False,0.22471910112358273,2.784516832511952,2,4,2,50.0,26.861401434908288,30.699547055863096,2021-01-14; 2022-02-08,18.92351274787535,1.0764872521246531,历史2/4次成功; 当前距低点1.08%; 最新日涨幅0.22%; 状态bottom_area; 底部未确认
4,78.51616342310545,66.69393161708035,300289,利德曼,bottom_area,2025-09-22,7.74,2025-08-18,10.54,2025-09-22,7.66,1.044386422976502,2.088772845953004,27.324478178368118,26.565464895635664,False,0.5194805194805197,1.6559500362680355,3,9,3,33.33333333333333,40.43978133405079,70.11952191235059,2015-06-30; 2017-01-17; 2021-01-13,18.9556135770235,1.044386422976502,历史3/9次成功; 当前距低点1.04%; 最新日涨幅0.52%; 状态bottom_area; 底部未确认
5,77.74709443675806,70.45705774701074,002917,金奥博,bottom_area,2025-09-22,14.13,2025-07-23,18.76,2025-09-04,13.51,4.589193190229468,7.772020725388606,27.985074626865682,24.680170575692966,True,-0.77247191011236,1.9796218694173542,3,4,3,75.0,27.125904412547946,31.688804554079713,2020-02-04; 2022-02-07; 2022-04-27,15.410806809770532,4.589193190229468,历史3/4次成功; 当前距低点4.59%; 最新日涨幅-0.77%; 状态bottom_area; 底部已确认
6,70.71988126898842,59.74661654678236,600016,民生银行,bottom_area,2025-09-22,4.04,2025-07-10,5.68,2025-09-18,4.01,0.7481296758104801,2.493765586034926,29.401408450704224,28.873239436619713,False,-0.24691358024691024,0.6601127724376904,2,4,2,50.0,25.657807567904594,27.164179104477597,2007-02-06; 2013-06-25,19.25187032418952,0.7481296758104801,历史2/4次成功; 当前距低点0.75%; 最新日涨幅-0.25%; 状态bottom_area; 底部未确认
7,70.71569800876873,61.41194206093489,300528,幸福蓝海,bottom_area,2025-09-22,24.04,2025-09-16,33.6,2025-09-22,23.51,2.25435984687366,9.315185027647798,30.029761904761905,28.452380952380956,False,-8.939393939393936,13.620453381543626,5,10,5,50.0,23.45098124627328,30.27627456565082,2016-10-10; 2017-01-16; 2018-02-07; 2022-05-09; 2024-10-11,17.74564015312634,2.25435984687366,历史5/10次成功; 当前距低点2.25%; 最新日涨幅-8.94%; 状态bottom_area; 底部未确认
8,69.41646338794588,59.41240972625543,600528,中铁工业,bottom_area,2025-09-22,8.35,2025-07-25,12.0,2025-09-04,8.23,1.458080194410683,3.88821385176185,31.416666666666664,30.41666666666667,False,-1.8801410105757976,1.1337796711616952,6,19,6,31.57894736842105,32.63718698945215,53.020134228187906,2005-12-06; 2008-04-22; 2008-09-18; 2010-02-03; 2012-07-10; 2015-06-30,18.54191980558932,1.458080194410683,历史6/19次成功; 当前距低点1.46%; 最新日涨幅-1.88%; 状态bottom_area; 底部未确认
9,68.24813661251758,57.20245476003149,601900,南方传媒,bottom_area,2025-09-22,12.75,2025-05-06,17.98,2025-09-22,12.71,0.3147128245475936,1.2588512981903883,29.310344827586203,29.08787541713015,False,-1.2393493415956636,0.6211095065317639,1,2,1,50.0,39.999999999999986,39.999999999999986,2024-02-06,19.685287175452405,0.3147128245475936,历史1/2次成功; 当前距低点0.31%; 最新日涨幅-1.24%; 状态bottom_area; 底部未确认
10,67.13941372870241,57.749109229024896,300584,海辰药业,bottom_area,2025-09-22,59.42,2025-09-08,81.88,2025-09-22,58.41,1.7291559664441107,4.742338640643731,28.66389838788471,27.430385930630187,False,-1.7201455507773744,9.268796798878789,2,8,2,25.0,41.271961465147655,54.23197492163009,2022-01-24; 2022-03-09,18.270844033555893,1.7291559664441107,历史2/8次成功; 当前距低点1.73%; 最新日涨幅-1.72%; 状态bottom_area; 底部未确认
