rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.6365106698137,81.58639346968421,605198,安德利,bottom_area,2024-06-12,29.32,2024-06-11,28.62,2.445842068483575,3.5290006988120126,29.123328380386333,False,0.1708,0.411,1,1,1,100.0,43.241469816272954,43.241469816272954,12.554157931516425,2.445842068483575,历史1/1次成功; 当前距低点2.45%; 最新日涨幅0.17%; 状态bottom_area; 底部未确认
2,89.50071465249833,79.93145585317461,600162,香江控股,bottom_area,2024-06-12,1.42,2024-06-11,1.4,1.42857142857143,4.28571428571429,27.083333333333336,False,-0.6993,0.7815,2,2,2,100.0,27.68063822751323,28.90624999999999,13.571428571428571,1.42857142857143,历史2/2次成功; 当前距低点1.43%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
3,85.40346657929227,79.73428571428572,002687,乔治白,bottom_area,2024-06-12,4.36,2024-06-06,4.2,3.809523809523813,5.714285714285719,28.2051282051282,False,0.2299,1.1514,1,1,1,100.0,64.00000000000001,64.00000000000001,11.190476190476186,3.809523809523813,历史1/1次成功; 当前距低点3.81%; 最新日涨幅0.23%; 状态bottom_area; 底部未确认
4,82.53149630151464,76.47529411764708,000420,吉林化纤,bottom_area,2024-06-12,3.34,2024-06-06,3.23,3.405572755417953,5.26315789473684,29.321663019693663,False,-0.5952,1.5751,1,1,1,100.0,53.9249146757679,53.9249146757679,11.594427244582047,3.405572755417953,历史1/1次成功; 当前距低点3.41%; 最新日涨幅-0.60%; 状态bottom_area; 底部未确认
5,78.61487235385009,69.4472537149147,600376,首开股份,bottom_area,2024-06-12,2.39,2024-06-06,2.37,0.8438818565400852,7.172995780590714,29.25373134328358,False,-0.8299,0.4922,1,1,1,100.0,20.652173913043484,20.652173913043484,14.156118143459913,0.8438818565400852,历史1/1次成功; 当前距低点0.84%; 最新日涨幅-0.83%; 状态bottom_area; 底部未确认
6,78.27610143165295,69.06192664303244,600201,生物股份,bottom_area,2024-06-12,7.78,2024-06-12,7.72,0.7772020725388666,2.9792746113989694,29.497716894977167,False,-1.3942,1.9895,1,1,1,100.0,17.76315789473684,17.76315789473684,14.222797927461134,0.7772020725388666,历史1/1次成功; 当前距低点0.78%; 最新日涨幅-1.39%; 状态bottom_area; 底部未确认
7,76.47918003151176,72.42064516129034,600173,卧龙新能,bottom_area,2024-06-12,3.89,2024-06-06,3.72,4.569892473118277,5.913978494623649,29.545454545454547,False,1.039,0.5745,1,1,1,100.0,20.000000000000004,20.000000000000004,10.430107526881722,4.569892473118277,历史1/1次成功; 当前距低点4.57%; 最新日涨幅1.04%; 状态bottom_area; 底部未确认
8,75.20331634797257,67.64366041601373,002837,英维克,bottom_area,2024-06-12,23.05,2024-06-11,22.64,1.810954063604241,4.372791519434622,31.97115384615385,False,-1.3693,1.1475,2,3,2,66.66666666666666,21.860048464326542,24.517374517374524,13.189045936395758,1.810954063604241,历史2/3次成功; 当前距低点1.81%; 最新日涨幅-1.37%; 状态bottom_area; 底部未确认
9,74.81331265925299,71.24326834927282,000886,海南高速,bottom_area,2024-06-12,4.52,2024-06-06,4.31,4.872389791183294,5.80046403712297,30.818619582664535,False,1.8018,1.0454,1,1,1,100.0,17.378048780487816,17.378048780487816,10.127610208816707,4.872389791183294,历史1/1次成功; 当前距低点4.87%; 最新日涨幅1.80%; 状态bottom_area; 底部未确认
10,73.84047881351307,69.96907297948043,002761,浙江建投,bottom_area,2024-06-12,8.63,2024-06-06,8.25,4.606060606060615,4.848484848484853,28.26086956521739,False,1.649,2.0491,4,6,4,66.66666666666666,29.485077928128906,43.73730534867976,10.393939393939384,4.606060606060615,历史4/6次成功; 当前距低点4.61%; 最新日涨幅1.65%; 状态bottom_area; 底部未确认
11,72.22245808194157,63.83713088901343,605266,健之佳,bottom_area,2024-06-12,36.9,2024-06-12,36.58,0.8747949699289237,5.139420448332429,31.626168224299068,False,-2.6385,0.4487,3,5,3,60.0,27.535824841136375,33.154615273148806,14.125205030071076,0.8747949699289237,历史3/5次成功; 当前距低点0.87%; 最新日涨幅-2.64%; 状态bottom_area; 底部未确认
