rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,83.14146846740849,72.29692910209434,600421,退市华嵘,bottom_area,2024-05-14,5.61,2024-05-14,5.61,0.0,0.0,28.26086956521739,False,-9.9518,1.3324,2,2,2,100.0,31.435102699431873,44.900662251655625,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-9.95%; 状态bottom_area; 底部未确认
2,76.19701478162645,66.25827372315344,002829,星网宇达,bottom_area,2024-05-14,15.98,2024-05-14,15.98,0.0,0.0,30.822510822510825,False,-10.0225,1.8493,3,4,3,75.0,19.802546898674404,21.985417835109377,15.0,0.0,历史3/4次成功; 当前距低点0.00%; 最新日涨幅-10.02%; 状态bottom_area; 底部未确认
3,73.37986093814912,65.27897596855708,300721,怡达股份,bottom_area,2024-05-14,12.45,2024-05-14,12.3,1.2195121951219396,6.178861788617884,27.13270142180094,False,-2.9618,9.4563,2,4,2,50.0,21.34120308298442,22.270742358078603,13.78048780487806,1.2195121951219396,历史2/4次成功; 当前距低点1.22%; 最新日涨幅-2.96%; 状态bottom_area; 底部未确认
4,73.00163716854706,65.59224272754395,603232,格尔软件,bottom_area,2024-05-14,12.19,2024-05-14,11.98,1.7529215358931476,5.175292153589309,28.69047619047619,False,-2.7135,7.506,3,6,3,50.0,29.563999082689925,48.01488833746897,13.24707846410685,1.7529215358931476,历史3/6次成功; 当前距低点1.75%; 最新日涨幅-2.71%; 状态bottom_area; 底部未确认
5,71.8845542324687,67.42223974813241,688276,百克生物,bottom_area,2024-05-14,39.76,2024-04-26,38.21,4.056529704265891,9.343103899502749,30.778985507246382,True,0.5056,1.1947,2,3,2,66.66666666666666,16.529359178451564,16.844155844155843,10.943470295734109,4.056529704265891,历史2/3次成功; 当前距低点4.06%; 最新日涨幅0.51%; 状态bottom_area; 底部已确认
6,71.16706241713108,61.88440210185312,600360,华微电子,bottom_area,2024-05-14,4.33,2024-05-14,4.33,0.0,0.0,30.161290322580648,False,-5.0439,0.0948,2,3,2,66.66666666666666,31.009330296701332,45.695364238410576,15.0,0.0,历史2/3次成功; 当前距低点0.00%; 最新日涨幅-5.04%; 状态bottom_area; 底部未确认
7,66.12195094117331,60.04154230912566,605108,同庆楼,bottom_area,2024-05-14,25.59,2024-05-14,25.01,2.3190723710515724,2.718912435025988,27.821067821067814,False,1.4671,1.0482,1,2,1,50.0,17.52165223184544,17.52165223184544,12.680927628948426,2.3190723710515724,历史1/2次成功; 当前距低点2.32%; 最新日涨幅1.47%; 状态bottom_area; 底部未确认
8,59.644703504043136,51.86495956873316,002197,证通电子,bottom_area,2024-05-14,5.83,2024-05-14,5.83,0.0,0.0,30.429594272076375,False,-5.0489,0.1553,1,2,1,50.0,29.919137466307287,29.919137466307287,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-5.05%; 状态bottom_area; 底部未确认
9,54.56671383423786,48.285170783266594,603139,康惠股份,bottom_area,2024-05-14,14.04,2024-05-14,13.91,0.9345794392523292,4.960460100647013,27.5897969807392,False,-5.7085,9.6075,1,3,1,33.33333333333333,29.315476190476186,29.315476190476186,14.065420560747672,0.9345794392523292,历史1/3次成功; 当前距低点0.93%; 最新日涨幅-5.71%; 状态bottom_area; 底部未确认
