rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.4106611870796,82.89510955302366,603368,柳药集团,bottom_area,2022-02-07,16.6,2022-01-28,16.3,1.8404907975460165,3.5582822085889463,30.282292557741652,False,1.0347,1.6471,1,1,1,100.0,42.85714285714285,42.85714285714285,6.159509202453983,1.8404907975460165,历史1/1次成功; 当前距低点1.84%; 最新日涨幅1.03%; 状态bottom_area; 底部未确认
2,86.23698443968185,81.7099586581876,300612,宣亚国际,bottom_area,2022-02-07,19.45,2022-02-07,19.22,1.1966701352757567,5.619146722164422,28.497023809523814,False,0.6729,4.9081,2,2,2,100.0,11.926701971055497,15.789473684210526,6.803329864724243,1.1966701352757567,历史2/2次成功; 当前距低点1.20%; 最新日涨幅0.67%; 状态bottom_area; 底部未确认
3,84.54606705554266,80.86709746881783,300624,万兴科技,bottom_area,2022-02-07,40.99,2022-02-07,40.31,1.686926321012155,3.919622922351769,27.014303820387465,False,-0.8706,4.1483,2,2,2,100.0,35.87790043400834,51.195680123425035,6.313073678987845,1.686926321012155,历史2/2次成功; 当前距低点1.69%; 最新日涨幅-0.87%; 状态bottom_area; 底部未确认
4,83.31991300440991,79.0375833073654,300677,英科医疗,bottom_area,2022-02-07,53.17,2022-02-07,52.51,1.2569034469624905,2.609026852028194,29.516778523489933,False,0.5865,1.9835,1,1,1,100.0,14.964103045375621,14.964103045375621,6.74309655303751,1.2569034469624905,历史1/1次成功; 当前距低点1.26%; 最新日涨幅0.59%; 状态bottom_area; 底部未确认
5,82.50523244234535,78.70024660641765,000848,承德露露,bottom_area,2022-02-07,9.2,2022-01-28,9.06,1.5452538631346444,3.532008830022078,27.228915662650593,False,0.8772,1.0103,1,1,1,100.0,16.685082872928174,16.685082872928174,6.454746136865356,1.5452538631346444,历史1/1次成功; 当前距低点1.55%; 最新日涨幅0.88%; 状态bottom_area; 底部未确认
6,81.04472276465437,79.4749553703057,603196,璞源材料,bottom_area,2022-02-07,7.25,2022-01-27,7.04,2.982954545454545,7.812499999999997,28.960645812310798,True,-1.7615,1.6837,3,3,3,100.0,18.419848031946557,22.85714285714286,5.017045454545455,2.982954545454545,历史3/3次成功; 当前距低点2.98%; 最新日涨幅-1.76%; 状态bottom_area; 底部已确认
7,80.00010479766709,79.16365859365861,300511,雪榕生物,bottom_area,2022-02-07,6.89,2022-01-27,6.66,3.4534534534534465,4.654654654654649,31.198347107438014,False,0.2911,2.209,2,2,2,100.0,25.900712191034756,29.220779220779214,4.546546546546554,3.4534534534534465,历史2/2次成功; 当前距低点3.45%; 最新日涨幅0.29%; 状态bottom_area; 底部未确认
8,78.55659478612367,73.22647213268121,688316,青云科技,bottom_area,2022-02-07,49.04,2022-02-07,48.87,0.3478616738285282,6.445672191528557,30.974576271186443,False,-3.5405,4.2569,3,3,3,100.0,11.77202553231324,13.030303030303022,7.652138326171472,0.3478616738285282,历史3/3次成功; 当前距低点0.35%; 最新日涨幅-3.54%; 状态bottom_area; 底部未确认
9,78.2284649880365,74.80986716037788,688039,当虹科技,confirmed_rebound,2022-02-07,66.7,2022-02-07,65.6,1.6768292682926962,8.12500000000002,27.10301144571619,False,-1.7673,2.0979,2,2,2,100.0,13.403429527339858,17.019445878506282,6.323170731707303,1.6768292682926962,历史2/2次成功; 当前距低点1.68%; 最新日涨幅-1.77%; 状态confirmed_rebound; 底部未确认
10,77.82016110869809,76.65401478540535,001896,豫能控股,bottom_area,2022-02-07,6.1,2022-01-27,5.91,3.214890016920465,4.568527918781719,31.833910034602077,False,1.1609,0.9273,2,2,2,100.0,9.483677548301134,9.493670886075943,4.785109983079535,3.214890016920465,历史2/2次成功; 当前距低点3.21%; 最新日涨幅1.16%; 状态bottom_area; 底部未确认
11,77.77464629583983,74.1304934850703,688339,亿华通,bottom_area,2022-02-07,203.0,2022-02-07,199.99,1.5050752537626837,5.650282514125697,31.716061185468448,False,-2.9358,1.962,1,1,1,100.0,14.0971239981141,14.0971239981141,6.4949247462373165,1.5050752537626837,历史1/1次成功; 当前距低点1.51%; 最新日涨幅-2.94%; 状态bottom_area; 底部未确认
12,77.74176278277503,76.64827052606012,600316,洪都航空,bottom_area,2022-02-07,31.01,2022-01-28,30.03,3.263403263403265,3.796203796203798,31.51653363740023,False,1.3068,0.6676,2,2,2,100.0,10.047472938814842,10.422364023093307,4.736596736596735,3.263403263403265,历史2/2次成功; 当前距低点3.26%; 最新日涨幅1.31%; 状态bottom_area; 底部未确认
13,77.54718777740496,77.39438543695688,300658,延江股份,bottom_area,2022-02-07,10.13,2022-01-27,9.75,3.8974358974359053,6.46153846153847,32.57261410788382,False,0.6958,1.4359,2,2,2,100.0,21.830856360810415,26.72018348623853,4.102564102564095,3.8974358974359053,历史2/2次成功; 当前距低点3.90%; 最新日涨幅0.70%; 状态bottom_area; 底部未确认
14,77.43020150117052,76.87113867444728,002342,巨力索具,bottom_area,2022-02-07,4.29,2022-01-28,4.14,3.6231884057971104,5.797101449275368,28.620689655172416,False,0.2336,1.9963,2,2,2,100.0,15.655958277767192,19.889502762430933,4.37681159420289,3.6231884057971104,历史2/2次成功; 当前距低点3.62%; 最新日涨幅0.23%; 状态bottom_area; 底部未确认
15,77.31713024439863,71.91602117882034,300447,全信股份,confirmed_rebound,2022-02-07,16.99,2022-02-07,16.95,0.23598820058996547,8.908554572271395,28.117048346055977,False,-3.3011,6.879,2,2,2,100.0,30.236958474007892,30.328638497652584,7.764011799410035,0.23598820058996547,历史2/2次成功; 当前距低点0.24%; 最新日涨幅-3.30%; 状态confirmed_rebound; 底部未确认
16,77.24347373695528,76.45816872296761,600211,西藏药业,bottom_area,2022-02-07,42.06,2022-01-28,40.65,3.468634686346873,3.813038130381315,28.18021201413428,False,1.8649,0.5223,2,2,2,100.0,11.541160257196122,13.252533280349695,4.531365313653128,3.468634686346873,历史2/2次成功; 当前距低点3.47%; 最新日涨幅1.86%; 状态bottom_area; 底部未确认
17,76.88458170991247,75.3238984418756,688311,盟升电子,bottom_area,2022-02-07,56.14,2022-01-28,54.54,2.933626696002936,6.784011734506789,28.882514017472943,False,-2.3652,0.8286,2,2,2,100.0,21.357888756786508,23.893805309734503,5.066373303997064,2.933626696002936,历史2/2次成功; 当前距低点2.93%; 最新日涨幅-2.37%; 状态bottom_area; 底部未确认
18,76.79108111307873,75.99696445213687,300339,润和软件,bottom_area,2022-02-07,19.14,2022-01-27,18.5,3.4594594594594623,7.945945945945939,27.450980392156865,False,0.7368,2.551,1,1,1,100.0,25.615763546798025,25.615763546798025,4.540540540540538,3.4594594594594623,历史1/1次成功; 当前距低点3.46%; 最新日涨幅0.74%; 状态bottom_area; 底部未确认
19,76.11395896728418,75.39831395348835,000625,长安汽车,bottom_area,2022-02-07,12.98,2022-01-28,12.54,3.5087719298245714,7.0175438596491295,31.25,True,1.5649,1.2917,1,1,1,100.0,13.808139534883724,13.808139534883724,4.491228070175429,3.5087719298245714,历史1/1次成功; 当前距低点3.51%; 最新日涨幅1.56%; 状态bottom_area; 底部已确认
20,75.87615346162711,76.28299610753395,600217,中再资环,bottom_area,2022-02-07,5.85,2022-01-28,5.61,4.278074866310148,5.525846702317283,29.52261306532663,False,1.9164,0.7557,1,1,1,100.0,37.18820861678004,37.18820861678004,3.721925133689852,4.278074866310148,历史1/1次成功; 当前距低点4.28%; 最新日涨幅1.92%; 状态bottom_area; 底部未确认
