rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.86509182029714,77.71837837837839,002317,众生药业,bottom_area,2022-12-06,28.69,2022-12-06,28.12,2.0270270270270276,8.78378378378378,29.910269192422724,False,-5.625,15.4753,1,1,1,100.0,58.31999999999999,58.31999999999999,17.972972972972972,2.0270270270270276,历史1/1次成功; 当前距低点2.03%; 最新日涨幅-5.62%; 状态bottom_area; 底部未确认
2,82.62217931381304,69.64946746613782,603139,康惠股份,bottom_area,2022-12-06,19.21,2022-12-06,19.09,0.6286013619696228,5.290728129910956,29.11251392499072,False,-4.1417,2.5463,1,1,1,100.0,29.315476190476186,29.315476190476186,19.371398638030378,0.6286013619696228,历史1/1次成功; 当前距低点0.63%; 最新日涨幅-4.14%; 状态bottom_area; 底部未确认
3,66.08229603149384,56.159615501217395,688221,前沿生物,bottom_area,2022-12-06,17.93,2022-12-06,17.74,1.0710259301014728,10.202931228861344,27.23543888433142,False,-7.9569,10.2766,1,4,1,25.0,34.87394957983194,34.87394957983194,18.928974069898526,1.0710259301014728,历史1/4次成功; 当前距低点1.07%; 最新日涨幅-7.96%; 状态bottom_area; 底部未确认
