rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.25171539664947,84.05068174840598,603222,济民健康,bottom_area,2023-07-10,9.61,2023-07-10,9.49,1.264488935721804,4.636459430979974,27.112135176651304,False,-3.3199,3.1956,7,7,7,100.0,24.697400655116585,68.46504559270518,8.735511064278196,1.264488935721804,历史7/7次成功; 当前距低点1.26%; 最新日涨幅-3.32%; 状态bottom_area; 底部未确认
2,87.21124996195476,80.98781377774125,688156,路德科技,bottom_area,2023-07-10,26.3,2023-07-03,26.01,1.1149557862360597,9.765474817377928,27.72992497916088,False,-1.2021,1.0489,2,2,2,100.0,29.515661130964897,44.22535211267606,8.88504421376394,1.1149557862360597,历史2/2次成功; 当前距低点1.11%; 最新日涨幅-1.20%; 状态bottom_area; 底部未确认
3,86.45630228189435,80.52482699789861,002825,纳尔股份,bottom_area,2023-07-10,8.77,2023-07-07,8.66,1.2702078521939888,2.3094688221708926,32.55451713395638,False,0.3432,1.0434,1,1,1,100.0,23.123123123123136,23.123123123123136,8.729792147806013,1.2702078521939888,历史1/1次成功; 当前距低点1.27%; 最新日涨幅0.34%; 状态bottom_area; 底部未确认
4,85.96405972329053,80.94426061536117,688258,卓易信息,bottom_area,2023-07-10,61.92,2023-07-07,60.8,1.8421052631579022,7.828947368421062,29.654055304871,False,-0.7374,2.0417,3,3,3,100.0,21.528282878285978,27.716894977168955,8.157894736842099,1.8421052631579022,历史3/3次成功; 当前距低点1.84%; 最新日涨幅-0.74%; 状态bottom_area; 底部未确认
5,80.94438361147427,76.73703395905474,688338,赛科希德,bottom_area,2023-07-10,42.77,2023-07-10,41.85,2.198327359617686,2.4850657108721603,27.469670710571926,False,0.0,0.9713,1,1,1,100.0,14.135593220338988,14.135593220338988,7.801672640382315,2.198327359617686,历史1/1次成功; 当前距低点2.20%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
6,79.915,72.65,002535,林州重机,bottom_area,2023-07-10,4.28,2023-07-10,4.28,0.0,4.672897196261686,30.179445350734092,False,-8.3512,20.895,1,1,1,100.0,54.03225806451613,54.03225806451613,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-8.35%; 状态bottom_area; 底部未确认
7,79.36840655986012,77.50357777609594,002545,东方铁塔,bottom_area,2023-07-10,7.19,2023-06-26,6.93,3.7518037518037617,4.32900432900434,27.58620689655173,False,0.1393,0.3125,2,2,2,100.0,20.63274371079842,28.468653648509758,6.248196248196239,3.7518037518037617,历史2/2次成功; 当前距低点3.75%; 最新日涨幅0.14%; 状态bottom_area; 底部未确认
8,79.33453350744871,73.0567893011675,688236,春立医疗,bottom_area,2023-07-10,23.88,2023-06-28,23.72,0.674536256323778,7.082630691399662,32.228571428571435,True,-2.4908,1.8657,1,1,1,100.0,28.788881535407025,28.788881535407025,9.325463743676222,0.674536256323778,历史1/1次成功; 当前距低点0.67%; 最新日涨幅-2.49%; 状态bottom_area; 底部已确认
9,79.05297370560905,73.91042078120721,600990,四创电子,bottom_area,2023-07-10,23.47,2023-07-10,23.13,1.469952442715088,3.761348897535673,27.921470863197268,False,-0.9705,1.1988,1,1,1,100.0,12.483399734395755,12.483399734395755,8.530047557284913,1.469952442715088,历史1/1次成功; 当前距低点1.47%; 最新日涨幅-0.97%; 状态bottom_area; 底部未确认
10,78.59450078898428,74.01790590652008,605266,健之佳,bottom_area,2023-07-10,59.97,2023-07-10,58.88,1.85122282608695,4.330842391304343,32.50028659864726,False,-2.1697,1.624,3,4,3,75.0,21.901580376335108,33.154615273148806,8.14877717391305,1.85122282608695,历史3/4次成功; 当前距低点1.85%; 最新日涨幅-2.17%; 状态bottom_area; 底部未确认
11,78.25666244348736,73.52235615036638,688085,三友医疗,bottom_area,2023-07-10,25.36,2023-06-26,24.93,1.7248295226634565,6.498194945848379,29.25652667423383,False,-0.8988,0.2436,1,1,1,100.0,13.52133044107013,13.52133044107013,8.275170477336543,1.7248295226634565,历史1/1次成功; 当前距低点1.72%; 最新日涨幅-0.90%; 状态bottom_area; 底部未确认
12,78.22207691334884,75.66381608303423,002063,远光软件,bottom_area,2023-07-10,6.98,2023-07-07,6.76,3.2544378698224947,3.698224852071006,29.656607700312172,False,1.3062,1.1742,1,1,1,100.0,21.311475409836078,21.311475409836078,6.745562130177506,3.2544378698224947,历史1/1次成功; 当前距低点3.25%; 最新日涨幅1.31%; 状态bottom_area; 底部未确认
13,78.14310208175894,71.38331816465178,603178,圣龙股份,bottom_area,2023-07-10,11.88,2023-07-10,11.85,0.2531645569620349,7.341772151898743,27.56723716381418,False,-5.7143,8.2618,2,2,2,100.0,17.36845889529691,21.994535519125673,9.746835443037966,0.2531645569620349,历史2/2次成功; 当前距低点0.25%; 最新日涨幅-5.71%; 状态bottom_area; 底部未确认
14,77.90351391872863,76.90108564932332,300661,圣邦股份,bottom_area,2023-07-10,85.0,2023-07-03,81.48,4.320078546882666,7.388316151202743,27.145922746781114,True,4.0901,0.8857,1,1,1,100.0,31.832606108687024,31.832606108687024,5.679921453117335,4.320078546882666,历史1/1次成功; 当前距低点4.32%; 最新日涨幅4.09%; 状态bottom_area; 底部已确认
15,75.44135501621017,74.589280632882,002395,双象股份,bottom_area,2023-07-10,11.38,2023-06-26,10.9,4.403669724770646,8.34862385321101,29.677419354838708,True,-0.0878,1.4768,2,2,2,100.0,26.23466454494123,36.59976387249114,5.596330275229355,4.403669724770646,历史2/2次成功; 当前距低点4.40%; 最新日涨幅-0.09%; 状态bottom_area; 底部已确认
16,74.0931560104224,72.83353494375808,601669,中国电建,bottom_area,2023-07-10,5.84,2023-06-07,5.61,4.099821746880562,5.882352941176471,29.78723404255319,False,0.6897,0.9968,1,1,1,100.0,16.457680250783696,16.457680250783696,5.900178253119439,4.099821746880562,历史1/1次成功; 当前距低点4.10%; 最新日涨幅0.69%; 状态bottom_area; 底部未确认
