rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.21502685781834,81.07168316547173,601086,国芳集团,bottom_area,2023-06-26,4.32,2023-06-26,4.27,1.1709601873536468,2.1077283372365514,28.83333333333334,False,0.0,1.5085,1,1,1,100.0,24.846625766871185,24.846625766871185,13.829039812646352,1.1709601873536468,历史1/1次成功; 当前距低点1.17%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,88.90584417532234,80.3301525508019,600009,上海机场,bottom_area,2023-06-26,45.74,2023-06-06,44.82,2.052655064703261,8.366800535475234,29.83719474013776,True,-3.2776,0.5694,3,3,3,100.0,21.829065044759854,27.704918032786885,12.947344935296739,2.052655064703261,历史3/3次成功; 当前距低点2.05%; 最新日涨幅-3.28%; 状态bottom_area; 底部已确认
3,88.64787320702193,79.36368430260677,002395,双象股份,bottom_area,2023-06-26,11.07,2023-06-26,10.9,1.559633027522935,3.6697247706422047,29.677419354838708,False,-0.8953,3.6907,2,2,2,100.0,26.23466454494123,36.59976387249114,13.440366972477063,1.559633027522935,历史2/2次成功; 当前距低点1.56%; 最新日涨幅-0.90%; 状态bottom_area; 底部未确认
4,87.50321011131723,79.10806818181817,688176,亚虹医药,bottom_area,2023-06-26,11.27,2023-06-21,11.04,2.0833333333333375,4.981884057971022,31.767614338689743,False,0.3562,1.9555,1,1,1,100.0,25.473484848484844,25.473484848484844,12.916666666666663,2.0833333333333375,历史1/1次成功; 当前距低点2.08%; 最新日涨幅0.36%; 状态bottom_area; 底部未确认
5,85.7775869646588,78.51522071025553,000723,美锦能源,bottom_area,2023-06-26,6.73,2023-06-14,6.55,2.7480916030534446,5.1908396946564865,30.907172995780595,False,0.4478,0.8832,1,1,1,100.0,30.434782608695667,30.434782608695667,12.251908396946556,2.7480916030534446,历史1/1次成功; 当前距低点2.75%; 最新日涨幅0.45%; 状态bottom_area; 底部未确认
6,85.32557532226168,77.62074341673612,002802,洪汇新材,bottom_area,2023-06-26,10.17,2023-05-12,9.93,2.4169184290030232,9.063444108761333,31.1373092926491,True,-0.8772,1.1943,2,2,2,100.0,18.17912599388721,20.65637065637066,12.583081570996976,2.4169184290030232,历史2/2次成功; 当前距低点2.42%; 最新日涨幅-0.88%; 状态bottom_area; 底部已确认
7,85.32471133364221,76.15378446940996,600256,广汇能源,bottom_area,2023-06-26,7.27,2023-06-01,7.17,1.3947001394700091,5.718270571827059,29.49852507374631,False,-0.1374,1.0986,1,1,1,100.0,23.62204724409449,23.62204724409449,13.60529986052999,1.3947001394700091,历史1/1次成功; 当前距低点1.39%; 最新日涨幅-0.14%; 状态bottom_area; 底部未确认
8,83.83121707544181,73.46869600284649,688302,海创药业,bottom_area,2023-06-26,52.83,2023-06-26,52.61,0.4181714502946186,3.915605398213272,29.70336718332443,False,-1.5835,1.1651,1,1,1,100.0,37.054445750097926,37.054445750097926,14.581828549705381,0.4181714502946186,历史1/1次成功; 当前距低点0.42%; 最新日涨幅-1.58%; 状态bottom_area; 底部未确认
9,83.39578103240511,74.72884961264454,688236,春立医疗,bottom_area,2023-06-26,25.91,2023-06-26,25.5,1.6078431372549025,12.823529411764703,27.142857142857142,False,-9.0877,3.8105,1,1,1,100.0,28.788881535407025,28.788881535407025,13.392156862745097,1.6078431372549025,历史1/1次成功; 当前距低点1.61%; 最新日涨幅-9.09%; 状态bottom_area; 底部未确认
10,82.33611587426842,72.6920212733116,002299,圣农发展,bottom_area,2023-06-26,18.61,2023-06-26,18.46,0.812567713976157,2.275189599133251,27.00672202451561,False,-0.7996,0.4738,2,2,2,100.0,21.046643339662563,26.73830594184577,14.187432286023844,0.812567713976157,历史2/2次成功; 当前距低点0.81%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
11,81.34388647000449,71.21621781354874,601595,上海电影,bottom_area,2023-06-26,27.6,2023-06-26,27.5,0.3636363636363688,11.890909090909089,32.91046596730911,False,-9.3298,6.029,2,2,2,100.0,17.824240444299242,19.99999999999999,14.636363636363631,0.3636363636363688,历史2/2次成功; 当前距低点0.36%; 最新日涨幅-9.33%; 状态bottom_area; 底部未确认
