rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.00341737580571,78.56289248334917,300720,海川智能,bottom_area,2025-03-26,21.3,2025-03-24,21.02,1.3320647002854478,7.4690770694576605,28.74576271186441,False,0.4717,3.2535,3,5,3,60.0,57.75229601757511,75.69193742478939,18.667935299714554,1.3320647002854478,历史3/5次成功; 当前距低点1.33%; 最新日涨幅0.47%; 状态bottom_area; 底部未确认
2,74.65352517494458,64.07591397849465,002123,梦网科技,bottom_area,2025-03-26,15.12,2025-03-25,14.88,1.612903225806441,4.50268817204301,27.308255984367356,False,0.8672,4.5588,1,3,1,33.33333333333333,54.50450450450449,54.50450450450449,18.38709677419356,1.612903225806441,历史1/3次成功; 当前距低点1.61%; 最新日涨幅0.87%; 状态bottom_area; 底部未确认
3,72.69193774073725,62.001946896511186,002173,创新医疗,bottom_area,2025-03-26,9.57,2025-03-26,9.45,1.2698412698412804,2.8571428571428714,28.893905191873593,False,-0.2086,10.5329,2,5,2,40.0,26.006370923383365,27.109266943291825,18.73015873015872,1.2698412698412804,历史2/5次成功; 当前距低点1.27%; 最新日涨幅-0.21%; 状态bottom_area; 底部未确认
4,72.06513732480212,62.49576982892688,000678,襄阳轴承,bottom_area,2025-03-26,13.14,2025-03-26,12.86,2.1772939346811913,7.309486780715408,31.957671957671955,False,-4.7826,24.4808,2,5,2,40.0,90.5727155727156,121.62162162162164,17.822706065318812,2.1772939346811913,历史2/5次成功; 当前距低点2.18%; 最新日涨幅-4.78%; 状态bottom_area; 底部未确认
5,71.16812263198523,60.42047443411482,605208,永茂泰,bottom_area,2025-03-26,12.93,2025-03-26,12.8,1.0156249999999922,5.468749999999995,27.06552706552706,False,-0.9954,11.418,1,4,1,25.0,46.887631366208595,46.887631366208595,18.984375000000007,1.0156249999999922,历史1/4次成功; 当前距低点1.02%; 最新日涨幅-1.00%; 状态bottom_area; 底部未确认
6,71.06649717562537,59.941907378335955,301366,一博科技,bottom_area,2025-03-26,54.96,2025-03-24,54.6,0.6593406593406583,6.5018315018314965,27.68211920529801,False,0.0728,4.2361,1,2,1,50.0,36.479591836734706,36.479591836734706,19.340659340659343,0.6593406593406583,历史1/2次成功; 当前距低点0.66%; 最新日涨幅0.07%; 状态bottom_area; 底部未确认
7,70.27137222001429,61.33600376962454,000409,云鼎科技,bottom_area,2025-03-26,12.15,2025-03-26,11.85,2.5316455696202596,3.797468354430389,29.464285714285722,False,1.0815,11.4885,1,3,1,33.33333333333333,46.53130287648054,46.53130287648054,17.46835443037974,2.5316455696202596,历史1/3次成功; 当前距低点2.53%; 最新日涨幅1.08%; 状态bottom_area; 底部未确认
8,69.93918699783005,59.77601182219124,600203,福日电子,bottom_area,2025-03-26,9.54,2025-03-26,9.41,1.3815090329436663,2.6567481402763016,29.51310861423221,False,0.3155,4.7879,1,3,1,33.33333333333333,24.045801526717554,24.045801526717554,18.618490967056335,1.3815090329436663,历史1/3次成功; 当前距低点1.38%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
9,68.14793962560036,59.60809756725446,603315,福鞍股份,bottom_area,2025-03-26,13.96,2025-03-26,13.6,2.6470588235294206,6.323529411764715,29.788332472896233,False,-1.1331,9.5543,1,2,1,50.0,41.68490153172865,41.68490153172865,17.352941176470583,2.6470588235294206,历史1/2次成功; 当前距低点2.65%; 最新日涨幅-1.13%; 状态bottom_area; 底部未确认
10,67.97732272048081,59.68106393227192,002599,盛通股份,bottom_area,2025-03-26,10.1,2025-03-25,9.82,2.851323828920564,4.582484725050909,27.313101406365654,False,2.5381,5.9961,1,2,1,50.0,22.107969151670947,22.107969151670947,17.148676171079437,2.851323828920564,历史1/2次成功; 当前距低点2.85%; 最新日涨幅2.54%; 状态bottom_area; 底部未确认
11,67.82695375628724,58.656792593567644,002279,久其软件,bottom_area,2025-03-26,6.55,2025-03-25,6.42,2.024922118380061,3.4267912772585634,27.04545454545455,False,1.0802,2.8623,1,3,1,33.33333333333333,25.915492957746476,25.915492957746476,17.97507788161994,2.024922118380061,历史1/3次成功; 当前距低点2.02%; 最新日涨幅1.08%; 状态bottom_area; 底部未确认
