rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,80.69702783373374,76.18229633413176,688276,百克生物,bottom_area,2022-02-11,50.15,2022-02-11,49.65,1.0070493454179255,5.236656596173216,29.674220963172797,False,-4.3487,2.3516,2,2,2,100.0,12.571875492928125,16.844155844155843,6.992950654582075,1.0070493454179255,历史2/2次成功; 当前距低点1.01%; 最新日涨幅-4.35%; 状态bottom_area; 底部未确认
12,76.00958493808474,74.14660491509245,300491,通合科技,confirmed_rebound,2022-02-11,15.92,2022-01-25,15.5,2.709677419354838,11.870967741935482,27.093132643461903,True,-3.6903,2.5216,2,2,2,100.0,23.51972812484664,27.26480836236933,5.290322580645163,2.709677419354838,历史2/2次成功; 当前距低点2.71%; 最新日涨幅-3.69%; 状态confirmed_rebound; 底部已确认
13,76.00677410717272,73.4519245573518,600171,上海贝岭,bottom_area,2022-02-11,21.16,2022-01-28,20.7,2.2222222222222263,7.777777777777775,29.711375212224112,True,-2.802,1.8477,1,1,1,100.0,10.046189376443415,10.046189376443415,5.777777777777773,2.2222222222222263,历史1/1次成功; 当前距低点2.22%; 最新日涨幅-2.80%; 状态bottom_area; 底部已确认
14,75.17080232558138,73.21831395348836,000625,长安汽车,bottom_area,2022-02-11,12.87,2022-01-28,12.54,2.631578947368422,7.25677830940989,31.25,True,-2.4261,0.9296,1,1,1,100.0,13.808139534883724,13.808139534883724,5.368421052631578,2.631578947368422,历史1/1次成功; 当前距低点2.63%; 最新日涨幅-2.43%; 状态bottom_area; 底部已确认
15,74.37620419829425,69.56464928912945,300612,宣亚国际,confirmed_rebound,2022-02-11,19.2,2022-02-08,19.1,0.5235602094240727,17.015706806282722,28.943452380952372,True,-9.6896,14.8819,2,2,2,100.0,11.926701971055497,15.789473684210526,7.476439790575927,0.5235602094240727,历史2/2次成功; 当前距低点0.52%; 最新日涨幅-9.69%; 状态confirmed_rebound; 底部已确认
16,74.14557065518862,69.61276969705233,603319,美湖股份,bottom_area,2022-02-11,20.96,2022-02-11,20.81,0.7208073041806926,4.08457472369054,27.768136063866717,False,-2.6475,2.4362,1,1,1,100.0,20.033388981636072,20.033388981636072,7.279192695819307,0.7208073041806926,历史1/1次成功; 当前距低点0.72%; 最新日涨幅-2.65%; 状态bottom_area; 底部未确认
17,73.83561930622258,69.59733577143109,601966,玲珑轮胎,bottom_area,2022-02-11,28.31,2022-02-11,28.05,0.9269162210338611,4.349376114081992,32.40963855421686,False,-1.6331,0.8776,1,1,1,100.0,22.476907287033857,22.476907287033857,7.07308377896614,0.9269162210338611,历史1/1次成功; 当前距低点0.93%; 最新日涨幅-1.63%; 状态bottom_area; 底部未确认
18,73.40779565568512,68.30837362468067,300562,乐心医疗,bottom_area,2022-02-11,11.67,2022-02-11,11.64,0.2577319587628811,6.872852233676967,31.367924528301888,False,-6.0386,6.1192,1,1,1,100.0,17.559153175591536,17.559153175591536,7.742268041237119,0.2577319587628811,历史1/1次成功; 当前距低点0.26%; 最新日涨幅-6.04%; 状态bottom_area; 底部未确认
19,73.30727870727867,71.71364221364219,002022,科华生物,bottom_area,2022-02-11,12.96,2022-01-28,12.6,2.857142857142867,7.539682539682549,31.891891891891895,True,-2.7757,2.0255,1,1,1,100.0,8.483483483483475,8.483483483483475,5.1428571428571335,2.857142857142867,历史1/1次成功; 当前距低点2.86%; 最新日涨幅-2.78%; 状态bottom_area; 底部已确认
20,73.1269353941225,72.88756123535084,600316,洪都航空,bottom_area,2022-02-11,31.18,2022-01-28,30.03,3.8295038295038246,7.725607725607726,31.51653363740023,True,-2.0113,0.8132,2,2,2,100.0,10.047472938814842,10.422364023093307,4.170496170496175,3.8295038295038246,历史2/2次成功; 当前距低点3.83%; 最新日涨幅-2.01%; 状态bottom_area; 底部已确认
21,73.10649154089154,72.55131625131625,300511,雪榕生物,confirmed_rebound,2022-02-11,6.9,2022-01-27,6.66,3.603603603603607,8.108108108108109,31.198347107438014,True,-3.7657,3.2239,2,2,2,100.0,25.900712191034756,29.220779220779214,4.396396396396393,3.603603603603607,历史2/2次成功; 当前距低点3.60%; 最新日涨幅-3.77%; 状态confirmed_rebound; 底部已确认
22,73.02841968298871,72.50113867444729,002342,巨力索具,bottom_area,2022-02-11,4.29,2022-01-28,4.14,3.6231884057971104,7.971014492753625,28.620689655172416,True,-3.3784,2.2104,2,2,2,100.0,15.655958277767192,19.889502762430933,4.37681159420289,3.6231884057971104,历史2/2次成功; 当前距低点3.62%; 最新日涨幅-3.38%; 状态bottom_area; 底部已确认
23,72.57272096247726,70.63023580034422,300690,双一科技,confirmed_rebound,2022-02-11,22.98,2022-01-28,22.4,2.589285714285723,8.34821428571429,31.89419276375799,True,-2.5858,1.8056,1,1,1,100.0,9.590361445783124,9.590361445783124,5.410714285714277,2.589285714285723,历史1/1次成功; 当前距低点2.59%; 最新日涨幅-2.59%; 状态confirmed_rebound; 底部已确认
24,72.48711245626836,68.58285610218816,300573,兴齐眼药,bottom_area,2022-02-11,95.56,2022-02-11,94.5,1.121693121693124,4.793650793650795,31.272727272727273,False,-3.8148,3.827,2,3,2,66.66666666666666,28.675536306353806,42.86062675283501,6.878306878306876,1.121693121693124,历史2/3次成功; 当前距低点1.12%; 最新日涨幅-3.81%; 状态bottom_area; 底部未确认
25,72.29538055335472,67.47357831854981,300677,英科医疗,bottom_area,2022-02-11,51.16,2022-02-11,50.95,0.4121687929342369,4.2983316977428805,31.610738255033553,False,-4.9777,3.7574,1,1,1,100.0,14.964103045375621,14.964103045375621,7.587831207065763,0.4121687929342369,历史1/1次成功; 当前距低点0.41%; 最新日涨幅-4.98%; 状态bottom_area; 底部未确认
26,71.36605216541152,69.75469745222931,000518,四环生物,confirmed_rebound,2022-02-11,3.29,2022-01-27,3.2,2.8124999999999956,8.4375,27.272727272727277,True,-3.2353,1.5892,1,1,1,100.0,17.834394904458602,17.834394904458602,5.187500000000004,2.8124999999999956,历史1/1次成功; 当前距低点2.81%; 最新日涨幅-3.24%; 状态confirmed_rebound; 底部已确认
27,71.22886768181979,66.46731991045665,688319,欧林生物,bottom_area,2022-02-11,27.36,2022-02-11,27.25,0.4036697247706401,4.587155963302752,29.713696156822287,False,-3.6959,1.7743,1,1,1,100.0,9.449929478138205,9.449929478138205,7.59633027522936,0.4036697247706401,历史1/1次成功; 当前距低点0.40%; 最新日涨幅-3.70%; 状态bottom_area; 底部未确认
28,71.13245478814042,70.9454783944971,000848,承德露露,bottom_area,2022-02-11,9.41,2022-01-28,9.06,3.863134657836641,7.174392935982343,27.228915662650593,True,-2.183,0.8094,1,1,1,100.0,16.685082872928174,16.685082872928174,4.136865342163359,3.863134657836641,历史1/1次成功; 当前距低点3.86%; 最新日涨幅-2.18%; 状态bottom_area; 底部已确认
29,70.47428107256859,69.8187567607893,601369,陕鼓动力,confirmed_rebound,2022-02-11,10.31,2022-01-28,9.96,3.514056224899594,8.734939759036136,27.721335268505072,True,-2.4598,0.3645,1,1,1,100.0,16.563467492260067,16.563467492260067,4.485943775100406,3.514056224899594,历史1/1次成功; 当前距低点3.51%; 最新日涨幅-2.46%; 状态confirmed_rebound; 底部已确认
30,70.27271385141859,70.35508077525304,001896,豫能控股,confirmed_rebound,2022-02-11,6.15,2022-01-27,5.91,4.0609137055837605,8.121827411167505,31.833910034602077,True,-2.6899,0.8491,2,2,2,100.0,9.483677548301134,9.493670886075943,3.93908629441624,4.0609137055837605,历史2/2次成功; 当前距低点4.06%; 最新日涨幅-2.69%; 状态confirmed_rebound; 底部已确认
31,69.97254766971375,65.63111601359122,300347,泰格医药,bottom_area,2022-02-11,88.6,2022-02-11,88.01,0.6703783660947497,4.52221338484262,30.95630344394759,False,-3.2751,2.5758,1,1,1,100.0,8.223541334877671,8.223541334877671,7.3296216339052505,0.6703783660947497,历史1/1次成功; 当前距低点0.67%; 最新日涨幅-3.28%; 状态bottom_area; 底部未确认
32,69.92760108130734,69.02944024844513,000967,盈峰环境,bottom_area,2022-02-11,6.21,2022-01-28,6.01,3.327787021630619,6.988352745424292,30.52023121387284,False,-1.5848,0.6621,1,1,1,100.0,9.015025041736227,9.015025041736227,4.672212978369381,3.327787021630619,历史1/1次成功; 当前距低点3.33%; 最新日涨幅-1.58%; 状态bottom_area; 底部未确认
33,69.15741313111472,69.77883478803399,605086,龙高股份,bottom_area,2022-02-11,21.29,2022-01-28,20.38,4.465161923454368,7.7036310107949,27.31811697574893,True,-2.0249,3.4156,1,1,1,100.0,17.79249448123621,17.79249448123621,3.534838076545632,4.465161923454368,历史1/1次成功; 当前距低点4.47%; 最新日涨幅-2.02%; 状态bottom_area; 底部已确认
34,69.14327365518913,68.49169523593905,000710,贝瑞基因,confirmed_rebound,2022-02-11,16.23,2022-01-27,15.68,3.5076530612244943,8.099489795918364,27.941176470588243,True,-2.8144,1.6224,1,1,1,100.0,9.35023771790808,9.35023771790808,4.492346938775506,3.5076530612244943,历史1/1次成功; 当前距低点3.51%; 最新日涨幅-2.81%; 状态confirmed_rebound; 底部已确认
35,69.07935054198835,68.86426174943415,300339,润和软件,confirmed_rebound,2022-02-11,19.21,2022-01-27,18.5,3.837837837837842,9.405405405405396,27.450980392156865,True,-3.0288,3.1558,1,1,1,100.0,25.615763546798025,25.615763546798025,4.162162162162158,3.837837837837842,历史1/1次成功; 当前距低点3.84%; 最新日涨幅-3.03%; 状态confirmed_rebound; 底部已确认
36,65.70525261288444,66.37620340543029,300400,劲拓股份,confirmed_rebound,2022-02-11,19.39,2022-01-27,18.55,4.528301886792452,9.973045822102414,27.76479750778816,True,-2.8557,1.3381,1,1,1,100.0,10.487804878048774,10.487804878048774,3.471698113207548,4.528301886792452,历史1/1次成功; 当前距低点4.53%; 最新日涨幅-2.86%; 状态confirmed_rebound; 底部已确认
37,65.61524050310258,66.25494340494342,002799,环球印务,confirmed_rebound,2022-02-11,11.6,2022-01-27,11.1,4.504504504504505,10.810810810810821,28.10880829015544,True,-1.2766,2.0478,1,1,1,100.0,9.544159544159557,9.544159544159557,3.4954954954954953,4.504504504504505,历史1/1次成功; 当前距低点4.50%; 最新日涨幅-1.28%; 状态confirmed_rebound; 底部已确认
38,64.63335123042138,65.00865895220733,000795,英洛华,confirmed_rebound,2022-02-11,6.79,2022-01-28,6.51,4.3010752688172085,9.523809523809526,29.239130434782606,True,-3.2764,3.2241,1,1,1,100.0,10.565110565110556,10.565110565110556,3.6989247311827915,4.3010752688172085,历史1/1次成功; 当前距低点4.30%; 最新日涨幅-3.28%; 状态confirmed_rebound; 底部已确认
39,64.11208889032775,65.23776004402863,002108,沧州明珠,confirmed_rebound,2022-02-11,6.63,2022-01-28,6.32,4.905063291139234,10.28481012658227,30.08849557522123,True,-2.5,1.1408,1,1,1,100.0,8.9855072463768,8.9855072463768,3.094936708860766,4.905063291139234,历史1/1次成功; 当前距低点4.91%; 最新日涨幅-2.50%; 状态confirmed_rebound; 底部已确认
