rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,80.69702783373374,76.18229633413176,688276,百克生物,bottom_area,2022-02-11,50.15,2022-02-11,49.65,1.0070493454179255,5.236656596173216,29.674220963172797,False,-4.3487,2.3516,2,2,2,100.0,12.571875492928125,16.844155844155843,6.992950654582075,1.0070493454179255,历史2/2次成功; 当前距低点1.01%; 最新日涨幅-4.35%; 状态bottom_area; 底部未确认
2,78.91207146318965,73.96171133201538,300624,万兴科技,bottom_area,2022-02-11,39.79,2022-02-11,39.54,0.6322711178553364,5.209914011127977,28.40847365562194,False,-3.8657,4.1625,2,2,2,100.0,35.87790043400834,51.195680123425035,7.3677288821446645,0.6322711178553364,历史2/2次成功; 当前距低点0.63%; 最新日涨幅-3.87%; 状态bottom_area; 底部未确认
3,78.85182891393103,76.49840944113417,688356,键凯科技,bottom_area,2022-02-11,199.4,2022-02-11,194.68,2.4244914731867673,6.128004931169102,32.60869565217391,False,0.865,2.9644,1,1,1,100.0,15.625,15.625,5.575508526813233,2.4244914731867673,历史1/1次成功; 当前距低点2.42%; 最新日涨幅0.86%; 状态bottom_area; 底部未确认
4,78.44513175559223,73.302098064373,300648,星云股份,bottom_area,2022-02-11,44.4,2022-02-11,44.19,0.47522063815343035,2.6702873953383115,29.834868212130832,False,-1.5303,1.8842,2,2,2,100.0,20.191403867542057,26.78362573099414,7.52477936184657,0.47522063815343035,历史2/2次成功; 当前距低点0.48%; 最新日涨幅-1.53%; 状态bottom_area; 底部未确认
5,77.79906310666142,72.32188563460097,300658,延江股份,bottom_area,2022-02-11,9.75,2022-02-11,9.73,0.20554984583761124,4.110996916752316,32.71092669432918,False,-3.2738,1.8109,2,2,2,100.0,21.830856360810415,26.72018348623853,7.794450154162388,0.20554984583761124,历史2/2次成功; 当前距低点0.21%; 最新日涨幅-3.27%; 状态bottom_area; 底部未确认
6,77.60447737341428,73.6153910340314,688049,炬芯科技,bottom_area,2022-02-11,48.35,2022-02-11,47.75,1.2565445026178041,3.45549738219895,31.096681096681095,False,-1.3265,2.3804,1,1,1,100.0,8.281249999999996,8.281249999999996,6.743455497382196,1.2565445026178041,历史1/1次成功; 当前距低点1.26%; 最新日涨幅-1.33%; 状态bottom_area; 底部未确认
7,77.38966953082041,72.20122660342312,603283,赛腾股份,bottom_area,2022-02-11,23.0,2022-02-11,22.91,0.3928415539065904,3.491924923614145,27.660246289864226,False,-2.9945,1.1063,2,2,2,100.0,13.262931969516911,18.522815158546013,7.607158446093409,0.3928415539065904,历史2/2次成功; 当前距低点0.39%; 最新日涨幅-2.99%; 状态bottom_area; 底部未确认
8,76.98052195532213,75.54281810545642,688111,金山办公,confirmed_rebound,2022-02-11,214.59,2022-02-10,208.3,3.0196831493038845,9.457513202112331,27.723802914642604,False,0.332,1.7049,2,2,2,100.0,11.331697235856366,14.013605442176866,4.9803168506961155,3.0196831493038845,历史2/2次成功; 当前距低点3.02%; 最新日涨幅0.33%; 状态confirmed_rebound; 底部未确认
9,76.53756101770644,74.40953403662076,600211,西藏药业,bottom_area,2022-02-11,41.68,2022-01-28,40.65,2.5338253382533855,6.519065190651903,28.18021201413428,False,-2.5485,0.687,2,2,2,100.0,11.541160257196122,13.252533280349695,5.4661746617466145,2.5338253382533855,历史2/2次成功; 当前距低点2.53%; 最新日涨幅-2.55%; 状态bottom_area; 底部未确认
10,76.49466779696296,71.53205025705711,688311,盟升电子,bottom_area,2022-02-11,54.82,2022-01-28,54.54,0.5133846718005155,6.784011734506789,28.882514017472943,False,-3.6217,0.8226,2,2,2,100.0,21.357888756786508,23.893805309734503,7.486615328199485,0.5133846718005155,历史2/2次成功; 当前距低点0.51%; 最新日涨幅-3.62%; 状态bottom_area; 底部未确认
11,76.10559051585346,71.64314636283962,603368,柳药集团,bottom_area,2022-02-11,16.44,2022-01-28,16.3,0.8588957055214758,6.871165644171786,30.282292557741652,False,-3.8596,3.0478,1,1,1,100.0,42.85714285714285,42.85714285714285,7.141104294478525,0.8588957055214758,历史1/1次成功; 当前距低点0.86%; 最新日涨幅-3.86%; 状态bottom_area; 底部未确认
