rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.45673629390247,80.54035924127683,300342,天银机电,bottom_area,2023-08-08,11.32,2023-07-28,11.11,1.890189018901898,5.220522052205221,28.368794326241137,False,-2.2453,3.8109,3,3,3,100.0,19.9461838944793,26.68539325842696,8.109810981098104,1.890189018901898,历史3/3次成功; 当前距低点1.89%; 最新日涨幅-2.25%; 状态bottom_area; 底部未确认
2,85.23314237255002,79.39525590867676,300633,开立医疗,bottom_area,2023-08-08,42.84,2023-08-08,42.3,1.276595744680866,2.553191489361715,32.44969658256148,False,0.1168,0.958,1,1,1,100.0,17.12846347607052,17.12846347607052,8.723404255319133,1.276595744680866,历史1/1次成功; 当前距低点1.28%; 最新日涨幅0.12%; 状态bottom_area; 底部未确认
3,83.49864495007543,77.9057124586416,300515,三德科技,bottom_area,2023-08-08,13.4,2023-07-28,13.22,1.3615733736762459,7.3373676248108834,27.162534435261698,True,-1.1799,1.4079,1,1,1,100.0,23.441396508728182,23.441396508728182,8.638426626323755,1.3615733736762459,历史1/1次成功; 当前距低点1.36%; 最新日涨幅-1.18%; 状态bottom_area; 底部已确认
4,82.12556335803265,77.35953703606656,600995,南网储能,bottom_area,2023-08-08,10.94,2023-06-07,10.74,1.862197392923643,8.379888268156428,32.7909887359199,True,-1.1743,1.024,1,1,1,100.0,26.64165103189493,26.64165103189493,8.137802607076358,1.862197392923643,历史1/1次成功; 当前距低点1.86%; 最新日涨幅-1.17%; 状态bottom_area; 底部已确认
5,80.5877567340514,77.74809094390864,002755,奥赛康,bottom_area,2023-08-08,7.94,2023-08-08,7.7,3.1168831168831197,3.766233766233767,31.00358422939068,False,1.0178,0.516,1,1,1,100.0,30.831099195710454,30.831099195710454,6.883116883116881,3.1168831168831197,历史1/1次成功; 当前距低点3.12%; 最新日涨幅1.02%; 状态bottom_area; 底部未确认
6,79.90065534819075,72.99569358236427,605117,德业股份,bottom_area,2023-08-08,108.77,2023-08-08,108.49,0.2580883030694084,6.378468061572497,28.095174973488866,False,-3.8625,4.4855,5,6,5,83.33333333333334,28.875277311984927,59.18895599654874,9.741911696930593,0.2580883030694084,历史5/6次成功; 当前距低点0.26%; 最新日涨幅-3.86%; 状态bottom_area; 底部未确认
7,79.38536500700802,78.75734309012554,002045,国光电器,bottom_area,2023-08-08,13.92,2023-07-28,13.31,4.58302028549962,6.536438767843721,27.937195452084456,False,-1.1364,1.4591,4,4,4,100.0,26.70230828529398,33.77563329312426,5.41697971450038,4.58302028549962,历史4/4次成功; 当前距低点4.58%; 最新日涨幅-1.14%; 状态bottom_area; 底部未确认
8,79.20985521523362,73.8678260905319,300565,科信技术,bottom_area,2023-08-08,16.69,2023-08-03,16.47,1.3357619914997112,3.9465695203400255,27.636203866432346,False,-0.5364,4.4483,1,1,1,100.0,10.60948081264109,10.60948081264109,8.66423800850029,1.3357619914997112,历史1/1次成功; 当前距低点1.34%; 最新日涨幅-0.54%; 状态bottom_area; 底部未确认
9,78.66810691649404,76.11746878057504,002219,新里程,bottom_area,2023-08-08,3.79,2023-08-07,3.67,3.2697547683923736,4.632152588555857,29.42307692307693,False,0.7979,0.6311,1,1,1,100.0,23.938223938223942,23.938223938223942,6.730245231607626,3.2697547683923736,历史1/1次成功; 当前距低点3.27%; 最新日涨幅0.80%; 状态bottom_area; 底部未确认
10,78.0758159222859,76.76276856524875,600935,华塑股份,bottom_area,2023-08-08,3.8,2023-06-27,3.65,4.109589041095888,7.671232876712336,28.571428571428577,True,0.0,0.3339,1,1,1,100.0,28.50877192982458,28.50877192982458,5.890410958904113,4.109589041095888,历史1/1次成功; 当前距低点4.11%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
11,77.67789646074527,72.42849199504904,603033,三维股份,bottom_area,2023-08-08,15.26,2023-08-07,15.06,1.3280212483399687,1.7928286852589612,30.180806675938804,False,0.4608,0.1415,2,3,2,66.66666666666666,19.192009540846744,24.922480620155024,8.671978751660031,1.3280212483399687,历史2/3次成功; 当前距低点1.33%; 最新日涨幅0.46%; 状态bottom_area; 底部未确认
