rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.45673629390247,80.54035924127683,300342,天银机电,bottom_area,2023-08-08,11.32,2023-07-28,11.11,1.890189018901898,5.220522052205221,28.368794326241137,False,-2.2453,3.8109,3,3,3,100.0,19.9461838944793,26.68539325842696,8.109810981098104,1.890189018901898,历史3/3次成功; 当前距低点1.89%; 最新日涨幅-2.25%; 状态bottom_area; 底部未确认
12,77.22475340817272,72.84641939285112,600990,四创电子,bottom_area,2023-08-08,23.16,2023-07-24,22.72,1.9366197183098648,3.521126760563384,29.199127454035533,False,-1.1524,0.478,1,1,1,100.0,12.483399734395755,12.483399734395755,8.063380281690137,1.9366197183098648,历史1/1次成功; 当前距低点1.94%; 最新日涨幅-1.15%; 状态bottom_area; 底部未确认
13,77.12500038289676,71.44490829485832,300455,航天智装,bottom_area,2023-08-08,11.27,2023-08-08,11.16,0.9856630824372709,4.838709677419347,28.46153846153846,False,-2.8448,2.1833,2,2,2,100.0,16.463549047394118,18.904109589041095,9.01433691756273,0.9856630824372709,历史2/2次成功; 当前距低点0.99%; 最新日涨幅-2.84%; 状态bottom_area; 底部未确认
14,75.85279363642657,71.3275633139915,002829,星网宇达,bottom_area,2023-08-08,31.02,2023-08-02,30.48,1.771653543307084,3.0511811023622037,31.918695555059195,False,0.4859,1.6359,2,3,2,66.66666666666666,18.711111430456917,21.628131021194598,8.228346456692917,1.771653543307084,历史2/3次成功; 当前距低点1.77%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
15,75.68031883149034,70.10760268664427,688143,长盈通,bottom_area,2023-08-08,29.69,2023-08-08,29.4,0.9863945578231386,2.687074829931982,29.64824120603015,False,-1.0333,1.1436,1,1,1,100.0,25.949367088607595,25.949367088607595,9.01360544217686,0.9863945578231386,历史1/1次成功; 当前距低点0.99%; 最新日涨幅-1.03%; 状态bottom_area; 底部未确认
16,75.00386011949679,73.72839008013578,002864,盘龙药业,bottom_area,2023-08-08,35.55,2023-08-08,34.15,4.099560761346995,4.743777452415826,27.340425531914896,False,2.9241,8.4452,1,1,1,100.0,21.26553019358567,21.26553019358567,5.900439238653006,4.099560761346995,历史1/1次成功; 当前距低点4.10%; 最新日涨幅2.92%; 状态bottom_area; 底部未确认
17,74.72841349091924,68.79047358834244,002377,国创高新,bottom_area,2023-08-08,3.07,2023-08-08,3.05,0.6557377049180334,3.606557377049191,32.07126948775056,False,-1.6026,11.2352,1,1,1,100.0,14.814814814814808,14.814814814814808,9.344262295081968,0.6557377049180334,历史1/1次成功; 当前距低点0.66%; 最新日涨幅-1.60%; 状态bottom_area; 底部未确认
18,74.00728414037474,68.16055483198753,300375,鹏翎股份,bottom_area,2023-08-08,4.43,2023-08-07,4.4,0.6818181818181672,4.772727272727272,28.455284552845526,False,-1.1161,11.734,1,1,1,100.0,11.74785100286532,11.74785100286532,9.318181818181834,0.6818181818181672,历史1/1次成功; 当前距低点0.68%; 最新日涨幅-1.12%; 状态bottom_area; 底部未确认
19,73.52537346840792,68.04404742577597,688287,退市观典,bottom_area,2023-08-08,10.8,2023-08-07,10.7,0.9345794392523498,1.9626168224299148,28.475935828877013,False,-0.5525,0.3763,1,1,1,100.0,14.219830899308223,14.219830899308223,9.06542056074765,0.9345794392523498,历史1/1次成功; 当前距低点0.93%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
20,73.17975378817826,70.67881123672491,688278,特宝生物,confirmed_rebound,2023-08-08,33.8,2023-07-28,32.76,3.174603174603172,10.012210012210017,28.205128205128215,True,-0.8507,0.3771,1,1,1,100.0,17.0263788968825,17.0263788968825,6.825396825396829,3.174603174603172,历史1/1次成功; 当前距低点3.17%; 最新日涨幅-0.85%; 状态confirmed_rebound; 底部已确认
21,71.41386685573646,69.39354835920273,601360,三六零,bottom_area,2023-08-08,11.85,2023-07-24,11.45,3.493449781659392,6.637554585152852,29.1460396039604,False,-1.4143,1.0886,1,1,1,100.0,13.003300330033007,13.003300330033007,6.506550218340609,3.493449781659392,历史1/1次成功; 当前距低点3.49%; 最新日涨幅-1.41%; 状态bottom_area; 底部未确认
22,69.04278755053446,68.47674990015015,605118,力鼎光电,bottom_area,2023-08-08,14.88,2023-07-28,14.23,4.56781447645819,7.027406886858749,30.210887690044142,True,-1.9763,0.6809,1,1,1,100.0,12.050359712230225,12.050359712230225,5.432185523541811,4.56781447645819,历史1/1次成功; 当前距低点4.57%; 最新日涨幅-1.98%; 状态bottom_area; 底部已确认
23,65.70669900827632,63.11041927797929,688322,奥比中光,confirmed_rebound,2023-08-08,34.25,2023-07-28,33.29,2.8837488735355987,20.30639831781315,27.6304347826087,True,-12.516,7.5263,2,3,2,66.66666666666666,21.874731413837562,28.749462827675128,7.116251126464402,2.8837488735355987,历史2/3次成功; 当前距低点2.88%; 最新日涨幅-12.52%; 状态confirmed_rebound; 底部已确认
24,65.05123620059842,63.84413874718052,688027,国盾量子,bottom_area,2023-08-08,142.17,2023-07-28,136.68,4.016681299385412,7.952882645595555,27.096223597183695,True,-0.9958,0.473,2,3,2,66.66666666666666,19.276910984476316,26.382393397524062,5.983318700614588,4.016681299385412,历史2/3次成功; 当前距低点4.02%; 最新日涨幅-1.00%; 状态bottom_area; 底部已确认
25,61.96152742356514,59.03996227982141,600081,东风科技,bottom_area,2023-08-08,11.64,2023-07-28,11.36,2.4647887323943762,4.5774647887324065,31.27646702964308,False,0.0,0.0,1,2,1,50.0,13.923013923013915,13.923013923013915,7.535211267605623,2.4647887323943762,历史1/2次成功; 当前距低点2.46%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
26,61.42745224857116,60.7288628242827,002403,爱仕达,bottom_area,2023-08-08,8.78,2023-07-28,8.41,4.3995243757431535,6.658739595719387,32.61217948717949,False,-0.5663,1.6527,2,3,2,66.66666666666666,16.4145792167227,21.63892445582587,5.6004756242568465,4.3995243757431535,历史2/3次成功; 当前距低点4.40%; 最新日涨幅-0.57%; 状态bottom_area; 底部未确认
