rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.50319327188943,82.13239230138359,300358,楚天科技,bottom_area,2025-12-12,9.06,2025-12-05,8.96,1.1160714285714244,4.575892857142839,27.74193548387096,False,0.2212,2.4308,3,4,3,75.0,34.04319977702382,38.205499276411004,13.883928571428575,1.1160714285714244,历史3/4次成功; 当前距低点1.12%; 最新日涨幅0.22%; 状态bottom_area; 底部未确认
2,92.0145750718815,82.23548757366389,688365,光云科技,bottom_area,2025-12-12,16.6,2025-12-12,16.36,1.466992665036687,2.4449877750611377,28.83862548934319,False,0.1206,3.4354,1,1,1,100.0,34.732423924449115,34.732423924449115,13.533007334963312,1.466992665036687,历史1/1次成功; 当前距低点1.47%; 最新日涨幅0.12%; 状态bottom_area; 底部未确认
3,90.29557352896833,81.57487427466152,002418,康盛股份,bottom_area,2025-12-12,4.49,2025-12-05,4.4,2.045454545454542,7.954545454545446,27.031509121061358,True,0.0,2.8961,1,1,1,100.0,29.078014184397176,29.078014184397176,12.954545454545457,2.045454545454542,历史1/1次成功; 当前距低点2.05%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
4,88.06485266517949,76.67531886024423,301001,凯淳股份,bottom_area,2025-12-12,29.5,2025-12-12,29.48,0.06784260515603655,2.578018995929437,28.86100386100386,False,-1.9608,5.3688,1,1,1,100.0,58.89483065953654,58.89483065953654,14.932157394843962,0.06784260515603655,历史1/1次成功; 当前距低点0.07%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
5,87.52428408967673,78.16978293585044,300437,清水源,bottom_area,2025-12-12,18.43,2025-12-11,18.17,1.430930104567958,8.860759493670882,29.299610894941626,True,0.163,22.1289,6,9,6,66.66666666666666,25.46041348171349,30.330330330330323,13.56906989543204,1.430930104567958,历史6/9次成功; 当前距低点1.43%; 最新日涨幅0.16%; 状态bottom_area; 底部已确认
6,86.9835776332544,78.40675033294504,603178,圣龙股份,bottom_area,2025-12-12,18.0,2025-12-05,17.66,1.925254813137032,4.0203850509626315,28.182187881252542,False,0.6711,0.7514,5,7,5,71.42857142857143,31.669983984855786,47.51869476546566,13.074745186862968,1.925254813137032,历史5/7次成功; 当前距低点1.93%; 最新日涨幅0.67%; 状态bottom_area; 底部未确认
7,85.99758521766124,74.78050888492282,603030,全筑股份,bottom_area,2025-12-12,2.91,2025-12-12,2.91,0.0,2.0618556701030943,27.611940298507452,False,-1.6892,2.106,6,7,6,85.71428571428571,32.19167603261121,51.87969924812029,15.0,0.0,历史6/7次成功; 当前距低点0.00%; 最新日涨幅-1.69%; 状态bottom_area; 底部未确认
8,85.88475650935791,75.88556024898776,605228,神通科技,bottom_area,2025-12-12,14.15,2025-12-12,14.03,0.8553100498930934,1.7818959372772631,27.680412371134018,False,0.2835,0.5414,4,5,4,80.0,26.26702775668829,47.56554307116105,14.144689950106907,0.8553100498930934,历史4/5次成功; 当前距低点0.86%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
9,85.24226062223947,78.01695362101748,300035,中科电气,bottom_area,2025-12-12,20.98,2025-12-05,20.42,2.7424094025465164,5.729676787463261,29.097222222222218,False,0.5753,2.9444,1,1,1,100.0,27.686274509803933,27.686274509803933,12.257590597453483,2.7424094025465164,历史1/1次成功; 当前距低点2.74%; 最新日涨幅0.58%; 状态bottom_area; 底部未确认
10,84.79583692996457,75.58859450367589,603938,三孚股份,bottom_area,2025-12-12,17.54,2025-11-21,17.31,1.328711727325248,8.08781051415368,27.45180217937972,False,-0.8479,1.4913,1,1,1,100.0,19.774501300954046,19.774501300954046,13.67128827267475,1.328711727325248,历史1/1次成功; 当前距低点1.33%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
11,82.29281851839143,71.82382335827931,003038,鑫铂股份,bottom_area,2025-12-12,15.21,2025-12-12,15.18,0.1976284584980312,2.108036890645588,29.68967114404817,False,-0.6532,1.4935,1,1,1,100.0,25.507614213197975,25.507614213197975,14.80237154150197,0.1976284584980312,历史1/1次成功; 当前距低点0.20%; 最新日涨幅-0.65%; 状态bottom_area; 底部未确认
12,78.86519907176397,72.96516330455441,300768,迪普科技,bottom_area,2025-12-12,19.28,2025-12-05,18.66,3.3226152197213343,6.216505894962488,27.05238467552775,False,1.4737,1.6635,2,3,2,66.66666666666666,46.52720074651822,47.28781110402041,11.677384780278665,3.3226152197213343,历史2/3次成功; 当前距低点3.32%; 最新日涨幅1.47%; 状态bottom_area; 底部未确认
13,78.8533149362669,69.62545787401781,300598,诚迈科技,bottom_area,2025-12-12,45.55,2025-12-11,45.18,0.8189464364763113,2.9880478087649434,29.40625,False,0.4632,2.0024,3,5,3,60.0,35.49814918916024,45.24950099800398,14.181053563523689,0.8189464364763113,历史3/5次成功; 当前距低点0.82%; 最新日涨幅0.46%; 状态bottom_area; 底部未确认
14,76.8235175156556,69.56546719286398,603197,保隆科技,bottom_area,2025-12-12,34.84,2025-11-21,34.1,2.170087976539595,5.014662756598243,27.431368376250266,False,-0.1147,0.7834,4,6,4,66.66666666666666,19.927962971546176,23.07435811937312,12.829912023460405,2.170087976539595,历史4/6次成功; 当前距低点2.17%; 最新日涨幅-0.11%; 状态bottom_area; 底部未确认
