rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.04857190245035,80.90243958602501,300480,光力科技,bottom_area,2023-12-20,21.1,2023-12-20,20.98,0.5719733079123022,2.049571020019064,27.076816127911012,False,-1.1246,1.168,4,4,4,100.0,28.906122193898153,39.69465648854962,14.428026692087698,0.5719733079123022,历史4/4次成功; 当前距低点0.57%; 最新日涨幅-1.12%; 状态bottom_area; 底部未确认
2,87.08707174942796,79.81896136411824,301499,维科精密,bottom_area,2023-12-20,30.64,2023-12-19,29.8,2.8187919463087243,3.7583892617449695,28.537170263788976,False,1.3228,7.8416,2,2,2,100.0,21.64412366506522,21.950454687989964,12.181208053691275,2.8187919463087243,历史2/2次成功; 当前距低点2.82%; 最新日涨幅1.32%; 状态bottom_area; 底部未确认
3,84.21126876353541,73.71416350164095,300707,威唐工业,bottom_area,2023-12-20,16.98,2023-12-20,16.92,0.3546099290780066,3.5460992907801288,27.006039689387396,False,-2.3577,4.6475,4,5,4,80.0,30.92835559106886,59.14285714285715,14.645390070921993,0.3546099290780066,历史4/5次成功; 当前距低点0.35%; 最新日涨幅-2.36%; 状态bottom_area; 底部未确认
4,83.42617913397154,72.61352022501973,002142,宁波银行,bottom_area,2023-12-20,19.67,2023-12-20,19.66,0.05086469989827855,1.678535096642921,32.393397524071524,False,-1.2054,0.3786,1,1,1,100.0,27.95425667090217,27.95425667090217,14.949135300101721,0.05086469989827855,历史1/1次成功; 当前距低点0.05%; 最新日涨幅-1.21%; 状态bottom_area; 底部未确认
5,82.84868322463481,72.55925200650974,300351,永贵电器,bottom_area,2023-12-20,18.37,2023-12-20,18.3,0.3825136612021873,4.808743169398901,32.47232472324723,False,-3.7716,7.5007,2,2,2,100.0,25.27625351640169,33.447979363714516,14.61748633879781,0.3825136612021873,历史2/2次成功; 当前距低点0.38%; 最新日涨幅-3.77%; 状态bottom_area; 底部未确认
6,81.69569287833826,71.03973293768546,002129,TCL中环,bottom_area,2023-12-20,14.42,2023-12-20,14.42,0.0,2.4965325936199685,27.09807886754298,False,-1.6371,0.9901,1,1,1,100.0,31.12759643916912,31.12759643916912,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-1.64%; 状态bottom_area; 底部未确认
7,81.29139351840651,70.8411036849711,605188,国光连锁,bottom_area,2023-12-20,8.66,2023-12-20,8.65,0.11560693641618251,2.543352601156056,28.09642560266001,False,-2.3675,0.6925,1,1,1,100.0,19.218749999999993,19.218749999999993,14.884393063583817,0.11560693641618251,历史1/1次成功; 当前距低点0.12%; 最新日涨幅-2.37%; 状态bottom_area; 底部未确认
8,80.61293607631632,70.3386122726831,002369,卓翼科技,bottom_area,2023-12-20,5.47,2023-12-20,5.46,0.18315018315017925,3.1135531135531123,29.910141206675227,False,-1.6187,3.2634,1,1,1,100.0,17.345132743362825,17.345132743362825,14.81684981684982,0.18315018315017925,历史1/1次成功; 当前距低点0.18%; 最新日涨幅-1.62%; 状态bottom_area; 底部未确认
9,80.54248079385404,70.03693982074265,601628,中国人寿,bottom_area,2023-12-20,27.3,2023-12-20,27.3,0.0,2.0146520146520173,28.79499217527387,False,-2.0803,0.0356,1,1,1,100.0,25.736235595390532,25.736235595390532,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-2.08%; 状态bottom_area; 底部未确认
10,79.70494542654662,69.77935083752824,300683,海特生物,bottom_area,2023-12-20,36.03,2023-12-11,35.9,0.3621169916434612,6.211699164345416,30.48024786986832,False,-1.6111,0.7708,1,1,1,100.0,16.532137518684582,16.532137518684582,14.637883008356539,0.3621169916434612,历史1/1次成功; 当前距低点0.36%; 最新日涨幅-1.61%; 状态bottom_area; 底部未确认
11,79.44064944734582,69.26623188405799,002137,实益达,bottom_area,2023-12-20,6.91,2023-12-20,6.9,0.14492753623188095,2.4637681159420275,28.865979381443292,False,-1.8466,3.6284,2,3,2,66.66666666666666,55.55040286140998,89.3034825870647,14.855072463768119,0.14492753623188095,历史2/3次成功; 当前距低点0.14%; 最新日涨幅-1.85%; 状态bottom_area; 底部未确认
