rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,77.6257346693746,68.73426955919687,002016,世荣兆业,bottom_area,2025-02-18,6.25,2025-02-18,6.19,0.969305331179315,6.946688206785133,27.347417840375577,False,-6.994,4.6635,1,1,1,100.0,28.571428571428566,28.571428571428566,14.030694668820685,0.969305331179315,历史1/1次成功; 当前距低点0.97%; 最新日涨幅-6.99%; 状态bottom_area; 底部未确认
2,69.90795822586036,63.836547461827834,605398,新炬网络,bottom_area,2025-02-18,39.56,2025-02-18,38.55,2.6199740596627894,9.156939040207526,29.16207276736495,False,-7.6348,15.036,2,3,2,66.66666666666666,21.523772318238297,22.15700660308142,12.380025940337209,2.6199740596627894,历史2/3次成功; 当前距低点2.62%; 最新日涨幅-7.63%; 状态bottom_area; 底部未确认
3,68.38817658573875,61.111903217085725,300422,博世科,bottom_area,2025-02-18,4.17,2025-02-06,4.11,1.4598540145985306,6.5693430656934195,30.220713073005083,False,-4.1379,3.4726,1,2,1,50.0,45.4320987654321,45.4320987654321,13.54014598540147,1.4598540145985306,历史1/2次成功; 当前距低点1.46%; 最新日涨幅-4.14%; 状态bottom_area; 底部未确认
4,67.81671021640187,64.27228285317528,600325,华发股份,bottom_area,2025-02-18,5.44,2025-01-13,5.2,4.615384615384619,9.038461538461533,29.539295392953925,True,-1.4493,1.0703,2,3,2,66.66666666666666,28.917704890244938,32.553606237816766,10.384615384615381,4.615384615384619,历史2/3次成功; 当前距低点4.62%; 最新日涨幅-1.45%; 状态bottom_area; 底部已确认
5,58.10614728149206,54.3079605886548,001219,青岛食品,bottom_area,2025-02-18,12.89,2025-01-13,12.41,3.867848509266724,11.361804995970992,29.287749287749286,True,-2.2003,2.412,2,6,2,33.33333333333333,21.73828955080431,27.212020033388985,11.132151490733275,3.867848509266724,历史2/6次成功; 当前距低点3.87%; 最新日涨幅-2.20%; 状态bottom_area; 底部已确认
6,57.451119766628,53.55733731968424,300515,三德科技,bottom_area,2025-02-18,15.02,2025-02-05,14.48,3.7292817679557952,9.66850828729282,27.016129032258064,True,-5.4156,7.8357,1,2,1,50.0,23.441396508728182,23.441396508728182,11.270718232044205,3.7292817679557952,历史1/2次成功; 当前距低点3.73%; 最新日涨幅-5.42%; 状态bottom_area; 底部已确认
