rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.5769511186595,74.85621827984286,600203,福日电子,bottom_area,2025-03-25,9.51,2025-03-25,9.48,0.3164556962025249,4.430379746835443,28.988764044943814,False,-4.326,6.8685,3,3,3,100.0,20.149125092390385,24.045801526717554,14.683544303797474,0.3164556962025249,历史3/3次成功; 当前距低点0.32%; 最新日涨幅-4.33%; 状态bottom_area; 底部未确认
2,84.39818931428638,74.19799195038593,301366,一博科技,bottom_area,2025-03-25,54.92,2025-03-24,54.6,0.5860805860805866,6.5018315018314965,27.68211920529801,False,-2.8996,5.2933,2,2,2,100.0,26.366966057256242,36.479591836734706,14.413919413919412,0.5860805860805866,历史2/2次成功; 当前距低点0.59%; 最新日涨幅-2.90%; 状态bottom_area; 底部未确认
3,83.16305782729384,73.29346844719726,002757,南兴股份,bottom_area,2025-03-25,19.62,2025-03-25,19.48,0.7186858316221795,4.260780287474324,29.369108049311087,False,-3.2544,5.7637,2,2,2,100.0,33.3444738886872,50.75376884422111,14.28131416837782,0.7186858316221795,历史2/2次成功; 当前距低点0.72%; 最新日涨幅-3.25%; 状态bottom_area; 底部未确认
4,82.96103355215172,72.14002917578411,603315,福鞍股份,bottom_area,2025-03-25,14.12,2025-03-25,14.12,0.0,9.348441926345611,27.103768714506977,False,-10.0064,16.2065,2,2,2,100.0,30.59155470851666,41.68490153172865,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态bottom_area; 底部未确认
5,82.88081195570624,74.40360160508783,300509,新美星,bottom_area,2025-03-25,7.75,2025-03-25,7.62,1.7060367454068228,4.068241469816268,29.769585253456217,False,-1.2739,3.8403,1,1,1,100.0,18.028846153846153,18.028846153846153,13.293963254593177,1.7060367454068228,历史1/1次成功; 当前距低点1.71%; 最新日涨幅-1.27%; 状态bottom_area; 底部未确认
6,77.07689081099252,69.89787090577961,002725,跃岭股份,bottom_area,2025-03-25,11.82,2025-03-24,11.56,2.249134948096884,7.698961937716252,27.795128044971896,False,0.0,3.982,2,3,2,66.66666666666666,16.877590971902357,18.562874251497018,12.750865051903116,2.249134948096884,历史2/3次成功; 当前距低点2.25%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
7,77.02383805315694,68.05757373929592,300720,海川智能,bottom_area,2025-03-25,21.2,2025-03-24,21.02,0.8563273073263546,7.4690770694576605,28.74576271186441,False,-2.5287,3.6292,3,5,3,60.0,57.75229601757511,75.69193742478939,14.143672692673645,0.8563273073263546,历史3/5次成功; 当前距低点0.86%; 最新日涨幅-2.53%; 状态bottom_area; 底部未确认
8,75.08056412429102,67.49470573679386,688031,星环科技,bottom_area,2025-03-25,50.88,2025-03-24,49.99,1.7803560712142439,8.381676335267048,27.843533487297922,False,-1.5099,2.8233,2,3,2,66.66666666666666,20.684144690836938,22.70402945387605,13.219643928785757,1.7803560712142439,历史2/3次成功; 当前距低点1.78%; 最新日涨幅-1.51%; 状态bottom_area; 底部未确认
9,72.59688983855649,63.127730294396954,600126,杭钢股份,bottom_area,2025-03-25,10.05,2025-03-25,10.05,0.0,12.935323383084565,31.63265306122448,False,-10.0269,7.733,2,3,2,66.66666666666666,37.69389047166824,55.84045584045584,15.0,0.0,历史2/3次成功; 当前距低点0.00%; 最新日涨幅-10.03%; 状态bottom_area; 底部未确认
10,72.00211421332989,63.48145465579432,002123,梦网科技,bottom_area,2025-03-25,14.99,2025-03-25,14.88,0.7392473118279531,4.50268817204301,27.308255984367356,False,-3.6013,7.3382,2,3,2,66.66666666666666,36.399311075781654,54.50450450450449,14.260752688172046,0.7392473118279531,历史2/3次成功; 当前距低点0.74%; 最新日涨幅-3.60%; 状态bottom_area; 底部未确认
11,70.55010403683374,62.38308741517279,300713,英可瑞,bottom_area,2025-03-25,16.9,2025-03-24,16.75,0.8955223880596931,9.313432835820889,28.11158798283262,False,-1.8583,10.2576,3,5,3,60.0,19.972464838434856,23.73271889400922,14.104477611940306,0.8955223880596931,历史3/5次成功; 当前距低点0.90%; 最新日涨幅-1.86%; 状态bottom_area; 底部未确认
