rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.64596749750578,81.15443584715338,300624,万兴科技,bottom_area,2022-02-14,39.69,2022-02-14,39.08,1.560900716479016,3.1473899692937666,29.24135433641137,False,-0.2513,2.404,2,2,2,100.0,35.87790043400834,51.195680123425035,13.439099283520983,1.560900716479016,历史2/2次成功; 当前距低点1.56%; 最新日涨幅-0.25%; 状态bottom_area; 底部未确认
2,90.29756327926827,81.55756453663143,688311,盟升电子,bottom_area,2022-02-14,55.21,2022-02-14,54.11,2.0328959526889694,3.2341526520051747,29.443212935193635,False,0.7114,0.5039,2,2,2,100.0,21.357888756786508,23.893805309734503,12.967104047311029,2.0328959526889694,历史2/2次成功; 当前距低点2.03%; 最新日涨幅0.71%; 状态bottom_area; 底部未确认
3,87.95858504140091,77.72314636283961,603368,柳药集团,bottom_area,2022-02-14,16.44,2022-01-28,16.3,0.8588957055214758,6.871165644171786,30.282292557741652,False,0.0,1.7736,1,1,1,100.0,42.85714285714285,42.85714285714285,14.141104294478524,0.8588957055214758,历史1/1次成功; 当前距低点0.86%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
4,85.37358771120044,79.84663156663157,300511,雪榕生物,bottom_area,2022-02-14,6.92,2022-01-27,6.66,3.9039039039039007,8.108108108108109,31.198347107438014,True,0.2899,1.9215,2,2,2,100.0,25.900712191034756,29.220779220779214,11.0960960960961,3.9039039039039007,历史2/2次成功; 当前距低点3.90%; 最新日涨幅0.29%; 状态bottom_area; 底部已确认
5,85.17072878993123,76.23024660641767,000848,承德露露,bottom_area,2022-02-14,9.2,2022-01-28,9.06,1.5452538631346444,7.174392935982343,27.228915662650593,True,-2.2317,0.9804,1,1,1,100.0,16.685082872928174,16.685082872928174,13.454746136865356,1.5452538631346444,历史1/1次成功; 当前距低点1.55%; 最新日涨幅-2.23%; 状态bottom_area; 底部已确认
6,84.82190773407926,77.05151375582464,300562,乐心医疗,bottom_area,2022-02-14,11.81,2022-02-14,11.54,2.339688041594466,3.5528596187175054,31.957547169811328,False,1.1997,3.0635,1,1,1,100.0,17.559153175591536,17.559153175591536,12.660311958405535,2.339688041594466,历史1/1次成功; 当前距低点2.34%; 最新日涨幅1.20%; 状态bottom_area; 底部未确认
7,82.30381265995727,76.3096974522293,000518,四环生物,bottom_area,2022-02-14,3.31,2022-01-27,3.2,3.437499999999996,8.4375,27.272727272727277,True,0.6079,0.8604,1,1,1,100.0,17.834394904458602,17.834394904458602,11.562500000000004,3.437499999999996,历史1/1次成功; 当前距低点3.44%; 最新日涨幅0.61%; 状态bottom_area; 底部已确认
8,76.7324594643709,71.02821035058429,603319,美湖股份,bottom_area,2022-02-14,20.67,2022-02-14,20.0,3.3500000000000085,5.950000000000006,30.57965984033321,False,-1.3836,2.3199,1,1,1,100.0,20.033388981636072,20.033388981636072,11.649999999999991,3.3500000000000085,历史1/1次成功; 当前距低点3.35%; 最新日涨幅-1.38%; 状态bottom_area; 底部未确认
9,76.43970688249621,72.79972084047257,605162,新中港,bottom_area,2022-02-14,10.75,2022-01-27,10.25,4.878048780487805,9.951219512195118,30.508474576271187,True,-0.647,1.5425,2,2,2,100.0,22.428344408520275,26.46502835538753,10.121951219512194,4.878048780487805,历史2/2次成功; 当前距低点4.88%; 最新日涨幅-0.65%; 状态bottom_area; 底部已确认
10,76.15030231143405,71.9231997114592,688356,键凯科技,bottom_area,2022-02-14,202.68,2022-02-14,194.08,4.431162407254737,5.848103874690846,32.816394350595395,False,1.6449,2.8161,1,1,1,100.0,15.625,15.625,10.568837592745261,4.431162407254737,历史1/1次成功; 当前距低点4.43%; 最新日涨幅1.64%; 状态bottom_area; 底部未确认
11,74.20537148836664,70.00258356134114,605086,龙高股份,bottom_area,2022-02-14,21.27,2022-01-28,20.38,4.367026496565263,7.7036310107949,27.31811697574893,True,-0.0939,1.7265,1,1,1,100.0,17.79249448123621,17.79249448123621,10.632973503434737,4.367026496565263,历史1/1次成功; 当前距低点4.37%; 最新日涨幅-0.09%; 状态bottom_area; 底部已确认
12,70.87681898296657,63.51543689320389,605117,德业股份,bottom_area,2022-02-14,209.32,2022-02-14,206.0,1.6116504854368898,4.611650485436893,28.217994285316056,False,-2.8677,4.2938,1,2,1,50.0,59.18895599654874,59.18895599654874,13.388349514563108,1.6116504854368898,历史1/2次成功; 当前距低点1.61%; 最新日涨幅-2.87%; 状态bottom_area; 底部未确认
13,64.79377463845493,59.791948202300894,300648,星云股份,bottom_area,2022-02-14,44.72,2022-02-14,43.34,3.1841255191508893,4.660821412090438,31.184503016830732,False,0.7207,1.6713,1,2,1,50.0,26.78362573099414,26.78362573099414,11.81587448084911,3.1841255191508893,历史1/2次成功; 当前距低点3.18%; 最新日涨幅0.72%; 状态bottom_area; 底部未确认
14,62.799117348747295,57.94867890583819,688276,百克生物,bottom_area,2022-02-14,50.59,2022-02-14,49.03,3.181725474199474,5.445645523149096,30.55240793201132,False,0.8774,1.3451,1,2,1,50.0,16.844155844155843,16.844155844155843,11.818274525800526,3.181725474199474,历史1/2次成功; 当前距低点3.18%; 最新日涨幅0.88%; 状态bottom_area; 底部未确认
15,61.04437427936578,57.566404035551244,002342,巨力索具,bottom_area,2022-02-14,4.32,2022-01-28,4.14,4.347826086956537,7.971014492753625,28.620689655172416,True,0.6993,1.6445,1,2,1,50.0,19.889502762430933,19.889502762430933,10.652173913043463,4.347826086956537,历史1/2次成功; 当前距低点4.35%; 最新日涨幅0.70%; 状态bottom_area; 底部已确认
16,59.80146710507703,52.85301403130139,300573,兴齐眼药,bottom_area,2022-02-14,93.97,2022-02-14,93.16,0.86947187634178,3.4242164018892205,32.24727272727273,False,-1.6639,2.3751,1,3,1,33.33333333333333,42.86062675283501,42.86062675283501,14.13052812365822,0.86947187634178,历史1/3次成功; 当前距低点0.87%; 最新日涨幅-1.66%; 状态bottom_area; 底部未确认
