rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,78.82712639943246,77.34808018324554,000928,中钢国际,bottom_area,2023-11-08,6.15,2023-10-23,5.97,3.0150753768844325,5.192629815745402,31.06235565819862,False,-0.8065,2.4342,3,3,3,100.0,16.57232280936585,18.798449612403097,4.9849246231155675,3.0150753768844325,历史3/3次成功; 当前距低点3.02%; 最新日涨幅-0.81%; 状态bottom_area; 底部未确认
2,77.86914583220921,78.31828293866754,600048,保利发展,bottom_area,2023-11-08,11.16,2023-10-30,10.7,4.299065420560757,5.794392523364496,28.139691067830768,False,0.45,0.6206,2,2,2,100.0,31.721247836269217,31.987577639751546,3.7009345794392434,4.299065420560757,历史2/2次成功; 当前距低点4.30%; 最新日涨幅0.45%; 状态bottom_area; 底部未确认
3,74.65961168890293,75.19997076023394,600325,华发股份,bottom_area,2023-11-08,8.35,2023-11-03,8.0,4.374999999999996,6.875000000000009,27.667269439421343,False,0.6024,0.8202,1,1,1,100.0,32.553606237816766,32.553606237816766,3.6250000000000044,4.374999999999996,历史1/1次成功; 当前距低点4.37%; 最新日涨幅0.60%; 状态bottom_area; 底部未确认
4,74.41431780216243,74.77830669660547,603076,乐惠国际,bottom_area,2023-11-08,27.94,2023-11-02,26.8,4.253731343283585,6.268656716417908,28.666489220122436,False,0.0358,1.1464,2,2,2,100.0,12.133409458559333,13.440860215053762,3.746268656716415,4.253731343283585,历史2/2次成功; 当前距低点4.25%; 最新日涨幅0.04%; 状态bottom_area; 底部未确认
5,74.23943646134768,74.57898305084747,002685,华东重机,bottom_area,2023-11-08,3.69,2023-11-02,3.54,4.237288135593218,6.214689265536716,27.01030927835051,False,-1.0724,3.3637,1,1,1,100.0,109.52380952380952,109.52380952380952,3.762711864406782,4.237288135593218,历史1/1次成功; 当前距低点4.24%; 最新日涨幅-1.07%; 状态bottom_area; 底部未确认
6,73.89202567202847,73.62362561913844,600328,中盐化工,bottom_area,2023-11-08,7.9,2023-10-26,7.61,3.8107752956636007,6.17608409986859,28.207547169811313,False,-1.1264,0.8933,2,2,2,100.0,22.968781146513187,37.26315789473683,4.189224704336399,3.8107752956636007,历史2/2次成功; 当前距低点3.81%; 最新日涨幅-1.13%; 状态bottom_area; 底部未确认
7,72.8238270506098,72.46749905525516,603326,我乐家居,bottom_area,2023-11-08,10.25,2023-11-02,9.88,3.744939271255052,5.161943319838054,30.909090909090907,False,-0.582,1.5898,2,2,2,100.0,15.946024697401477,20.141843971631218,4.255060728744948,3.744939271255052,历史2/2次成功; 当前距低点3.74%; 最新日涨幅-0.58%; 状态bottom_area; 底部未确认
8,71.49442894056847,72.3953488372093,600280,中央商场,bottom_area,2023-11-08,3.6,2023-10-23,3.44,4.651162790697678,7.558139534883727,27.57894736842105,True,0.0,3.0105,1,1,1,100.0,11.666666666666671,11.666666666666671,3.3488372093023218,4.651162790697678,历史1/1次成功; 当前距低点4.65%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
9,70.6852347917438,71.23106672063757,002366,融发核电,confirmed_rebound,2023-11-08,5.22,2023-10-23,5.0,4.399999999999995,8.000000000000007,28.469241773962807,True,0.3846,0.9425,3,4,3,75.0,16.710036132459983,25.0,3.6000000000000054,4.399999999999995,历史3/4次成功; 当前距低点4.40%; 最新日涨幅0.38%; 状态confirmed_rebound; 底部已确认
