rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,84.48521294174505,70.78416157045011,002855,捷荣技术,bottom_area,2023-02-24,10.25,2023-02-24,10.22,0.29354207436398594,1.3698630136986183,30.899256254225822,False,-0.582,2.1493,1,1,1,100.0,21.093749999999993,21.093749999999993,19.706457925636016,0.29354207436398594,历史1/1次成功; 当前距低点0.29%; 最新日涨幅-0.58%; 状态bottom_area; 底部未确认
2,64.3834460297437,56.99983722229985,000679,大连友谊,bottom_area,2023-02-24,5.62,2023-01-18,5.44,3.308823529411759,9.007352941176459,28.515111695137975,True,0.1783,0.8818,1,4,1,25.0,24.94061757719715,24.94061757719715,16.691176470588243,3.308823529411759,历史1/4次成功; 当前距低点3.31%; 最新日涨幅0.18%; 状态bottom_area; 底部已确认
3,61.995665651524575,55.43310167860578,000419,通程控股,bottom_area,2023-02-24,6.2,2023-02-16,5.97,3.8525963149078803,7.035175879396983,30.093676814988285,True,-0.9585,2.0867,1,2,1,50.0,24.82269503546099,24.82269503546099,16.147403685092122,3.8525963149078803,历史1/2次成功; 当前距低点3.85%; 最新日涨幅-0.96%; 状态bottom_area; 底部已确认
