rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.88399953913151,86.25469257004558,688103,国力电子,bottom_area,2024-01-25,37.1,2024-01-23,36.01,3.026936961955022,7.7478478200499845,27.67624020887729,True,0.406,1.7443,3,3,3,100.0,32.93606905001623,57.609964966913196,4.9730630380449785,3.026936961955022,历史3/3次成功; 当前距低点3.03%; 最新日涨幅0.41%; 状态bottom_area; 底部已确认
2,78.41958775124337,79.06739366410783,603305,旭升集团,bottom_area,2024-01-25,15.33,2024-01-24,14.68,4.427792915531337,5.994550408719351,27.110228401191662,False,0.9217,1.1464,3,3,3,100.0,20.660008126447625,32.41061130334487,3.572207084468663,4.427792915531337,历史3/3次成功; 当前距低点4.43%; 最新日涨幅0.92%; 状态bottom_area; 底部未确认
3,76.36245454437525,75.01187575941262,300661,圣邦股份,bottom_area,2024-01-25,65.76,2024-01-24,63.8,3.0721003134796367,5.4858934169279,28.715083798882684,False,-0.3485,0.8478,2,2,2,100.0,21.377765990033247,31.832606108687024,4.927899686520363,3.0721003134796367,历史2/2次成功; 当前距低点3.07%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
4,73.89150598378818,73.85956671169663,002304,洋河股份,bottom_area,2024-01-25,96.2,2024-01-24,92.52,3.977518374405541,4.712494595763078,27.53759398496241,False,1.434,0.5541,1,1,1,100.0,20.474777448071226,20.474777448071226,4.022481625594459,3.977518374405541,历史1/1次成功; 当前距低点3.98%; 最新日涨幅1.43%; 状态bottom_area; 底部未确认
5,72.41474347051158,72.07170821011124,603040,新坐标,bottom_area,2024-01-25,21.01,2024-01-24,20.25,3.753086419753094,6.123456790123449,32.27424749163879,False,1.1555,3.1521,1,1,1,100.0,8.111533586818755,8.111533586818755,4.246913580246906,3.753086419753094,历史1/1次成功; 当前距低点3.75%; 最新日涨幅1.16%; 状态bottom_area; 底部未确认
6,69.58053569375642,69.54799861837942,002050,三花智控,bottom_area,2024-01-25,22.23,2024-01-25,21.38,3.9756782039289127,7.577174929840978,27.40237691001698,False,-3.9741,1.9725,2,2,2,100.0,13.293252276007243,13.890426120641935,4.024321796071088,3.9756782039289127,历史2/2次成功; 当前距低点3.98%; 最新日涨幅-3.97%; 状态bottom_area; 底部未确认
7,69.3783198689448,70.4336290408747,688180,君实生物,bottom_area,2024-01-25,32.41,2024-01-24,30.93,4.784998383446482,5.075978014872294,32.93581960104076,False,1.5033,0.5769,1,1,1,100.0,11.95389975877781,11.95389975877781,3.215001616553518,4.784998383446482,历史1/1次成功; 当前距低点4.78%; 最新日涨幅1.50%; 状态bottom_area; 底部未确认
8,68.95702852886542,69.91126763209013,600305,恒顺醋业,bottom_area,2024-01-25,8.44,2024-01-23,8.06,4.7146401985111535,4.962779156327548,29.4838145231846,False,2.1792,0.4659,1,1,1,100.0,8.283049917718035,8.283049917718035,3.285359801488847,4.7146401985111535,历史1/1次成功; 当前距低点4.71%; 最新日涨幅2.18%; 状态bottom_area; 底部未确认
9,63.498932353731774,62.5784952929211,601633,长城汽车,bottom_area,2024-01-25,22.3,2024-01-24,21.6,3.240740740740737,5.092592592592583,30.990415335463258,False,0.6772,0.3461,2,4,2,50.0,9.125721407580473,10.12706969580286,4.759259259259263,3.240740740740737,历史2/4次成功; 当前距低点3.24%; 最新日涨幅0.68%; 状态bottom_area; 底部未确认
10,54.478931162645246,54.352491329738605,688348,昱能科技,confirmed_rebound,2024-01-25,98.01,2024-01-24,94.35,3.8791732909380086,8.044515103338638,28.776326715482753,False,0.0102,3.4266,1,2,1,50.0,16.27422813482398,16.27422813482398,4.1208267090619914,3.8791732909380086,历史1/2次成功; 当前距低点3.88%; 最新日涨幅0.01%; 状态confirmed_rebound; 底部未确认
