rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,84.49252793060074,70.78806785019452,002855,捷荣技术,bottom_area,2023-02-23,10.31,2023-02-23,10.28,0.29182879377433013,2.237354085603117,30.493576741041245,False,-0.77,2.9551,1,1,1,100.0,21.093749999999993,21.093749999999993,19.70817120622567,0.29182879377433013,历史1/1次成功; 当前距低点0.29%; 最新日涨幅-0.77%; 状态bottom_area; 底部未确认
2,60.33748218527315,53.238954869358665,000679,大连友谊,bottom_area,2023-02-23,5.61,2023-01-18,5.44,3.1249999999999987,9.007352941176459,28.515111695137975,True,-0.3552,1.3286,1,4,1,25.0,24.94061757719715,24.94061757719715,16.875,3.1249999999999987,历史1/4次成功; 当前距低点3.12%; 最新日涨幅-0.36%; 状态bottom_area; 底部已确认
3,58.35393986450505,53.14164439217364,000419,通程控股,bottom_area,2023-02-23,6.26,2023-02-16,5.97,4.857621440536014,7.035175879396983,30.093676814988285,True,-1.1058,2.7428,1,2,1,50.0,24.82269503546099,24.82269503546099,15.142378559463987,4.857621440536014,历史1/2次成功; 当前距低点4.86%; 最新日涨幅-1.11%; 状态bottom_area; 底部已确认
