rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.69216483825599,80.76090817761704,000715,中兴商业,bottom_area,2022-05-09,6.4,2022-05-09,6.32,1.2658227848101276,4.430379746835433,31.601731601731604,False,0.471,9.8852,1,1,1,100.0,24.33862433862435,24.33862433862435,18.734177215189874,1.2658227848101276,历史1/1次成功; 当前距低点1.27%; 最新日涨幅0.47%; 状态bottom_area; 底部未确认
2,81.58434818228373,74.3371428571429,002274,华昌化工,bottom_area,2022-05-09,8.37,2022-04-27,7.98,4.887218045112767,10.651629072681699,30.48780487804878,True,0.2395,0.9114,1,1,1,100.0,24.999999999999993,24.999999999999993,15.112781954887232,4.887218045112767,历史1/1次成功; 当前距低点4.89%; 最新日涨幅0.24%; 状态bottom_area; 底部已确认
3,74.36154105724509,64.65152517850944,300672,国科微,bottom_area,2022-05-09,60.51,2022-04-28,59.14,2.3165370307744295,8.555968887385868,27.60435793854817,True,0.6152,1.6888,1,2,1,50.0,33.08187961653309,33.08187961653309,17.683462969225573,2.3165370307744295,历史1/2次成功; 当前距低点2.32%; 最新日涨幅0.62%; 状态bottom_area; 底部已确认
4,63.49274932212706,53.59940179461614,000959,首钢股份,bottom_area,2022-05-09,4.28,2022-05-09,4.25,0.7058823529411823,3.7647058823529442,30.098684210526315,False,-1.6092,0.7109,1,2,1,50.0,25.423728813559325,25.423728813559325,19.29411764705882,0.7058823529411823,历史1/2次成功; 当前距低点0.71%; 最新日涨幅-1.61%; 状态bottom_area; 底部未确认
