rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,80.3820116823743,73.96171133201538,300624,万兴科技,bottom_area,2022-02-11,39.79,2022-02-11,39.54,0.6322711178553364,5.209914011127977,28.40847365562194,False,-3.8657,4.1625,2,2,2,100.0,35.87790043400834,51.195680123425035,9.367728882144664,0.6322711178553364,历史2/2次成功; 当前距低点0.63%; 最新日涨幅-3.87%; 状态bottom_area; 底部未确认
2,80.34558120580665,76.49840944113417,688356,键凯科技,bottom_area,2022-02-11,199.4,2022-02-11,194.68,2.4244914731867673,6.128004931169102,32.60869565217391,False,0.865,2.9644,1,1,1,100.0,15.625,15.625,7.575508526813233,2.4244914731867673,历史1/1次成功; 当前距低点2.42%; 最新日涨幅0.86%; 状态bottom_area; 底部未确认
3,79.90423973463037,73.302098064373,300648,星云股份,bottom_area,2022-02-11,44.4,2022-02-11,44.19,0.47522063815343035,2.6702873953383115,29.834868212130832,False,-1.5303,1.8842,2,2,2,100.0,20.191403867542057,26.78362573099414,9.524779361846571,0.47522063815343035,历史2/2次成功; 当前距低点0.48%; 最新日涨幅-1.53%; 状态bottom_area; 底部未确认
4,79.24253376763511,72.32188563460097,300658,延江股份,bottom_area,2022-02-11,9.75,2022-02-11,9.73,0.20554984583761124,4.110996916752316,32.71092669432918,False,-3.2738,1.8109,2,2,2,100.0,21.830856360810415,26.72018348623853,9.794450154162389,0.20554984583761124,历史2/2次成功; 当前距低点0.21%; 最新日涨幅-3.27%; 状态bottom_area; 底部未确认
5,77.91800162440548,71.53205025705711,688311,盟升电子,bottom_area,2022-02-11,54.82,2022-01-28,54.54,0.5133846718005155,6.784011734506789,28.882514017472943,False,-3.6217,0.8226,2,2,2,100.0,21.357888756786508,23.893805309734503,9.486615328199486,0.5133846718005155,历史2/2次成功; 当前距低点0.51%; 最新日涨幅-3.62%; 状态bottom_area; 底部未确认
6,77.52625144737937,71.64314636283962,603368,柳药集团,bottom_area,2022-02-11,16.44,2022-01-28,16.3,0.8588957055214758,6.871165644171786,30.282292557741652,False,-3.8596,3.0478,1,1,1,100.0,42.85714285714285,42.85714285714285,9.141104294478525,0.8588957055214758,历史1/1次成功; 当前距低点0.86%; 最新日涨幅-3.86%; 状态bottom_area; 底部未确认
7,77.45339445590375,74.14660491509245,300491,通合科技,confirmed_rebound,2022-02-11,15.92,2022-01-25,15.5,2.709677419354838,11.870967741935482,27.093132643461903,True,-3.6903,2.5216,2,2,2,100.0,23.51972812484664,27.26480836236933,7.290322580645163,2.709677419354838,历史2/2次成功; 当前距低点2.71%; 最新日涨幅-3.69%; 状态confirmed_rebound; 底部已确认
8,77.443876978947,73.4519245573518,600171,上海贝岭,bottom_area,2022-02-11,21.16,2022-01-28,20.7,2.2222222222222263,7.777777777777775,29.711375212224112,True,-2.802,1.8477,1,1,1,100.0,10.046189376443415,10.046189376443415,7.777777777777774,2.2222222222222263,历史1/1次成功; 当前距低点2.22%; 最新日涨幅-2.80%; 状态bottom_area; 底部已确认
9,76.59762075134167,73.21831395348836,000625,长安汽车,bottom_area,2022-02-11,12.87,2022-01-28,12.54,2.631578947368422,7.25677830940989,31.25,True,-2.4261,0.9296,1,1,1,100.0,13.808139534883724,13.808139534883724,7.368421052631578,2.631578947368422,历史1/1次成功; 当前距低点2.63%; 最新日涨幅-2.43%; 状态bottom_area; 底部已确认
10,76.45826477635173,74.45131625131624,300511,雪榕生物,bottom_area,2022-02-11,6.9,2022-01-27,6.66,3.603603603603607,8.108108108108109,31.198347107438014,True,-3.7657,3.2239,2,2,2,100.0,25.900712191034756,29.220779220779214,6.396396396396393,3.603603603603607,历史2/2次成功; 当前距低点3.60%; 最新日涨幅-3.77%; 状态bottom_area; 底部已确认
11,75.52786238934479,69.61276969705233,603319,美湖股份,bottom_area,2022-02-11,20.96,2022-02-11,20.81,0.7208073041806926,4.08457472369054,27.768136063866717,False,-2.6475,2.4362,1,1,1,100.0,20.033388981636072,20.033388981636072,9.279192695819308,0.7208073041806926,历史1/1次成功; 当前距低点0.72%; 最新日涨幅-2.65%; 状态bottom_area; 底部未确认
12,75.21478233581541,69.59733577143109,601966,玲珑轮胎,bottom_area,2022-02-11,28.31,2022-02-11,28.05,0.9269162210338611,4.349376114081992,32.40963855421686,False,-1.6331,0.8776,1,1,1,100.0,22.476907287033857,22.476907287033857,9.07308377896614,0.9269162210338611,历史1/1次成功; 当前距低点0.93%; 最新日涨幅-1.63%; 状态bottom_area; 底部未确认
13,74.77045112953479,68.30837362468067,300562,乐心医疗,bottom_area,2022-02-11,11.67,2022-02-11,11.64,0.2577319587628811,6.872852233676967,31.367924528301888,False,-6.0386,6.1192,1,1,1,100.0,17.559153175591536,17.559153175591536,9.74226804123712,0.2577319587628811,历史1/1次成功; 当前距低点0.26%; 最新日涨幅-6.04%; 状态bottom_area; 底部未确认
14,74.70383351402631,71.65469745222931,000518,四环生物,bottom_area,2022-02-11,3.29,2022-01-27,3.2,2.8124999999999956,8.4375,27.272727272727277,True,-3.2353,1.5892,1,1,1,100.0,17.834394904458602,17.834394904458602,7.187500000000005,2.8124999999999956,历史1/1次成功; 当前距低点2.81%; 最新日涨幅-3.24%; 状态bottom_area; 底部已确认
15,74.42774235950252,72.50113867444729,002342,巨力索具,bottom_area,2022-02-11,4.29,2022-01-28,4.14,3.6231884057971104,7.971014492753625,28.620689655172416,True,-3.3784,2.2104,2,2,2,100.0,15.655958277767192,19.889502762430933,6.37681159420289,3.6231884057971104,历史2/2次成功; 当前距低点3.62%; 最新日涨幅-3.38%; 状态bottom_area; 底部已确认
16,73.84355446163813,68.58285610218816,300573,兴齐眼药,bottom_area,2022-02-11,95.56,2022-02-11,94.5,1.121693121693124,4.793650793650795,31.272727272727273,False,-3.8148,3.827,2,3,2,66.66666666666666,28.675536306353806,42.86062675283501,8.878306878306876,1.121693121693124,历史2/3次成功; 当前距低点1.12%; 最新日涨幅-3.81%; 状态bottom_area; 底部未确认
17,73.77780157176832,71.7187567607893,601369,陕鼓动力,bottom_area,2022-02-11,10.31,2022-01-28,9.96,3.514056224899594,8.734939759036136,27.721335268505072,True,-2.4598,0.3645,1,1,1,100.0,16.563467492260067,16.563467492260067,6.485943775100406,3.514056224899594,历史1/1次成功; 当前距低点3.51%; 最新日涨幅-2.46%; 状态bottom_area; 底部已确认
18,73.63931285019994,67.47357831854981,300677,英科医疗,bottom_area,2022-02-11,51.16,2022-02-11,50.95,0.4121687929342369,4.2983316977428805,31.610738255033553,False,-4.9777,3.7574,1,1,1,100.0,14.964103045375621,14.964103045375621,9.587831207065763,0.4121687929342369,历史1/1次成功; 当前距低点0.41%; 最新日涨幅-4.98%; 状态bottom_area; 底部未确认
19,72.4985887610504,70.9454783944971,000848,承德露露,bottom_area,2022-02-11,9.41,2022-01-28,9.06,3.863134657836641,7.174392935982343,27.228915662650593,True,-2.183,0.8094,1,1,1,100.0,16.685082872928174,16.685082872928174,6.13686534216336,3.863134657836641,历史1/1次成功; 当前距低点3.86%; 最新日涨幅-2.18%; 状态bottom_area; 底部已确认
20,72.34826136173278,70.76426174943416,300339,润和软件,bottom_area,2022-02-11,19.21,2022-01-27,18.5,3.837837837837842,9.405405405405396,27.450980392156865,True,-3.0288,3.1558,1,1,1,100.0,25.615763546798025,25.615763546798025,6.162162162162158,3.837837837837842,历史1/1次成功; 当前距低点3.84%; 最新日涨幅-3.03%; 状态bottom_area; 底部已确认
21,70.49333859187576,69.77883478803399,605086,龙高股份,bottom_area,2022-02-11,21.29,2022-01-28,20.38,4.465161923454368,7.7036310107949,27.31811697574893,True,-2.0249,3.4156,1,1,1,100.0,17.79249448123621,17.79249448123621,5.534838076545633,4.465161923454368,历史1/1次成功; 当前距低点4.47%; 最新日涨幅-2.02%; 状态bottom_area; 底部已确认
22,68.89241462750095,68.27620340543028,300400,劲拓股份,bottom_area,2022-02-11,19.39,2022-01-27,18.55,4.528301886792452,9.973045822102414,27.76479750778816,True,-2.8557,1.3381,1,1,1,100.0,10.487804878048774,10.487804878048774,5.471698113207549,4.528301886792452,历史1/1次成功; 当前距低点4.53%; 最新日涨幅-2.86%; 状态bottom_area; 底部已确认
23,67.80537293816474,66.90865895220733,000795,英洛华,bottom_area,2022-02-11,6.79,2022-01-28,6.51,4.3010752688172085,9.523809523809526,29.239130434782606,True,-3.2764,3.2241,1,1,1,100.0,10.565110565110556,10.565110565110556,5.6989247311827915,4.3010752688172085,历史1/1次成功; 当前距低点4.30%; 最新日涨幅-3.28%; 状态bottom_area; 底部已确认
24,61.319838166420425,56.82694047946012,688276,百克生物,bottom_area,2022-02-11,50.15,2022-02-11,49.65,1.0070493454179255,5.236656596173216,29.674220963172797,False,-4.3487,2.3516,1,2,1,50.0,16.844155844155843,16.844155844155843,8.992950654582076,1.0070493454179255,历史1/2次成功; 当前距低点1.01%; 最新日涨幅-4.35%; 状态bottom_area; 底部未确认
25,60.013476683971554,57.79165303183205,688111,金山办公,bottom_area,2022-02-11,214.59,2022-02-10,208.3,3.0196831493038845,9.457513202112331,27.723802914642604,False,0.332,1.7049,1,2,1,50.0,14.013605442176866,14.013605442176866,6.980316850696116,3.0196831493038845,历史1/2次成功; 当前距低点3.02%; 最新日涨幅0.33%; 状态bottom_area; 底部未确认
26,57.8967566789506,53.02956487658253,603283,赛腾股份,bottom_area,2022-02-11,23.0,2022-02-11,22.91,0.3928415539065904,3.491924923614145,27.660246289864226,False,-2.9945,1.1063,1,2,1,50.0,18.522815158546013,18.522815158546013,9.60715844609341,0.3928415539065904,历史1/2次成功; 当前距低点0.39%; 最新日涨幅-2.99%; 状态bottom_area; 底部未确认
27,57.20329539025528,54.57784941892733,600211,西藏药业,bottom_area,2022-02-11,41.68,2022-01-28,40.65,2.5338253382533855,6.519065190651903,28.18021201413428,False,-2.5485,0.687,1,2,1,50.0,13.252533280349695,13.252533280349695,7.4661746617466145,2.5338253382533855,历史1/2次成功; 当前距低点2.53%; 最新日涨幅-2.55%; 状态bottom_area; 底部未确认
