rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.27185579206967,87.61668135516699,603327,福蓉科技,bottom_area,2022-09-01,17.93,2022-09-01,17.6,1.8749999999999902,3.69318181818181,30.43478260869565,False,0.5045,1.3019,3,3,3,100.0,35.33162018906968,52.609776304888165,6.12500000000001,1.8749999999999902,历史3/3次成功; 当前距低点1.87%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
2,87.52088593930029,85.9485272212842,300480,光力科技,bottom_area,2022-09-01,16.18,2022-08-31,15.7,3.057324840764334,7.770700636942691,29.753914988814323,True,1.5694,2.748,3,3,3,100.0,31.66251536681112,39.69465648854962,4.942675159235666,3.057324840764334,历史3/3次成功; 当前距低点3.06%; 最新日涨幅1.57%; 状态bottom_area; 底部已确认
3,87.50293776975111,82.81770752581292,300340,科恒股份,bottom_area,2022-09-01,12.43,2022-09-01,12.29,1.1391375101708754,3.4987794955248295,27.70588235294118,False,-1.5835,3.9206,3,3,3,100.0,22.983554026895213,42.54473161033797,6.860862489829126,1.1391375101708754,历史3/3次成功; 当前距低点1.14%; 最新日涨幅-1.58%; 状态bottom_area; 底部未确认
4,86.58591452003851,85.57382796337268,001212,中旗新材,bottom_area,2022-09-01,28.68,2022-08-31,27.74,3.3886085075703,6.0562364816150085,28.72559095580679,False,2.9064,5.0428,3,3,3,100.0,42.90244817544601,82.06521739130437,4.6113914924297,3.3886085075703,历史3/3次成功; 当前距低点3.39%; 最新日涨幅2.91%; 状态bottom_area; 底部未确认
5,86.32777189730791,81.85513229348149,002850,科达利,bottom_area,2022-09-01,112.37,2022-08-31,111.0,1.2342342342342383,6.018018018018024,27.912715937134685,False,0.2498,1.6061,2,2,2,100.0,13.167668535137384,13.44718098343773,6.765765765765762,1.2342342342342383,历史2/2次成功; 当前距低点1.23%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
6,83.6517738615169,82.83743172477945,603185,弘元绿能,bottom_area,2022-09-01,139.32,2022-09-01,134.62,3.4913088694101835,4.969543901351952,29.065233428179997,False,3.2995,2.3211,3,3,3,100.0,29.449548102336955,43.51028702057404,4.508691130589817,3.4913088694101835,历史3/3次成功; 当前距低点3.49%; 最新日涨幅3.30%; 状态bottom_area; 底部未确认
7,83.43538802697158,79.55714331129572,688045,必易微,bottom_area,2022-09-01,59.9,2022-09-01,59.0,1.525423728813557,3.9830508474576294,28.743961352657006,False,1.1824,6.2231,1,1,1,100.0,21.048975338659265,21.048975338659265,6.474576271186443,1.525423728813557,历史1/1次成功; 当前距低点1.53%; 最新日涨幅1.18%; 状态bottom_area; 底部未确认
8,83.37211901187852,77.43026685587124,688288,鸿泉技术,bottom_area,2022-09-01,19.13,2022-09-01,19.1,0.15706806282721247,3.769633507853397,30.087847730600288,False,-1.544,0.8069,3,3,3,100.0,21.819258274824108,41.992882562277565,7.842931937172788,0.15706806282721247,历史3/3次成功; 当前距低点0.16%; 最新日涨幅-1.54%; 状态bottom_area; 底部未确认
9,82.90224825358918,78.63308993274617,002765,蓝黛科技,bottom_area,2022-09-01,8.9,2022-09-01,8.79,1.2514220705347123,4.77815699658705,31.648522550544328,False,-2.0902,3.6423,2,2,2,100.0,18.52866802992104,19.96726677577741,6.748577929465288,1.2514220705347123,历史2/2次成功; 当前距低点1.25%; 最新日涨幅-2.09%; 状态bottom_area; 底部未确认
10,82.64271326971897,78.685934832431,002346,柘中股份,bottom_area,2022-09-01,14.7,2022-09-01,14.49,1.4492753623188341,4.002760524499656,30.0,False,0.2045,1.501,1,1,1,100.0,15.431627196333075,15.431627196333075,6.550724637681165,1.4492753623188341,历史1/1次成功; 当前距低点1.45%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
11,81.57976019992306,75.59010231244228,688208,道通科技,bottom_area,2022-09-01,27.32,2022-09-01,27.31,0.03661662394727779,6.810692054192614,28.954214360041625,False,-4.7752,3.3434,3,3,3,100.0,20.66445276904346,34.72341892124764,7.963383376052723,0.03661662394727779,历史3/3次成功; 当前距低点0.04%; 最新日涨幅-4.78%; 状态bottom_area; 底部未确认
