rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.26805775550689,82.17418219746916,603928,兴业股份,bottom_area,2025-07-30,15.44,2025-07-30,15.25,1.245901639344259,1.57377049180328,31.583669807088377,False,0.1297,2.3384,1,1,1,100.0,31.69267707082834,31.69267707082834,8.754098360655743,1.245901639344259,历史1/1次成功; 当前距低点1.25%; 最新日涨幅0.13%; 状态bottom_area; 底部未确认
2,87.26850204028035,80.62850731982422,000607,华媒控股,bottom_area,2025-07-30,4.76,2025-07-30,4.72,0.8474576271186449,1.906779661016946,29.02255639097745,False,-1.2448,3.8121,4,4,4,100.0,30.810272632552305,59.82721382289418,9.152542372881356,0.8474576271186449,历史4/4次成功; 当前距低点0.85%; 最新日涨幅-1.24%; 状态bottom_area; 底部未确认
3,85.96020480414174,79.56862660170931,002246,北化股份,bottom_area,2025-07-30,17.08,2025-07-30,16.92,0.9456264775413509,3.8416075650118113,28.54729729729729,False,-2.567,6.6552,5,5,5,100.0,26.315349303782714,31.992687385740403,9.05437352245865,0.9456264775413509,历史5/5次成功; 当前距低点0.95%; 最新日涨幅-2.57%; 状态bottom_area; 底部未确认
4,84.43244289158443,78.6519093590775,603022,新通联,bottom_area,2025-07-30,10.3,2025-07-24,10.17,1.2782694198623479,2.654867256637164,32.33532934131736,False,-0.2904,2.6698,2,2,2,100.0,18.958944281524914,26.099706744868023,8.721730580137653,1.2782694198623479,历史2/2次成功; 当前距低点1.28%; 最新日涨幅-0.29%; 状态bottom_area; 底部未确认
5,82.26613402505501,79.83856538412913,002636,金安国纪,bottom_area,2025-07-30,12.07,2025-07-25,11.67,3.427592116538135,7.112253641816624,29.698795180722897,True,-1.3889,3.3112,2,2,2,100.0,42.49180327868853,69.0,6.5724078834618656,3.427592116538135,历史2/2次成功; 当前距低点3.43%; 最新日涨幅-1.39%; 状态bottom_area; 底部已确认
6,82.14684742151067,75.95410680395227,002658,雪迪龙,bottom_area,2025-07-30,7.96,2025-07-29,7.89,0.8871989860583053,2.0278833967047025,31.151832460732994,False,-0.6242,2.5889,3,3,3,100.0,22.83290587185592,34.81481481481481,9.112801013941695,0.8871989860583053,历史3/3次成功; 当前距低点0.89%; 最新日涨幅-0.62%; 状态bottom_area; 底部未确认
7,81.76502175461528,75.9131779355763,603511,爱慕股份,bottom_area,2025-07-30,15.58,2025-07-30,15.41,1.1031797534068781,2.4659312134977225,27.990654205607473,False,-2.4421,3.4168,1,1,1,100.0,18.754988028731056,18.754988028731056,8.896820246593123,1.1031797534068781,历史1/1次成功; 当前距低点1.10%; 最新日涨幅-2.44%; 状态bottom_area; 底部未确认
8,78.21219075179465,71.99114452866169,605033,美邦股份,bottom_area,2025-07-30,21.64,2025-07-30,21.5,0.651162790697677,2.4651162790697727,30.86816720257235,False,-1.7703,4.3551,1,1,1,100.0,31.96664350243223,31.96664350243223,9.348837209302324,0.651162790697677,历史1/1次成功; 当前距低点0.65%; 最新日涨幅-1.77%; 状态bottom_area; 底部未确认
9,76.99799037553821,70.57680049042754,300879,大叶股份,bottom_area,2025-07-30,32.6,2025-07-30,32.46,0.43130006161429624,2.002464571780649,29.69460688758934,False,-0.9119,3.8083,1,1,1,100.0,21.667551779075957,21.667551779075957,9.568699938385704,0.43130006161429624,历史1/1次成功; 当前距低点0.43%; 最新日涨幅-0.91%; 状态bottom_area; 底部未确认
10,75.41542800469928,71.84607811739727,603262,技源集团,bottom_area,2025-07-30,31.3,2025-07-30,30.55,2.454991816693944,4.484451718494275,27.227251071939012,False,-2.1263,30.2553,1,1,1,100.0,13.459459459459449,13.459459459459449,7.545008183306057,2.454991816693944,历史1/1次成功; 当前距低点2.45%; 最新日涨幅-2.13%; 状态bottom_area; 底部未确认
11,75.38037546586283,73.7244117556588,300640,德艺文创,bottom_area,2025-07-30,6.5,2025-06-23,6.26,3.833865814696489,9.90415335463259,27.880184331797235,True,-0.7634,6.5731,2,2,2,100.0,14.600138780466654,17.724867724867735,6.166134185303512,3.833865814696489,历史2/2次成功; 当前距低点3.83%; 最新日涨幅-0.76%; 状态bottom_area; 底部已确认
12,61.9304908633274,60.126690158570305,000637,茂化实华,bottom_area,2025-07-30,4.2,2025-07-07,4.06,3.44827586206898,7.142857142857144,27.370304114490168,True,0.4785,4.2932,1,2,1,50.0,22.627737226277358,22.627737226277358,6.55172413793102,3.44827586206898,历史1/2次成功; 当前距低点3.45%; 最新日涨幅0.48%; 状态bottom_area; 底部已确认
13,60.602039276087794,57.32625336927224,600241,时代万恒,bottom_area,2025-07-30,8.33,2025-07-15,8.16,2.0833333333333326,4.779411764705889,30.25641025641025,False,-1.0689,1.8107,1,2,1,50.0,22.50673854447439,22.50673854447439,7.916666666666668,2.0833333333333326,历史1/2次成功; 当前距低点2.08%; 最新日涨幅-1.07%; 状态bottom_area; 底部未确认
