rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.46210124730199,83.8207138718079,000532,华金资本,bottom_area,2024-09-03,10.45,2024-09-03,10.28,1.653696498054474,2.1400778210116793,27.50352609308886,False,0.0,2.7827,2,2,2,100.0,28.877106921355356,32.044198895027606,13.346303501945526,1.653696498054474,历史2/2次成功; 当前距低点1.65%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,93.03665034434552,82.94176452985641,300562,乐心医疗,bottom_area,2024-09-03,12.16,2024-09-03,12.0,1.3333333333333344,6.916666666666667,29.988331388564767,False,-5.4432,37.2332,4,4,4,100.0,19.57937919277642,22.71604938271605,13.666666666666666,1.3333333333333344,历史4/4次成功; 当前距低点1.33%; 最新日涨幅-5.44%; 状态bottom_area; 底部未确认
3,91.03972339151761,83.6594236605443,002219,新里程,bottom_area,2024-09-03,1.74,2024-08-23,1.69,2.9585798816568074,7.6923076923077,29.288702928870297,True,0.578,0.6547,2,2,2,100.0,34.81175156302061,45.685279187817265,12.041420118343192,2.9585798816568074,历史2/2次成功; 当前距低点2.96%; 最新日涨幅0.58%; 状态bottom_area; 底部已确认
4,90.53258094362712,80.77979519869561,301333,诺思格,bottom_area,2024-09-03,38.2,2024-08-29,37.68,1.380042462845019,6.661358811040334,28.744326777609686,False,0.7916,1.8802,1,1,1,100.0,25.840279645065877,25.840279645065877,13.619957537154981,1.380042462845019,历史1/1次成功; 当前距低点1.38%; 最新日涨幅0.79%; 状态bottom_area; 底部未确认
5,88.51826832315656,79.25189312679308,002357,富临运业,bottom_area,2024-09-03,5.2,2024-08-29,5.12,1.5625000000000013,4.492187499999991,28.08988764044944,False,0.3861,2.1814,3,4,3,75.0,24.02899530533914,31.941031941031934,13.437499999999996,1.5625000000000013,历史3/4次成功; 当前距低点1.56%; 最新日涨幅0.39%; 状态bottom_area; 底部未确认
6,88.39863013445654,79.1516681664443,001218,丽臣实业,bottom_area,2024-09-03,13.61,2024-08-30,13.4,1.5671641791044706,4.850746268656718,32.323232323232325,False,-0.1467,0.7037,2,2,2,100.0,25.18711018711019,29.999999999999993,13.432835820895528,1.5671641791044706,历史2/2次成功; 当前距低点1.57%; 最新日涨幅-0.15%; 状态bottom_area; 底部未确认
7,86.72472692531967,79.12495834180045,002674,兴业科技,bottom_area,2024-09-03,7.97,2024-08-21,7.77,2.5740025740025763,6.30630630630631,31.72231985940247,False,0.1256,0.4144,1,1,1,100.0,31.578947368421055,31.578947368421055,12.425997425997423,2.5740025740025763,历史1/1次成功; 当前距低点2.57%; 最新日涨幅0.13%; 状态bottom_area; 底部未确认
8,86.5142246631157,79.11058133684001,600956,新天绿能,bottom_area,2024-09-03,6.86,2024-08-29,6.68,2.694610778443123,7.035928143712584,28.860489882854107,True,-2.8329,0.354,2,2,2,100.0,29.592978019840494,41.27358490566036,12.305389221556878,2.694610778443123,历史2/2次成功; 当前距低点2.69%; 最新日涨幅-2.83%; 状态bottom_area; 底部已确认
9,85.21710193065172,75.60418693152002,000708,中信特钢,bottom_area,2024-09-03,11.29,2024-08-30,11.17,1.0743061772605123,4.834377797672345,31.472392638036812,False,-0.5286,0.1132,1,1,1,100.0,16.739811912225715,16.739811912225715,13.925693822739488,1.0743061772605123,历史1/1次成功; 当前距低点1.07%; 最新日涨幅-0.53%; 状态bottom_area; 底部未确认
10,84.52965569821518,76.85625543404223,001286,陕西能源,bottom_area,2024-09-03,9.43,2024-08-29,9.21,2.3887079261671973,4.560260586319217,27.07838479809976,False,0.0,1.5279,1,1,1,100.0,17.110266159695826,17.110266159695826,12.611292073832804,2.3887079261671973,历史1/1次成功; 当前距低点2.39%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
11,84.35980095068335,79.50954545454549,000957,中通客车,bottom_area,2024-09-03,9.18,2024-08-29,8.8,4.318181818181807,7.159090909090897,31.25,True,0.4376,2.8382,3,4,3,75.0,132.3344468028054,354.54545454545456,10.681818181818192,4.318181818181807,历史3/4次成功; 当前距低点4.32%; 最新日涨幅0.44%; 状态bottom_area; 底部已确认
