rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.46210124730199,83.8207138718079,000532,华金资本,bottom_area,2024-09-03,10.45,2024-09-03,10.28,1.653696498054474,2.1400778210116793,27.50352609308886,False,0.0,2.7827,2,2,2,100.0,28.877106921355356,32.044198895027606,13.346303501945526,1.653696498054474,历史2/2次成功; 当前距低点1.65%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
12,84.34767643076665,74.71526700771342,000517,荣安地产,bottom_area,2024-09-03,2.04,2024-09-03,2.02,0.990099009900991,2.970297029702973,28.36879432624113,False,-0.4878,1.0125,2,2,2,100.0,34.10049865746067,40.92827004219408,14.009900990099009,0.990099009900991,历史2/2次成功; 当前距低点0.99%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
13,82.7466078287371,76.1221069017999,301571,国科天成,bottom_area,2024-09-03,38.92,2024-09-03,37.78,3.017469560614083,5.346744309158273,32.919034090909086,False,-0.4858,32.4934,1,1,1,100.0,43.34374999999999,43.34374999999999,11.982530439385917,3.017469560614083,历史1/1次成功; 当前距低点3.02%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
14,81.07809404960986,76.95080250111857,002715,登云股份,bottom_area,2024-09-03,10.04,2024-08-23,9.59,4.692387904066729,7.4035453597497485,31.45103645461044,True,0.9045,1.0133,1,1,1,100.0,36.66369313113291,36.66369313113291,10.30761209593327,4.692387904066729,历史1/1次成功; 当前距低点4.69%; 最新日涨幅0.90%; 状态bottom_area; 底部已确认
15,79.39175916938,69.99286366160459,600011,华能国际,bottom_area,2024-09-03,6.84,2024-09-03,6.79,0.7363770250368162,2.7982326951399172,31.414141414141415,False,-1.4409,0.5535,1,1,1,100.0,22.267759562841515,22.267759562841515,14.263622974963184,0.7363770250368162,历史1/1次成功; 当前距低点0.74%; 最新日涨幅-1.44%; 状态bottom_area; 底部未确认
16,79.33588753506443,74.25814320567629,603079,圣达生物,bottom_area,2024-09-03,10.8,2024-08-26,10.39,3.9461020211742066,6.929740134744936,28.83561643835616,False,0.3717,1.08,1,1,1,100.0,22.232558139534888,22.232558139534888,11.053897978825793,3.9461020211742066,历史1/1次成功; 当前距低点3.95%; 最新日涨幅0.37%; 状态bottom_area; 底部未确认
17,78.0588929858435,71.64560365602068,000983,山西焦煤,bottom_area,2024-09-03,7.82,2024-08-26,7.6,2.8947368421052717,6.578947368421052,29.95391705069125,False,-1.6352,0.5553,3,4,3,75.0,21.938729333444627,27.212389380530986,12.105263157894727,2.8947368421052717,历史3/4次成功; 当前距低点2.89%; 最新日涨幅-1.64%; 状态bottom_area; 底部未确认
18,76.95771975042695,72.61448327637233,002230,科大讯飞,bottom_area,2024-09-03,34.09,2024-08-28,32.66,4.37844458052666,6.399265156154328,28.093350946719518,False,2.0964,0.9346,1,1,1,100.0,18.69535978480161,18.69535978480161,10.62155541947334,4.37844458052666,历史1/1次成功; 当前距低点4.38%; 最新日涨幅2.10%; 状态bottom_area; 底部未确认
19,76.85684213113855,71.26248328864514,000597,东北制药,bottom_area,2024-09-03,4.21,2024-08-26,4.07,3.4398034398034314,5.65110565110564,32.053422370617696,False,0.7177,1.5494,2,3,2,66.66666666666666,38.80950787489403,61.02150537634409,11.560196560196568,3.4398034398034314,历史2/3次成功; 当前距低点3.44%; 最新日涨幅0.72%; 状态bottom_area; 底部未确认
20,75.41883424812632,71.78009721824091,000539,粤电力A,bottom_area,2024-09-03,4.33,2024-08-26,4.13,4.842615012106542,6.7796610169491585,31.395348837209298,False,0.0,0.5541,1,1,1,100.0,19.89924433249369,19.89924433249369,10.157384987893458,4.842615012106542,历史1/1次成功; 当前距低点4.84%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
21,74.0577155525601,67.62124570629517,000037,深南电A,bottom_area,2024-09-03,7.06,2024-08-28,6.88,2.6162790697674376,5.087209302325589,28.92561983471074,False,0.2841,1.2297,4,8,4,50.0,28.58259131916628,45.16765285996055,12.383720930232561,2.6162790697674376,历史4/8次成功; 当前距低点2.62%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
22,73.60817295410237,65.47651031564097,603132,金徽股份,bottom_area,2024-09-03,10.83,2024-09-03,10.7,1.2149532710280448,2.4299065420560897,28.61907938625751,False,0.6506,1.3599,1,2,1,50.0,33.20754716981132,33.20754716981132,13.785046728971956,1.2149532710280448,历史1/2次成功; 当前距低点1.21%; 最新日涨幅0.65%; 状态bottom_area; 底部未确认
23,68.69533907771388,61.95977780207744,603069,海汽集团,bottom_area,2024-09-03,15.1,2024-08-29,14.81,1.958136394328151,6.819716407832543,27.966926070038905,False,-1.8205,1.5651,2,6,2,33.33333333333333,48.661265848453205,76.0375880971026,13.04186360567185,1.958136394328151,历史2/6次成功; 当前距低点1.96%; 最新日涨幅-1.82%; 状态bottom_area; 底部未确认
24,68.12814866314487,64.2897375452342,600183,生益科技,bottom_area,2024-09-03,17.62,2024-08-29,16.88,4.383886255924183,7.2274881516587826,29.519832985386223,True,1.5562,0.8977,2,4,2,50.0,23.14515165989969,25.158227848101262,10.616113744075816,4.383886255924183,历史2/4次成功; 当前距低点4.38%; 最新日涨幅1.56%; 状态bottom_area; 底部已确认
25,65.52190563569825,59.659827003873666,600262,北方股份,bottom_area,2024-09-03,15.79,2024-08-29,15.41,2.4659312134977225,6.55418559377029,31.48065807025344,False,1.871,1.8984,1,2,1,50.0,17.269624573378834,17.269624573378834,12.534068786502278,2.4659312134977225,历史1/2次成功; 当前距低点2.47%; 最新日涨幅1.87%; 状态bottom_area; 底部未确认
26,65.12366754735646,60.47881772964061,603282,亚光股份,bottom_area,2024-09-03,12.63,2024-08-26,12.2,3.524590163934439,6.311475409836078,27.164179104477615,False,1.609,1.4715,1,2,1,50.0,34.64991023339317,34.64991023339317,11.47540983606556,3.524590163934439,历史1/2次成功; 当前距低点3.52%; 最新日涨幅1.61%; 状态bottom_area; 底部未确认
27,62.33976444856111,58.27963846587703,688065,凯赛生物,bottom_area,2024-09-03,35.06,2024-08-27,33.75,3.8814814814814884,8.711111111111105,30.36930059830823,True,0.6604,0.1813,1,2,1,50.0,18.007614213197968,18.007614213197968,11.118518518518512,3.8814814814814884,历史1/2次成功; 当前距低点3.88%; 最新日涨幅0.66%; 状态bottom_area; 底部已确认
28,62.20508074355255,58.1780184816034,002682,龙洲股份,bottom_area,2024-09-03,3.46,2024-08-28,3.33,3.9039039039039007,6.606606606606599,30.76923076923076,False,0.5814,1.6039,1,2,1,50.0,26.929674099485425,26.929674099485425,11.0960960960961,3.9039039039039007,历史1/2次成功; 当前距低点3.90%; 最新日涨幅0.58%; 状态bottom_area; 底部未确认
29,61.50985638405949,53.86977099236644,002110,三钢闽光,bottom_area,2024-09-03,2.63,2024-09-03,2.62,0.3816793893129689,1.5267175572519098,30.319148936170205,False,-0.7547,0.2717,1,2,1,50.0,22.90322580645161,22.90322580645161,14.61832061068703,0.3816793893129689,历史1/2次成功; 当前距低点0.38%; 最新日涨幅-0.75%; 状态bottom_area; 底部未确认
30,61.46304884110644,57.001095737284835,301509,金凯生科,bottom_area,2024-09-03,26.08,2024-08-28,25.21,3.4510115033716677,6.227687425624754,29.6792189679219,False,1.5972,1.8852,1,2,1,50.0,15.05054819877544,15.05054819877544,11.548988496628333,3.4510115033716677,历史1/2次成功; 当前距低点3.45%; 最新日涨幅1.60%; 状态bottom_area; 底部未确认
31,61.359242534609294,56.202712846139576,688287,退市观典,bottom_area,2024-09-03,4.06,2024-08-30,3.95,2.784810126582264,9.87341772151898,31.77892918825561,True,-0.2457,1.7754,1,4,1,25.0,36.70473083197391,36.70473083197391,12.215189873417735,2.784810126582264,历史1/4次成功; 当前距低点2.78%; 最新日涨幅-0.25%; 状态bottom_area; 底部已确认
32,59.11121067509361,55.681487474563355,002545,东方铁塔,bottom_area,2024-09-03,6.08,2024-07-25,5.83,4.288164665523156,7.375643224699823,29.247572815533985,True,0.1647,0.5592,1,3,1,33.33333333333333,28.468653648509758,28.468653648509758,10.711835334476843,4.288164665523156,历史1/3次成功; 当前距低点4.29%; 最新日涨幅0.16%; 状态bottom_area; 底部已确认
33,57.219342628207514,54.513461771598614,300653,正海生物,bottom_area,2024-09-03,19.28,2024-08-28,18.38,4.896626768226345,7.83460282916214,27.466456195737965,True,0.4167,0.7218,1,3,1,33.33333333333333,29.647513278609367,29.647513278609367,10.103373231773654,4.896626768226345,历史1/3次成功; 当前距低点4.90%; 最新日涨幅0.42%; 状态bottom_area; 底部已确认
