rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,81.34901147144875,72.7845174954772,000850,华茂股份,bottom_area,2024-10-21,3.99,2024-10-21,3.93,1.5267175572519098,5.852417302798981,27.356746765249536,False,-4.0865,6.3255,1,1,1,100.0,17.341040462427735,17.341040462427735,13.473282442748088,1.5267175572519098,历史1/1次成功; 当前距低点1.53%; 最新日涨幅-4.09%; 状态bottom_area; 底部未确认
2,66.95238899416857,62.11846970868462,605117,德业股份,bottom_area,2024-10-21,83.4,2024-10-17,80.6,3.4739454094292945,10.42183622828785,27.906976744186053,True,-3.8617,3.6635,4,9,4,44.44444444444444,45.04276414555002,60.22338317420285,11.526054590570705,3.4739454094292945,历史4/9次成功; 当前距低点3.47%; 最新日涨幅-3.86%; 状态bottom_area; 底部已确认
3,64.27640105857633,61.27436825161787,002347,泰尔股份,bottom_area,2024-10-21,4.47,2024-10-18,4.26,4.929577464788732,6.103286384976521,28.643216080402013,False,0.6757,10.0995,2,4,2,50.0,22.816155222237516,29.585798816568047,10.070422535211268,4.929577464788732,历史2/4次成功; 当前距低点4.93%; 最新日涨幅0.68%; 状态bottom_area; 底部未确认
4,59.69964256018266,54.458054786939705,601828,美凯龙,bottom_area,2024-10-21,2.8,2024-10-18,2.73,2.564102564102558,5.494505494505491,27.00534759358289,False,-0.7092,1.1205,1,4,1,25.0,33.81294964028779,33.81294964028779,12.435897435897441,2.564102564102558,历史1/4次成功; 当前距低点2.56%; 最新日涨幅-0.71%; 状态bottom_area; 底部未确认
5,47.48127870805516,44.667831632778345,688298,东方生物,bottom_area,2024-10-21,31.38,2024-10-18,30.11,4.217867818000663,9.498505479907006,27.428295974933725,True,-1.6301,2.0426,1,7,1,14.285714285714285,15.470039788586028,15.470039788586028,10.782132181999337,4.217867818000663,历史1/7次成功; 当前距低点4.22%; 最新日涨幅-1.63%; 状态bottom_area; 底部已确认
