rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.13089186214287,79.36295398798427,001212,中旗新材,bottom_area,2024-07-03,19.91,2024-06-25,19.67,1.2201321809862655,6.659888154550068,31.103327495621713,False,-1.9212,1.1098,3,4,3,75.0,42.90244817544601,82.06521739130437,18.779867819013734,1.2201321809862655,历史3/4次成功; 当前距低点1.22%; 最新日涨幅-1.92%; 状态bottom_area; 底部未确认
2,92.8362713983512,79.65824134816152,301332,德尔玛,bottom_area,2024-07-03,8.91,2024-06-24,8.77,1.5963511972634046,4.332953249714946,30.507131537242472,False,-0.224,0.7998,1,1,1,100.0,44.935064935064936,44.935064935064936,18.403648802736598,1.5963511972634046,历史1/1次成功; 当前距低点1.60%; 最新日涨幅-0.22%; 状态bottom_area; 底部未确认
3,91.87950691172479,80.24743670737679,300765,新诺威,bottom_area,2024-07-03,23.18,2024-07-03,22.6,2.5663716814159216,7.079646017699106,28.997800816839455,False,-2.605,1.2816,3,3,3,100.0,26.66002226346828,28.947368421052634,17.43362831858408,2.5663716814159216,历史3/3次成功; 当前距低点2.57%; 最新日涨幅-2.60%; 状态bottom_area; 底部未确认
4,90.56290022521739,77.57838277005916,000862,银星能源,bottom_area,2024-07-03,4.72,2024-06-26,4.65,1.5053763440860084,4.731182795698919,27.34375,False,-1.6667,0.9141,1,1,1,100.0,32.63785394932937,32.63785394932937,18.49462365591399,1.5053763440860084,历史1/1次成功; 当前距低点1.51%; 最新日涨幅-1.67%; 状态bottom_area; 底部未确认
5,90.29354703832749,78.67902439024388,002687,乔治白,bottom_area,2024-07-03,4.2,2024-06-24,4.1,2.4390243902439157,4.390243902439039,29.914529914529915,False,-1.1765,0.9926,1,1,1,100.0,64.00000000000001,64.00000000000001,17.560975609756085,2.4390243902439157,历史1/1次成功; 当前距低点2.44%; 最新日涨幅-1.18%; 状态bottom_area; 底部未确认
6,87.46123327003626,75.79761676927197,002345,潮宏基,bottom_area,2024-07-03,4.77,2024-07-01,4.67,2.141327623126331,4.49678800856531,28.919330289193308,False,-1.2422,0.8032,1,1,1,100.0,30.859375,30.859375,17.85867237687367,2.141327623126331,历史1/1次成功; 当前距低点2.14%; 最新日涨幅-1.24%; 状态bottom_area; 底部未确认
7,87.12000439233529,78.67300776874383,002219,新里程,bottom_area,2024-07-03,1.9,2024-07-01,1.82,4.395604395604387,6.043956043956037,30.26819923371647,False,1.0638,0.5655,2,2,2,100.0,34.81175156302061,45.685279187817265,15.604395604395616,4.395604395604387,历史2/2次成功; 当前距低点4.40%; 最新日涨幅1.06%; 状态bottom_area; 底部未确认
8,86.9415672946921,76.86613195342821,002015,协鑫能科,bottom_area,2024-07-03,7.98,2024-06-25,7.73,3.2341526520051747,4.915912031047853,27.349624060150372,False,-0.6227,0.3236,1,1,1,100.0,65.95380667236954,65.95380667236954,16.76584734799483,3.2341526520051747,历史1/1次成功; 当前距低点3.23%; 最新日涨幅-0.62%; 状态bottom_area; 底部未确认
9,86.4673012151976,72.13323969767775,600345,长江通信,bottom_area,2024-07-03,17.14,2024-07-03,17.13,0.05837711617047031,2.7437244600116895,30.337535583570563,False,-2.2248,3.8322,1,1,1,100.0,25.46419098143237,25.46419098143237,19.94162288382953,0.05837711617047031,历史1/1次成功; 当前距低点0.06%; 最新日涨幅-2.22%; 状态bottom_area; 底部未确认
10,85.33177642910604,71.94555846876106,002779,中坚科技,bottom_area,2024-07-03,26.83,2024-07-03,26.66,0.6376594148537065,3.9009752438109495,30.645161290322577,False,-3.4545,1.0282,2,2,2,100.0,25.1044190033737,29.818594104308378,19.362340585146296,0.6376594148537065,历史2/2次成功; 当前距低点0.64%; 最新日涨幅-3.45%; 状态bottom_area; 底部未确认
11,85.08175805679892,73.75233335471866,600295,鄂尔多斯,bottom_area,2024-07-03,9.96,2024-06-27,9.75,2.1538461538461626,4.5128205128205074,27.61692650334076,False,-1.2884,0.2283,1,1,1,100.0,20.016680567139286,20.016680567139286,17.84615384615384,2.1538461538461626,历史1/1次成功; 当前距低点2.15%; 最新日涨幅-1.29%; 状态bottom_area; 底部未确认
12,84.7556991962449,72.06584404856314,600268,国电南自,bottom_area,2024-07-03,5.52,2024-06-28,5.46,1.0989010989010917,8.424908424908423,30.08962868117797,True,-2.4735,1.2563,2,3,2,66.66666666666666,27.713289717155693,34.43298969072165,18.90109890109891,1.0989010989010917,历史2/3次成功; 当前距低点1.10%; 最新日涨幅-2.47%; 状态bottom_area; 底部已确认
13,83.73306561079079,72.51392936882209,300393,中来股份,bottom_area,2024-07-03,5.83,2024-06-26,5.71,2.101576182136604,5.078809106830123,29.766297662976637,False,0.3442,1.037,3,5,3,60.0,26.911414323083477,36.516853932584276,17.898423817863396,2.101576182136604,历史3/5次成功; 当前距低点2.10%; 最新日涨幅0.34%; 状态bottom_area; 底部未确认
14,83.54450131772134,71.47759255236224,603368,柳药集团,bottom_area,2024-07-03,17.64,2024-06-28,17.39,1.437607820586544,4.945370902817707,27.842323651452283,False,-0.7874,1.4002,2,3,2,66.66666666666666,37.89608449802624,42.85714285714285,18.562392179413457,1.437607820586544,历史2/3次成功; 当前距低点1.44%; 最新日涨幅-0.79%; 状态bottom_area; 底部未确认
15,81.91707578773453,73.69574178010474,605089,味知香,bottom_area,2024-07-03,21.89,2024-07-01,21.01,4.188481675392665,5.568776772965245,28.170940170940167,False,2.2419,0.3715,1,1,1,100.0,22.180000000000007,22.180000000000007,15.811518324607338,4.188481675392665,历史1/1次成功; 当前距低点4.19%; 最新日涨幅2.24%; 状态bottom_area; 底部未确认
16,80.93370385698717,68.0434155384293,603185,弘元绿能,bottom_area,2024-07-03,16.67,2024-07-03,16.59,0.48221820373720226,2.2905364677516515,27.586206896551722,False,-0.8328,0.8762,4,6,4,66.66666666666666,30.893582668190593,43.51028702057404,19.5177817962628,0.48221820373720226,历史4/6次成功; 当前距低点0.48%; 最新日涨幅-0.83%; 状态bottom_area; 底部未确认
17,80.35080668315703,72.61253638253638,001218,丽臣实业,bottom_area,2024-07-03,15.07,2024-06-24,14.43,4.435204435204439,6.1677061677061715,27.121212121212125,False,-0.79,0.8332,2,2,2,100.0,25.18711018711019,29.999999999999993,15.564795564795562,4.435204435204439,历史2/2次成功; 当前距低点4.44%; 最新日涨幅-0.79%; 状态bottom_area; 底部未确认
18,79.17826871090811,70.96316372152441,001308,康冠科技,bottom_area,2024-07-03,22.2,2024-06-24,21.35,3.9812646370023317,6.557377049180321,28.66688940862011,False,-0.4484,1.2574,1,1,1,100.0,27.421758569299566,27.421758569299566,16.018735362997667,3.9812646370023317,历史1/1次成功; 当前距低点3.98%; 最新日涨幅-0.45%; 状态bottom_area; 底部未确认
19,78.4562983256726,68.0637662713391,688102,斯瑞新材,bottom_area,2024-07-03,8.37,2024-07-03,8.19,2.1978021978021944,4.761904761904769,29.940119760479046,False,-0.7117,1.0601,2,3,2,66.66666666666666,28.860691482050704,37.1943371943372,17.802197802197806,2.1978021978021944,历史2/3次成功; 当前距低点2.20%; 最新日涨幅-0.71%; 状态bottom_area; 底部未确认
