rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.36066770119399,81.18497076023391,600325,华发股份,bottom_area,2023-11-14,8.14,2023-11-03,8.0,1.750000000000007,6.875000000000009,27.667269439421343,False,0.7426,0.7237,1,1,1,100.0,32.553606237816766,32.553606237816766,13.249999999999993,1.750000000000007,历史1/1次成功; 当前距低点1.75%; 最新日涨幅0.74%; 状态bottom_area; 底部未确认
2,84.99272305360432,79.38370349941523,600048,保利发展,bottom_area,2023-11-14,11.11,2023-10-30,10.7,3.831775700934581,5.981308411214959,28.139691067830768,False,0.7253,0.3646,2,2,2,100.0,31.721247836269217,31.987577639751546,11.168224299065418,3.831775700934581,历史2/2次成功; 当前距低点3.83%; 最新日涨幅0.73%; 状态bottom_area; 底部未确认
3,67.36038445552502,64.1283562758097,000928,中钢国际,bottom_area,2023-11-14,6.26,2023-10-23,5.97,4.857621440536014,6.1976549413735365,31.06235565819862,False,0.6431,1.956,2,3,2,66.66666666666666,17.833690825619026,18.798449612403097,10.142378559463985,4.857621440536014,历史2/3次成功; 当前距低点4.86%; 最新日涨幅0.64%; 状态bottom_area; 底部未确认
4,59.0485847564837,55.5184335553365,603123,翠微股份,bottom_area,2023-11-14,12.44,2023-11-13,11.94,4.1876046901172534,4.355108877721955,29.474305965741287,False,3.1509,7.4134,1,2,1,50.0,16.108452950558224,16.108452950558224,10.812395309882747,4.1876046901172534,历史1/2次成功; 当前距低点4.19%; 最新日涨幅3.15%; 状态bottom_area; 底部未确认
5,58.554835235905806,55.43176759410804,603326,我乐家居,bottom_area,2023-11-14,10.33,2023-11-02,9.88,4.554655870445337,6.983805668016188,30.909090909090907,False,1.1753,2.5286,1,2,1,50.0,20.141843971631218,20.141843971631218,10.445344129554663,4.554655870445337,历史1/2次成功; 当前距低点4.55%; 最新日涨幅1.18%; 状态bottom_area; 底部未确认
6,56.70093824328579,49.95973991416669,605255,天普股份,bottom_area,2023-11-14,18.55,2023-11-14,18.42,0.7057546145493974,2.6058631921823934,27.04950495049504,False,-4.4799,9.2239,1,2,1,50.0,16.069142125480155,16.069142125480155,14.294245385450601,0.7057546145493974,历史1/2次成功; 当前距低点0.71%; 最新日涨幅-4.48%; 状态bottom_area; 底部未确认
