rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.25401882093558,86.46153607586986,002481,双塔食品,bottom_area,2024-07-05,3.95,2024-06-28,3.84,2.864583333333342,7.552083333333334,27.819548872180455,True,1.2821,0.6587,3,3,3,100.0,32.057989655214385,54.6583850931677,12.135416666666657,2.864583333333342,历史3/3次成功; 当前距低点2.86%; 最新日涨幅1.28%; 状态bottom_area; 底部已确认
2,93.59885990337916,85.36908649431008,603368,柳药集团,bottom_area,2024-07-05,17.65,2024-07-04,17.21,2.5566531086577435,2.9633933759442064,28.58921161825726,False,1.612,1.21,3,3,3,100.0,31.603524634675978,42.85714285714285,12.443346891342255,2.5566531086577435,历史3/3次成功; 当前距低点2.56%; 最新日涨幅1.61%; 状态bottom_area; 底部未确认
3,93.31670480813686,82.75661581137311,688303,大全能源,bottom_area,2024-07-05,19.2,2024-07-05,19.0,1.0526315789473648,2.2105263157894828,27.42551566080978,False,0.2611,0.7981,1,1,1,100.0,32.45492371705965,32.45492371705965,13.947368421052635,1.0526315789473648,历史1/1次成功; 当前距低点1.05%; 最新日涨幅0.26%; 状态bottom_area; 底部未确认
4,92.05244266562161,83.40288508557458,002687,乔治白,bottom_area,2024-07-05,4.18,2024-07-05,4.09,2.200488997555009,2.4449877750611377,30.085470085470085,False,1.4563,0.7484,1,1,1,100.0,64.00000000000001,64.00000000000001,12.79951100244499,2.200488997555009,历史1/1次成功; 当前距低点2.20%; 最新日涨幅1.46%; 状态bottom_area; 底部未确认
5,91.36342477204845,82.94138173900156,002254,泰和新材,bottom_area,2024-07-05,8.43,2024-07-05,8.24,2.3058252427184405,2.669902912621367,29.270386266094423,False,1.444,0.8196,2,2,2,100.0,32.14335103440648,38.58695652173914,12.694174757281559,2.3058252427184405,历史2/2次成功; 当前距低点2.31%; 最新日涨幅1.44%; 状态bottom_area; 底部未确认
6,91.02942152252362,81.17135935397037,002015,协鑫能科,bottom_area,2024-07-05,7.53,2024-07-05,7.43,1.3458950201884325,4.172274562584125,30.169172932330834,False,-1.9531,0.7287,1,1,1,100.0,65.95380667236954,65.95380667236954,13.654104979811565,1.3458950201884325,历史1/1次成功; 当前距低点1.35%; 最新日涨幅-1.95%; 状态bottom_area; 底部未确认
7,91.01217260354431,81.16211838006234,001696,宗申动力,bottom_area,2024-07-05,9.76,2024-07-05,9.63,1.349948078920031,3.4267912772585674,28.824833702882476,False,-2.4975,7.4511,1,1,1,100.0,65.16853932584267,65.16853932584267,13.65005192107997,1.349948078920031,历史1/1次成功; 当前距低点1.35%; 最新日涨幅-2.50%; 状态bottom_area; 底部未确认
8,90.67692069401386,81.27418875077285,300393,中来股份,bottom_area,2024-07-05,5.64,2024-07-05,5.55,1.6216216216216193,3.4234234234234306,31.73431734317344,False,0.5348,0.9556,4,5,4,80.0,24.792935742312604,36.516853932584276,13.37837837837838,1.6216216216216193,历史4/5次成功; 当前距低点1.62%; 最新日涨幅0.53%; 状态bottom_area; 底部未确认
9,89.03776368947247,80.3164074111943,002299,圣农发展,bottom_area,2024-07-05,12.46,2024-07-05,12.22,1.9639934533551573,3.1096563011456544,29.770114942528725,False,-0.638,0.8417,3,3,3,100.0,19.64684131636587,26.73830594184577,13.036006546644844,1.9639934533551573,历史3/3次成功; 当前距低点1.96%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
10,88.90046819594292,79.80173483128775,600101,明星电力,bottom_area,2024-07-05,9.56,2024-07-05,9.4,1.7021276595744694,6.063829787234045,31.785195936139328,False,-4.2084,9.8859,2,2,2,100.0,40.551537070524404,49.999999999999986,13.29787234042553,1.7021276595744694,历史2/2次成功; 当前距低点1.70%; 最新日涨幅-4.21%; 状态bottom_area; 底部未确认
11,88.45893965497639,80.15752825179383,000862,银星能源,bottom_area,2024-07-05,4.63,2024-07-05,4.53,2.207505518763789,2.6490066225165583,29.21875,False,0.6522,0.8088,1,1,1,100.0,32.63785394932937,32.63785394932937,12.792494481236211,2.207505518763789,历史1/1次成功; 当前距低点2.21%; 最新日涨幅0.65%; 状态bottom_area; 底部未确认
