rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.76274213500552,90.42838106987358,002761,浙江建投,bottom_area,2024-06-25,7.92,2024-06-25,7.84,1.020408163265307,2.5510204081632564,31.826086956521742,False,0.3802,1.4201,6,6,6,100.0,23.305976785583134,43.73730534867976,6.979591836734693,1.020408163265307,历史6/6次成功; 当前距低点1.02%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
2,94.5507592604879,89.60605524262493,002240,盛新锂能,bottom_area,2024-06-25,13.41,2024-06-25,13.25,1.2075471698113218,2.6415094339622613,30.664573521716378,False,0.6757,1.2415,4,4,4,100.0,21.178832203197413,33.42198581560282,6.792452830188678,1.2075471698113218,历史4/4次成功; 当前距低点1.21%; 最新日涨幅0.68%; 状态bottom_area; 底部未确认
3,93.71826282391982,89.12758189351415,601388,怡球资源,bottom_area,2024-06-25,2.19,2024-06-24,2.16,1.3888888888888797,4.629629629629613,27.27272727272727,False,0.9217,0.701,4,4,4,100.0,20.829293334305355,35.632183908045974,6.6111111111111205,1.3888888888888797,历史4/4次成功; 当前距低点1.39%; 最新日涨幅0.92%; 状态bottom_area; 底部未确认
4,92.87671440384693,89.27588490998072,300409,道氏技术,bottom_area,2024-06-25,8.39,2024-06-25,8.23,1.944106925880925,3.280680437424053,30.60708263069139,False,0.479,1.2726,5,5,5,100.0,28.432519897791487,50.03460207612457,6.0558930741190755,1.944106925880925,历史5/5次成功; 当前距低点1.94%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
5,91.54847432419275,88.02562040422323,603180,金牌家居,bottom_area,2024-06-25,19.25,2024-06-24,18.88,1.95974576271187,4.661016949152557,28.403488813045136,False,1.6904,0.4537,4,4,4,100.0,21.902369587130575,31.366822429906527,6.04025423728813,1.95974576271187,历史4/4次成功; 当前距低点1.96%; 最新日涨幅1.69%; 状态bottom_area; 底部未确认
6,91.23447872268731,86.24337288749604,002219,新里程,bottom_area,2024-06-25,1.88,2024-06-24,1.86,1.0752688172042901,5.376344086021498,28.735632183908038,False,0.0,0.6083,2,2,2,100.0,34.81175156302061,45.685279187817265,6.92473118279571,1.0752688172042901,历史2/2次成功; 当前距低点1.08%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
7,91.17205946712377,87.2672210992911,603368,柳药集团,bottom_area,2024-06-25,17.7,2024-06-24,17.4,1.7241379310344869,3.3333333333333446,27.800829875518684,False,0.2833,1.5584,3,3,3,100.0,31.603524634675978,42.85714285714285,6.2758620689655125,1.7241379310344869,历史3/3次成功; 当前距低点1.72%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
8,90.88463496129526,87.06720965455956,600367,红星发展,bottom_area,2024-06-25,9.78,2024-06-24,9.61,1.7689906347554625,5.098855359001043,27.471698113207548,False,0.3077,1.6476,5,5,5,100.0,14.411334955924787,24.161490683229793,6.231009365244537,1.7689906347554625,历史5/5次成功; 当前距低点1.77%; 最新日涨幅0.31%; 状态bottom_area; 底部未确认
9,90.86185749902526,86.8926033767742,001212,中旗新材,bottom_area,2024-06-25,20.0,2024-06-25,19.67,1.6776817488561173,3.8129130655821046,31.103327495621713,False,-0.448,1.9008,4,4,4,100.0,34.82643959229107,82.06521739130437,6.322318251143883,1.6776817488561173,历史4/4次成功; 当前距低点1.68%; 最新日涨幅-0.45%; 状态bottom_area; 底部未确认
10,90.53232145302458,85.79860529861807,605169,洪通燃气,bottom_area,2024-06-25,7.54,2024-06-25,7.45,1.2080536912751658,2.2818791946308714,28.97998093422307,False,0.6676,1.1996,3,3,3,100.0,17.381546853362593,26.09375,6.791946308724834,1.2080536912751658,历史3/3次成功; 当前距低点1.21%; 最新日涨幅0.67%; 状态bottom_area; 底部未确认
11,90.27290513005984,85.2466304397995,603233,大参林,bottom_area,2024-06-25,14.83,2024-06-25,14.68,1.0217983651226181,2.792915531335151,27.862407862407867,False,-0.7363,0.8428,5,5,5,100.0,17.93726189397345,27.64192139737992,6.978201634877382,1.0217983651226181,历史5/5次成功; 当前距低点1.02%; 最新日涨幅-0.74%; 状态bottom_area; 底部未确认
12,90.15032226796501,85.13812732307602,301332,德尔玛,bottom_area,2024-06-25,8.86,2024-06-24,8.77,1.0262257696693258,4.332953249714946,30.507131537242472,False,0.6818,1.019,1,1,1,100.0,44.935064935064936,44.935064935064936,6.973774230330674,1.0262257696693258,历史1/1次成功; 当前距低点1.03%; 最新日涨幅0.68%; 状态bottom_area; 底部未确认
13,90.12229933634087,85.39284922539588,600186,莲花控股,bottom_area,2024-06-25,3.38,2024-06-24,3.34,1.1976047904191627,4.19161676646707,27.074235807860266,False,0.2967,1.4551,2,2,2,100.0,31.7386459545783,53.49544072948328,6.802395209580838,1.1976047904191627,历史2/2次成功; 当前距低点1.20%; 最新日涨幅0.30%; 状态bottom_area; 底部未确认
14,89.83528277787482,85.5341375741463,000705,浙江震元,bottom_area,2024-06-25,7.0,2024-06-24,6.9,1.4492753623188355,3.3333333333333264,29.01234567901235,False,1.3025,1.7773,3,3,3,100.0,18.916588173296947,34.04605263157895,6.5507246376811645,1.4492753623188355,历史3/3次成功; 当前距低点1.45%; 最新日涨幅1.30%; 状态bottom_area; 底部未确认
15,89.43837605218712,84.75658380396793,601908,京运通,bottom_area,2024-06-25,2.52,2024-06-24,2.49,1.2048192771084258,4.0160642570280976,28.857142857142854,False,0.0,0.6367,2,2,2,100.0,28.406299762231964,40.33898305084744,6.795180722891575,1.2048192771084258,历史2/2次成功; 当前距低点1.20%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
