rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,97.37093935128031,82.67937058562222,603928,兴业股份,bottom_area,2025-07-16,15.78,2025-07-15,15.62,1.0243277848911663,3.008962868117802,29.92373261552266,False,0.0,2.7952,1,1,1,100.0,31.69267707082834,31.69267707082834,18.975672215108837,1.0243277848911663,历史1/1次成功; 当前距低点1.02%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,93.30253403989485,81.91686252139189,002826,易明医药,bottom_area,2025-07-16,18.03,2025-07-15,17.53,2.8522532800912717,3.3086138049058653,30.73883840379296,False,1.4061,4.7696,1,1,1,100.0,50.0,50.0,17.14774671990873,2.8522532800912717,历史1/1次成功; 当前距低点2.85%; 最新日涨幅1.41%; 状态bottom_area; 底部未确认
3,92.73269497342437,79.44694320217913,000999,华润三九,bottom_area,2025-07-16,30.88,2025-07-15,30.42,1.51216305062458,2.531229454306376,30.036798528058867,False,0.8491,0.7857,1,1,1,100.0,20.293951384963254,20.293951384963254,18.48783694937542,1.51216305062458,历史1/1次成功; 当前距低点1.51%; 最新日涨幅0.85%; 状态bottom_area; 底部未确认
4,92.24778057552838,79.34387262796544,301108,洁雅股份,bottom_area,2025-07-16,23.55,2025-07-15,23.15,1.7278617710583248,4.103671706263511,32.32972814966384,False,0.8565,2.0486,1,1,1,100.0,22.383857343969968,22.383857343969968,18.272138228941674,1.7278617710583248,历史1/1次成功; 当前距低点1.73%; 最新日涨幅0.86%; 状态bottom_area; 底部未确认
5,91.04532240435938,79.02208993651067,301348,蓝箭电子,bottom_area,2025-07-16,20.23,2025-07-15,19.79,2.2233451237999056,3.183425972713505,29.92209631728045,False,0.4469,3.7118,1,1,1,100.0,26.727509778357234,26.727509778357234,17.776654876200094,2.2233451237999056,历史1/1次成功; 当前距低点2.22%; 最新日涨幅0.45%; 状态bottom_area; 底部未确认
6,85.67031801840109,75.32658868893698,002155,湖南黄金,bottom_area,2025-07-16,17.9,2025-06-30,17.39,2.9327199539965383,7.073030477285798,29.28019520130134,True,-1.2141,1.8988,1,1,1,100.0,28.834355828220854,28.834355828220854,17.067280046003464,2.9327199539965383,历史1/1次成功; 当前距低点2.93%; 最新日涨幅-1.21%; 状态bottom_area; 底部已确认
7,79.73893852559607,71.38533544196218,300346,南大光电,bottom_area,2025-07-16,31.02,2025-06-13,29.85,3.9195979899497426,8.576214405360117,27.513355998057303,True,0.3234,1.5897,2,3,2,66.66666666666666,36.15780748591896,46.69811320754715,16.08040201005026,3.9195979899497426,历史2/3次成功; 当前距低点3.92%; 最新日涨幅0.32%; 状态bottom_area; 底部已确认
8,75.08878913793248,63.5763203227346,002658,雪迪龙,bottom_area,2025-07-16,8.14,2025-07-15,8.07,0.867410161090462,2.8500619578686543,29.581151832460733,False,-1.3333,6.4124,2,3,2,66.66666666666666,28.265316254592392,34.81481481481481,19.13258983890954,0.867410161090462,历史2/3次成功; 当前距低点0.87%; 最新日涨幅-1.33%; 状态bottom_area; 底部未确认
9,75.08683977065647,64.12959731543624,002636,金安国纪,bottom_area,2025-07-16,12.08,2025-07-16,11.92,1.342281879194632,3.523489932885906,28.192771084337352,False,-2.2654,8.9526,1,2,1,50.0,69.0,69.0,18.65771812080537,1.342281879194632,历史1/2次成功; 当前距低点1.34%; 最新日涨幅-2.27%; 状态bottom_area; 底部未确认
10,72.68414366603629,62.67331876170932,603022,新通联,bottom_area,2025-07-16,10.38,2025-07-15,10.19,1.864573110893045,2.0608439646712546,32.202262142381905,False,1.4663,3.7517,1,2,1,50.0,26.099706744868023,26.099706744868023,18.135426889106956,1.864573110893045,历史1/2次成功; 当前距低点1.86%; 最新日涨幅1.47%; 状态bottom_area; 底部未确认
11,69.1330496614958,60.388606310448736,600241,时代万恒,bottom_area,2025-07-16,8.37,2025-07-15,8.16,2.5735294117646945,4.044117647058824,30.25641025641025,False,1.087,2.2077,1,2,1,50.0,22.50673854447439,22.50673854447439,17.426470588235308,2.5735294117646945,历史1/2次成功; 当前距低点2.57%; 最新日涨幅1.09%; 状态bottom_area; 底部未确认
12,68.63380295876921,60.10141922260974,000637,茂化实华,bottom_area,2025-07-16,4.17,2025-07-07,4.06,2.709359605911338,5.665024630541883,27.370304114490168,False,0.4819,2.8095,1,2,1,50.0,22.627737226277358,22.627737226277358,17.290640394088662,2.709359605911338,历史1/2次成功; 当前距低点2.71%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
13,67.91082667225756,59.83221532091094,600227,赤天化,bottom_area,2025-07-16,2.37,2025-07-16,2.3,3.043478260869578,3.043478260869578,27.444794952681388,False,0.4237,2.2287,1,3,1,33.33333333333333,44.72049689440993,44.72049689440993,16.956521739130423,3.043478260869578,历史1/3次成功; 当前距低点3.04%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
14,66.29570768492597,58.63291062553223,002041,登海种业,bottom_area,2025-07-16,9.84,2025-06-23,9.53,3.2528856243441817,4.931794333683113,29.719764011799416,False,0.9231,0.7289,1,2,1,50.0,21.395106715252467,21.395106715252467,16.74711437565582,3.2528856243441817,历史1/2次成功; 当前距低点3.25%; 最新日涨幅0.92%; 状态bottom_area; 底部未确认
15,62.52817759735999,56.9369407429144,002172,澳洋健康,bottom_area,2025-07-16,3.89,2025-06-23,3.71,4.851752021563346,9.97304582210243,27.11198428290766,True,0.5168,2.7979,2,6,2,33.33333333333333,25.46022590723384,29.824561403508774,15.148247978436654,4.851752021563346,历史2/6次成功; 当前距低点4.85%; 最新日涨幅0.52%; 状态bottom_area; 底部已确认
