rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.92584900882329,87.13976838786881,688248,南网科技,bottom_area,2023-08-24,30.0,2023-08-22,29.52,1.6260162601626031,4.234417344173442,31.31689157747789,False,0.6374,2.4091,3,3,3,100.0,29.715513231395445,49.406593406593416,8.373983739837398,1.6260162601626031,历史3/3次成功; 当前距低点1.63%; 最新日涨幅0.64%; 状态bottom_area; 底部未确认
2,92.48981219086167,86.29496954923914,603236,移远通信,bottom_area,2023-08-24,44.66,2023-08-22,44.06,1.3617793917385255,4.176123467998176,29.175373734126342,False,0.1121,1.4117,3,3,3,100.0,21.93455141076877,39.389337383102855,8.638220608261475,1.3617793917385255,历史3/3次成功; 当前距低点1.36%; 最新日涨幅0.11%; 状态bottom_area; 底部未确认
3,92.12347678618865,85.75141672428315,603005,晶方科技,bottom_area,2023-08-24,18.8,2023-08-24,18.57,1.2385568120624686,2.961766289714597,27.96741660201707,False,0.9667,1.872,3,3,3,100.0,17.501754063363318,24.55991516436903,8.761443187937532,1.2385568120624686,历史3/3次成功; 当前距低点1.24%; 最新日涨幅0.97%; 状态bottom_area; 底部未确认
4,88.21075725729011,83.27501573366251,302132,中航成飞,bottom_area,2023-08-24,43.31,2023-08-24,42.47,1.9778667294560948,3.9792794914056926,30.43407043407043,False,-1.4786,3.0255,4,4,4,100.0,19.056730520550555,28.81165919282512,8.022133270543906,1.9778667294560948,历史4/4次成功; 当前距低点1.98%; 最新日涨幅-1.48%; 状态bottom_area; 底部未确认
5,88.10973231516823,81.95126450887965,002838,道恩股份,bottom_area,2023-08-24,13.52,2023-08-24,13.36,1.1976047904191627,2.3203592814371294,27.233115468409586,False,-0.1477,0.7815,3,3,3,100.0,19.04195393029752,24.95606326889279,8.802395209580837,1.1976047904191627,历史3/3次成功; 当前距低点1.20%; 最新日涨幅-0.15%; 状态bottom_area; 底部未确认
6,87.29928256879276,82.82549661997653,603212,赛伍技术,bottom_area,2023-08-24,16.44,2023-08-24,16.08,2.2388059701492726,3.731343283582099,29.006622516556295,False,1.7327,1.4323,2,2,2,100.0,30.698786193101522,32.01038575667657,7.761194029850728,2.2388059701492726,历史2/2次成功; 当前距低点2.24%; 最新日涨幅1.73%; 状态bottom_area; 底部未确认
7,87.1458781510573,83.13740375906127,300474,景嘉微,bottom_area,2023-08-24,69.75,2023-08-23,68.03,2.5282963398500646,6.3942378362487045,28.50987810004203,False,2.3928,3.0543,2,2,2,100.0,35.92429792429792,59.857142857142854,7.471703660149936,2.5282963398500646,历史2/2次成功; 当前距低点2.53%; 最新日涨幅2.39%; 状态bottom_area; 底部未确认
8,86.85377127847116,82.77558889722431,002150,正泰电源,bottom_area,2023-08-24,13.66,2023-08-24,13.33,2.4756189047261823,3.9009752438109495,30.572916666666668,False,1.9403,1.4351,1,1,1,100.0,164.87025948103792,164.87025948103792,7.524381095273819,2.4756189047261823,历史1/1次成功; 当前距低点2.48%; 最新日涨幅1.94%; 状态bottom_area; 底部未确认
9,86.62419752699267,81.19683043970699,002755,奥赛康,bottom_area,2023-08-24,7.6,2023-08-24,7.48,1.6042780748662995,3.0748663101604214,32.97491039426523,False,0.7958,0.2812,1,1,1,100.0,30.831099195710454,30.831099195710454,8.395721925133701,1.6042780748662995,历史1/1次成功; 当前距低点1.60%; 最新日涨幅0.80%; 状态bottom_area; 底部未确认
10,86.16971933658651,80.1049883568854,300438,鹏辉能源,bottom_area,2023-08-24,38.04,2023-08-24,37.6,1.1702127659574406,2.606382978723396,30.69124423963133,False,1.009,1.9326,1,1,1,100.0,19.640179910044974,19.640179910044974,8.829787234042561,1.1702127659574406,历史1/1次成功; 当前距低点1.17%; 最新日涨幅1.01%; 状态bottom_area; 底部未确认
11,86.03339099617392,81.37586557119856,688148,芳源股份,bottom_area,2023-08-24,9.33,2023-08-23,9.14,2.078774617067828,3.3916849015317143,27.3449920508744,False,1.634,1.0162,2,2,2,100.0,20.943396226415096,26.66666666666668,7.921225382932173,2.078774617067828,历史2/2次成功; 当前距低点2.08%; 最新日涨幅1.63%; 状态bottom_area; 底部未确认
