rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.92584900882329,87.13976838786881,688248,南网科技,bottom_area,2023-08-24,30.0,2023-08-22,29.52,1.6260162601626031,4.234417344173442,31.31689157747789,False,0.6374,2.4091,3,3,3,100.0,29.715513231395445,49.406593406593416,8.373983739837398,1.6260162601626031,历史3/3次成功; 当前距低点1.63%; 最新日涨幅0.64%; 状态bottom_area; 底部未确认
12,86.0209225100246,80.3430478961357,002219,新里程,bottom_area,2023-08-24,3.58,2023-08-24,3.53,1.4164305949008575,3.116147308781879,32.11538461538462,False,1.1299,0.512,1,1,1,100.0,23.938223938223942,23.938223938223942,8.583569405099142,1.4164305949008575,历史1/1次成功; 当前距低点1.42%; 最新日涨幅1.13%; 状态bottom_area; 底部未确认
13,85.87703289591067,79.83439506271549,688300,联瑞新材,bottom_area,2023-08-24,40.6,2023-08-24,40.13,1.1711936207326161,2.7909294791926174,31.4017094017094,False,-0.3436,0.4831,2,2,2,100.0,24.003852247235756,26.809910956252438,8.828806379267384,1.1711936207326161,历史2/2次成功; 当前距低点1.17%; 最新日涨幅-0.34%; 状态bottom_area; 底部未确认
14,85.51546524065355,78.82393679344062,688355,明志科技,bottom_area,2023-08-24,20.85,2023-08-24,20.7,0.7246376811594306,2.94685990338164,32.01970443349754,False,-1.465,3.6173,4,4,4,100.0,19.602745733785582,35.08474576271185,9.27536231884057,0.7246376811594306,历史4/4次成功; 当前距低点0.72%; 最新日涨幅-1.47%; 状态bottom_area; 底部未确认
15,85.48546008966673,81.447986978715,000411,英特集团,bottom_area,2023-08-24,11.66,2023-08-24,11.38,2.460456942003509,3.7785588752196806,27.974683544303797,False,-0.3419,4.0929,3,3,3,100.0,31.816283905822544,47.98426745329401,7.539543057996491,2.460456942003509,历史3/3次成功; 当前距低点2.46%; 最新日涨幅-0.34%; 状态bottom_area; 底部未确认
16,85.04974138169236,79.57697541452258,002519,银河电子,bottom_area,2023-08-24,5.38,2023-08-24,5.3,1.5094339622641524,2.641509433962275,28.571428571428577,False,0.5607,1.267,1,1,1,100.0,20.959595959595962,20.959595959595962,8.49056603773585,1.5094339622641524,历史1/1次成功; 当前距低点1.51%; 最新日涨幅0.56%; 状态bottom_area; 底部未确认
17,85.04736127570803,78.89852686990946,002121,科陆电子,bottom_area,2023-08-24,5.71,2023-08-23,5.65,1.0619469026548602,2.8318584070796327,27.096774193548384,False,0.7055,1.2402,1,1,1,100.0,11.826697892271683,11.826697892271683,8.93805309734514,1.0619469026548602,历史1/1次成功; 当前距低点1.06%; 最新日涨幅0.71%; 状态bottom_area; 底部未确认
18,84.53214269135654,78.33545726584909,300656,民德电子,bottom_area,2023-08-24,24.12,2023-08-24,23.88,1.005025125628149,2.8056951423785668,27.854984894259825,False,-0.0829,0.6152,2,2,2,100.0,13.908142754200325,14.79500891265598,8.99497487437185,1.005025125628149,历史2/2次成功; 当前距低点1.01%; 最新日涨幅-0.08%; 状态bottom_area; 底部未确认
19,84.50116066983264,78.50639469587031,300455,航天智装,bottom_area,2023-08-24,10.66,2023-08-17,10.54,1.1385199240986812,6.451612903225821,32.43589743589744,False,-0.0937,1.0574,2,2,2,100.0,16.463549047394118,18.904109589041095,8.86148007590132,1.1385199240986812,历史2/2次成功; 当前距低点1.14%; 最新日涨幅-0.09%; 状态bottom_area; 底部未确认
20,83.20402594941852,77.73007687379886,603015,弘讯科技,bottom_area,2023-08-24,8.52,2023-08-17,8.4,1.428571428571419,8.095238095238091,29.883138564273786,True,-1.0453,0.9349,1,1,1,100.0,23.318385650224208,23.318385650224208,8.571428571428582,1.428571428571419,历史1/1次成功; 当前距低点1.43%; 最新日涨幅-1.05%; 状态bottom_area; 底部已确认
21,81.96837778060718,78.68285339389745,002765,蓝黛科技,bottom_area,2023-08-24,6.49,2023-08-21,6.31,2.8526148969889165,8.874801901743274,29.339305711086226,False,-1.0671,1.8797,3,3,3,100.0,21.75707182275358,28.213879408418663,7.147385103011084,2.8526148969889165,历史3/3次成功; 当前距低点2.85%; 最新日涨幅-1.07%; 状态bottom_area; 底部未确认
22,81.46800475071093,75.65781867562174,603070,万控智造,bottom_area,2023-08-24,16.29,2023-08-24,16.11,1.1173184357541883,3.5381750465549366,28.400000000000002,False,-1.6898,2.2165,1,1,1,100.0,17.555401662049874,17.555401662049874,8.882681564245813,1.1173184357541883,历史1/1次成功; 当前距低点1.12%; 最新日涨幅-1.69%; 状态bottom_area; 底部未确认
23,81.21334539625731,75.93536006004146,688287,退市观典,bottom_area,2023-08-24,10.33,2023-08-16,10.18,1.4734774066797678,7.662082514734786,31.951871657754015,True,-0.1932,0.4873,1,1,1,100.0,14.219830899308223,14.219830899308223,8.526522593320232,1.4734774066797678,历史1/1次成功; 当前距低点1.47%; 最新日涨幅-0.19%; 状态bottom_area; 底部已确认
24,81.16645118731564,74.73753091068997,600072,中船科技,bottom_area,2023-08-24,21.03,2023-08-24,20.89,0.6701771182383942,3.638104356151259,31.9543973941368,False,-0.7551,2.4799,3,3,3,100.0,13.631907205771569,14.0952380952381,9.329822881761608,0.6701771182383942,历史3/3次成功; 当前距低点0.67%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
25,80.67748108913314,74.38433405143742,688262,国芯科技,bottom_area,2023-08-24,31.37,2023-08-17,31.14,0.7385998715478498,7.4823378291586335,32.74298056155507,True,-1.4761,1.6552,2,2,2,100.0,20.044848164336123,27.063197026022312,9.26140012845215,0.7385998715478498,历史2/2次成功; 当前距低点0.74%; 最新日涨幅-1.48%; 状态bottom_area; 底部已确认
26,80.53592113075266,74.06787674123274,688328,深科达,bottom_area,2023-08-24,21.54,2023-08-24,21.41,0.607192900513774,2.895843063988795,31.966952653320618,False,-0.783,2.9815,2,2,2,100.0,25.92621803443088,29.170984455958543,9.392807099486227,0.607192900513774,历史2/2次成功; 当前距低点0.61%; 最新日涨幅-0.78%; 状态bottom_area; 底部未确认
27,79.93789209467629,73.82784654032079,601127,赛力斯,bottom_area,2023-08-24,32.89,2023-08-24,32.62,0.8277130594727258,3.034947884733299,29.409218783813035,False,-0.6944,1.7105,7,8,7,87.5,21.08888341891715,30.591200733272228,9.172286940527275,0.8277130594727258,历史7/8次成功; 当前距低点0.83%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
28,79.48582899372826,72.89676237200266,000572,海马汽车,bottom_area,2023-08-24,4.37,2023-08-24,4.35,0.4597701149425394,3.4482758620689737,28.805237315875626,False,-1.5766,2.9407,2,2,2,100.0,17.82278620468623,22.92191435768261,9.54022988505746,0.4597701149425394,历史2/2次成功; 当前距低点0.46%; 最新日涨幅-1.58%; 状态bottom_area; 底部未确认
29,79.31325535011557,76.24669134071877,688277,天智航,bottom_area,2023-08-24,13.7,2023-08-23,13.31,2.930127723516144,8.489857250187821,29.088971763452314,False,0.2195,1.4107,1,1,1,100.0,20.469798657718112,20.469798657718112,7.069872276483857,2.930127723516144,历史1/1次成功; 当前距低点2.93%; 最新日涨幅0.22%; 状态bottom_area; 底部未确认
30,78.9846356871205,73.27644532415096,688286,敏芯股份,bottom_area,2023-08-24,47.51,2023-08-16,47.01,1.0636034886194428,7.679217187832375,28.338414634146336,False,0.0632,0.9272,2,3,2,66.66666666666666,20.509648449121638,25.016501650165008,8.936396511380558,1.0636034886194428,历史2/3次成功; 当前距低点1.06%; 最新日涨幅0.06%; 状态bottom_area; 底部未确认
31,78.97995182444055,75.35438683514364,603061,金海通,bottom_area,2023-08-24,89.85,2023-08-22,87.63,2.5333789798014363,5.546045874700445,29.438763185441662,False,2.3698,6.1913,1,1,1,100.0,10.80909090909091,10.80909090909091,7.4666210201985646,2.5333789798014363,历史1/1次成功; 当前距低点2.53%; 最新日涨幅2.37%; 状态bottom_area; 底部未确认
32,78.97033509125582,74.34499589997046,688233,神工股份,bottom_area,2023-08-24,28.9,2023-08-24,28.38,1.8322762508809005,4.298801973220587,27.04370179948586,False,-0.0692,1.1125,1,1,1,100.0,19.261213720316633,19.261213720316633,8.1677237491191,1.8322762508809005,历史1/1次成功; 当前距低点1.83%; 最新日涨幅-0.07%; 状态bottom_area; 底部未确认
33,78.80644512495056,72.0939754220847,002176,江特电机,bottom_area,2023-08-24,9.14,2023-08-24,9.11,0.32930845225028693,2.524698133918775,32.518518518518526,False,-0.6522,1.7692,2,2,2,100.0,11.907519855996531,13.689095127610203,9.670691547749714,0.32930845225028693,历史2/2次成功; 当前距低点0.33%; 最新日涨幅-0.65%; 状态bottom_area; 底部未确认
34,78.66661493722758,72.29784451319212,300473,德尔股份,bottom_area,2023-08-24,15.87,2023-08-24,15.78,0.570342205323193,2.9150823827629853,29.710467706013365,False,-1.2446,1.5551,2,2,2,100.0,15.958197534026922,21.37137137137137,9.429657794676807,0.570342205323193,历史2/2次成功; 当前距低点0.57%; 最新日涨幅-1.24%; 状态bottom_area; 底部未确认
35,78.36370702919955,75.66287982292201,300539,横河精密,bottom_area,2023-08-24,11.43,2023-08-24,11.08,3.158844765342957,6.046931407942237,28.745980707395503,False,-0.695,1.9362,2,2,2,100.0,25.941106924214775,39.25845147219192,6.841155234657043,3.158844765342957,历史2/2次成功; 当前距低点3.16%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
36,77.72585493670883,71.8357827201083,300423,昇辉科技,bottom_area,2023-08-24,9.33,2023-08-24,9.25,0.8648648648648656,2.8108108108108083,28.12742812742812,False,-0.8502,1.795,2,2,2,100.0,17.084272107527923,23.28482328482329,9.135135135135135,0.8648648648648656,历史2/2次成功; 当前距低点0.86%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
37,77.42095965516084,71.32231964996035,000028,国药一致,bottom_area,2023-08-24,31.88,2023-08-24,31.66,0.6948831332912156,2.17940619077701,28.28992072480181,False,-0.3439,0.7719,2,2,2,100.0,12.240070934754426,14.150943396226415,9.305116866708785,0.6948831332912156,历史2/2次成功; 当前距低点0.69%; 最新日涨幅-0.34%; 状态bottom_area; 底部未确认
38,76.8573968757398,70.94384762216195,300614,百川畅银,bottom_area,2023-08-24,22.71,2023-08-24,22.53,0.7989347536617829,2.529960053262318,27.788461538461533,False,-1.4323,1.4004,2,2,2,100.0,11.480746561886047,11.8614931237721,9.201065246338217,0.7989347536617829,历史2/2次成功; 当前距低点0.80%; 最新日涨幅-1.43%; 状态bottom_area; 底部未确认
39,76.24730232301562,70.06176923076923,002819,东方中科,bottom_area,2023-08-24,25.1,2023-08-24,24.96,0.5608974358974381,2.7644230769230678,28.68571428571428,False,-0.3968,0.5547,1,1,1,100.0,20.487179487179493,20.487179487179493,9.439102564102562,0.5608974358974381,历史1/1次成功; 当前距低点0.56%; 最新日涨幅-0.40%; 状态bottom_area; 底部未确认
40,75.5291419000385,69.19769306123705,300521,爱司凯,bottom_area,2023-08-24,12.35,2023-08-24,12.3,0.4065040650406417,3.4959349593495914,27.21893491124259,False,-1.9841,1.7118,3,4,3,75.0,18.115711449084504,20.590790616854918,9.593495934959359,0.4065040650406417,历史3/4次成功; 当前距低点0.41%; 最新日涨幅-1.98%; 状态bottom_area; 底部未确认
41,74.16013372764766,68.80987442392313,002845,同兴达,bottom_area,2023-08-24,14.16,2023-08-24,14.01,1.0706638115631717,2.4268379728765157,27.03125,False,-0.3519,1.7854,2,3,2,66.66666666666666,19.055490578604818,25.83258325832584,8.929336188436828,1.0706638115631717,历史2/3次成功; 当前距低点1.07%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
42,72.9055174402827,68.03146046347163,001266,宏英智能,bottom_area,2023-08-24,25.18,2023-08-24,24.84,1.3687600644122377,3.985507246376805,29.471890971039183,False,-1.3323,3.299,2,3,2,66.66666666666666,18.524552385295017,23.285351397121083,8.631239935587763,1.3687600644122377,历史2/3次成功; 当前距低点1.37%; 最新日涨幅-1.33%; 状态bottom_area; 底部未确认
43,72.29399313976496,65.93847725934606,002386,天原股份,bottom_area,2023-08-24,5.81,2023-08-24,5.8,0.1724137931034446,1.7241379310344922,30.036188178528345,False,-1.3582,0.6755,2,3,2,66.66666666666666,32.445774413737794,48.85290148448042,9.827586206896557,0.1724137931034446,历史2/3次成功; 当前距低点0.17%; 最新日涨幅-1.36%; 状态bottom_area; 底部未确认
44,69.48342552599131,67.64852341501368,688117,圣诺生物,bottom_area,2023-08-24,25.07,2023-08-22,24.2,3.5950413223140543,5.1652892561983474,30.995152552038785,False,0.6423,7.2434,2,3,2,66.66666666666666,21.282532060339015,24.6076585059636,6.404958677685945,3.5950413223140543,历史2/3次成功; 当前距低点3.60%; 最新日涨幅0.64%; 状态bottom_area; 底部未确认
45,69.19341730624774,63.252920009842484,688173,希荻微,bottom_area,2023-08-24,17.26,2023-08-24,17.21,0.29052876234747654,2.8471818710052204,28.291666666666664,False,-0.6904,1.7479,2,3,2,66.66666666666666,19.455155491011066,23.120837297811605,9.709471237652524,0.29052876234747654,历史2/3次成功; 当前距低点0.29%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
46,67.04790317709552,62.97668324983356,002272,川润股份,bottom_area,2023-08-24,5.94,2023-08-24,5.84,1.712328767123297,3.253424657534253,28.69352869352869,False,-0.8347,1.8753,1,2,1,50.0,48.337595907928375,48.337595907928375,8.287671232876704,1.712328767123297,历史1/2次成功; 当前距低点1.71%; 最新日涨幅-0.83%; 状态bottom_area; 底部未确认
47,59.358394349873606,55.970516443007256,300458,全志科技,bottom_area,2023-08-24,23.41,2023-08-22,22.97,1.9155420113191175,3.7875489769264306,27.194928684627577,False,0.7749,1.478,1,3,1,33.33333333333333,10.132359653126422,10.132359653126422,8.084457988680883,1.9155420113191175,历史1/3次成功; 当前距低点1.92%; 最新日涨幅0.77%; 状态bottom_area; 底部未确认
48,56.909120980957596,54.248410384953786,000670,盈方微,bottom_area,2023-08-24,5.77,2023-08-24,5.63,2.4866785079928895,4.7957371225577345,28.371501272264638,False,-1.7036,2.102,1,2,1,50.0,10.903426791277262,10.903426791277262,7.513321492007111,2.4866785079928895,历史1/2次成功; 当前距低点2.49%; 最新日涨幅-1.70%; 状态bottom_area; 底部未确认
49,56.15579486915941,55.105989775631926,300357,我武生物,bottom_area,2023-08-24,31.39,2023-08-24,30.18,4.00927766732936,4.671968190854871,28.040057224606578,False,2.5482,0.9563,1,2,1,50.0,11.705069124423972,11.705069124423972,5.990722332670641,4.00927766732936,历史1/2次成功; 当前距低点4.01%; 最新日涨幅2.55%; 状态bottom_area; 底部未确认
50,56.07823368977857,51.804722023096296,002487,大金重工,bottom_area,2023-08-24,23.99,2023-08-24,23.79,0.8406893652795263,3.6569987389659566,31.775164898193285,False,-0.6625,3.0636,1,2,1,50.0,17.427385892116188,17.427385892116188,9.159310634720475,0.8406893652795263,历史1/2次成功; 当前距低点0.84%; 最新日涨幅-0.66%; 状态bottom_area; 底部未确认
51,54.91666276726667,50.42880052248636,002812,恩捷股份,bottom_area,2023-08-24,68.69,2023-08-24,68.33,0.5268549685350497,5.4880725889067765,31.049445005045406,False,-3.0624,3.0781,1,2,1,50.0,16.39800995024876,16.39800995024876,9.47314503146495,0.5268549685350497,历史1/2次成功; 当前距低点0.53%; 最新日涨幅-3.06%; 状态bottom_area; 底部未确认
