rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.26698336777127,79.61950701174092,688095,福昕软件,bottom_area,2022-07-01,70.1,2022-07-01,69.16,1.3591671486408297,2.660497397339508,32.10288631454938,False,-1.2676,0.911,2,2,2,100.0,25.152731777645194,31.679509356817103,13.64083285135917,1.3591671486408297,历史2/2次成功; 当前距低点1.36%; 最新日涨幅-1.27%; 状态bottom_area; 底部未确认
2,87.9066803584718,77.96855063404806,002347,泰尔股份,bottom_area,2022-07-01,4.77,2022-07-01,4.72,1.0593220338983014,5.7203389830508575,31.89033189033189,False,-7.9151,22.0442,2,2,2,100.0,22.816155222237516,29.585798816568047,13.940677966101697,1.0593220338983014,历史2/2次成功; 当前距低点1.06%; 最新日涨幅-7.92%; 状态bottom_area; 底部未确认
3,85.28825404937183,74.59817316034976,300559,佳发教育,bottom_area,2022-07-01,9.63,2022-07-01,9.6,0.3125000000000119,2.7083333333333313,27.382753403933442,False,-2.1341,2.1371,2,2,2,100.0,25.164909464246165,29.09783989834816,14.687499999999986,0.3125000000000119,历史2/2次成功; 当前距低点0.31%; 最新日涨幅-2.13%; 状态bottom_area; 底部未确认
4,78.733650566947,74.98017346840926,000037,深南电A,bottom_area,2022-07-01,8.39,2022-06-30,8.0,4.875000000000007,7.374999999999998,29.140832595217002,True,2.6928,8.5861,3,4,3,75.0,32.47405090542621,45.16765285996055,10.124999999999993,4.875000000000007,历史3/4次成功; 当前距低点4.88%; 最新日涨幅2.69%; 状态bottom_area; 底部已确认
5,76.90937911257996,70.19363673697396,002838,道恩股份,bottom_area,2022-07-01,23.35,2022-07-01,22.76,2.592267135325131,9.007029876977139,28.427672955974842,False,-4.9267,8.2669,1,1,1,100.0,16.473149492017427,16.473149492017427,12.407732864674868,2.592267135325131,历史1/1次成功; 当前距低点2.59%; 最新日涨幅-4.93%; 状态bottom_area; 底部未确认
6,76.20401947714423,70.35338798894443,600121,郑州煤电,bottom_area,2022-07-01,5.79,2022-07-01,5.61,3.208556149732615,4.812834224598923,28.076923076923073,False,-1.5306,5.2986,3,4,3,75.0,18.838150593197845,20.6581352833638,11.791443850267385,3.208556149732615,历史3/4次成功; 当前距低点3.21%; 最新日涨幅-1.53%; 状态bottom_area; 底部未确认
7,70.4405472251841,63.842698706099824,002339,积成电子,bottom_area,2022-07-01,5.53,2022-06-23,5.41,2.2181146025878022,7.208872458410346,31.863979848866503,True,-0.5396,1.6781,1,2,1,50.0,82.94930875576038,82.94930875576038,12.781885397412196,2.2181146025878022,历史1/2次成功; 当前距低点2.22%; 最新日涨幅-0.54%; 状态bottom_area; 底部已确认
8,64.80990674034167,59.788220662746916,600382,广东明珠,bottom_area,2022-07-01,4.56,2022-06-28,4.42,3.1674208144796308,8.144796380090504,27.77777777777778,True,0.6623,0.3197,1,2,1,50.0,17.365269461077848,17.365269461077848,11.832579185520368,3.1674208144796308,历史1/2次成功; 当前距低点3.17%; 最新日涨幅0.66%; 状态bottom_area; 底部已确认
9,59.12914975200486,52.16354700384387,002116,中国海诚,bottom_area,2022-07-01,9.14,2022-06-28,9.07,0.7717750826901906,4.52039691289967,29.635376260667183,False,-0.3272,1.7348,1,2,1,50.0,18.51179673321235,18.51179673321235,14.22822491730981,0.7717750826901906,历史1/2次成功; 当前距低点0.77%; 最新日涨幅-0.33%; 状态bottom_area; 底部未确认
