rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.70716387898834,81.99698541977796,000028,国药一致,bottom_area,2023-10-11,30.43,2023-10-10,30.1,1.0963455149501604,5.083056478405307,31.82332955832389,False,0.7282,1.1821,2,2,2,100.0,12.240070934754426,14.150943396226415,6.90365448504984,1.0963455149501604,历史2/2次成功; 当前距低点1.10%; 最新日涨幅0.73%; 状态bottom_area; 底部未确认
2,86.07115760597242,84.93552935828504,301313,凡拓数创,confirmed_rebound,2023-10-11,28.72,2023-10-09,27.8,3.3093525179856047,10.215827338129497,30.93167701863354,False,2.4982,9.9001,4,4,4,100.0,32.04759730802268,52.43243243243245,4.690647482014396,3.3093525179856047,历史4/4次成功; 当前距低点3.31%; 最新日涨幅2.50%; 状态confirmed_rebound; 底部未确认
3,85.8417649620469,81.40442567988828,002069,獐子岛,bottom_area,2023-10-11,4.08,2023-09-14,4.03,1.2406947890818814,6.699751861042174,28.79858657243816,False,-0.7299,0.7862,3,3,3,100.0,16.6301602096504,30.967741935483854,6.759305210918119,1.2406947890818814,历史3/3次成功; 当前距低点1.24%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
4,84.39420495054773,81.96909885160728,002534,西子洁能,bottom_area,2023-10-11,12.79,2023-09-22,12.48,2.483974358974349,7.2115384615384635,27.861271676300582,True,-0.6988,0.378,3,3,3,100.0,25.712690269187092,33.11594202898551,5.516025641025651,2.483974358974349,历史3/3次成功; 当前距低点2.48%; 最新日涨幅-0.70%; 状态bottom_area; 底部已确认
5,83.99900322575766,78.288836160471,601226,华电科工,bottom_area,2023-10-11,5.89,2023-09-25,5.87,0.340715502555359,4.088586030664399,27.975460122699385,False,0.0,0.3296,1,1,1,100.0,39.54659949622166,39.54659949622166,7.659284497444641,0.340715502555359,历史1/1次成功; 当前距低点0.34%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
6,83.46134311557746,78.19887574193896,300649,杭州园林,bottom_area,2023-10-11,18.01,2023-10-11,17.9,0.6145251396648211,2.0670391061452573,31.15384615384616,False,-0.9896,3.7615,2,2,2,100.0,48.22576914179969,71.60305343511452,7.3854748603351785,0.6145251396648211,历史2/2次成功; 当前距低点0.61%; 最新日涨幅-0.99%; 状态bottom_area; 底部未确认
7,83.1551377436839,81.64597008953356,603226,菲林格尔,confirmed_rebound,2023-10-11,5.41,2023-09-12,5.25,3.0476190476190506,8.952380952380947,29.71887550200803,True,0.0,0.987,3,3,3,100.0,18.62656730163969,20.479302832244016,4.95238095238095,3.0476190476190506,历史3/3次成功; 当前距低点3.05%; 最新日涨幅0.00%; 状态confirmed_rebound; 底部已确认
8,81.70333834157313,78.3964342077202,000006,深振业A,bottom_area,2023-10-11,4.4,2023-10-11,4.32,1.8518518518518534,2.77777777777778,29.18032786885245,False,0.4566,1.5488,1,1,1,100.0,18.809980806142043,18.809980806142043,6.148148148148147,1.8518518518518534,历史1/1次成功; 当前距低点1.85%; 最新日涨幅0.46%; 状态bottom_area; 底部未确认
9,81.22461306231182,78.6741314163947,002333,罗普斯金,bottom_area,2023-10-11,6.12,2023-10-11,5.98,2.341137123745814,3.3444816053511586,27.16199756394641,False,-0.3257,4.163,2,2,2,100.0,32.10711859427502,46.728971962616825,5.658862876254187,2.341137123745814,历史2/2次成功; 当前距低点2.34%; 最新日涨幅-0.33%; 状态bottom_area; 底部未确认
10,78.9665540059884,74.42926430121848,000798,中水渔业,bottom_area,2023-10-11,8.74,2023-10-11,8.66,0.9237875288683611,3.3487297921477963,28.4297520661157,False,-2.1277,2.2144,3,3,3,100.0,15.08333261848572,17.3015873015873,7.076212471131639,0.9237875288683611,历史3/3次成功; 当前距低点0.92%; 最新日涨幅-2.13%; 状态bottom_area; 底部未确认
11,78.22998024649918,74.77196638527354,600032,浙江新能,bottom_area,2023-10-11,9.86,2023-09-22,9.7,1.6494845360824757,5.154639175257732,27.395209580838326,False,-0.9045,1.1875,1,1,1,100.0,19.31608133086876,19.31608133086876,6.3505154639175245,1.6494845360824757,历史1/1次成功; 当前距低点1.65%; 最新日涨幅-0.90%; 状态bottom_area; 底部未确认
12,77.7929278003519,73.25194163493107,600322,津投城开,bottom_area,2023-10-11,2.31,2023-10-11,2.29,0.873362445414848,3.9301310043668063,30.182926829268286,False,-1.2821,3.7854,2,2,2,100.0,24.802193604714613,35.828877005347586,7.126637554585153,0.873362445414848,历史2/2次成功; 当前距低点0.87%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
13,77.24982875287319,72.30631411758344,600004,白云机场,bottom_area,2023-10-11,10.73,2023-10-11,10.67,0.5623242736644846,1.9681349578256873,27.661016949152543,False,-0.9234,0.5667,1,1,1,100.0,32.57211538461537,32.57211538461537,7.437675726335516,0.5623242736644846,历史1/1次成功; 当前距低点0.56%; 最新日涨幅-0.92%; 状态bottom_area; 底部未确认
14,76.38534122256245,71.28755370839481,000560,我爱我家,bottom_area,2023-10-11,2.45,2023-10-11,2.44,0.40983606557377994,2.0491803278688634,29.069767441860467,False,-0.4065,2.6451,2,2,2,100.0,8.559031924209851,8.679245283018867,7.5901639344262195,0.40983606557377994,历史2/2次成功; 当前距低点0.41%; 最新日涨幅-0.41%; 状态bottom_area; 底部未确认
15,75.79991721997932,71.5281523550956,001330,博纳影业,bottom_area,2023-10-11,7.18,2023-10-09,7.11,0.9845288326300898,5.625879043600555,30.634146341463413,False,0.4196,0.6348,1,1,1,100.0,11.090742438130146,11.090742438130146,7.015471167369911,0.9845288326300898,历史1/1次成功; 当前距低点0.98%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
16,74.3403023631062,70.10591173910335,002850,科达利,confirmed_rebound,2023-10-11,87.02,2023-10-11,86.2,0.9512761020881592,8.805104408352673,29.804560260586317,False,-6.5708,3.9649,3,3,3,100.0,12.60656587023842,13.44718098343773,7.048723897911841,0.9512761020881592,历史3/3次成功; 当前距低点0.95%; 最新日涨幅-6.57%; 状态confirmed_rebound; 底部未确认
17,74.13775772664384,74.08752889349572,000058,深赛格,bottom_area,2023-10-11,7.08,2023-09-22,6.81,3.9647577092511086,7.635829662261387,27.16577540106952,True,-0.8403,2.8761,1,1,1,100.0,34.82352941176472,34.82352941176472,4.035242290748892,3.9647577092511086,历史1/1次成功; 当前距低点3.96%; 最新日涨幅-0.84%; 状态bottom_area; 底部已确认
18,73.68945922545608,74.09546175562389,002767,先锋电子,bottom_area,2023-10-11,14.6,2023-09-22,14.0,4.285714285714283,5.428571428571427,30.174563591022448,False,0.3436,3.5117,2,2,2,100.0,8.854249070174514,9.063444108761324,3.714285714285717,4.285714285714283,历史2/2次成功; 当前距低点4.29%; 最新日涨幅0.34%; 状态bottom_area; 底部未确认
19,73.6717491481004,74.5318724685195,002177,御银股份,bottom_area,2023-10-11,4.09,2023-09-28,3.91,4.603580562659839,6.3938618925831205,27.992633517495392,False,0.2451,3.3066,2,2,2,100.0,15.096968555827523,19.574468085106382,3.3964194373401613,4.603580562659839,历史2/2次成功; 当前距低点4.60%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
20,73.58038689363406,68.51300958121232,603128,华贸物流,bottom_area,2023-10-11,6.89,2023-10-11,6.87,0.29112081513827615,1.3100436681222687,28.4375,False,-0.4335,0.5135,1,1,1,100.0,8.853575482406349,8.853575482406349,7.708879184861724,0.29112081513827615,历史1/1次成功; 当前距低点0.29%; 最新日涨幅-0.43%; 状态bottom_area; 底部未确认
21,71.70954102513272,71.45172552067666,603191,望变电气,bottom_area,2023-10-11,15.52,2023-09-21,14.95,3.8127090301003363,5.016722408026756,29.046037019458954,False,-0.449,1.587,2,2,2,100.0,11.315602738201239,13.281249999999995,4.187290969899664,3.8127090301003363,历史2/2次成功; 当前距低点3.81%; 最新日涨幅-0.45%; 状态bottom_area; 底部未确认
22,71.25877603699949,70.60229852440413,300749,顶固集创,confirmed_rebound,2023-10-11,9.12,2023-09-11,8.81,3.518728717366614,9.421112372304199,28.663967611336027,True,-0.7617,2.1316,1,1,1,100.0,20.833333333333336,20.833333333333336,4.481271282633386,3.518728717366614,历史1/1次成功; 当前距低点3.52%; 最新日涨幅-0.76%; 状态confirmed_rebound; 底部已确认
