rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,81.73226888466695,79.84071847486058,688236,春立医疗,bottom_area,2023-07-04,24.38,2023-06-28,23.72,2.7824620573355827,7.082630691399662,32.228571428571435,True,0.5361,1.6855,1,1,1,100.0,28.788881535407025,28.788881535407025,5.217537942664417,2.7824620573355827,历史1/1次成功; 当前距低点2.78%; 最新日涨幅0.54%; 状态bottom_area; 底部已确认
2,81.40286196262633,80.25113028739786,605266,健之佳,bottom_area,2023-07-04,61.15,2023-07-04,59.22,3.2590341100979394,5.200945626477538,32.11051243838129,False,-1.3391,1.3952,4,4,4,100.0,18.503914292586888,33.154615273148806,4.740965889902061,3.2590341100979394,历史4/4次成功; 当前距低点3.26%; 最新日涨幅-1.34%; 状态bottom_area; 底部未确认
3,78.58819727635205,76.28461673713491,002545,东方铁塔,bottom_area,2023-07-04,7.1,2023-06-26,6.93,2.4531024531024523,3.03030303030303,27.58620689655173,False,-0.1406,0.4141,2,2,2,100.0,20.63274371079842,28.468653648509758,5.546897546897547,2.4531024531024523,历史2/2次成功; 当前距低点2.45%; 最新日涨幅-0.14%; 状态bottom_area; 底部未确认
4,76.1195900896893,76.34278494267784,688156,路德科技,confirmed_rebound,2023-07-04,27.09,2023-07-03,26.01,4.15224913494809,9.765474817377928,27.72992497916088,False,0.4449,3.6616,2,2,2,100.0,29.515661130964897,44.22535211267606,3.8477508650519097,4.15224913494809,历史2/2次成功; 当前距低点4.15%; 最新日涨幅0.44%; 状态confirmed_rebound; 底部未确认
5,75.51738887452082,76.46530588968217,000792,盐湖股份,bottom_area,2023-07-04,19.36,2023-05-30,18.5,4.648648648648646,7.5675675675675595,29.49695121951219,True,0.5714,0.3178,2,2,2,100.0,16.850671013984325,24.904214559386965,3.3513513513513544,4.648648648648646,历史2/2次成功; 当前距低点4.65%; 最新日涨幅0.57%; 状态bottom_area; 底部已确认
6,74.57675689088998,73.06594588855968,605178,时空科技,bottom_area,2023-07-04,22.44,2023-06-26,21.8,2.935779816513764,4.1284403669724705,29.4041450777202,False,-0.4878,2.8164,2,2,2,100.0,9.244751990382023,9.557235421166304,5.064220183486237,2.935779816513764,历史2/2次成功; 当前距低点2.94%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
7,73.8036541275526,73.43246547699525,002299,圣农发展,bottom_area,2023-07-04,19.15,2023-06-26,18.46,3.7378114842903454,4.821235102925247,27.00672202451561,False,-0.0522,0.3871,2,2,2,100.0,21.046643339662563,26.73830594184577,4.262188515709655,3.7378114842903454,历史2/2次成功; 当前距低点3.74%; 最新日涨幅-0.05%; 状态bottom_area; 底部未确认
8,72.51234865909842,70.66531690484719,002507,涪陵榨菜,bottom_area,2023-07-04,18.15,2023-06-26,17.68,2.6583710407239756,4.8076923076923155,28.967456809963842,False,-0.982,0.8308,1,1,1,100.0,9.604316546762583,9.604316546762583,5.341628959276025,2.6583710407239756,历史1/1次成功; 当前距低点2.66%; 最新日涨幅-0.98%; 状态bottom_area; 底部未确认
9,71.95439001152496,72.72177245773261,002041,登海种业,bottom_area,2023-07-04,15.39,2023-06-29,14.72,4.551630434782608,4.6874999999999964,30.56603773584905,False,0.654,0.3609,1,1,1,100.0,21.395106715252467,21.395106715252467,3.448369565217392,4.551630434782608,历史1/1次成功; 当前距低点4.55%; 最新日涨幅0.65%; 状态bottom_area; 底部未确认
10,71.93718345222221,72.70507980067883,002063,远光软件,bottom_area,2023-07-04,7.12,2023-07-03,6.81,4.552129221732754,6.02055800293686,29.136316337148806,False,0.9929,1.3926,1,1,1,100.0,21.311475409836078,21.311475409836078,3.4478707782672466,4.552129221732754,历史1/1次成功; 当前距低点4.55%; 最新日涨幅0.99%; 状态bottom_area; 底部未确认
11,71.39144135451392,72.02070071915914,601669,中国电建,bottom_area,2023-07-04,5.86,2023-06-07,5.61,4.45632798573975,5.169340463458111,29.78723404255319,False,0.0,0.7027,1,1,1,100.0,16.457680250783696,16.457680250783696,3.54367201426025,4.45632798573975,历史1/1次成功; 当前距低点4.46%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
12,70.72356273669035,70.87276856524876,600935,华塑股份,bottom_area,2023-07-04,3.8,2023-06-27,3.65,4.109589041095888,6.575342465753431,28.571428571428577,False,-1.0417,0.2578,1,1,1,100.0,28.50877192982458,28.50877192982458,3.8904109589041123,4.109589041095888,历史1/1次成功; 当前距低点4.11%; 最新日涨幅-1.04%; 状态bottom_area; 底部未确认
13,70.02603032206855,70.81167813790516,000703,恒逸石化,bottom_area,2023-07-04,6.85,2023-06-12,6.55,4.580152671755722,5.954198473282451,27.222222222222225,False,0.1462,0.2074,1,1,1,100.0,11.475409836065575,11.475409836065575,3.419847328244278,4.580152671755722,历史1/1次成功; 当前距低点4.58%; 最新日涨幅0.15%; 状态bottom_area; 底部未确认
14,69.92469831343239,69.1026315371649,600283,钱江水利,confirmed_rebound,2023-07-04,14.66,2023-06-15,14.18,3.385049365303247,8.321579689703807,27.095115681233935,True,-0.6102,2.5852,1,1,1,100.0,11.131957473420883,11.131957473420883,4.614950634696753,3.385049365303247,历史1/1次成功; 当前距低点3.39%; 最新日涨幅-0.61%; 状态confirmed_rebound; 底部已确认
15,67.57628339456342,67.85207937539644,688085,三友医疗,bottom_area,2023-07-04,25.98,2023-06-26,24.93,4.211793020457284,6.498194945848379,29.25652667423383,False,-0.9153,0.3009,1,1,1,100.0,13.52133044107013,13.52133044107013,3.788206979542716,4.211793020457284,历史1/1次成功; 当前距低点4.21%; 最新日涨幅-0.92%; 状态bottom_area; 底部未确认
16,65.48069946999152,66.1872599053447,002626,金达威,bottom_area,2023-07-04,18.81,2023-06-26,17.99,4.558087826570318,5.9477487493051715,27.165991902834012,False,-0.5288,0.4205,1,1,1,100.0,8.815592203898044,8.815592203898044,3.4419121734296816,4.558087826570318,历史1/1次成功; 当前距低点4.56%; 最新日涨幅-0.53%; 状态bottom_area; 底部未确认
17,59.6174400496541,57.86029444819061,688228,开普云,bottom_area,2023-07-04,50.71,2023-07-03,49.5,2.4444444444444464,5.05050505050505,30.962343096234314,False,-0.5881,3.2863,1,2,1,50.0,29.80445043830074,29.80445043830074,5.555555555555554,2.4444444444444464,历史1/2次成功; 当前距低点2.44%; 最新日涨幅-0.59%; 状态bottom_area; 底部未确认
