rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_date,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,history_success_dates,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.08120339258761,82.39120936667435,688768,容知日新,bottom_area,2025-04-14,37.65,2025-04-10,49.82,2025-04-11,36.24,3.8907284768211823,7.56070640176599,27.258129265355276,24.42794058611,True,-2.080624187256186,1.0871670772630757,13,14,13,92.85714285714286,44.03570818493582,67.85915492957747,2023-10-31; 2023-11-13; 2023-11-17; 2023-11-22; 2023-11-24; 2024-02-06; 2024-11-18; 2025-01-13; 2025-02-07; 2025-02-17; 2025-03-03; 2025-03-25; 2025-04-01,16.10927152317882,3.8907284768211823,历史13/14次成功; 当前距低点3.89%; 最新日涨幅-2.08%; 状态bottom_area; 底部已确认
