rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.03328019799629,85.093556231003,603013,亚普股份,bottom_area,2024-01-09,16.69,2024-01-08,16.45,1.4589665653495563,2.4924012158054722,27.692307692307693,False,1.0291,0.4888,1,1,1,100.0,53.30739299610896,53.30739299610896,8.541033434650444,1.4589665653495563,历史1/1次成功; 当前距低点1.46%; 最新日涨幅1.03%; 状态bottom_area; 底部未确认
2,90.60155151750469,84.32834533978868,002146,荣盛发展,bottom_area,2024-01-09,1.64,2024-01-09,1.62,1.2345679012345552,3.703703703703693,27.027027027027028,False,-2.381,2.259,4,4,4,100.0,15.608387927975553,19.587628865979376,8.765432098765444,1.2345679012345552,历史4/4次成功; 当前距低点1.23%; 最新日涨幅-2.38%; 状态bottom_area; 底部未确认
3,87.62783811738527,81.37069125917765,601628,中国人寿,bottom_area,2024-01-09,26.36,2024-01-09,26.07,1.1123897199846533,1.9179133103183736,32.00312989045384,False,0.4573,0.0554,1,1,1,100.0,25.736235595390532,25.736235595390532,8.887610280015346,1.1123897199846533,历史1/1次成功; 当前距低点1.11%; 最新日涨幅0.46%; 状态bottom_area; 底部未确认
4,87.51713392769666,83.14832369942197,600172,黄河旋风,bottom_area,2024-01-09,3.54,2024-01-08,3.46,2.3121387283237014,3.7572254335260085,29.098360655737704,False,2.3121,1.6486,1,1,1,100.0,51.074589127686465,51.074589127686465,7.687861271676299,2.3121387283237014,历史1/1次成功; 当前距低点2.31%; 最新日涨幅2.31%; 状态bottom_area; 底部未确认
5,87.12789953393663,80.8177069650574,002409,雅克科技,bottom_area,2024-01-09,47.9,2024-01-09,47.4,1.0548523206751055,3.1223628691983207,32.391955498502355,False,0.0836,2.1111,1,1,1,100.0,22.057904603207675,22.057904603207675,8.945147679324895,1.0548523206751055,历史1/1次成功; 当前距低点1.05%; 最新日涨幅0.08%; 状态bottom_area; 底部未确认
6,87.1009339761722,80.84522617018486,600006,东风股份,bottom_area,2024-01-09,5.57,2024-01-09,5.51,1.0889292196007352,1.8148820326678865,27.116402116402117,False,0.1799,0.5088,1,1,1,100.0,22.6235741444867,22.6235741444867,8.911070780399266,1.0889292196007352,历史1/1次成功; 当前距低点1.09%; 最新日涨幅0.18%; 状态bottom_area; 底部未确认
7,86.57877389613567,83.51149378024711,600152,维科技术,bottom_area,2024-01-09,6.97,2023-12-27,6.76,3.1065088757396446,9.319526627218934,28.31389183457052,True,0.0,1.12,3,3,3,100.0,19.163086112545617,24.87644151565074,6.893491124260357,3.1065088757396446,历史3/3次成功; 当前距低点3.11%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
8,85.86306368060087,80.87247182925698,002095,生意宝,bottom_area,2024-01-09,17.55,2024-01-09,17.23,1.8572257690075467,3.540336622170629,28.62468931234466,False,-0.2274,2.2731,3,3,3,100.0,21.32766979889348,33.84030418250951,8.142774230992455,1.8572257690075467,历史3/3次成功; 当前距低点1.86%; 最新日涨幅-0.23%; 状态bottom_area; 底部未确认
9,85.32951854266824,78.98531642053678,000070,特发信息,bottom_area,2024-01-09,7.47,2024-01-09,7.4,0.9459459459459376,2.7027027027026933,28.640308582449364,False,0.134,0.9244,2,2,2,100.0,34.04340417899739,50.60532687651331,9.054054054054063,0.9459459459459376,历史2/2次成功; 当前距低点0.95%; 最新日涨幅0.13%; 状态bottom_area; 底部未确认
10,85.10968051904554,78.46396514555461,300454,深信服,bottom_area,2024-01-09,64.5,2024-01-09,64.03,0.7340309230048396,3.0766828049351846,29.621894921960873,False,-0.5704,1.2489,4,4,4,100.0,17.782557258094812,29.49391262831224,9.26596907699516,0.7340309230048396,历史4/4次成功; 当前距低点0.73%; 最新日涨幅-0.57%; 状态bottom_area; 底部未确认
11,84.90003404337018,79.67073660442517,002385,大北农,bottom_area,2024-01-09,5.5,2024-01-09,5.41,1.6635859519408478,2.4029574861367817,27.38255033557047,False,0.365,1.0606,1,1,1,100.0,23.353293413173663,23.353293413173663,8.336414048059153,1.6635859519408478,历史1/1次成功; 当前距低点1.66%; 最新日涨幅0.36%; 状态bottom_area; 底部未确认
12,82.97149553192185,77.95979445952388,601016,节能风电,bottom_area,2024-01-09,2.94,2023-12-27,2.89,1.7301038062283676,5.8823529411764675,29.166666666666664,False,0.0,0.3329,1,1,1,100.0,14.970059880239523,14.970059880239523,8.269896193771634,1.7301038062283676,历史1/1次成功; 当前距低点1.73%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
13,82.49491242933897,76.72192659699164,002355,兴民智通,bottom_area,2024-01-09,5.09,2024-01-09,5.03,1.1928429423459166,3.379721669980118,27.417027417027413,False,-1.165,3.4425,4,5,4,80.0,17.535529599679155,21.138211382113823,8.807157057654084,1.1928429423459166,历史4/5次成功; 当前距低点1.19%; 最新日涨幅-1.17%; 状态bottom_area; 底部未确认
14,82.28076027754122,76.32921647543557,600981,苏豪汇鸿,bottom_area,2024-01-09,2.86,2024-01-09,2.83,1.060070671378085,2.1201413427561855,27.435897435897434,False,-0.6944,1.0405,1,1,1,100.0,20.463320463320475,20.463320463320475,8.939929328621915,1.060070671378085,历史1/1次成功; 当前距低点1.06%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
15,81.70071861281662,75.80203883057797,002195,岩山科技,bottom_area,2024-01-09,2.84,2024-01-05,2.81,1.0676156583629823,6.405693950177942,27.948717948717945,False,-0.3509,1.2743,1,1,1,100.0,17.72151898734177,17.72151898734177,8.932384341637018,1.0676156583629823,历史1/1次成功; 当前距低点1.07%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
16,80.94422046211935,75.47793058265502,301393,昊帆生物,bottom_area,2024-01-09,56.35,2024-01-09,55.61,1.3306959180003632,3.1828807768387035,31.833782789899484,False,-0.7923,3.8251,1,1,1,100.0,19.203856320945413,19.203856320945413,8.669304081999638,1.3306959180003632,历史1/1次成功; 当前距低点1.33%; 最新日涨幅-0.79%; 状态bottom_area; 底部未确认
