rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.03328019799629,85.093556231003,603013,亚普股份,bottom_area,2024-01-09,16.69,2024-01-08,16.45,1.4589665653495563,2.4924012158054722,27.692307692307693,False,1.0291,0.4888,1,1,1,100.0,53.30739299610896,53.30739299610896,8.541033434650444,1.4589665653495563,历史1/1次成功; 当前距低点1.46%; 最新日涨幅1.03%; 状态bottom_area; 底部未确认
17,80.47823110101133,73.67493182689205,301509,金凯生科,bottom_area,2024-01-09,60.33,2024-01-09,60.11,0.36599567459657106,3.1109632340708657,28.61892886830542,False,0.2659,4.5825,1,1,1,100.0,15.05054819877544,15.05054819877544,9.63400432540343,0.36599567459657106,历史1/1次成功; 当前距低点0.37%; 最新日涨幅0.27%; 状态bottom_area; 底部未确认
18,80.05790752540558,76.78840137318784,600178,东安动力,bottom_area,2024-01-09,12.8,2024-01-09,12.45,2.8112449799196906,6.184738955823304,29.22114837976123,False,-1.2346,8.3894,2,2,2,100.0,27.731397459165148,36.84210526315788,7.18875502008031,2.8112449799196906,历史2/2次成功; 当前距低点2.81%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
19,79.79169529830043,73.44514164767178,603004,鼎龙科技,bottom_area,2024-01-09,30.91,2024-01-09,30.71,0.6512536633018537,7.0335395636600335,32.65350877192982,False,-9.408,49.4519,1,1,1,100.0,55.7168784029038,55.7168784029038,9.348746336698147,0.6512536633018537,历史1/1次成功; 当前距低点0.65%; 最新日涨幅-9.41%; 状态bottom_area; 底部未确认
20,79.6787242936538,75.82530705012297,002508,老板电器,bottom_area,2024-01-09,21.35,2024-01-09,20.85,2.3980815347721824,2.8297362110311743,32.63327948303715,False,1.8121,0.6704,1,1,1,100.0,11.682435211846977,11.682435211846977,7.601918465227818,2.3980815347721824,历史1/1次成功; 当前距低点2.40%; 最新日涨幅1.81%; 状态bottom_area; 底部未确认
21,79.4055455478243,72.87790535007733,002041,登海种业,bottom_area,2024-01-09,12.08,2024-01-09,12.02,0.4991680532445965,3.078202995008328,28.83362936648905,False,-0.9836,0.8379,2,2,2,100.0,18.2043468358871,21.395106715252467,9.500831946755405,0.4991680532445965,历史2/2次成功; 当前距低点0.50%; 最新日涨幅-0.98%; 状态bottom_area; 底部未确认
22,78.71323643361588,72.59039446564415,002284,亚太股份,bottom_area,2024-01-09,8.05,2024-01-09,7.99,0.7509386733416833,2.3779724655819714,29.665492957746476,False,-0.2478,1.0436,2,2,2,100.0,19.744809897113992,27.214170692431566,9.249061326658317,0.7509386733416833,历史2/2次成功; 当前距低点0.75%; 最新日涨幅-0.25%; 状态bottom_area; 底部未确认
23,78.65306595415069,78.56766631684975,002796,世嘉科技,bottom_area,2024-01-09,11.04,2023-12-26,10.52,4.942965779467677,9.125475285171111,28.092959671907046,True,2.0333,1.6164,2,2,2,100.0,31.7614424410541,36.33841886269071,5.057034220532324,4.942965779467677,历史2/2次成功; 当前距低点4.94%; 最新日涨幅2.03%; 状态bottom_area; 底部已确认
24,78.48571429742634,73.53662321918044,300413,芒果超媒,bottom_area,2024-01-09,23.12,2024-01-09,22.76,1.5817223198593997,4.305799648506137,27.33077905491698,False,-1.7842,2.4072,1,1,1,100.0,11.843817787418656,11.843817787418656,8.418277680140601,1.5817223198593997,历史1/1次成功; 当前距低点1.58%; 最新日涨幅-1.78%; 状态bottom_area; 底部未确认
25,78.30389573375736,72.19884623587119,601933,永辉超市,bottom_area,2024-01-09,2.72,2024-01-09,2.7,0.7407407407407414,1.8518518518518452,32.33082706766917,False,0.369,0.3105,1,1,1,100.0,11.70825335892515,11.70825335892515,9.25925925925926,0.7407407407407414,历史1/1次成功; 当前距低点0.74%; 最新日涨幅0.37%; 状态bottom_area; 底部未确认
26,78.2639953468646,72.19320325496945,001236,弘业期货,bottom_area,2024-01-09,10.56,2024-01-09,10.48,0.7633587786259549,1.9083969465648787,27.121001390820588,False,0.5714,1.3608,1,1,1,100.0,11.955168119551693,11.955168119551693,9.236641221374045,0.7633587786259549,历史1/1次成功; 当前距低点0.76%; 最新日涨幅0.57%; 状态bottom_area; 底部未确认
27,77.2252514172271,71.94033388184629,603286,日盈电子,bottom_area,2024-01-09,23.74,2024-01-09,23.44,1.2798634812286567,3.4129692832764382,30.36244800950682,False,0.2957,3.5147,2,3,2,66.66666666666666,15.97718253968253,16.874999999999986,8.720136518771342,1.2798634812286567,历史2/3次成功; 当前距低点1.28%; 最新日涨幅0.30%; 状态bottom_area; 底部未确认
28,76.15688799483877,69.83819423107485,603186,华正新材,bottom_area,2024-01-09,30.87,2024-01-09,30.73,0.4555808656036465,3.3843150016270718,30.0,False,-0.7715,1.1609,1,1,1,100.0,17.994186046511643,17.994186046511643,9.544419134396353,0.4555808656036465,历史1/1次成功; 当前距低点0.46%; 最新日涨幅-0.77%; 状态bottom_area; 底部未确认
29,74.21506189478251,68.43747669596856,603259,药明康德,bottom_area,2024-01-09,67.4,2024-01-09,66.9,0.7473841554559043,2.9895366218236172,27.753779697624182,False,-0.0889,0.6299,1,1,1,100.0,14.040390163483993,14.040390163483993,9.252615844544096,0.7473841554559043,历史1/1次成功; 当前距低点0.75%; 最新日涨幅-0.09%; 状态bottom_area; 底部未确认
30,73.72284986858979,67.97541161735674,301488,豪恩汽电,bottom_area,2024-01-09,65.25,2024-01-09,64.77,0.7410838351088528,3.4120734908136607,27.873051224944323,False,-0.7605,4.7415,1,1,1,100.0,11.478939577445836,11.478939577445836,9.258916164891149,0.7410838351088528,历史1/1次成功; 当前距低点0.74%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
31,73.23881007829345,69.66755690880093,605167,利柏特,bottom_area,2024-01-09,9.91,2024-01-09,9.68,2.3760330578512443,5.268595041322312,30.309575233981285,False,-7.814,27.7433,1,1,1,100.0,10.994152046783618,10.994152046783618,7.623966942148757,2.3760330578512443,历史1/1次成功; 当前距低点2.38%; 最新日涨幅-7.81%; 状态bottom_area; 底部未确认
32,72.85656867421844,71.95922946159519,301499,维科精密,confirmed_rebound,2024-01-09,29.27,2023-12-27,28.05,4.349376114081992,11.158645276292331,32.73381294964029,True,-2.0415,8.984,2,2,2,100.0,21.64412366506522,21.950454687989964,5.650623885918008,4.349376114081992,历史2/2次成功; 当前距低点4.35%; 最新日涨幅-2.04%; 状态confirmed_rebound; 底部已确认
33,72.82249286717203,69.62340049003231,002660,茂硕电源,bottom_area,2024-01-09,10.49,2024-01-09,10.22,2.641878669275925,3.913894324853215,29.903978052126195,False,0.3828,12.2296,2,3,2,66.66666666666666,20.21622144792876,24.71428571428572,7.358121330724075,2.641878669275925,历史2/3次成功; 当前距低点2.64%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
34,70.72382236965682,65.09615479392403,300601,康泰生物,bottom_area,2024-01-09,24.8,2024-01-09,24.64,0.6493506493506499,2.029220779220779,27.911059098888234,False,0.0807,0.8971,2,3,2,66.66666666666666,11.290363482671175,11.580726965342352,9.35064935064935,0.6493506493506499,历史2/3次成功; 当前距低点0.65%; 最新日涨幅0.08%; 状态bottom_area; 底部未确认
35,69.63123516677412,64.93056326958092,688111,金山办公,bottom_area,2024-01-09,256.37,2024-01-09,253.0,1.3320158102766817,5.478260869565223,28.12091596113416,False,-1.5476,0.8512,2,4,2,50.0,20.84709310221366,27.68058076225045,8.667984189723319,1.3320158102766817,历史2/4次成功; 当前距低点1.33%; 最新日涨幅-1.55%; 状态bottom_area; 底部未确认
36,68.19811338994442,63.816670350925655,601777,千里科技,bottom_area,2024-01-09,3.35,2024-01-08,3.3,1.5151515151515234,2.4242424242424265,28.41648590021693,False,1.5152,0.3475,1,2,1,50.0,27.96352583586626,27.96352583586626,8.484848484848477,1.5151515151515234,历史1/2次成功; 当前距低点1.52%; 最新日涨幅1.52%; 状态bottom_area; 底部未确认
37,63.98670197233643,59.54403799740082,300451,创业慧康,bottom_area,2024-01-09,5.79,2024-01-09,5.72,1.2237762237762289,4.720279720279728,28.140703517587944,False,-2.6891,2.8314,1,2,1,50.0,23.89380530973452,23.89380530973452,8.776223776223771,1.2237762237762289,历史1/2次成功; 当前距低点1.22%; 最新日涨幅-2.69%; 状态bottom_area; 底部未确认
38,63.00929926292241,60.097594121382556,601949,中国出版,bottom_area,2024-01-09,7.74,2023-12-28,7.55,2.516556291390734,9.27152317880795,27.12355212355212,True,0.1294,0.5483,1,2,1,50.0,11.050228310502291,11.050228310502291,7.483443708609267,2.516556291390734,历史1/2次成功; 当前距低点2.52%; 最新日涨幅0.13%; 状态bottom_area; 底部已确认
39,61.84423409327622,58.95803713687937,000625,长安汽车,bottom_area,2024-01-09,14.81,2024-01-08,14.45,2.4913494809688665,3.6678200692041605,32.72811918063315,False,0.1352,1.632,1,2,1,50.0,13.808139534883724,13.808139534883724,7.508650519031135,2.4913494809688665,历史1/2次成功; 当前距低点2.49%; 最新日涨幅0.14%; 状态bottom_area; 底部未确认
40,61.03304750628819,56.542877798741095,600986,浙文互联,bottom_area,2024-01-09,5.1,2024-01-09,5.05,0.9900990099009866,2.5742574257425725,29.370629370629374,False,0.1965,1.8325,1,2,1,50.0,22.25969645868466,22.25969645868466,9.009900990099014,0.9900990099009866,历史1/2次成功; 当前距低点0.99%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
41,58.167077895410586,53.99815645410958,605178,时空科技,bottom_area,2024-01-09,22.11,2024-01-09,21.87,1.0973936899862753,3.4750800182898853,28.295081967213108,False,-2.2546,9.298,1,3,1,33.33333333333333,11.97247706422018,11.97247706422018,8.902606310013725,1.0973936899862753,历史1/3次成功; 当前距低点1.10%; 最新日涨幅-2.25%; 状态bottom_area; 底部未确认
42,56.02822210119804,55.04044492065919,605118,力鼎光电,bottom_area,2024-01-09,22.01,2024-01-09,21.15,4.06619385342791,4.775413711583932,27.74171506662112,False,2.9467,5.1306,1,2,1,50.0,12.050359712230225,12.050359712230225,5.93380614657209,4.06619385342791,历史1/2次成功; 当前距低点4.07%; 最新日涨幅2.95%; 状态bottom_area; 底部未确认
43,47.150331712523275,46.589308624376336,002324,普利特,confirmed_rebound,2024-01-09,11.46,2024-01-09,10.98,4.371584699453555,12.477231329690339,28.608582574772434,False,-6.0656,3.9073,1,2,1,50.0,13.260869565217392,13.260869565217392,5.628415300546446,4.371584699453555,历史1/2次成功; 当前距低点4.37%; 最新日涨幅-6.07%; 状态confirmed_rebound; 底部未确认
