rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.81322833971299,81.39114873035065,300402,宝色股份,bottom_area,2022-01-11,25.12,2022-01-11,24.81,1.2494961708988404,3.7887948407900094,28.003482298316897,False,-1.7214,1.4985,1,1,1,100.0,61.64021164021163,61.64021164021163,6.750503829101159,1.2494961708988404,历史1/1次成功; 当前距低点1.25%; 最新日涨幅-1.72%; 状态bottom_area; 底部未确认
2,83.63751040135159,79.09644397101565,300409,道氏技术,bottom_area,2022-01-11,22.1,2022-01-11,21.86,1.0978956999085179,3.6596523330283652,29.845956354300384,False,-1.9086,2.317,1,1,1,100.0,35.80454928390903,35.80454928390903,6.902104300091483,1.0978956999085179,历史1/1次成功; 当前距低点1.10%; 最新日涨幅-1.91%; 状态bottom_area; 底部未确认
3,81.95040236081252,80.13839030545367,300484,蓝海华腾,bottom_area,2022-01-11,14.86,2022-01-10,14.45,2.837370242214534,5.813148788927335,29.580896686159846,False,0.0673,2.1692,2,2,2,100.0,23.589217514531214,28.708133971291865,5.162629757785466,2.837370242214534,历史2/2次成功; 当前距低点2.84%; 最新日涨幅0.07%; 状态bottom_area; 底部未确认
4,81.1812833559574,75.58689572530393,601126,四方股份,bottom_area,2022-01-11,17.37,2022-01-11,17.32,0.2886836027713667,3.175519630484992,30.21756647864625,False,-1.5864,2.1929,1,1,1,100.0,46.85534591194968,46.85534591194968,7.711316397228633,0.2886836027713667,历史1/1次成功; 当前距低点0.29%; 最新日涨幅-1.59%; 状态bottom_area; 底部未确认
5,81.11323101785734,76.73310136618593,688029,南微医学,bottom_area,2022-01-11,186.06,2022-01-11,184.01,1.11406988750612,5.086680071735239,27.543707670499295,False,-2.2537,2.6278,1,1,1,100.0,23.296670482257504,23.296670482257504,6.885930112493881,1.11406988750612,历史1/1次成功; 当前距低点1.11%; 最新日涨幅-2.25%; 状态bottom_area; 底部未确认
6,80.07788276794732,74.89354222821203,300490,华自科技,bottom_area,2022-01-11,19.3,2022-01-11,19.2,0.5208333333333408,4.843749999999999,31.404072883172564,False,-0.7202,3.5215,2,2,2,100.0,29.306678646301293,32.06349206349206,7.479166666666659,0.5208333333333408,历史2/2次成功; 当前距低点0.52%; 最新日涨幅-0.72%; 状态bottom_area; 底部未确认
7,78.45807351451312,74.65013625071366,603213,镇洋发展,bottom_area,2022-01-11,20.09,2022-01-11,19.81,1.4134275618374617,6.713780918727926,31.334488734835364,False,-3.274,15.0979,1,1,1,100.0,25.982532751091718,25.982532751091718,6.586572438162539,1.4134275618374617,历史1/1次成功; 当前距低点1.41%; 最新日涨幅-3.27%; 状态bottom_area; 底部未确认
8,76.41111985266076,71.44519801737253,300491,通合科技,bottom_area,2022-01-11,17.84,2022-01-11,17.75,0.507042253521126,3.380281690140853,31.06796116504854,False,-2.0319,2.3031,1,1,1,100.0,27.26480836236933,27.26480836236933,7.492957746478875,0.507042253521126,历史1/1次成功; 当前距低点0.51%; 最新日涨幅-2.03%; 状态bottom_area; 底部未确认
9,62.874017933482364,63.6938910279695,300612,宣亚国际,confirmed_rebound,2022-01-11,24.86,2022-01-10,23.75,4.673684210526313,9.473684210526317,29.083308450283674,True,-3.8298,12.4135,1,1,1,100.0,8.063930257900468,8.063930257900468,3.326315789473687,4.673684210526313,历史1/1次成功; 当前距低点4.67%; 最新日涨幅-3.83%; 状态confirmed_rebound; 底部已确认
