rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,81.10573653176574,69.62795721030288,000695,滨海能源,bottom_area,2024-12-13,11.89,2024-12-04,11.7,1.6239316239316348,7.179487179487179,30.810171496156123,True,-0.3353,3.7129,2,3,2,66.66666666666666,21.042229280647017,21.910112359550556,18.376068376068368,1.6239316239316348,历史2/3次成功; 当前距低点1.62%; 最新日涨幅-0.34%; 状态bottom_area; 底部已确认
2,55.73967542503865,46.44972952086554,002312,川发龙蟒,bottom_area,2024-12-13,16.51,2024-12-13,16.51,0.0,5.330102967898237,27.840909090909083,False,-4.5665,8.7555,1,4,1,25.0,21.638330757341585,21.638330757341585,20.0,0.0,历史1/4次成功; 当前距低点0.00%; 最新日涨幅-4.57%; 状态bottom_area; 底部未确认
3,55.517492482788214,47.00106092971216,002520,日发精机,bottom_area,2024-12-13,7.02,2024-12-11,6.96,0.8620689655172358,6.465517241379313,28.09917355371901,False,-1.1268,16.9657,1,6,1,16.666666666666664,30.752212389380546,30.752212389380546,19.137931034482765,0.8620689655172358,历史1/6次成功; 当前距低点0.86%; 最新日涨幅-1.13%; 状态bottom_area; 底部未确认
4,55.09555029585799,45.91295857988166,002347,泰尔股份,bottom_area,2024-12-13,9.12,2024-12-13,9.12,0.0,4.934210526315801,31.480090157776115,False,-9.9704,35.5576,1,5,1,20.0,29.585798816568047,29.585798816568047,20.0,0.0,历史1/5次成功; 当前距低点0.00%; 最新日涨幅-9.97%; 状态bottom_area; 底部未确认
