rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.04160036693888,81.70379475657678,002455,百川股份,bottom_area,2023-05-05,7.73,2023-05-05,7.63,1.310615989515079,4.587155963302759,28.691588785046722,False,-2.5221,1.6279,3,3,3,100.0,19.096769960597644,35.42600896860987,6.689384010484921,1.310615989515079,历史3/3次成功; 当前距低点1.31%; 最新日涨幅-2.52%; 状态bottom_area; 底部未确认
2,85.75676163476477,80.3913035124069,688075,安旭生物,bottom_area,2023-05-05,67.46,2023-05-05,67.03,0.6415038042667351,2.7897956139042286,27.81606719793237,False,-2.161,2.4193,5,5,5,100.0,27.010388097500325,40.134529147982065,7.358496195733265,0.6415038042667351,历史5/5次成功; 当前距低点0.64%; 最新日涨幅-2.16%; 状态bottom_area; 底部未确认
3,85.11295795010268,80.42599154961346,688181,八亿时空,bottom_area,2023-05-05,34.47,2023-05-05,34.11,1.0554089709762517,2.931691586045148,27.084224027362126,False,-1.3169,0.9446,2,2,2,100.0,25.76518281418983,28.477257745550418,6.944591029023749,1.0554089709762517,历史2/2次成功; 当前距低点1.06%; 最新日涨幅-1.32%; 状态bottom_area; 底部未确认
4,84.39143402680591,81.50287816853154,300454,深信服,bottom_area,2023-05-05,118.1,2023-05-04,115.57,2.1891494332439225,3.7466470537336787,31.00298507462687,False,0.1781,0.7677,2,2,2,100.0,22.979241270579003,29.49391262831224,5.810850566756078,2.1891494332439225,历史2/2次成功; 当前距低点2.19%; 最新日涨幅0.18%; 状态bottom_area; 底部未确认
5,84.27713432898369,83.24299585409163,688107,安路科技,bottom_area,2023-05-05,51.71,2023-05-05,50.03,3.3579852088746747,5.036977813312005,32.673933521733275,False,1.5714,1.7356,3,3,3,100.0,29.995710378096113,67.95615731785945,4.642014791125326,3.3579852088746747,历史3/3次成功; 当前距低点3.36%; 最新日涨幅1.57%; 状态bottom_area; 底部未确认
6,84.10204818253553,80.05173542284962,688350,富淼科技,bottom_area,2023-05-05,16.27,2023-05-05,16.04,1.4339152119700775,3.4289276807980094,32.774518021793796,False,-1.988,5.1622,2,2,2,100.0,28.392807022265636,38.54748603351957,6.566084788029923,1.4339152119700775,历史2/2次成功; 当前距低点1.43%; 最新日涨幅-1.99%; 状态bottom_area; 底部未确认
7,83.953750651982,78.15456374739625,688195,腾景科技,bottom_area,2023-05-05,25.11,2023-05-05,25.04,0.2795527156549532,5.830670926517575,32.32432432432433,False,-4.3793,3.0974,6,6,6,100.0,20.763139457470636,38.77410468319559,7.720447284345047,0.2795527156549532,历史6/6次成功; 当前距低点0.28%; 最新日涨幅-4.38%; 状态bottom_area; 底部未确认
8,83.17407087689337,79.42253183902191,000935,四川双马,bottom_area,2023-05-05,18.41,2023-05-05,18.12,1.600441501103748,3.532008830022078,32.68945022288261,False,-0.5402,0.587,1,1,1,100.0,43.71794871794874,43.71794871794874,6.399558498896251,1.600441501103748,历史1/1次成功; 当前距低点1.60%; 最新日涨幅-0.54%; 状态bottom_area; 底部未确认
9,82.84757786611266,80.47355276396009,603005,晶方科技,bottom_area,2023-05-05,21.83,2023-05-05,21.3,2.4882629107981105,3.9436619718309847,28.1618887015177,False,0.7849,3.8242,2,2,2,100.0,21.111786024622447,24.55991516436903,5.51173708920189,2.4882629107981105,历史2/2次成功; 当前距低点2.49%; 最新日涨幅0.78%; 状态bottom_area; 底部未确认
10,82.17563664815516,77.57327677396326,688127,蓝特光学,bottom_area,2023-05-05,16.1,2023-05-05,15.94,1.0037641154328854,4.140526976160615,29.060970182465507,False,-1.227,1.1488,2,2,2,100.0,9.794940629839962,10.789881259679916,6.996235884567115,1.0037641154328854,历史2/2次成功; 当前距低点1.00%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
11,81.97396581595699,78.12305174990125,300582,英飞特,bottom_area,2023-05-05,12.87,2023-04-27,12.68,1.49842271293375,4.337539432176662,32.40938166311301,False,-1.6055,2.1414,1,1,1,100.0,35.48094373865699,35.48094373865699,6.50157728706625,1.49842271293375,历史1/1次成功; 当前距低点1.50%; 最新日涨幅-1.61%; 状态bottom_area; 底部未确认
12,81.6955376240135,77.29813273928947,688049,炬芯科技,bottom_area,2023-05-05,31.5,2023-05-05,31.15,1.1235955056179823,4.012841091492777,31.084070796460182,False,-1.624,1.9932,2,2,2,100.0,9.784572538163834,11.287895076327672,6.876404494382019,1.1235955056179823,历史2/2次成功; 当前距低点1.12%; 最新日涨幅-1.62%; 状态bottom_area; 底部未确认
13,81.52590428990062,76.7614033898415,601369,陕鼓动力,bottom_area,2023-05-05,9.28,2023-04-27,9.2,0.8695652173913052,5.00000000000001,31.189229618548993,False,-1.7989,0.6517,3,3,3,100.0,26.957054223084292,55.572755417956664,7.130434782608695,0.8695652173913052,历史3/3次成功; 当前距低点0.87%; 最新日涨幅-1.80%; 状态bottom_area; 底部未确认
14,81.16491081660801,75.15269520056297,002157,正邦科技,bottom_area,2023-05-05,2.52,2023-05-05,2.52,0.0,0.0,30.0,False,-4.9057,0.1411,4,4,4,100.0,13.455350540661076,16.780045351473927,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-4.91%; 状态bottom_area; 底部未确认
15,81.13242819328498,77.8187493835556,688079,美迪凯,bottom_area,2023-05-05,9.45,2023-05-05,9.28,1.8318965517241375,3.663793103448275,27.044025157232713,False,-0.7353,1.7362,2,2,2,100.0,21.265986674659317,29.007036747458958,6.168103448275863,1.8318965517241375,历史2/2次成功; 当前距低点1.83%; 最新日涨幅-0.74%; 状态bottom_area; 底部未确认
16,80.54214980243461,77.02845128915105,300661,圣邦股份,bottom_area,2023-05-05,121.59,2023-04-25,119.58,1.6808830908178667,6.790433182806494,30.20079383609619,False,-2.2667,0.7883,1,1,1,100.0,31.832606108687024,31.832606108687024,6.319116909182133,1.6808830908178667,历史1/1次成功; 当前距低点1.68%; 最新日涨幅-2.27%; 状态bottom_area; 底部未确认
17,80.30049299442891,76.12528657890145,300353,东土科技,bottom_area,2023-05-05,10.75,2023-05-04,10.62,1.2241054613936044,6.30885122410546,31.48387096774194,False,-0.463,2.7193,1,1,1,100.0,21.377672209026137,21.377672209026137,6.775894538606396,1.2241054613936044,历史1/1次成功; 当前距低点1.22%; 最新日涨幅-0.46%; 状态bottom_area; 底部未确认
18,79.92137158936046,75.44141446600476,688289,圣湘生物,confirmed_rebound,2023-05-05,18.16,2023-04-26,17.98,1.0011123470522787,12.45828698553948,27.058823529411757,False,-1.8378,1.2421,1,1,1,100.0,25.182530200451346,25.182530200451346,6.9988876529477215,1.0011123470522787,历史1/1次成功; 当前距低点1.00%; 最新日涨幅-1.84%; 状态confirmed_rebound; 底部未确认
19,79.78293678580822,77.54907110936703,002245,蔚蓝锂芯,confirmed_rebound,2023-05-05,10.97,2023-04-26,10.7,2.5233644859813213,8.317757009345799,29.512516469038214,False,-2.1409,1.4501,3,3,3,100.0,21.840549125830286,25.653923541247494,5.476635514018679,2.5233644859813213,历史3/3次成功; 当前距低点2.52%; 最新日涨幅-2.14%; 状态confirmed_rebound; 底部未确认
20,79.73205229475182,75.47391909202501,300390,天华新能,bottom_area,2023-05-05,34.4,2023-05-05,34.01,1.146721552484565,6.292266980299914,31.223458038422656,False,-4.205,2.3058,1,1,1,100.0,27.142173288654863,27.142173288654863,6.853278447515435,1.146721552484565,历史1/1次成功; 当前距低点1.15%; 最新日涨幅-4.21%; 状态bottom_area; 底部未确认
21,79.72914652241221,76.74602422485839,688048,长光华芯,bottom_area,2023-05-05,88.5,2023-05-05,86.75,2.0172910662824206,4.853025936599416,27.100840336134453,False,-1.7976,1.8742,2,2,2,100.0,17.771225032162963,19.48504983388705,5.982708933717579,2.0172910662824206,历史2/2次成功; 当前距低点2.02%; 最新日涨幅-1.80%; 状态bottom_area; 底部未确认
22,79.67338922009104,77.23781692687577,603260,合盛硅业,confirmed_rebound,2023-05-05,71.67,2023-04-25,70.0,2.3857142857142883,9.41428571428572,29.64824120603015,True,-1.6738,0.213,2,2,2,100.0,25.95293278658251,34.21399022188793,5.614285714285712,2.3857142857142883,历史2/2次成功; 当前距低点2.39%; 最新日涨幅-1.67%; 状态confirmed_rebound; 底部已确认
23,79.37376285811338,75.7895399996556,688182,灿勤科技,bottom_area,2023-05-05,17.17,2023-05-05,16.9,1.5976331360946932,4.023668639053253,27.746900384779828,False,-1.6046,4.2638,1,1,1,100.0,24.15130940834142,24.15130940834142,6.402366863905307,1.5976331360946932,历史1/1次成功; 当前距低点1.60%; 最新日涨幅-1.60%; 状态bottom_area; 底部未确认
24,79.28458418054656,73.99417910447762,605133,嵘泰股份,bottom_area,2023-05-05,26.91,2023-05-05,26.8,0.41044776119402776,4.477611940298504,30.099113197704753,False,-3.3752,4.6853,1,1,1,100.0,60.01483679525222,60.01483679525222,7.589552238805973,0.41044776119402776,历史1/1次成功; 当前距低点0.41%; 最新日涨幅-3.38%; 状态bottom_area; 底部未确认
25,79.26592671320122,77.90454862894394,300432,富临精工,bottom_area,2023-05-05,9.98,2023-04-26,9.68,3.0991735537190155,7.334710743801661,32.54355400696864,True,-1.7717,1.0211,3,3,3,100.0,11.40142113668444,13.323239969719907,4.900826446280984,3.0991735537190155,历史3/3次成功; 当前距低点3.10%; 最新日涨幅-1.77%; 状态bottom_area; 底部已确认
26,79.05904585029081,78.67543649851476,001896,豫能控股,bottom_area,2023-05-05,4.43,2023-04-24,4.27,3.747072599531619,5.85480093676815,27.993254637436767,False,-1.1161,0.5521,4,4,4,100.0,16.014849599176554,34.93975903614456,4.252927400468381,3.747072599531619,历史4/4次成功; 当前距低点3.75%; 最新日涨幅-1.12%; 状态bottom_area; 底部未确认
27,78.94216836872799,74.82944431000445,000970,中科三环,bottom_area,2023-05-05,11.63,2023-04-27,11.49,1.218450826805923,5.04786771105309,27.140139505389975,False,-2.5147,1.3246,1,1,1,100.0,14.341463414634154,14.341463414634154,6.781549173194076,1.218450826805923,历史1/1次成功; 当前距低点1.22%; 最新日涨幅-2.51%; 状态bottom_area; 底部未确认
28,78.10637808951877,76.3396116780184,300552,万集科技,bottom_area,2023-05-05,17.56,2023-05-04,17.08,2.8103044496487146,7.728337236533961,31.129032258064527,True,-1.0704,4.912,2,2,2,100.0,16.113472167835834,23.929299796057098,5.189695550351285,2.8103044496487146,历史2/2次成功; 当前距低点2.81%; 最新日涨幅-1.07%; 状态bottom_area; 底部已确认
29,78.09485347349168,75.21496497498426,688116,天奈科技,bottom_area,2023-05-05,52.36,2023-04-25,51.31,2.0463847203274157,6.704346131358404,28.39799051074518,False,-1.3007,1.0629,2,2,2,100.0,9.896355577047169,11.226578491576134,5.953615279672585,2.0463847203274157,历史2/2次成功; 当前距低点2.05%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
30,77.69529788500627,78.25059688660374,002156,通富微电,confirmed_rebound,2023-05-05,18.15,2023-05-04,17.39,4.370327774583082,9.660724554341574,29.879032258064512,True,2.3689,5.1641,3,3,3,100.0,16.585721573404154,21.92170818505337,3.6296722254169183,4.370327774583082,历史3/3次成功; 当前距低点4.37%; 最新日涨幅2.37%; 状态confirmed_rebound; 底部已确认
31,77.57479959638756,73.64525584446689,688157,松井股份,bottom_area,2023-05-05,76.51,2023-05-05,75.53,1.297497683039857,5.176750959883485,28.69146525679758,False,-2.1486,0.9006,1,1,1,100.0,8.943820224719094,8.943820224719094,6.702502316960143,1.297497683039857,历史1/1次成功; 当前距低点1.30%; 最新日涨幅-2.15%; 状态bottom_area; 底部未确认
32,77.41230935038637,77.1049143430387,000980,众泰汽车,confirmed_rebound,2023-05-05,3.01,2023-04-26,2.9,3.7931034482758577,8.965517241379318,32.24299065420561,True,-2.2727,0.9259,3,3,3,100.0,25.823603253266942,43.49775784753364,4.206896551724142,3.7931034482758577,历史3/3次成功; 当前距低点3.79%; 最新日涨幅-2.27%; 状态confirmed_rebound; 底部已确认
33,77.05617135908966,71.91930132316315,688286,敏芯股份,bottom_area,2023-05-05,46.09,2023-05-05,45.9,0.41394335511983626,4.509803921568628,28.48239326893114,False,-2.9888,2.1404,2,2,2,100.0,12.005871896969783,16.00279524807827,7.586056644880164,0.41394335511983626,历史2/2次成功; 当前距低点0.41%; 最新日涨幅-2.99%; 状态bottom_area; 底部未确认
34,76.92658646170561,77.1450503210218,002363,隆基机械,bottom_area,2023-05-05,6.78,2023-04-25,6.51,4.147465437788026,7.219662058371745,28.774617067833702,True,-2.0231,0.8205,2,2,2,100.0,36.83479311386288,54.96828752642705,3.8525345622119747,4.147465437788026,历史2/2次成功; 当前距低点4.15%; 最新日涨幅-2.02%; 状态bottom_area; 底部已确认
35,76.78614570536159,76.28721038563863,000810,创维数字,bottom_area,2023-05-05,15.29,2023-05-05,14.75,3.6610169491525366,6.711864406779662,29.05242905242905,False,-2.05,2.8719,3,3,3,100.0,18.7867152134753,31.738800303720588,4.338983050847464,3.6610169491525366,历史3/3次成功; 当前距低点3.66%; 最新日涨幅-2.05%; 状态bottom_area; 底部未确认
36,76.56870997442456,73.62375959079284,000629,钒钛股份,confirmed_rebound,2023-05-05,4.16,2023-04-25,4.08,1.960784313725492,9.803921568627459,31.08108108108108,False,-1.4218,0.6015,1,1,1,100.0,27.173913043478265,27.173913043478265,6.039215686274509,1.960784313725492,历史1/1次成功; 当前距低点1.96%; 最新日涨幅-1.42%; 状态confirmed_rebound; 底部未确认
37,76.5411486663263,70.93621246650709,300671,富满微,bottom_area,2023-05-05,42.18,2023-05-05,42.16,0.04743833017078541,4.4354838709677535,32.565579014715304,False,-2.1346,1.6626,1,1,1,100.0,18.894472361809044,18.894472361809044,7.952561669829215,0.04743833017078541,历史1/1次成功; 当前距低点0.05%; 最新日涨幅-2.13%; 状态bottom_area; 底部未确认
38,76.30008302089391,74.8995580719538,300598,诚迈科技,bottom_area,2023-05-05,44.11,2023-05-05,42.81,3.0366736743751392,3.8308806353655696,27.292798913043477,False,0.3184,2.5125,1,1,1,100.0,14.533193814672712,14.533193814672712,4.963326325624861,3.0366736743751392,历史1/1次成功; 当前距低点3.04%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
39,76.2439405986427,72.84545906165793,002748,世龙实业,bottom_area,2023-05-05,9.98,2023-04-26,9.82,1.629327902240327,3.767820773930745,29.857142857142854,False,-0.9921,0.5942,1,1,1,100.0,8.711433756805816,8.711433756805816,6.370672097759673,1.629327902240327,历史1/1次成功; 当前距低点1.63%; 最新日涨幅-0.99%; 状态bottom_area; 底部未确认
40,75.95042462236592,74.23519155600354,002758,浙农股份,bottom_area,2023-05-05,12.43,2023-04-25,12.09,2.8122415219189403,5.789909015715462,28.249258160237396,False,-1.8167,1.5155,2,2,2,100.0,14.016678634294234,19.064430714916153,5.18775847808106,2.8122415219189403,历史2/2次成功; 当前距低点2.81%; 最新日涨幅-1.82%; 状态bottom_area; 底部未确认
41,75.83551551867475,76.17831794944728,300409,道氏技术,confirmed_rebound,2023-05-05,12.8,2023-04-26,12.28,4.234527687296428,8.55048859934854,28.811594202898554,True,-1.6897,0.9386,2,2,2,100.0,42.9195756800168,50.03460207612457,3.7654723127035723,4.234527687296428,历史2/2次成功; 当前距低点4.23%; 最新日涨幅-1.69%; 状态confirmed_rebound; 底部已确认
42,75.80680933024463,73.62531841426636,002385,大北农,bottom_area,2023-05-05,7.02,2023-04-25,6.85,2.4817518248175174,4.963503649635047,30.73811931243681,False,-1.5428,1.2731,1,1,1,100.0,23.353293413173663,23.353293413173663,5.5182481751824835,2.4817518248175174,历史1/1次成功; 当前距低点2.48%; 最新日涨幅-1.54%; 状态bottom_area; 底部未确认
43,75.61012891181163,74.36179771998555,000059,华锦股份,bottom_area,2023-05-05,6.91,2023-04-25,6.7,3.134328358208954,5.522388059701494,29.916317991631804,False,-1.567,0.7186,2,2,2,100.0,18.645518154311638,25.41603630862328,4.865671641791046,3.134328358208954,历史2/2次成功; 当前距低点3.13%; 最新日涨幅-1.57%; 状态bottom_area; 底部未确认
44,75.32338603670284,75.22747849439921,300758,七彩化学,bottom_area,2023-05-05,10.04,2023-04-26,9.66,3.9337474120082714,7.142857142857137,30.252707581227433,True,-1.7613,0.8371,2,2,2,100.0,23.905497816011056,38.59480269489894,4.066252587991729,3.9337474120082714,历史2/2次成功; 当前距低点3.93%; 最新日涨幅-1.76%; 状态bottom_area; 底部已确认
45,74.744535882173,74.88320849048873,002724,海洋王,confirmed_rebound,2023-05-05,8.64,2023-04-25,8.3,4.096385542168672,8.192771084337345,28.999144568006834,True,-1.2571,1.0122,3,3,3,100.0,17.596599605555337,25.204081632653047,3.903614457831328,4.096385542168672,历史3/3次成功; 当前距低点4.10%; 最新日涨幅-1.26%; 状态confirmed_rebound; 底部已确认
46,74.63263778710436,71.59053132093827,688020,方邦股份,bottom_area,2023-05-05,51.02,2023-05-05,50.1,1.8363273453093847,3.453093812375243,30.493895671476135,False,-0.7779,0.7792,3,4,3,75.0,8.668589614213264,9.28211586901762,6.1636726546906155,1.8363273453093847,历史3/4次成功; 当前距低点1.84%; 最新日涨幅-0.78%; 状态bottom_area; 底部未确认
47,74.07979105034994,69.46179487445598,001201,东瑞股份,bottom_area,2023-05-05,24.62,2023-05-05,24.46,0.6541291905151273,2.207686017988549,28.01648028251912,False,-1.0052,1.3232,1,1,1,100.0,18.4043517679057,18.4043517679057,7.345870809484873,0.6541291905151273,历史1/1次成功; 当前距低点0.65%; 最新日涨幅-1.01%; 状态bottom_area; 底部未确认
48,73.57788651314125,70.99755558308047,601138,工业富联,bottom_area,2023-05-05,14.77,2023-05-05,14.46,2.1438450899031722,6.224066390041483,27.226975339708105,False,-3.9662,1.0583,1,1,1,100.0,15.298507462686556,15.298507462686556,5.856154910096828,2.1438450899031722,历史1/1次成功; 当前距低点2.14%; 最新日涨幅-3.97%; 状态bottom_area; 底部未确认
