rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.5180579786167,85.19283582890668,301421,波长光电,bottom_area,2024-08-27,30.17,2024-08-27,29.8,1.241610738255037,4.999999999999995,30.906561558080227,False,-3.7946,10.6423,3,3,3,100.0,47.22423823724819,56.02000000000002,8.758389261744965,1.241610738255037,历史3/3次成功; 当前距低点1.24%; 最新日涨幅-3.79%; 状态bottom_area; 底部未确认
2,90.024159750132,83.78123744534534,000597,东北制药,bottom_area,2024-08-27,4.12,2024-08-26,4.07,1.228501228501224,4.422604422604415,32.053422370617696,False,-0.7229,2.7794,3,3,3,100.0,29.259248636172746,61.02150537634409,8.771498771498775,1.228501228501224,历史3/3次成功; 当前距低点1.23%; 最新日涨幅-0.72%; 状态bottom_area; 底部未确认
3,87.35160632145471,80.51640105226926,002685,华东重机,bottom_area,2024-08-27,2.78,2024-08-27,2.76,0.724637681159421,2.898550724637684,29.94923857868021,False,-2.1127,2.1345,3,3,3,100.0,45.36868260920823,109.52380952380952,9.27536231884058,0.724637681159421,历史3/3次成功; 当前距低点0.72%; 最新日涨幅-2.11%; 状态bottom_area; 底部未确认
4,85.73072743355934,79.79688576202165,000155,川能动力,bottom_area,2024-08-27,9.01,2024-08-23,8.9,1.235955056179769,3.370786516853921,29.08366533864542,False,-1.5301,0.4345,2,2,2,100.0,24.596039194147934,37.70685579196216,8.764044943820231,1.235955056179769,历史2/2次成功; 当前距低点1.24%; 最新日涨幅-1.53%; 状态bottom_area; 底部未确认
5,85.43127092166408,79.67350137956085,001218,丽臣实业,bottom_area,2024-08-27,13.63,2024-08-26,13.45,1.33828996282529,3.2713754646840245,32.07070707070708,False,-0.9448,0.519,2,2,2,100.0,25.18711018711019,29.999999999999993,8.66171003717471,1.33828996282529,历史2/2次成功; 当前距低点1.34%; 最新日涨幅-0.94%; 状态bottom_area; 底部未确认
6,84.40802748404091,79.12321627642147,688239,航宇科技,bottom_area,2024-08-27,26.56,2024-08-27,26.14,1.6067329762815539,2.2570772762050493,30.293333333333333,False,-0.7103,1.0623,2,2,2,100.0,25.519179905072154,33.80660015349194,8.393267023718447,1.6067329762815539,历史2/2次成功; 当前距低点1.61%; 最新日涨幅-0.71%; 状态bottom_area; 底部未确认
7,83.65080028962453,76.81125864984686,603063,禾望电气,bottom_area,2024-08-27,11.5,2024-08-27,11.44,0.5244755244755288,2.709790209790214,27.180140038192242,False,-2.1277,1.5076,3,3,3,100.0,22.994961535758502,28.846153846153843,9.475524475524471,0.5244755244755288,历史3/3次成功; 当前距低点0.52%; 最新日涨幅-2.13%; 状态bottom_area; 底部未确认
8,83.03039763092382,77.60231513260084,688065,凯赛生物,bottom_area,2024-08-27,34.24,2024-08-27,33.75,1.4518518518518577,2.2518518518518458,30.36930059830823,False,-0.5518,0.1804,2,2,2,100.0,15.443749219478864,18.007614213197968,8.548148148148144,1.4518518518518577,历史2/2次成功; 当前距低点1.45%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
9,82.92217614893157,76.08971422871785,300653,正海生物,bottom_area,2024-08-27,18.52,2024-08-27,18.43,0.4883342376559949,2.930005425935969,27.269139700078927,False,-1.8028,0.6911,3,3,3,100.0,18.672668228889858,29.647513278609367,9.511665762344006,0.4883342376559949,历史3/3次成功; 当前距低点0.49%; 最新日涨幅-1.80%; 状态bottom_area; 底部未确认
10,82.63119390915209,79.4794236605443,002219,新里程,bottom_area,2024-08-27,1.74,2024-08-23,1.69,2.9585798816568074,7.6923076923077,29.288702928870297,True,-2.2472,0.9987,2,2,2,100.0,34.81175156302061,45.685279187817265,7.0414201183431935,2.9585798816568074,历史2/2次成功; 当前距低点2.96%; 最新日涨幅-2.25%; 状态bottom_area; 底部已确认
11,82.62686334179777,78.98156054730669,001205,盛航股份,bottom_area,2024-08-27,14.43,2024-08-26,14.06,2.6315789473684155,3.840682788051203,27.600411946446968,False,1.0504,0.5771,2,2,2,100.0,14.847099716702502,14.929577464788741,7.368421052631585,2.6315789473684155,历史2/2次成功; 当前距低点2.63%; 最新日涨幅1.05%; 状态bottom_area; 底部未确认
