rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.69569642270045,80.60291115040864,600011,华能国际,bottom_area,2024-08-30,6.94,2024-08-27,6.86,1.1661807580174937,3.6443148688046643,30.707070707070706,False,0.0,0.7235,1,1,1,100.0,22.267759562841515,22.267759562841515,13.833819241982507,1.1661807580174937,历史1/1次成功; 当前距低点1.17%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,84.39358796289004,78.56748906196667,001218,丽臣实业,bottom_area,2024-08-30,13.89,2024-08-30,13.4,3.6567164179104497,4.850746268656718,32.323232323232325,False,0.4338,1.6787,2,2,2,100.0,25.18711018711019,29.999999999999993,11.34328358208955,3.6567164179104497,历史2/2次成功; 当前距低点3.66%; 最新日涨幅0.43%; 状态bottom_area; 底部未确认
3,82.76767289336797,75.86602742101289,001286,陕西能源,bottom_area,2024-08-30,9.47,2024-08-29,9.21,2.8230184581976085,4.125950054288805,27.07838479809976,False,1.3919,1.5899,1,1,1,100.0,17.110266159695826,17.110266159695826,12.176981541802391,2.8230184581976085,历史1/1次成功; 当前距低点2.82%; 最新日涨幅1.39%; 状态bottom_area; 底部未确认
4,82.53808603115222,77.82609031887596,600956,新天绿能,bottom_area,2024-08-30,6.97,2024-08-29,6.68,4.341317365269462,6.437125748503004,28.860489882854107,False,1.4556,0.3217,2,2,2,100.0,29.592978019840494,41.27358490566036,10.658682634730537,4.341317365269462,历史2/2次成功; 当前距低点4.34%; 最新日涨幅1.46%; 状态bottom_area; 底部未确认
5,82.11152345270277,75.68939312679306,002357,富临运业,bottom_area,2024-08-30,5.28,2024-08-29,5.12,3.1250000000000027,4.492187499999991,28.08988764044944,False,1.1494,3.6273,3,4,3,75.0,24.02899530533914,31.941031941031934,11.874999999999996,3.1250000000000027,历史3/4次成功; 当前距低点3.13%; 最新日涨幅1.15%; 状态bottom_area; 底部未确认
6,81.52960181424118,76.19059540743748,002674,兴业科技,bottom_area,2024-08-30,8.07,2024-08-21,7.77,3.8610038610038706,6.30630630630631,31.72231985940247,False,0.2484,0.9696,1,1,1,100.0,31.578947368421055,31.578947368421055,11.138996138996129,3.8610038610038706,历史1/1次成功; 当前距低点3.86%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
7,81.31277860731426,77.4407415307755,000517,荣安地产,bottom_area,2024-08-30,2.15,2024-08-30,2.05,4.87804878048781,8.780487804878058,27.30496453900709,False,3.8647,2.3211,2,2,2,100.0,34.10049865746067,40.92827004219408,10.12195121951219,4.87804878048781,历史2/2次成功; 当前距低点4.88%; 最新日涨幅3.86%; 状态bottom_area; 底部未确认
8,81.09115758491625,74.88535076321206,000708,中信特钢,bottom_area,2024-08-30,11.53,2024-08-30,11.17,3.2229185317815525,4.834377797672345,31.472392638036812,False,1.4072,0.219,1,1,1,100.0,16.739811912225715,16.739811912225715,11.777081468218448,3.2229185317815525,历史1/1次成功; 当前距低点3.22%; 最新日涨幅1.41%; 状态bottom_area; 底部未确认
9,79.15371538271175,73.9883296637615,000539,粤电力A,bottom_area,2024-08-30,4.29,2024-08-26,4.13,3.8740920096852336,5.084745762711863,31.395348837209298,False,0.9412,0.6216,1,1,1,100.0,19.89924433249369,19.89924433249369,11.125907990314765,3.8740920096852336,历史1/1次成功; 当前距低点3.87%; 最新日涨幅0.94%; 状态bottom_area; 底部未确认
10,74.02102149036182,69.58189360805545,000597,东北制药,bottom_area,2024-08-30,4.24,2024-08-26,4.07,4.176904176904174,5.65110565110564,32.053422370617696,False,0.4739,2.5262,2,3,2,66.66666666666666,38.80950787489403,61.02150537634409,10.823095823095825,4.176904176904174,历史2/3次成功; 当前距低点4.18%; 最新日涨幅0.47%; 状态bottom_area; 底部未确认
11,68.54654388368557,64.30729221792306,000037,深南电A,bottom_area,2024-08-30,7.16,2024-08-28,6.88,4.069767441860469,5.087209302325589,28.92561983471074,False,1.5603,1.4465,4,8,4,50.0,28.58259131916628,45.16765285996055,10.93023255813953,4.069767441860469,历史4/8次成功; 当前距低点4.07%; 最新日涨幅1.56%; 状态bottom_area; 底部未确认
12,67.91006156475875,64.15466645518684,600183,生益科技,bottom_area,2024-08-30,17.63,2024-08-29,16.88,4.443127962085308,7.2274881516587826,29.519832985386223,True,1.3801,1.2962,2,4,2,50.0,23.14515165989969,25.158227848101262,10.556872037914692,4.443127962085308,历史2/4次成功; 当前距低点4.44%; 最新日涨幅1.38%; 状态bottom_area; 底部已确认
13,65.94176884241652,60.2615589353612,002110,三钢闽光,bottom_area,2024-08-30,2.7,2024-08-29,2.63,2.6615969581749157,3.802281368821296,30.0531914893617,False,1.5038,0.3956,1,2,1,50.0,22.90322580645161,22.90322580645161,12.338403041825083,2.6615969581749157,历史1/2次成功; 当前距低点2.66%; 最新日涨幅1.50%; 状态bottom_area; 底部未确认
14,65.13821485999006,60.399161913119805,603132,金徽股份,bottom_area,2024-08-30,11.12,2024-08-29,10.75,3.441860465116272,5.116279069767449,28.285523682454972,False,0.0,1.7196,1,2,1,50.0,33.20754716981132,33.20754716981132,11.558139534883727,3.441860465116272,历史1/2次成功; 当前距低点3.44%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
15,62.1551084959487,58.60996527062423,603282,亚光股份,bottom_area,2024-08-30,12.73,2024-08-26,12.2,4.344262295081977,6.311475409836078,27.164179104477615,False,1.112,2.0699,1,2,1,50.0,34.64991023339317,34.64991023339317,10.655737704918023,4.344262295081977,历史1/2次成功; 当前距低点4.34%; 最新日涨幅1.11%; 状态bottom_area; 底部未确认
16,60.06535184151297,56.808649112234036,002682,龙洲股份,bottom_area,2024-08-30,3.48,2024-08-28,3.33,4.504504504504501,6.006006006005998,30.76923076923076,False,2.0528,3.0864,1,2,1,50.0,26.929674099485425,26.929674099485425,10.495495495495499,4.504504504504501,历史1/2次成功; 当前距低点4.50%; 最新日涨幅2.05%; 状态bottom_area; 底部未确认
17,58.00282980929313,55.363736320735036,301510,固高科技,bottom_area,2024-08-30,20.8,2024-08-21,19.81,4.997476022211015,7.3700151438667385,28.91998564764981,True,0.0,1.9163,1,2,1,50.0,16.010654039656714,16.010654039656714,10.002523977788986,4.997476022211015,历史1/2次成功; 当前距低点5.00%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
18,57.35565198801802,54.481371455528404,600262,北方股份,bottom_area,2024-08-30,16.14,2024-08-29,15.41,4.737183646982482,6.55418559377029,31.48065807025344,False,1.4456,3.3216,1,2,1,50.0,17.269624573378834,17.269624573378834,10.262816353017518,4.737183646982482,历史1/2次成功; 当前距低点4.74%; 最新日涨幅1.45%; 状态bottom_area; 底部未确认
