rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,81.61387797896766,69.86045272969373,002685,华东重机,bottom_area,2024-11-06,7.62,2024-11-05,7.51,1.4647137150466087,11.984021304926769,28.408007626310777,True,-5.1059,17.8414,2,4,2,50.0,67.4891774891775,109.52380952380952,18.535286284953393,1.4647137150466087,历史2/4次成功; 当前距低点1.46%; 最新日涨幅-5.11%; 状态bottom_area; 底部已确认
2,75.74972972972976,65.18000000000002,002693,双成药业,bottom_area,2024-11-06,28.49,2024-11-05,28.0,1.7499999999999942,13.571428571428573,31.67398731088335,True,-5.1282,16.7298,2,5,2,40.0,68.73626373626374,102.85714285714285,18.250000000000007,1.7499999999999942,历史2/5次成功; 当前距低点1.75%; 最新日涨幅-5.13%; 状态bottom_area; 底部已确认
3,71.20335276705475,60.15644242992337,600198,大唐电信,bottom_area,2024-11-06,12.1,2024-11-06,12.01,0.7493755203996657,6.32805995004163,28.59690844233056,False,-4.7244,15.1506,2,4,2,50.0,38.09149793782044,43.60189573459716,19.250624479600337,0.7493755203996657,历史2/4次成功; 当前距低点0.75%; 最新日涨幅-4.72%; 状态bottom_area; 底部未确认
4,67.62059053357036,60.80519359109833,603106,恒银科技,bottom_area,2024-11-06,10.26,2024-11-05,9.85,4.162436548223352,17.360406091370567,30.97407147862649,True,-3.2988,11.9795,2,4,2,50.0,34.38467161853536,34.60144927536232,15.83756345177665,4.162436548223352,历史2/4次成功; 当前距低点4.16%; 最新日涨幅-3.30%; 状态bottom_area; 底部已确认
5,61.48910259157047,53.882203301891664,002712,思美传媒,bottom_area,2024-11-06,5.61,2024-11-05,5.46,2.747252747252754,7.326007326007332,28.25229960578187,True,-1.9231,11.9819,1,3,1,33.33333333333333,22.379603399433442,22.379603399433442,17.25274725274725,2.747252747252754,历史1/3次成功; 当前距低点2.75%; 最新日涨幅-1.92%; 状态bottom_area; 底部已确认
