rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.93517708341106,86.292625466744,002176,江特电机,bottom_area,2025-04-08,6.74,2025-04-08,6.58,2.4316109422492422,3.9513677811550116,27.85087719298245,False,0.4471,2.4731,4,4,4,100.0,18.369346317592864,39.01808785529715,5.568389057750759,2.4316109422492422,历史4/4次成功; 当前距低点2.43%; 最新日涨幅0.45%; 状态bottom_area; 底部未确认
21,84.18597558278442,80.00441166635622,002213,大为股份,confirmed_rebound,2025-04-08,12.0,2025-04-08,11.84,1.3513513513513526,10.64189189189189,31.481481481481488,False,-8.7452,8.6193,4,4,4,100.0,14.223079287297208,20.248254460822338,6.648648648648647,1.3513513513513526,历史4/4次成功; 当前距低点1.35%; 最新日涨幅-8.75%; 状态confirmed_rebound; 底部未确认
22,83.95578315432444,82.41375054739706,688251,井松智能,confirmed_rebound,2025-04-08,16.29,2025-04-07,15.81,3.0360531309297825,14.800759013282718,30.044247787610622,True,2.6465,3.489,3,3,3,100.0,22.61264347267183,39.7972972972973,4.963946869070218,3.0360531309297825,历史3/3次成功; 当前距低点3.04%; 最新日涨幅2.65%; 状态confirmed_rebound; 底部已确认
23,83.92975984082493,81.21179896278625,600202,哈空调,bottom_area,2025-04-08,4.47,2025-04-08,4.37,2.2883295194507927,7.3226544622425696,29.855537720706266,False,-7.8351,12.7244,6,6,6,100.0,21.984893909322835,41.50485436893204,5.711670480549208,2.2883295194507927,历史6/6次成功; 当前距低点2.29%; 最新日涨幅-7.84%; 状态bottom_area; 底部未确认
24,83.79403683920145,80.35509988166423,002558,巨人网络,bottom_area,2025-04-08,12.3,2025-04-08,12.08,1.8211920529801375,5.71192052980132,29.356725146198837,False,-2.148,1.8296,3,3,3,100.0,18.10439657235994,22.512562814070357,6.1788079470198625,1.8211920529801375,历史3/3次成功; 当前距低点1.82%; 最新日涨幅-2.15%; 状态bottom_area; 底部未确认
25,83.71061083668258,81.94594059405942,000628,高新发展,bottom_area,2025-04-08,39.49,2025-04-08,38.38,2.8921313183949957,6.878582595101617,29.7069597069597,False,-4.3362,6.1118,3,3,3,100.0,50.322228985477345,99.77973568281939,5.107868681605004,2.8921313183949957,历史3/3次成功; 当前距低点2.89%; 最新日涨幅-4.34%; 状态bottom_area; 底部未确认
26,83.63628123881492,80.63191403108148,688038,中科通达,bottom_area,2025-04-08,11.68,2025-04-08,11.44,2.0979020979020997,7.342657342657341,30.03058103975536,False,-0.0855,2.3068,3,3,3,100.0,22.98457427042072,44.92753623188406,5.902097902097901,2.0979020979020997,历史3/3次成功; 当前距低点2.10%; 最新日涨幅-0.09%; 状态bottom_area; 底部未确认
27,83.61165855924519,82.63193514720346,300512,中亚股份,bottom_area,2025-04-08,6.41,2025-04-08,6.2,3.387096774193548,7.258064516129036,30.726256983240212,False,2.2329,1.9504,4,4,4,100.0,10.400622539595343,12.999999999999995,4.612903225806452,3.387096774193548,历史4/4次成功; 当前距低点3.39%; 最新日涨幅2.23%; 状态bottom_area; 底部未确认
28,83.60807592667967,79.79345477768456,002855,捷荣技术,confirmed_rebound,2025-04-08,14.86,2025-04-08,14.63,1.5721120984278785,8.680792891319204,31.120527306967976,False,-8.5538,2.1723,4,4,4,100.0,15.79500194677479,21.093749999999993,6.427887901572121,1.5721120984278785,历史4/4次成功; 当前距低点1.57%; 最新日涨幅-8.55%; 状态confirmed_rebound; 底部未确认
29,83.59854467592962,77.40605988512002,601689,拓普集团,bottom_area,2025-04-08,45.86,2025-04-08,45.86,0.0,6.628870475359788,28.455538221528855,False,-9.9902,2.9277,4,4,4,100.0,25.570214436129103,47.99107142857144,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-9.99%; 状态bottom_area; 底部未确认
30,83.58230106678276,77.39101950628033,603215,比依股份,bottom_area,2025-04-08,13.42,2025-04-08,13.42,0.0,5.812220566318922,32.4269889224572,False,-9.9933,5.0427,4,4,4,100.0,25.48935218430281,36.01562499999999,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-9.99%; 状态bottom_area; 底部未确认
31,83.51037675009233,81.27032084773462,002700,万憬能源,bottom_area,2025-04-08,8.33,2025-04-08,8.12,2.586206896551735,5.418719211822676,30.300429184549365,False,1.7094,1.9024,2,2,2,100.0,26.59608909608909,29.54545454545454,5.413793103448265,2.586206896551735,历史2/2次成功; 当前距低点2.59%; 最新日涨幅1.71%; 状态bottom_area; 底部未确认
32,83.50861681853878,81.56285011150844,002405,四维图新,bottom_area,2025-04-08,7.78,2025-04-08,7.57,2.7741083223249663,6.605019815059444,27.281460134486068,False,-2.75,3.1126,5,5,5,100.0,19.61191981940518,41.62162162162163,5.225891677675034,2.7741083223249663,历史5/5次成功; 当前距低点2.77%; 最新日涨幅-2.75%; 状态bottom_area; 底部未确认
33,83.48730778866391,83.34313656674559,688070,纵横股份,confirmed_rebound,2025-04-08,35.61,2025-04-07,34.27,3.910125474175653,19.929967901955056,31.66500498504486,True,1.6557,1.4211,5,5,5,100.0,21.657111010032576,34.23295454545453,4.089874525824348,3.910125474175653,历史5/5次成功; 当前距低点3.91%; 最新日涨幅1.66%; 状态confirmed_rebound; 底部已确认
34,83.43528834325511,81.73947526121496,300615,欣天科技,bottom_area,2025-04-08,10.18,2025-04-08,9.89,2.9322548028311335,6.370070778564196,30.35211267605633,False,2.1063,4.8978,3,3,3,100.0,16.693635546612654,24.306326304106545,5.0677451971688665,2.9322548028311335,历史3/3次成功; 当前距低点2.93%; 最新日涨幅2.11%; 状态bottom_area; 底部未确认
35,83.41438726665754,77.23554376542364,002862,实丰文化,bottom_area,2025-04-08,21.46,2025-04-08,21.46,0.0,4.7996272134203055,28.371161548731642,False,-9.9832,4.4994,6,6,6,100.0,24.653461104428136,45.40647719762062,8.0,0.0,历史6/6次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态bottom_area; 底部未确认
36,83.4054997260663,79.1824364487971,002636,金安国纪,confirmed_rebound,2025-04-08,7.02,2025-04-08,6.93,1.2987012987012967,10.822510822510822,28.99590163934426,False,-8.8312,2.9747,2,2,2,100.0,42.49180327868853,69.0,6.701298701298704,1.2987012987012967,历史2/2次成功; 当前距低点1.30%; 最新日涨幅-8.83%; 状态confirmed_rebound; 底部未确认
37,83.21259084456534,80.9461000433515,600198,大唐电信,bottom_area,2025-04-08,7.2,2025-04-08,7.02,2.564102564102573,6.980056980056984,29.019211324570282,False,-3.8718,2.4153,5,5,5,100.0,23.936848868308463,43.60189573459716,5.435897435897427,2.564102564102573,历史5/5次成功; 当前距低点2.56%; 最新日涨幅-3.87%; 状态bottom_area; 底部未确认
38,83.11510986504169,80.7146734790477,300739,明阳电路,confirmed_rebound,2025-04-08,10.76,2025-04-07,10.5,2.476190476190474,18.0952380952381,32.17054263565892,False,2.4762,2.9711,3,3,3,100.0,15.808536369688117,20.239999999999995,5.523809523809526,2.476190476190474,历史3/3次成功; 当前距低点2.48%; 最新日涨幅2.48%; 状态confirmed_rebound; 底部未确认
39,82.96990453756571,78.93878041851217,605068,明新旭腾,confirmed_rebound,2025-04-08,12.94,2025-04-08,12.76,1.4106583072100292,9.404388714733551,29.619415333701042,False,-8.7447,3.466,2,2,2,100.0,42.554200854575384,50.84621044885945,6.589341692789971,1.4106583072100292,历史2/2次成功; 当前距低点1.41%; 最新日涨幅-8.74%; 状态confirmed_rebound; 底部未确认
40,82.96971322858387,77.11607456132477,603236,移远通信,confirmed_rebound,2025-04-08,60.98,2025-04-08,60.86,0.19717384160367638,9.185014788038126,31.60260732748933,False,-9.8196,7.7892,5,5,5,100.0,24.38511247409218,43.55271994627266,7.802826158396324,0.19717384160367638,历史5/5次成功; 当前距低点0.20%; 最新日涨幅-9.82%; 状态confirmed_rebound; 底部未确认
41,82.90569037239119,80.37428624058882,300471,厚普股份,confirmed_rebound,2025-04-08,7.29,2025-04-07,7.12,2.387640449438201,18.25842696629213,30.73929961089494,True,2.3876,2.6652,2,2,2,100.0,20.366163791978032,20.386007237635724,5.612359550561799,2.387640449438201,历史2/2次成功; 当前距低点2.39%; 最新日涨幅2.39%; 状态confirmed_rebound; 底部已确认
42,82.82471873511267,81.42741446276075,600110,诺德股份,bottom_area,2025-04-08,3.31,2025-04-08,3.21,3.1152647975077907,6.5420560747663545,28.982300884955748,False,-1.7804,2.2479,5,5,5,100.0,23.06568925311025,36.28808864265928,4.88473520249221,3.1152647975077907,历史5/5次成功; 当前距低点3.12%; 最新日涨幅-1.78%; 状态bottom_area; 底部未确认
43,82.7543626817816,81.10322884718654,300448,浩云科技,confirmed_rebound,2025-04-08,5.58,2025-04-07,5.42,2.9520295202952056,16.78966789667897,32.50311332503113,True,2.952,3.7878,3,3,3,100.0,14.536861040105457,17.703349282296656,5.047970479704794,2.9520295202952056,历史3/3次成功; 当前距低点2.95%; 最新日涨幅2.95%; 状态confirmed_rebound; 底部已确认
44,82.75117405468336,81.31415183137763,300488,恒锋工具,confirmed_rebound,2025-04-08,28.7,2025-04-08,27.84,3.0890804597701127,8.47701149425287,31.546594541431034,False,-0.3126,3.4389,4,4,4,100.0,32.35083483684665,65.52470248827983,4.910919540229887,3.0890804597701127,历史4/4次成功; 当前距低点3.09%; 最新日涨幅-0.31%; 状态confirmed_rebound; 底部未确认
45,82.74050164280797,83.10164728671658,300545,联得装备,confirmed_rebound,2025-04-08,26.14,2025-04-08,25.08,4.226475279106867,9.569377990430631,31.193415637860095,False,1.1219,7.3723,4,4,4,100.0,33.43016625311952,49.416135881104026,3.773524720893133,4.226475279106867,历史4/4次成功; 当前距低点4.23%; 最新日涨幅1.12%; 状态confirmed_rebound; 底部未确认
46,82.65927295027117,80.34123087900801,002494,华斯股份,bottom_area,2025-04-08,3.66,2025-04-08,3.57,2.5210084033613533,6.442577030812324,28.0241935483871,False,-4.1885,5.8037,5,5,5,100.0,20.156613111139137,35.67251461988303,5.478991596638647,2.5210084033613533,历史5/5次成功; 当前距低点2.52%; 最新日涨幅-4.19%; 状态bottom_area; 底部未确认
47,82.65285391730178,82.3272389133735,301337,亚华电子,confirmed_rebound,2025-04-08,24.07,2025-04-07,23.19,3.794739111686067,18.844329452350138,32.78260869565217,True,3.7947,6.1071,4,4,4,100.0,14.780882193643663,18.994064354889115,4.2052608883139335,3.794739111686067,历史4/4次成功; 当前距低点3.79%; 最新日涨幅3.79%; 状态confirmed_rebound; 底部已确认
48,82.52692174833432,80.8353010975632,002759,天际股份,bottom_area,2025-04-08,6.69,2025-04-08,6.5,2.923076923076929,5.846153846153845,31.72268907563025,False,-2.193,2.6663,4,4,4,100.0,17.526432699884932,27.166666666666668,5.07692307692307,2.923076923076929,历史4/4次成功; 当前距低点2.92%; 最新日涨幅-2.19%; 状态bottom_area; 底部未确认
49,82.52159104191898,76.65869271577195,002363,隆基机械,bottom_area,2025-04-08,5.91,2025-04-08,5.9,0.1694915254237252,7.627118644067784,31.31548311990686,False,-9.9085,7.4696,3,3,3,100.0,28.038351579236803,54.96828752642705,7.830508474576275,0.1694915254237252,历史3/3次成功; 当前距低点0.17%; 最新日涨幅-9.91%; 状态bottom_area; 底部未确认
50,82.5190520238585,76.40652965172083,603063,禾望电气,bottom_area,2025-04-08,25.6,2025-04-08,25.6,0.0,5.468749999999995,29.125138427463998,False,-9.9859,4.9303,4,4,4,100.0,20.196395976993703,28.846153846153843,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-9.99%; 状态bottom_area; 底部未确认
51,82.3213414052467,80.82086956521736,300337,银邦股份,confirmed_rebound,2025-04-08,9.48,2025-04-07,9.2,3.043478260869578,15.760869565217403,29.50191570881227,False,3.0435,5.0701,4,5,4,80.0,51.38046630670999,131.5277777777778,4.956521739130422,3.043478260869578,历史4/5次成功; 当前距低点3.04%; 最新日涨幅3.04%; 状态confirmed_rebound; 底部未确认
52,82.27743426321354,78.65604570972108,000953,中哲精化,bottom_area,2025-04-08,4.9,2025-04-08,4.82,1.6597510373443998,6.63900414937758,30.846484935437584,False,-8.5821,16.9638,3,3,3,100.0,17.205796101431773,29.981024667931695,6.3402489626556005,1.6597510373443998,历史3/3次成功; 当前距低点1.66%; 最新日涨幅-8.58%; 状态bottom_area; 底部未确认
53,82.18134416840827,80.8002510960159,300411,金盾股份,confirmed_rebound,2025-04-08,10.25,2025-04-07,9.94,3.118712273641856,17.706237424547282,30.586592178770957,True,3.1187,4.6021,2,2,2,100.0,31.617823010318947,33.550488599348526,4.881287726358144,3.118712273641856,历史2/2次成功; 当前距低点3.12%; 最新日涨幅3.12%; 状态confirmed_rebound; 底部已确认
54,82.08001962684035,82.2450993962378,300486,东杰智能,confirmed_rebound,2025-04-08,5.58,2025-04-07,5.36,4.104477611940293,17.53731343283581,30.92783505154639,True,4.1045,3.5747,4,4,4,100.0,18.1360664057079,21.839080459770123,3.895522388059707,4.104477611940293,历史4/4次成功; 当前距低点4.10%; 最新日涨幅4.10%; 状态confirmed_rebound; 底部已确认
55,81.98087913919126,79.43316115915565,002374,中锐股份,bottom_area,2025-04-08,2.17,2025-04-08,2.12,2.3584905660377276,5.188679245283013,27.147766323024054,False,-3.9823,2.0892,4,4,4,100.0,13.28236370818097,20.94240837696336,5.6415094339622724,2.3584905660377276,历史4/4次成功; 当前距低点2.36%; 最新日涨幅-3.98%; 状态bottom_area; 底部未确认
56,81.88163911800267,80.03814203231514,000985,大庆华科,bottom_area,2025-04-08,14.97,2025-04-08,14.56,2.8159340659340666,7.005494505494503,30.03363767419509,False,-3.6059,2.2776,3,3,3,100.0,38.808987648627976,56.687898089171995,5.184065934065933,2.8159340659340666,历史3/3次成功; 当前距低点2.82%; 最新日涨幅-3.61%; 状态bottom_area; 底部未确认
57,81.80459658927487,77.78315458359256,002709,天赐材料,bottom_area,2025-04-08,16.17,2025-04-08,15.95,1.3793103448276014,5.768025078369917,29.111111111111114,False,-3.2895,2.4515,2,2,2,100.0,25.74183962257791,29.287749287749286,6.620689655172399,1.3793103448276014,历史2/2次成功; 当前距低点1.38%; 最新日涨幅-3.29%; 状态bottom_area; 底部未确认
58,81.76997168258252,79.7975667113777,002339,积成电子,confirmed_rebound,2025-04-08,6.02,2025-04-08,5.86,2.7303754266211477,9.215017064846416,27.832512315270925,False,-5.7903,5.7077,6,6,6,100.0,30.015175720827465,82.94930875576038,5.269624573378852,2.7303754266211477,历史6/6次成功; 当前距低点2.73%; 最新日涨幅-5.79%; 状态confirmed_rebound; 底部未确认
59,81.68973468556749,77.26106315282017,002448,中原内配,confirmed_rebound,2025-04-08,6.42,2025-04-08,6.35,1.102362204724414,10.078740157480324,30.143014301430142,False,-8.9362,8.7713,2,2,2,100.0,29.755102040816322,42.17687074829931,6.897637795275586,1.102362204724414,历史2/2次成功; 当前距低点1.10%; 最新日涨幅-8.94%; 状态confirmed_rebound; 底部未确认
60,81.5718245266277,79.08034925351687,688049,炬芯科技,confirmed_rebound,2025-04-08,35.6,2025-04-08,34.77,2.3871153293068685,8.31176301409259,28.968335035750766,False,-2.4658,8.6826,5,5,5,100.0,11.736409700733955,15.472312703583075,5.6128846706931315,2.3871153293068685,历史5/5次成功; 当前距低点2.39%; 最新日涨幅-2.47%; 状态confirmed_rebound; 底部未确认
61,81.44366386434655,80.36422707721388,300731,科创新源,confirmed_rebound,2025-04-08,20.31,2025-04-08,19.66,3.3062054933875817,9.308240081383511,30.28368794326241,False,-0.636,7.3005,4,4,4,100.0,29.905245172782635,53.7536092396535,4.693794506612418,3.3062054933875817,历史4/4次成功; 当前距低点3.31%; 最新日涨幅-0.64%; 状态confirmed_rebound; 底部未确认
62,81.38758590261959,80.31434301159605,301538,骏鼎达,confirmed_rebound,2025-04-08,58.37,2025-04-07,56.5,3.3097345132743317,15.823008849557517,30.246913580246915,True,0.8814,4.0859,3,3,3,100.0,14.680310225061985,24.70246332687516,4.690265486725669,3.3097345132743317,历史3/3次成功; 当前距低点3.31%; 最新日涨幅0.88%; 状态confirmed_rebound; 底部已确认
63,81.36922941654866,79.87529463284591,002044,美年健康,bottom_area,2025-04-08,5.09,2025-04-08,4.94,3.0364372469635517,4.65587044534412,32.42134062927496,False,-0.5859,2.8757,4,4,4,100.0,13.754685784531162,18.108108108108105,4.963562753036449,3.0364372469635517,历史4/4次成功; 当前距低点3.04%; 最新日涨幅-0.59%; 状态bottom_area; 底部未确认
64,81.27791539182782,80.15824467259162,688333,铂力特,bottom_area,2025-04-08,54.81,2025-04-08,53.07,3.2786885245901676,6.180516299227437,31.94408822775071,False,0.1828,3.8322,3,3,3,100.0,12.43900273471616,17.757827895774028,4.721311475409832,3.2786885245901676,历史3/3次成功; 当前距低点3.28%; 最新日涨幅0.18%; 状态bottom_area; 底部未确认
65,81.17037865819411,82.04050522880262,300589,江龙船艇,confirmed_rebound,2025-04-08,10.56,2025-04-07,10.1,4.554455445544563,15.544554455445548,28.823114869626497,False,4.5545,8.0642,4,4,4,100.0,31.745503465829096,44.07616361071933,3.4455445544554375,4.554455445544563,历史4/4次成功; 当前距低点4.55%; 最新日涨幅4.55%; 状态confirmed_rebound; 底部未确认
66,81.11547369985492,80.15508058260615,603131,上海沪工,bottom_area,2025-04-08,15.29,2025-04-08,14.79,3.3806626098715347,7.7755240027045325,31.464318813716403,False,-2.7354,3.2201,5,5,5,100.0,19.47844802749052,30.158730158730158,4.619337390128465,3.3806626098715347,历史5/5次成功; 当前距低点3.38%; 最新日涨幅-2.74%; 状态bottom_area; 底部未确认
67,81.09903284521262,80.7415854685158,300354,东华测试,bottom_area,2025-04-08,35.78,2025-04-08,34.48,3.770301624129943,6.902552204176342,27.3646513587529,False,3.59,7.0503,2,2,2,100.0,38.26813533081753,39.34343434343434,4.229698375870057,3.770301624129943,历史2/2次成功; 当前距低点3.77%; 最新日涨幅3.59%; 状态bottom_area; 底部未确认
68,80.71645243674678,79.45144555784051,688182,灿勤科技,confirmed_rebound,2025-04-08,20.45,2025-04-08,19.82,3.1786074672048388,9.38446014127144,29.66643009226402,False,-1.7771,3.3067,4,4,4,100.0,23.433712812190997,49.999999999999986,4.821392532795161,3.1786074672048388,历史4/4次成功; 当前距低点3.18%; 最新日涨幅-1.78%; 状态confirmed_rebound; 底部未确认
69,80.70506865995095,81.13067218617348,300554,三超新材,confirmed_rebound,2025-04-08,17.08,2025-04-07,16.38,4.273504273504269,19.413919413919416,27.361419068736147,True,4.0829,4.4658,4,4,4,100.0,14.216461987974302,21.15606936416185,3.7264957264957315,4.273504273504269,历史4/4次成功; 当前距低点4.27%; 最新日涨幅4.08%; 状态confirmed_rebound; 底部已确认
70,80.6442808223683,77.91880905959128,002377,国创高新,bottom_area,2025-04-08,2.31,2025-04-08,2.26,2.2123893805309858,5.752212389380547,28.25396825396826,False,-5.3279,2.8197,3,3,3,100.0,20.016434662375936,34.87179487179487,5.787610619469015,2.2123893805309858,历史3/3次成功; 当前距低点2.21%; 最新日涨幅-5.33%; 状态bottom_area; 底部未确认
71,80.57381674724321,76.73696833070781,000700,模塑科技,confirmed_rebound,2025-04-08,6.24,2025-04-08,6.15,1.4634146341463392,10.406504065040645,31.666666666666664,False,-8.6384,6.2648,2,2,2,100.0,31.363191916997117,52.926829268292686,6.536585365853662,1.4634146341463392,历史2/2次成功; 当前距低点1.46%; 最新日涨幅-8.64%; 状态confirmed_rebound; 底部未确认
72,80.48374741618089,78.87176964246623,001696,宗申动力,confirmed_rebound,2025-04-08,17.81,2025-04-08,17.3,2.9479768786127054,9.132947976878603,30.8,False,-6.8027,5.8094,4,4,4,100.0,27.705144761845098,65.16853932584267,5.052023121387295,2.9479768786127054,历史4/4次成功; 当前距低点2.95%; 最新日涨幅-6.80%; 状态confirmed_rebound; 底部未确认
