rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.93517708341106,86.292625466744,002176,江特电机,bottom_area,2025-04-08,6.74,2025-04-08,6.58,2.4316109422492422,3.9513677811550116,27.85087719298245,False,0.4471,2.4731,4,4,4,100.0,18.369346317592864,39.01808785529715,5.568389057750759,2.4316109422492422,历史4/4次成功; 当前距低点2.43%; 最新日涨幅0.45%; 状态bottom_area; 底部未确认
2,88.65122444607888,84.01455628980646,002685,华东重机,confirmed_rebound,2025-04-08,5.03,2025-04-08,4.97,1.2072434607645974,8.04828973843059,28.898426323319033,False,-8.8768,4.5952,5,5,5,100.0,34.01651279757917,109.52380952380952,6.792756539235404,1.2072434607645974,历史5/5次成功; 当前距低点1.21%; 最新日涨幅-8.88%; 状态confirmed_rebound; 底部未确认
3,88.58537984923278,86.87445231187293,300644,南京聚隆,confirmed_rebound,2025-04-08,18.97,2025-04-07,18.42,2.9858849077089964,16.612377850162858,27.136075949367083,True,2.93,5.2927,3,3,3,100.0,45.97994570671739,78.38246409674981,5.014115092291004,2.9858849077089964,历史3/3次成功; 当前距低点2.99%; 最新日涨幅2.93%; 状态confirmed_rebound; 底部已确认
4,88.56898687319246,84.76185211782783,600992,贵绳股份,bottom_area,2025-04-08,12.45,2025-04-08,12.24,1.7156862745097965,5.065359477124177,29.411764705882348,False,-2.5059,2.4815,6,6,6,100.0,23.836649589839553,61.79906542056074,6.284313725490204,1.7156862745097965,历史6/6次成功; 当前距低点1.72%; 最新日涨幅-2.51%; 状态bottom_area; 底部未确认
5,88.00565117332401,85.52208968876234,301360,荣旗科技,bottom_area,2025-04-08,40.0,2025-04-08,39.02,2.5115325474115755,7.201435161455651,32.479667762588676,False,0.4268,5.4112,5,5,5,100.0,15.206365036885606,23.857583403420236,5.4884674525884245,2.5115325474115755,历史5/5次成功; 当前距低点2.51%; 最新日涨幅0.43%; 状态bottom_area; 底部未确认
6,87.60331328838524,86.3058059095883,301313,凡拓数创,confirmed_rebound,2025-04-08,19.21,2025-04-07,18.61,3.2240730789897984,18.162278344975817,27.86821705426357,True,3.2241,4.8591,5,5,5,100.0,29.1757662886292,52.43243243243245,4.7759269210102016,3.2240730789897984,历史5/5次成功; 当前距低点3.22%; 最新日涨幅3.22%; 状态confirmed_rebound; 底部已确认
7,87.24217615426831,85.61416234465685,603000,人民网,bottom_area,2025-04-08,19.1,2025-04-08,18.54,3.020496224379732,4.0992448759439135,27.179890023566383,False,0.4206,1.5317,5,5,5,100.0,21.940288904530274,48.493150684931514,4.979503775620269,3.020496224379732,历史5/5次成功; 当前距低点3.02%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
8,86.88719958149328,84.9770949689176,301381,赛维时代,bottom_area,2025-04-08,18.08,2025-04-08,17.58,2.8441410693970424,6.655290102389088,28.44932844932846,False,1.8018,2.4312,2,2,2,100.0,49.686755952380956,66.46875000000001,5.155858930602958,2.8441410693970424,历史2/2次成功; 当前距低点2.84%; 最新日涨幅1.80%; 状态bottom_area; 底部未确认
9,86.29682652789904,84.99233537825637,688005,容百科技,confirmed_rebound,2025-04-08,18.66,2025-04-07,18.08,3.207964601769922,18.086283185840728,28.95874263261297,True,3.208,4.0624,5,5,5,100.0,21.916638012321442,38.76758854924795,4.7920353982300785,3.207964601769922,历史5/5次成功; 当前距低点3.21%; 最新日涨幅3.21%; 状态confirmed_rebound; 底部已确认
10,86.04322711964592,81.76047115349756,600367,红星发展,bottom_area,2025-04-08,12.05,2025-04-08,11.89,1.3456686291000852,6.980656013456686,29.099582587954675,False,-8.7812,9.1188,6,6,6,100.0,13.379546386267538,24.161490683229793,6.654331370899914,1.3456686291000852,历史6/6次成功; 当前距低点1.35%; 最新日涨幅-8.78%; 状态bottom_area; 底部未确认
11,85.92031754507094,83.85204340487967,603273,天元智能,bottom_area,2025-04-08,14.66,2025-04-08,14.27,2.7330063069376354,6.517168885774351,29.94599901816397,False,-3.4891,7.2185,6,6,6,100.0,41.630633251061624,201.34228187919464,5.266993693062365,2.7330063069376354,历史6/6次成功; 当前距低点2.73%; 最新日涨幅-3.49%; 状态bottom_area; 底部未确认
12,85.88027970682106,84.36918974130514,300620,光库科技,bottom_area,2025-04-08,36.18,2025-04-08,35.1,3.0769230769230718,6.467236467236456,28.745432399512783,False,2.088,2.8888,7,7,7,100.0,15.938571810159868,22.444343480236245,4.923076923076929,3.0769230769230718,历史7/7次成功; 当前距低点3.08%; 最新日涨幅2.09%; 状态bottom_area; 底部未确认
13,85.74346514753657,81.31189563416493,000006,深振业A,confirmed_rebound,2025-04-08,5.71,2025-04-08,5.64,1.2411347517730547,8.865248226950355,31.386861313868625,False,-8.9314,5.6296,4,4,4,100.0,19.901520796814452,32.20338983050848,6.758865248226946,1.2411347517730547,历史4/4次成功; 当前距低点1.24%; 最新日涨幅-8.93%; 状态confirmed_rebound; 底部未确认
14,85.4164813953832,82.78490815598755,000813,德展健康,bottom_area,2025-04-08,3.02,2025-04-08,2.95,2.372881355932198,6.101694915254227,28.04878048780487,False,-1.9481,2.1954,4,4,4,100.0,21.26385831996215,39.9103139013453,5.627118644067802,2.372881355932198,历史4/4次成功; 当前距低点2.37%; 最新日涨幅-1.95%; 状态bottom_area; 底部未确认
15,85.27920708901102,81.65427002321577,002693,双成药业,confirmed_rebound,2025-04-08,7.01,2025-04-08,6.89,1.7416545718432528,8.417997097242381,28.895768833849328,False,-8.366,7.075,9,9,9,100.0,27.877647564614914,102.85714285714285,6.258345428156748,1.7416545718432528,历史9/9次成功; 当前距低点1.74%; 最新日涨幅-8.37%; 状态confirmed_rebound; 底部未确认
16,84.79949304258896,81.35391544717905,301577,美信科技,bottom_area,2025-04-08,44.2,2025-04-08,43.4,1.8433179723502402,5.599078341013825,32.07074659571138,False,0.4317,5.4408,2,2,2,100.0,17.939142065255847,20.630568882796446,6.15668202764976,1.8433179723502402,历史2/2次成功; 当前距低点1.84%; 最新日涨幅0.43%; 状态bottom_area; 底部未确认
17,84.72801096427445,83.24563030502222,300389,艾比森,bottom_area,2025-04-08,9.03,2025-04-08,8.76,3.0821917808219133,6.164383561643846,28.431372549019613,False,2.6136,2.9201,3,3,3,100.0,26.62918045858155,56.07985480943739,4.917808219178086,3.0821917808219133,历史3/3次成功; 当前距低点3.08%; 最新日涨幅2.61%; 状态bottom_area; 底部未确认
18,84.65370836626747,80.76213220676831,301587,中瑞股份,bottom_area,2025-04-08,18.96,2025-04-08,18.67,1.5532940546330964,4.713444027852163,31.586661780872106,False,1.0123,4.4128,2,2,2,100.0,11.202379845869716,13.552068473609118,6.4467059453669044,1.5532940546330964,历史2/2次成功; 当前距低点1.55%; 最新日涨幅1.01%; 状态bottom_area; 底部未确认
19,84.64287753789392,84.30735992276979,688339,亿华通,confirmed_rebound,2025-04-08,19.7,2025-04-07,18.98,3.7934668071654314,15.542676501580607,28.078817733990146,True,1.4418,2.5753,6,6,6,100.0,25.411098081220295,76.30996309963099,4.206533192834569,3.7934668071654314,历史6/6次成功; 当前距低点3.79%; 最新日涨幅1.44%; 状态confirmed_rebound; 底部已确认
20,84.20206352990854,80.85947126069325,000670,盈方微,bottom_area,2025-04-08,5.38,2025-04-08,5.28,1.8939393939393872,7.575757575757565,29.973474801061005,False,-4.2705,4.496,5,5,5,100.0,15.256199348790634,23.28519855595668,6.1060606060606135,1.8939393939393872,历史5/5次成功; 当前距低点1.89%; 最新日涨幅-4.27%; 状态bottom_area; 底部未确认
