rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.75918429987775,75.35422110552763,002069,獐子岛,bottom_area,2022-04-07,4.07,2022-04-06,3.98,2.2613065326633244,9.547738693467345,28.158844765342963,True,-3.3254,5.9377,1,1,1,100.0,30.967741935483854,30.967741935483854,17.738693467336677,2.2613065326633244,历史1/1次成功; 当前距低点2.26%; 最新日涨幅-3.33%; 状态bottom_area; 底部已确认
2,81.51242937853108,67.92702448210923,688117,圣诺生物,bottom_area,2022-04-07,35.75,2022-04-07,35.75,0.0,9.090909090909092,27.748585286984635,False,-8.0977,11.6486,1,1,1,100.0,24.6076585059636,24.6076585059636,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-8.10%; 状态bottom_area; 底部未确认
3,68.40608201372866,57.10563863375426,605111,新洁能,bottom_area,2022-04-07,135.33,2022-04-07,135.2,0.09615384615386383,4.563609467455634,31.75164058556285,False,-2.836,3.6907,1,2,1,50.0,36.800373134328346,36.800373134328346,19.90384615384614,0.09615384615386383,历史1/2次成功; 当前距低点0.10%; 最新日涨幅-2.84%; 状态bottom_area; 底部未确认
4,64.32805534339425,53.781224132905834,002309,中利集团,bottom_area,2022-04-07,5.65,2022-04-07,5.64,0.1773049645390191,6.382978723404261,30.37037037037037,False,-5.99,4.6742,1,2,1,50.0,30.136986301369873,30.136986301369873,19.82269503546098,0.1773049645390191,历史1/2次成功; 当前距低点0.18%; 最新日涨幅-5.99%; 状态bottom_area; 底部未确认
5,62.358850987432675,51.965709156193896,605286,同力天启,bottom_area,2022-04-07,23.58,2022-04-07,23.58,0.0,4.410517387616636,29.316546762589933,False,-4.3408,4.8433,1,2,1,50.0,30.46080191502094,30.46080191502094,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-4.34%; 状态bottom_area; 底部未确认
