rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,84.67466305595173,79.85202124646148,605258,协和电子,bottom_area,2022-09-08,22.8,2022-09-01,22.37,1.9222172552525691,5.274921770227983,28.98412698412698,False,-2.3555,1.8912,1,1,1,100.0,49.971379507727534,49.971379507727534,8.077782744747433,1.9222172552525691,历史1/1次成功; 当前距低点1.92%; 最新日涨幅-2.36%; 状态bottom_area; 底部未确认
2,83.72012633827477,78.96994197292071,002110,三钢闽光,bottom_area,2022-09-08,5.27,2022-08-31,5.17,1.9342359767891615,2.7079303675048294,30.41722745625841,False,0.7648,0.3334,1,1,1,100.0,22.90322580645161,22.90322580645161,8.06576402321084,1.9342359767891615,历史1/1次成功; 当前距低点1.93%; 最新日涨幅0.76%; 状态bottom_area; 底部未确认
3,81.88469767718495,76.31379093866258,688279,峰岹科技,bottom_area,2022-09-08,63.0,2022-09-05,62.19,1.3024602026049241,8.216755105322399,27.07551594746717,True,-3.062,1.7796,1,1,1,100.0,24.37311935807422,24.37311935807422,8.697539797395077,1.3024602026049241,历史1/1次成功; 当前距低点1.30%; 最新日涨幅-3.06%; 状态bottom_area; 底部已确认
4,79.96711028160288,74.61511052016941,688286,敏芯股份,bottom_area,2022-09-08,45.31,2022-09-06,44.7,1.3646532438478733,8.008948545861292,32.3854182423234,True,-3.8821,2.2564,1,1,1,100.0,16.00279524807827,16.00279524807827,8.635346756152128,1.3646532438478733,历史1/1次成功; 当前距低点1.36%; 最新日涨幅-3.88%; 状态bottom_area; 底部已确认
5,79.96474657155315,75.23588715486194,002043,兔宝宝,bottom_area,2022-09-08,8.48,2022-08-04,8.33,1.8007202881152504,8.403361344537807,30.2928870292887,True,-1.0502,1.276,1,1,1,100.0,14.470588235294123,14.470588235294123,8.19927971188475,1.8007202881152504,历史1/1次成功; 当前距低点1.80%; 最新日涨幅-1.05%; 状态bottom_area; 底部已确认
6,79.73153295473674,75.80652505831628,688058,宝兰德,bottom_area,2022-09-08,41.37,2022-08-31,40.42,2.3503216229589206,7.397328055418097,31.49152542372881,True,-2.4292,1.1702,1,1,1,100.0,24.27558257345491,24.27558257345491,7.649678377041081,2.3503216229589206,历史1/1次成功; 当前距低点2.35%; 最新日涨幅-2.43%; 状态bottom_area; 底部已确认
7,78.06645848989508,73.62287707424866,002645,华宏科技,bottom_area,2022-09-08,18.54,2022-09-02,18.19,1.9241341396371514,5.99230346344145,28.27287066246056,False,-2.3182,1.2918,1,1,1,100.0,16.50485436893203,16.50485436893203,8.07586586036285,1.9241341396371514,历史1/1次成功; 当前距低点1.92%; 最新日涨幅-2.32%; 状态bottom_area; 底部未确认
8,76.76094530454581,74.32031710628179,002045,国光电器,confirmed_rebound,2022-09-08,12.82,2022-09-02,12.41,3.3037872683319915,14.18211120064464,29.166666666666664,True,-7.1014,18.6695,2,2,2,100.0,31.73630149504698,33.77563329312426,6.696212731668008,3.3037872683319915,历史2/2次成功; 当前距低点3.30%; 最新日涨幅-7.10%; 状态confirmed_rebound; 底部已确认
9,76.72751554355594,75.30176520962372,603055,台华新材,bottom_area,2022-09-08,10.88,2022-09-01,10.46,4.01529636711281,7.934990439770538,31.767775603392035,True,1.4925,0.6271,1,1,1,100.0,19.498069498069512,19.498069498069512,5.984703632887191,4.01529636711281,历史1/1次成功; 当前距低点4.02%; 最新日涨幅1.49%; 状态bottom_area; 底部已确认
10,76.71351149658047,69.98335991364425,002012,凯恩股份,bottom_area,2022-09-08,5.48,2022-09-06,5.47,0.1828153564899575,3.8391224862888476,27.54966887417219,False,-3.0088,5.8733,1,1,1,100.0,25.646123260437374,25.646123260437374,9.817184643510043,0.1828153564899575,历史1/1次成功; 当前距低点0.18%; 最新日涨幅-3.01%; 状态bottom_area; 底部未确认
11,75.8470198679583,69.13489421592661,000661,长春高新,bottom_area,2022-09-08,165.83,2022-09-07,165.6,0.1388888888888999,2.475845410628016,28.712871287128717,False,-1.2211,1.0891,1,1,1,100.0,10.330972487060738,10.330972487060738,9.861111111111102,0.1388888888888999,历史1/1次成功; 当前距低点0.14%; 最新日涨幅-1.22%; 状态bottom_area; 底部未确认
