rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,84.67466305595173,79.85202124646148,605258,协和电子,bottom_area,2022-09-08,22.8,2022-09-01,22.37,1.9222172552525691,5.274921770227983,28.98412698412698,False,-2.3555,1.8912,1,1,1,100.0,49.971379507727534,49.971379507727534,8.077782744747433,1.9222172552525691,历史1/1次成功; 当前距低点1.92%; 最新日涨幅-2.36%; 状态bottom_area; 底部未确认
12,74.58598480732368,72.12916215111836,002346,柘中股份,bottom_area,2022-09-08,14.65,2022-09-06,14.19,3.241719520789294,9.161381254404516,31.44927536231884,True,-2.5931,2.0101,1,1,1,100.0,15.431627196333075,15.431627196333075,6.758280479210707,3.241719520789294,历史1/1次成功; 当前距低点3.24%; 最新日涨幅-2.59%; 状态bottom_area; 底部已确认
13,74.05740814699232,68.08779992389451,000799,酒鬼酒,bottom_area,2022-09-08,136.31,2022-09-06,135.51,0.5903623348830429,2.5754556859272446,28.256035578144857,False,-0.4455,1.0724,1,1,1,100.0,10.235623910902333,10.235623910902333,9.409637665116957,0.5903623348830429,历史1/1次成功; 当前距低点0.59%; 最新日涨幅-0.45%; 状态bottom_area; 底部未确认
14,73.32472818838033,72.69261846261846,000761,本钢板材,bottom_area,2022-09-08,3.45,2022-07-15,3.3,4.5454545454545565,8.484848484848492,31.818181818181817,True,0.5831,0.2274,1,1,1,100.0,11.969111969111971,11.969111969111971,5.4545454545454435,4.5454545454545565,历史1/1次成功; 当前距低点4.55%; 最新日涨幅0.58%; 状态bottom_area; 底部已确认
15,71.50246841044518,65.95707281019469,002648,卫星化学,bottom_area,2022-09-08,21.1,2022-09-08,20.94,0.7640878701050627,5.300859598853865,27.165217391304342,False,-3.653,1.4214,1,1,1,100.0,11.12469437652812,11.12469437652812,9.235912129894938,0.7640878701050627,历史1/1次成功; 当前距低点0.76%; 最新日涨幅-3.65%; 状态bottom_area; 底部未确认
16,70.83195245670387,70.04996111639161,002196,方正电机,bottom_area,2022-09-08,8.51,2022-09-01,8.15,4.417177914110422,8.343558282208585,27.29705619982159,True,-0.9313,2.3962,1,1,1,100.0,18.661971830985923,18.661971830985923,5.582822085889578,4.417177914110422,历史1/1次成功; 当前距低点4.42%; 最新日涨幅-0.93%; 状态bottom_area; 底部已确认
17,67.90655733234154,67.33030695748022,002669,康达新材,bottom_area,2022-09-08,13.32,2022-09-01,12.74,4.552590266875982,6.122448979591832,27.981910684002266,False,-0.8191,1.4411,1,1,1,100.0,14.89361702127659,14.89361702127659,5.447409733124019,4.552590266875982,历史1/1次成功; 当前距低点4.55%; 最新日涨幅-0.82%; 状态bottom_area; 底部未确认
18,67.76600494570404,66.5812845795204,000037,深南电A,bottom_area,2022-09-08,8.43,2022-09-05,8.1,4.074074074074075,9.7530864197531,31.41405588484336,True,-2.0906,9.0741,3,5,3,60.0,32.47405090542621,45.16765285996055,5.925925925925926,4.074074074074075,历史3/5次成功; 当前距低点4.07%; 最新日涨幅-2.09%; 状态bottom_area; 底部已确认
19,67.470276405895,61.33661491445,688288,鸿泉技术,bottom_area,2022-09-08,18.84,2022-09-08,18.84,0.0,4.511677282377927,31.039531478770133,False,-3.186,0.898,2,3,2,66.66666666666666,28.064237891308274,41.992882562277565,10.0,0.0,历史2/3次成功; 当前距低点0.00%; 最新日涨幅-3.19%; 状态bottom_area; 底部未确认
20,67.32573867573277,66.32404824457893,002119,康强电子,confirmed_rebound,2022-09-08,13.11,2022-09-01,12.58,4.213036565977737,10.651828298887121,30.8030803080308,True,-4.3066,6.0647,1,1,1,100.0,16.557911908646,16.557911908646,5.7869634340222635,4.213036565977737,历史1/1次成功; 当前距低点4.21%; 最新日涨幅-4.31%; 状态confirmed_rebound; 底部已确认
21,61.91683414412741,61.49962562855678,002617,露笑科技,bottom_area,2022-09-08,11.94,2022-09-02,11.41,4.645048203330406,9.02716914986853,28.99813316739266,True,-3.163,3.06,2,3,2,66.66666666666666,24.589617556362565,36.60589060308556,5.354951796669594,4.645048203330406,历史2/3次成功; 当前距低点4.65%; 最新日涨幅-3.16%; 状态bottom_area; 底部已确认
22,59.134309384084276,56.89946300578478,688165,埃夫特,bottom_area,2022-09-08,8.3,2022-09-02,8.06,2.9776674937965284,7.071960297766752,28.4826974267968,True,-1.7751,0.4476,1,2,1,50.0,21.98142414860681,21.98142414860681,7.022332506203472,2.9776674937965284,历史1/2次成功; 当前距低点2.98%; 最新日涨幅-1.78%; 状态bottom_area; 底部已确认
23,57.931751946320404,53.27824206882114,601966,玲珑轮胎,bottom_area,2022-09-08,21.57,2022-09-08,21.44,0.6063432835820849,2.7985074626865574,29.240924092409237,False,-1.2815,0.793,1,2,1,50.0,22.476907287033857,22.476907287033857,9.393656716417915,0.6063432835820849,历史1/2次成功; 当前距低点0.61%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
24,56.61883284075871,55.74342552442442,605319,无锡振华,bottom_area,2022-09-08,14.2,2022-08-29,13.63,4.181951577402777,5.282465150403513,27.345415778251603,False,0.924,1.5841,1,2,1,50.0,17.248790972595383,17.248790972595383,5.818048422597224,4.181951577402777,历史1/2次成功; 当前距低点4.18%; 最新日涨幅0.92%; 状态bottom_area; 底部未确认
25,55.04026770284472,50.93117109634551,000625,长安汽车,bottom_area,2022-09-08,14.13,2022-09-05,14.0,0.9285714285714342,4.428571428571423,32.95019157088122,False,-1.1197,2.0488,1,2,1,50.0,13.808139534883724,13.808139534883724,9.071428571428566,0.9285714285714342,历史1/2次成功; 当前距低点0.93%; 最新日涨幅-1.12%; 状态bottom_area; 底部未确认
26,50.69504104775648,49.26372997418228,002607,中公教育,confirmed_rebound,2022-09-08,4.44,2022-08-25,4.29,3.496503496503505,10.023310023310017,28.02013422818792,True,-0.8929,1.2177,1,4,1,25.0,18.337408312958438,18.337408312958438,6.503496503496494,3.496503496503505,历史1/4次成功; 当前距低点3.50%; 最新日涨幅-0.89%; 状态confirmed_rebound; 底部已确认
