rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.01215591623848,78.87023402347987,603319,美湖股份,bottom_area,2024-12-31,19.7,2024-12-31,19.62,0.4077471967380137,5.504587155963294,30.07840342124019,False,-3.5732,4.0008,4,4,4,100.0,26.182245333561973,43.981481481481474,14.592252803261985,0.4077471967380137,历史4/4次成功; 当前距低点0.41%; 最新日涨幅-3.57%; 状态bottom_area; 底部未确认
12,82.44883880015172,74.11898426138384,603216,梦天家居,bottom_area,2024-12-31,10.86,2024-12-25,10.67,1.7806935332708482,5.716963448922206,28.244788164088767,False,-1.0929,5.1301,1,1,1,100.0,17.41379310344827,17.41379310344827,13.219306466729153,1.7806935332708482,历史1/1次成功; 当前距低点1.78%; 最新日涨幅-1.09%; 状态bottom_area; 底部未确认
13,82.04616360788802,73.39529190568896,002836,新宏泽,bottom_area,2024-12-31,7.36,2024-12-25,7.25,1.5172413793103492,7.5862068965517215,27.500000000000004,True,-1.7356,2.1742,2,3,2,66.66666666666666,39.98890098844028,59.30851063829788,13.48275862068965,1.5172413793103492,历史2/3次成功; 当前距低点1.52%; 最新日涨幅-1.74%; 状态bottom_area; 底部已确认
14,81.69799395692633,72.0926651757172,300355,蒙草生态,bottom_area,2024-12-31,5.13,2024-12-31,5.09,0.7858546168958749,7.072691552062875,31.860776439089694,False,-4.1121,4.229,2,2,2,100.0,27.711901624945106,33.201581027668,14.214145383104123,0.7858546168958749,历史2/2次成功; 当前距低点0.79%; 最新日涨幅-4.11%; 状态bottom_area; 底部未确认
15,81.39402574864008,71.33543144086903,002321,华英农业,bottom_area,2024-12-31,2.39,2024-12-31,2.38,0.4201680672269005,3.361344537815129,32.76836158192091,False,-1.2397,1.6033,1,1,1,100.0,25.609756097560986,25.609756097560986,14.579831932773098,0.4201680672269005,历史1/1次成功; 当前距低点0.42%; 最新日涨幅-1.24%; 状态bottom_area; 底部未确认
16,81.354634223146,70.948489649885,600326,西藏天路,bottom_area,2024-12-31,6.46,2024-12-31,6.45,0.15503875968991915,4.9612403100775095,27.93296089385474,False,-4.1543,4.7224,1,1,1,100.0,30.494505494505493,30.494505494505493,14.84496124031008,0.15503875968991915,历史1/1次成功; 当前距低点0.16%; 最新日涨幅-4.15%; 状态bottom_area; 底部未确认
17,80.01390969162995,69.5773127753304,000031,大悦城,bottom_area,2024-12-31,3.04,2024-12-31,3.04,0.0,4.605263157894741,27.962085308056867,False,-3.1847,0.6201,1,1,1,100.0,33.48017621145373,33.48017621145373,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.18%; 状态bottom_area; 底部未确认
18,79.77337111038317,71.54683960911537,688165,埃夫特,bottom_area,2024-12-31,26.4,2024-12-30,25.97,1.6557566422795524,5.352329611089721,29.140518417462484,False,0.3421,4.6569,2,4,2,50.0,37.91378899738032,53.84615384615383,13.344243357720448,1.6557566422795524,历史2/4次成功; 当前距低点1.66%; 最新日涨幅0.34%; 状态bottom_area; 底部未确认
19,78.96192984899274,68.90746594868548,601216,君正集团,bottom_area,2024-12-31,5.26,2024-12-31,5.25,0.1904761904761864,3.6190476190476266,27.48618784530387,False,-3.1308,1.4676,1,1,1,100.0,19.955654101995574,19.955654101995574,14.809523809523814,0.1904761904761864,历史1/1次成功; 当前距低点0.19%; 最新日涨幅-3.13%; 状态bottom_area; 底部未确认
20,78.77690775276828,68.81468456192938,301566,达利凯普,bottom_area,2024-12-31,16.44,2024-12-31,16.4,0.24390243902440673,7.74390243902441,27.975406236275806,False,-6.8555,6.6165,1,1,1,100.0,20.111731843575413,20.111731843575413,14.756097560975592,0.24390243902440673,历史1/1次成功; 当前距低点0.24%; 最新日涨幅-6.86%; 状态bottom_area; 底部未确认
21,78.66687412080175,73.10541623794386,000692,惠天热电,bottom_area,2024-12-31,3.49,2024-12-25,3.37,3.5608308605341277,9.792284866468846,30.515463917525764,True,1.1594,3.9414,2,3,2,66.66666666666666,41.00776308223117,59.042553191489375,11.439169139465871,3.5608308605341277,历史2/3次成功; 当前距低点3.56%; 最新日涨幅1.16%; 状态bottom_area; 底部已确认
22,77.5545146566421,71.92072456566501,000510,新金路,bottom_area,2024-12-31,3.6,2024-12-25,3.48,3.448275862068969,8.333333333333334,29.6969696969697,True,-1.9074,1.6524,3,4,3,75.0,21.0096426407648,23.043478260869577,11.55172413793103,3.448275862068969,历史3/4次成功; 当前距低点3.45%; 最新日涨幅-1.91%; 状态bottom_area; 底部已确认
23,76.3241856850616,66.5952282490424,002006,精工科技,bottom_area,2024-12-31,16.5,2024-12-31,16.47,0.18214936247723826,5.64663023679417,27.25265017667845,False,-5.0086,2.618,2,3,2,66.66666666666666,46.311086714106686,61.48648648648647,14.817850637522762,0.18214936247723826,历史2/3次成功; 当前距低点0.18%; 最新日涨幅-5.01%; 状态bottom_area; 底部未确认
24,75.22916666666669,65.41666666666669,002137,实益达,bottom_area,2024-12-31,8.99,2024-12-31,8.99,0.0,4.226918798665173,30.364058869093725,False,-10.01,32.3404,2,3,2,66.66666666666666,55.55040286140998,89.3034825870647,15.0,0.0,历史2/3次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态bottom_area; 底部未确认
25,74.55693551850179,64.83211784217548,300607,拓斯达,bottom_area,2024-12-31,25.49,2024-12-31,25.49,0.0,7.296979207532378,29.934029686641022,False,-5.312,9.0442,3,5,3,60.0,44.63504216223377,59.90836197021764,15.0,0.0,历史3/5次成功; 当前距低点0.00%; 最新日涨幅-5.31%; 状态bottom_area; 底部未确认
26,72.07512519381268,62.80095215173015,002786,银宝山新,bottom_area,2024-12-31,9.25,2024-12-31,9.24,0.1082251082251059,3.679653679653678,27.92511700468019,False,-2.9381,2.1802,4,7,4,57.14285714285714,18.758784784472958,22.074688796680498,14.891774891774896,0.1082251082251059,历史4/7次成功; 当前距低点0.11%; 最新日涨幅-2.94%; 状态bottom_area; 底部未确认
27,72.00904380009068,62.61655982616582,300651,金陵体育,bottom_area,2024-12-31,12.66,2024-12-31,12.66,0.0,3.5545023696682407,32.98041291688724,False,-1.7081,4.6944,3,5,3,60.0,22.508386162181807,25.720461095100855,15.0,0.0,历史3/5次成功; 当前距低点0.00%; 最新日涨幅-1.71%; 状态bottom_area; 底部未确认
28,70.22906454876482,61.768633531696146,002146,荣盛发展,bottom_area,2024-12-31,1.65,2024-12-31,1.64,0.6097560975609762,6.097560975609762,31.380753138075324,False,-3.5088,3.731,3,5,3,60.0,23.38106147384497,33.33333333333333,14.390243902439023,0.6097560975609762,历史3/5次成功; 当前距低点0.61%; 最新日涨幅-3.51%; 状态bottom_area; 底部未确认
29,69.95907386020701,61.76904823403444,300533,冰川网络,bottom_area,2024-12-31,19.76,2024-12-30,19.6,0.8163265306122455,6.428571428571418,30.049964311206274,False,-4.4487,2.4607,2,3,2,66.66666666666666,28.13766697399834,40.564081294068856,14.183673469387752,0.8163265306122455,历史2/3次成功; 当前距低点0.82%; 最新日涨幅-4.45%; 状态bottom_area; 底部未确认
30,69.29635865248868,60.50723749952462,688023,安恒信息,bottom_area,2024-12-31,40.8,2024-12-31,40.71,0.22107590272659375,5.8462294276590585,28.553878553878548,False,-4.0,2.3489,2,4,2,50.0,33.50156213839389,39.261744966442954,14.778924097273405,0.22107590272659375,历史2/4次成功; 当前距低点0.22%; 最新日涨幅-4.00%; 状态bottom_area; 底部未确认
31,69.17522119783742,60.56867911093443,000717,中南股份,bottom_area,2024-12-31,2.72,2024-12-31,2.71,0.3690036900369089,6.273062730627303,27.73333333333333,False,-3.5461,2.3048,2,4,2,50.0,35.64520174311065,56.020942408376975,14.63099630996309,0.3690036900369089,历史2/4次成功; 当前距低点0.37%; 最新日涨幅-3.55%; 状态bottom_area; 底部未确认
32,68.75115369107162,61.20506355688433,603123,翠微股份,bottom_area,2024-12-31,8.05,2024-12-25,7.95,1.2578616352201324,7.924528301886791,29.770318021201415,True,-3.4772,1.8876,2,5,2,40.0,22.596710135409833,29.08496732026144,13.742138364779866,1.2578616352201324,历史2/5次成功; 当前距低点1.26%; 最新日涨幅-3.48%; 状态bottom_area; 底部已确认
33,64.95227558286197,56.66797349228825,300530,领湃科技,bottom_area,2024-12-31,16.93,2024-12-31,16.9,0.17751479289941502,4.615384615384623,27.962489343563522,False,-3.4778,1.5286,3,7,3,42.857142857142854,27.802573379948058,34.07510431154381,14.822485207100582,0.17751479289941502,历史3/7次成功; 当前距低点0.18%; 最新日涨幅-3.48%; 状态bottom_area; 底部未确认
34,64.87180970146672,56.44921228859147,688001,华兴源创,bottom_area,2024-12-31,27.1,2024-12-31,27.09,0.036913990402368264,5.72166851236619,29.945694336695116,False,-4.3079,0.8012,2,5,2,40.0,31.093420358649794,35.3639240506329,14.963086009597632,0.036913990402368264,历史2/5次成功; 当前距低点0.04%; 最新日涨幅-4.31%; 状态bottom_area; 底部未确认
35,64.50642656776319,57.25930233491133,002167,东方锆业,bottom_area,2024-12-31,7.34,2024-12-25,7.26,1.1019283746556485,6.198347107438019,30.259365994236315,False,-3.4211,2.6503,1,4,1,25.0,41.1650485436893,41.1650485436893,13.898071625344352,1.1019283746556485,历史1/4次成功; 当前距低点1.10%; 最新日涨幅-3.42%; 状态bottom_area; 底部未确认
36,64.1810825734734,57.01306855154884,002343,慈文传媒,bottom_area,2024-12-31,6.2,2024-12-25,6.13,1.1419249592169702,6.851549755301793,27.7122641509434,False,-4.1731,3.0049,1,4,1,25.0,40.33149171270718,40.33149171270718,13.85807504078303,1.1419249592169702,历史1/4次成功; 当前距低点1.14%; 最新日涨幅-4.17%; 状态bottom_area; 底部未确认
37,64.07337213035524,55.715975765526295,300359,全通教育,bottom_area,2024-12-31,5.26,2024-12-31,5.26,0.0,5.323193916349815,27.448275862068964,False,-3.8391,1.9567,2,4,2,50.0,17.290192287775735,18.19484240687678,15.0,0.0,历史2/4次成功; 当前距低点0.00%; 最新日涨幅-3.84%; 状态bottom_area; 底部未确认
38,62.32858988711007,54.42189945145466,688133,泰坦科技,bottom_area,2024-12-31,18.24,2024-12-31,18.2,0.21978021978021509,6.208791208791204,29.402637703646246,False,-3.6959,2.1952,1,2,1,50.0,34.10214168039539,34.10214168039539,14.780219780219783,0.21978021978021509,历史1/2次成功; 当前距低点0.22%; 最新日涨幅-3.70%; 状态bottom_area; 底部未确认
39,62.286518727337196,54.64580628624817,000710,贝瑞基因,bottom_area,2024-12-31,8.45,2024-12-30,8.41,0.4756242568370886,6.183115338882278,28.789161727349704,False,-0.8216,3.0479,2,5,2,40.0,16.560374149659864,17.3469387755102,14.52437574316291,0.4756242568370886,历史2/5次成功; 当前距低点0.48%; 最新日涨幅-0.82%; 状态bottom_area; 底部未确认
40,62.16544137064383,54.14203764261318,000688,国城矿业,bottom_area,2024-12-31,11.89,2024-12-31,11.88,0.08417508417508238,5.8080808080808035,31.090487238979108,False,-4.7276,0.9377,1,2,1,50.0,30.935251798561143,30.935251798561143,14.915824915824919,0.08417508417508238,历史1/2次成功; 当前距低点0.08%; 最新日涨幅-4.73%; 状态bottom_area; 底部未确认
41,62.029658238219035,56.38678322183883,688196,卓越新能,bottom_area,2024-12-31,33.59,2024-12-31,32.81,2.3773239865894578,2.956415726912523,31.445883827831167,False,0.9618,1.0408,1,4,1,25.0,19.41979522184301,19.41979522184301,12.622676013410542,2.3773239865894578,历史1/4次成功; 当前距低点2.38%; 最新日涨幅0.96%; 状态bottom_area; 底部未确认
42,61.59086432212029,54.491917297979796,000545,金浦钛业,bottom_area,2024-12-31,2.18,2024-12-31,2.16,0.9259259259259267,3.703703703703707,27.27272727272727,False,-0.9091,2.0734,2,5,2,40.0,21.252840909090914,24.6875,14.074074074074073,0.9259259259259267,历史2/5次成功; 当前距低点0.93%; 最新日涨幅-0.91%; 状态bottom_area; 底部未确认
43,61.10759641640483,53.557308488374304,300340,科恒股份,bottom_area,2024-12-31,9.53,2024-12-25,9.49,0.42149631190726183,6.95468914646997,29.703703703703706,False,-2.9532,2.4691,1,4,1,25.0,42.54473161033797,42.54473161033797,14.578503688092736,0.42149631190726183,历史1/4次成功; 当前距低点0.42%; 最新日涨幅-2.95%; 状态bottom_area; 底部未确认
44,60.850333333333346,52.91333333333335,600255,鑫科材料,bottom_area,2024-12-31,3.42,2024-12-31,3.42,0.0,9.356725146198839,27.388535031847134,False,-10.0,22.4321,1,2,1,50.0,35.55555555555555,35.55555555555555,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
45,59.6260834671803,52.57235681911825,300468,四方精创,bottom_area,2024-12-31,16.3,2024-12-31,16.18,0.7416563658838133,6.922126081582207,28.501988510826337,False,-5.562,4.9202,1,3,1,33.33333333333333,105.06912442396315,105.06912442396315,14.258343634116185,0.7416563658838133,历史1/3次成功; 当前距低点0.74%; 最新日涨幅-5.56%; 状态bottom_area; 底部未确认
46,59.36330509963156,53.91094787169843,600382,广东明珠,bottom_area,2024-12-31,4.4,2024-12-25,4.3,2.32558139534885,7.906976744186044,31.200000000000006,True,-0.2268,0.8455,1,3,1,33.33333333333333,17.365269461077848,17.365269461077848,12.67441860465115,2.32558139534885,历史1/3次成功; 当前距低点2.33%; 最新日涨幅-0.23%; 状态bottom_area; 底部已确认
47,59.19116028708134,51.470574162679426,603366,日出东方,bottom_area,2024-12-31,11.71,2024-12-31,11.71,0.0,5.465414175918008,27.267080745341616,False,-2.8216,5.5824,1,2,1,50.0,17.583732057416277,17.583732057416277,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-2.82%; 状态bottom_area; 底部未确认
48,58.48724925556983,50.85847761353899,300546,雄帝科技,bottom_area,2024-12-31,16.82,2024-12-31,16.82,0.0,7.015457788347204,28.75900042354934,False,-5.0254,5.2704,2,6,2,33.33333333333333,27.285721936589546,33.791666666666664,15.0,0.0,历史2/6次成功; 当前距低点0.00%; 最新日涨幅-5.03%; 状态bottom_area; 底部未确认
49,58.47511831374648,51.21763829306843,002285,世联行,bottom_area,2024-12-31,2.59,2024-12-31,2.58,0.3875968992247979,5.038759689922476,28.92561983471074,False,-3.3582,1.7585,1,2,1,50.0,18.932038834951463,18.932038834951463,14.6124031007752,0.3875968992247979,历史1/2次成功; 当前距低点0.39%; 最新日涨幅-3.36%; 状态bottom_area; 底部未确认
50,57.189316,49.72984,301487,盟固利,bottom_area,2024-12-31,21.27,2024-12-31,21.27,0.0,8.039492242595209,27.971554351506946,False,-11.5593,8.9447,1,2,1,50.0,18.439999999999998,18.439999999999998,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-11.56%; 状态bottom_area; 底部未确认
51,57.12401512878627,50.60361491222716,002370,亚太药业,bottom_area,2024-12-31,3.05,2024-12-31,3.02,0.993377483443702,3.6423841059602604,28.941176470588236,False,-0.974,3.3983,2,6,2,33.33333333333333,15.619259360997129,15.633423180592995,14.006622516556297,0.993377483443702,历史2/6次成功; 当前距低点0.99%; 最新日涨幅-0.97%; 状态bottom_area; 底部未确认
52,56.98972237771553,50.32114754098358,300749,顶固集创,bottom_area,2024-12-31,6.15,2024-12-25,6.1,0.8196721311475527,8.032786885245907,31.690929451287797,True,-2.8436,2.8364,1,4,1,25.0,20.833333333333336,20.833333333333336,14.180327868852446,0.8196721311475527,历史1/4次成功; 当前距低点0.82%; 最新日涨幅-2.84%; 状态bottom_area; 底部已确认
53,56.91479844990949,53.62783709894793,600250,南京商旅,bottom_area,2024-12-31,9.21,2024-12-25,8.83,4.3035107587769055,9.060022650056633,31.069476971116316,True,0.2176,3.8887,1,4,1,25.0,19.004524886877824,19.004524886877824,10.696489241223095,4.3035107587769055,历史1/4次成功; 当前距低点4.30%; 最新日涨幅0.22%; 状态bottom_area; 底部已确认
54,56.82012578616351,49.40880503144653,600400,红豆股份,bottom_area,2024-12-31,2.49,2024-12-31,2.49,0.0,3.2128514056224744,27.405247813411076,False,-1.1905,1.5079,1,3,1,33.33333333333333,25.943396226415082,25.943396226415082,15.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-1.19%; 状态bottom_area; 底部未确认
55,56.526215673511665,49.52985504791244,300769,德方纳米,bottom_area,2024-12-31,36.88,2024-12-31,36.73,0.40838551592705064,5.771848625102109,27.310508608747284,False,-4.7275,4.4047,2,8,2,25.0,30.946096904441454,41.300000000000004,14.591614484072949,0.40838551592705064,历史2/8次成功; 当前距低点0.41%; 最新日涨幅-4.73%; 状态bottom_area; 底部未确认
56,55.45333115183245,48.22028795811518,002374,中锐股份,bottom_area,2024-12-31,2.74,2024-12-31,2.74,0.0,5.474452554744522,32.843137254901954,False,-1.4388,2.0759,1,4,1,25.0,20.94240837696336,20.94240837696336,15.0,0.0,历史1/4次成功; 当前距低点0.00%; 最新日涨幅-1.44%; 状态bottom_area; 底部未确认
57,55.07811532286778,51.33354835582773,002858,力盛体育,bottom_area,2024-12-31,11.44,2024-12-25,11.03,3.7171350861287413,8.612873980054408,29.430582213691626,True,-2.8037,4.3581,1,3,1,33.33333333333333,20.566037735849065,20.566037735849065,11.282864913871258,3.7171350861287413,历史1/3次成功; 当前距低点3.72%; 最新日涨幅-2.80%; 状态bottom_area; 底部已确认
58,54.55063333333333,47.43533333333333,002239,奥特佳,bottom_area,2024-12-31,3.05,2024-12-31,3.05,0.0,4.262295081967225,27.033492822966505,False,-2.8662,3.301,1,3,1,33.33333333333333,15.333333333333332,15.333333333333332,15.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-2.87%; 状态bottom_area; 底部未确认
59,54.045157951269815,47.215646885567814,002238,天威视讯,bottom_area,2024-12-31,8.03,2024-12-31,8.01,0.249687890137323,5.3682896379525555,28.09694793536805,False,-3.717,1.63,1,3,1,33.33333333333333,15.169902912621358,15.169902912621358,14.750312109862676,0.249687890137323,历史1/3次成功; 当前距低点0.25%; 最新日涨幅-3.72%; 状态bottom_area; 底部未确认
