rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
37,64.25239782237038,54.33578900493888,688107,安路科技,bottom_area,2023-08-28,41.5,2023-08-28,41.17,0.8015545299975668,6.5338838960408,28.968253968253965,False,-1.1434,0.9511,1,3,1,33.33333333333333,67.95615731785945,67.95615731785945,19.198445470002433,0.8015545299975668,历史1/3次成功; 当前距低点0.80%; 最新日涨幅-1.14%; 状态bottom_area; 底部未确认
38,63.96421833995405,53.88836932192862,603155,新亚强,bottom_area,2023-08-28,21.96,2023-08-28,21.83,0.5955107650023022,7.879065506184162,28.16716025008227,False,-1.701,1.2383,1,2,1,50.0,25.624375624375624,25.624375624375624,19.404489234997698,0.5955107650023022,历史1/2次成功; 当前距低点0.60%; 最新日涨幅-1.70%; 状态bottom_area; 底部未确认
39,63.85881355513075,53.86509963237869,001266,宏英智能,bottom_area,2023-08-28,24.33,2023-08-25,24.17,0.6619776582540198,6.743897393462967,31.37421919363997,False,0.0823,5.237,1,3,1,33.33333333333333,23.285351397121083,23.285351397121083,19.33802234174598,0.6619776582540198,历史1/3次成功; 当前距低点0.66%; 最新日涨幅0.08%; 状态bottom_area; 底部未确认
40,62.951365517241385,52.45947126436782,601778,晶科科技,bottom_area,2023-08-28,3.7,2023-08-28,3.7,0.0,6.48648648648648,28.015564202334627,False,-1.0695,3.4696,1,3,1,33.33333333333333,42.344827586206904,42.344827586206904,20.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-1.07%; 状态bottom_area; 底部未确认
41,62.76528046142952,52.577824959738884,688286,敏芯股份,bottom_area,2023-08-28,45.83,2023-08-25,45.7,0.2844638949671673,8.752735229759299,30.335365853658523,True,-0.7794,1.1894,1,3,1,33.33333333333333,25.016501650165008,25.016501650165008,19.715536105032832,0.2844638949671673,历史1/3次成功; 当前距低点0.28%; 最新日涨幅-0.78%; 状态bottom_area; 底部已确认
42,62.07448524067636,51.7978685612982,302132,中航成飞,bottom_area,2023-08-28,41.21,2023-08-28,41.18,0.07285089849441753,9.154929577464795,32.54709254709255,False,-1.1751,2.3887,1,4,1,25.0,28.81165919282512,28.81165919282512,19.927149101505584,0.07285089849441753,历史1/4次成功; 当前距低点0.07%; 最新日涨幅-1.18%; 状态bottom_area; 底部未确认
43,58.81679732619262,49.624214227264055,688173,希荻微,bottom_area,2023-08-28,16.4,2023-08-28,16.29,0.6752608962553679,8.410067526089632,32.125,False,-1.026,1.4925,1,3,1,33.33333333333333,23.120837297811605,23.120837297811605,19.324739103744633,0.6752608962553679,历史1/3次成功; 当前距低点0.68%; 最新日涨幅-1.03%; 状态bottom_area; 底部未确认
44,58.41347882896722,48.87828519217622,688202,美迪西,bottom_area,2023-08-28,71.55,2023-08-28,71.39,0.22412102535368622,14.848017929682019,27.808676307007786,False,-6.8238,3.969,1,3,1,33.33333333333333,23.795418261555337,23.795418261555337,19.775878974646314,0.22412102535368622,历史1/3次成功; 当前距低点0.22%; 最新日涨幅-6.82%; 状态bottom_area; 底部未确认
45,58.26012632599321,49.08119748730498,300521,爱司凯,bottom_area,2023-08-28,11.86,2023-08-28,11.79,0.5937234944868557,7.463952502120448,30.23668639053254,False,-0.7531,1.947,1,4,1,25.0,20.590790616854918,20.590790616854918,19.406276505513144,0.5937234944868557,历史1/4次成功; 当前距低点0.59%; 最新日涨幅-0.75%; 状态bottom_area; 底部未确认
46,55.02910990625017,49.88385675652096,688115,思林杰,bottom_area,2023-08-28,30.21,2023-08-15,28.88,4.605263157894743,12.188365650969528,27.345911949685537,True,-0.5596,1.0447,1,3,1,33.33333333333333,23.658728081654015,23.658728081654015,15.394736842105258,4.605263157894743,历史1/3次成功; 当前距低点4.61%; 最新日涨幅-0.56%; 状态bottom_area; 底部已确认
