rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.82050873003054,80.88739758721218,002178,延华智能,bottom_area,2022-09-28,3.94,2022-09-26,3.89,1.2853470437017949,5.398457583547545,28.623853211009177,False,-2.716,1.0022,3,3,3,100.0,14.397789499205718,17.359413202933986,8.714652956298204,1.2853470437017949,历史3/3次成功; 当前距低点1.29%; 最新日涨幅-2.72%; 状态bottom_area; 底部未确认
2,84.79616099035108,79.20433494335055,002343,慈文传媒,bottom_area,2022-09-28,5.0,2022-09-27,4.93,1.4198782961460505,4.0567951318458455,29.470672389127333,False,-1.9608,1.9664,1,1,1,100.0,40.33149171270718,40.33149171270718,8.580121703853951,1.4198782961460505,历史1/1次成功; 当前距低点1.42%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
3,84.4937537390321,76.81250339912009,300437,清水源,bottom_area,2022-09-28,16.66,2022-09-28,16.66,0.0,4.9219687875150075,32.35891189606171,False,-4.3628,2.4123,6,6,6,100.0,22.379050532903687,30.330330330330323,10.0,0.0,历史6/6次成功; 当前距低点0.00%; 最新日涨幅-4.36%; 状态bottom_area; 底部未确认
4,84.12881097590032,78.46929954830155,002157,正邦科技,bottom_area,2022-09-28,4.52,2022-09-27,4.46,1.345291479820619,5.156950672645749,28.52564102564103,False,-3.6247,1.5642,3,3,3,100.0,12.347118937056795,13.751169317118809,8.654708520179382,1.345291479820619,历史3/3次成功; 当前距低点1.35%; 最新日涨幅-3.62%; 状态bottom_area; 底部未确认
5,81.4802231168502,76.75719504536598,300560,中富通,bottom_area,2022-09-28,12.01,2022-09-26,11.79,1.8659881255301158,4.071246819338426,28.76132930513596,False,-1.9592,1.049,2,2,2,100.0,15.976601997713122,20.94196804037006,8.134011874469884,1.8659881255301158,历史2/2次成功; 当前距低点1.87%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
6,81.02158071870875,73.6559824715534,002600,领益智造,bottom_area,2022-09-28,4.48,2022-09-28,4.48,0.0,3.348214285714274,27.62520193861066,False,-3.6559,0.3731,3,3,3,100.0,22.07517457824405,38.381201044386415,10.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-3.66%; 状态bottom_area; 底部未确认
7,81.00116962984015,74.13140105078809,002202,金风科技,bottom_area,2022-09-28,11.46,2022-09-28,11.42,0.3502626970227752,4.640980735551658,27.53807106598985,False,-3.7783,0.6938,1,1,1,100.0,55.172413793103445,55.172413793103445,9.649737302977226,0.3502626970227752,历史1/1次成功; 当前距低点0.35%; 最新日涨幅-3.78%; 状态bottom_area; 底部未确认
8,80.97357635114489,73.61234213740444,002245,蔚蓝锂芯,bottom_area,2022-09-28,14.26,2022-09-28,14.26,0.0,5.329593267882187,29.61500493583416,False,-5.3121,2.1945,3,3,3,100.0,21.840549125830286,25.653923541247494,10.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-5.31%; 状态bottom_area; 底部未确认
9,80.95504427390793,76.30426763110307,002616,长青集团,bottom_area,2022-09-28,4.84,2022-09-27,4.75,1.8947368421052602,6.947368421052633,28.678678678678683,False,-1.2245,3.5427,1,1,1,100.0,30.560578661844474,30.560578661844474,8.10526315789474,1.8947368421052602,历史1/1次成功; 当前距低点1.89%; 最新日涨幅-1.22%; 状态bottom_area; 底部未确认
10,80.90396245919833,73.70998073116667,688018,乐鑫科技,bottom_area,2022-09-28,78.7,2022-09-28,78.61,0.11448925073146343,3.0403256583131926,32.81196581196581,False,-2.5628,0.6486,1,1,1,100.0,34.629119477604306,34.629119477604306,9.885510749268537,0.11448925073146343,历史1/1次成功; 当前距低点0.11%; 最新日涨幅-2.56%; 状态bottom_area; 底部未确认
11,80.87666172011541,75.27490131997925,603192,汇得科技,bottom_area,2022-09-28,18.88,2022-09-26,18.65,1.2332439678284206,5.093833780160874,29.59607399018498,False,-2.9805,0.5617,1,1,1,100.0,16.917728852838945,16.917728852838945,8.76675603217158,1.2332439678284206,历史1/1次成功; 当前距低点1.23%; 最新日涨幅-2.98%; 状态bottom_area; 底部未确认
12,80.65567452849423,74.10061970815724,300538,同益股份,bottom_area,2022-09-28,10.92,2022-09-26,10.86,0.5524861878453085,3.7753222836095777,29.019607843137262,False,-2.7605,0.6608,2,2,2,100.0,25.431657077658826,30.150753768844226,9.447513812154693,0.5524861878453085,历史2/2次成功; 当前距低点0.55%; 最新日涨幅-2.76%; 状态bottom_area; 底部未确认
13,80.57584070581898,73.25076427801724,601778,晶科科技,bottom_area,2022-09-28,4.49,2022-09-28,4.49,0.0,3.7861915367483276,27.463651050080777,False,-2.603,0.8965,2,2,2,100.0,26.348195043103452,42.344827586206904,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-2.60%; 状态bottom_area; 底部未确认
14,80.46767959093728,74.99360905354143,688171,纬德信息,bottom_area,2022-09-28,19.44,2022-09-26,19.19,1.3027618551328815,4.168837936425207,29.13589364844903,False,-2.3606,1.0027,1,1,1,100.0,16.257559587335468,16.257559587335468,8.69723814486712,1.3027618551328815,历史1/1次成功; 当前距低点1.30%; 最新日涨幅-2.36%; 状态bottom_area; 底部未确认
