rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,80.02400884048932,74.97990606860158,000789,万年青,bottom_area,2021-10-28,11.44,2021-10-28,11.37,0.6156552330694837,3.6059806508355337,32.76167947959788,False,-2.4723,1.7806,1,1,1,100.0,47.599999999999994,47.599999999999994,7.384344766930516,0.6156552330694837,历史1/1次成功; 当前距低点0.62%; 最新日涨幅-2.47%; 状态bottom_area; 底部未确认
2,78.7987795487222,77.19047315690194,300417,南华仪器,bottom_area,2021-10-28,11.25,2021-10-28,10.93,2.9277218664226923,3.9341262580054868,27.80713342140027,False,0.3568,3.1104,1,1,1,100.0,25.514403292181065,25.514403292181065,5.072278133577308,2.9277218664226923,历史1/1次成功; 当前距低点2.93%; 最新日涨幅0.36%; 状态bottom_area; 底部未确认
3,77.33492371450471,75.92193219858659,000899,赣能股份,bottom_area,2021-10-28,5.76,2021-10-27,5.59,3.0411449016100165,7.334525939177104,27.6843467011643,True,0.0,3.5483,1,1,1,100.0,10.891089108910888,10.891089108910888,4.958855098389983,3.0411449016100165,历史1/1次成功; 当前距低点3.04%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
4,77.20645083986558,72.16991228070174,002075,沙钢股份,bottom_area,2021-10-28,6.11,2021-10-28,6.08,0.493421052631583,2.1381578947368403,30.195177956371992,False,-1.7685,1.5753,1,1,1,100.0,30.994152046783608,30.994152046783608,7.506578947368417,0.493421052631583,历史1/1次成功; 当前距低点0.49%; 最新日涨幅-1.77%; 状态bottom_area; 底部未确认
5,76.38403911098423,71.01167920251538,603069,海汽集团,bottom_area,2021-10-28,14.36,2021-10-28,14.33,0.20935101186321955,3.000697836706209,28.883374689826297,False,-2.9074,0.9212,1,1,1,100.0,21.284943599803825,21.284943599803825,7.79064898813678,0.20935101186321955,历史1/1次成功; 当前距低点0.21%; 最新日涨幅-2.91%; 状态bottom_area; 底部未确认
6,75.61320833379168,70.14692363645811,002233,塔牌集团,bottom_area,2021-10-28,10.03,2021-10-28,10.02,0.09980039920159467,2.0958083832335417,30.174216027874568,False,-1.0848,1.3288,1,1,1,100.0,15.292841648590022,15.292841648590022,7.9001996007984046,0.09980039920159467,历史1/1次成功; 当前距低点0.10%; 最新日涨幅-1.08%; 状态bottom_area; 底部未确认
7,74.42433947065737,69.78724794786584,300523,辰安科技,bottom_area,2021-10-28,19.95,2021-10-28,19.82,0.6559031281533754,2.219979818365294,27.7959927140255,False,-0.8942,0.3085,1,1,1,100.0,20.175844516427578,20.175844516427578,7.3440968718466255,0.6559031281533754,历史1/1次成功; 当前距低点0.66%; 最新日涨幅-0.89%; 状态bottom_area; 底部未确认
8,73.80890421262558,73.02991841618625,605183,确成股份,bottom_area,2021-10-28,16.2,2021-10-27,15.66,3.44827586206896,6.194125159642393,29.140271493212673,False,2.4668,4.8489,1,1,1,100.0,9.526813880126182,9.526813880126182,4.55172413793104,3.44827586206896,历史1/1次成功; 当前距低点3.45%; 最新日涨幅2.47%; 状态bottom_area; 底部未确认
9,73.74659657564655,68.65954822954822,000868,安凯客车,bottom_area,2021-10-28,3.52,2021-10-28,3.51,0.2849002849002915,5.128205128205133,27.178423236514533,False,-4.3478,0.9552,1,1,1,100.0,19.780219780219785,19.780219780219785,7.715099715099709,0.2849002849002915,历史1/1次成功; 当前距低点0.28%; 最新日涨幅-4.35%; 状态bottom_area; 底部未确认
10,73.72435412653728,68.26329085790488,300420,五洋自控,bottom_area,2021-10-28,3.36,2021-10-28,3.36,0.0,5.0595238095238075,28.205128205128204,False,-4.0,1.5993,2,2,2,100.0,9.748875580133735,10.579345088161196,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-4.00%; 状态bottom_area; 底部未确认
11,73.11893535412945,68.3875149117109,000936,华西股份,bottom_area,2021-10-28,5.77,2021-10-28,5.74,0.5226480836236822,2.0905923344947754,28.07017543859649,False,-0.6885,0.7307,1,1,1,100.0,11.016949152542363,11.016949152542363,7.477351916376318,0.5226480836236822,历史1/1次成功; 当前距低点0.52%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
